word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
死者	si3 zhe3	已死的人	考古学家在古墓中发现了多具#死者#的遗骸，通过骨骼分析推断出他们生前的年龄和健康状况。	战场上横七竖八地躺着许多#死者#，空气中弥漫着血腥的气息，让人不忍直视。	法医仔细检查了#死者#的伤口，试图从中找出凶手使用的凶器类型和作案手法。	这场突如其来的地震造成了大量#死者#，救援人员正在废墟中搜寻可能的幸存者。	历史记载中提到，那场瘟疫导致城中#死者#无数，尸体堆积如山，无人掩埋。	警方在河边发现了一具#死者#的尸体，初步判断已经死亡超过四十八小时。	战争结束后，双方都派人清理战场上的#死者#，将他们的遗体送回各自的家乡安葬。						
死者	si3 zhe3	对逝者的正式称呼	追悼会上，主持人庄严地宣读了#死者#的生平事迹，在场的亲友无不潸然泪下。	法官在宣判时特别强调，被告的行为给#死者#家属造成了无法弥补的精神创伤。	新闻报道中提到，#死者#生前是一位德高望重的教授，为学术界做出了卓越贡献。	警方发言人在记者会上表示，目前已经确认了#死者#的身份，正在通知其家属。	律师在法庭上为#死者#的权益据理力争，要求被告承担全部民事赔偿责任。	验尸报告显示，#死者#的死因是心脏病突发，排除了他杀的可能性。	社区居民自发组织了悼念活动，缅怀#死者#生前对邻里的热心帮助和无私奉献。						
夏	Xia4	中国古代的夏朝	根据史书记载，#夏#朝是中国历史上第一个世袭制王朝，由大禹的儿子启建立。	考古学家在二里头遗址发现了大量青铜器和玉器，为研究#夏#朝文明提供了重要实物证据。	传说中的#夏#朝末代君主桀荒淫无道，最终被商汤推翻，结束了四百多年的统治。	历史学家对#夏#朝的存在一直存有争议，因为目前尚未发现确凿的文字记载。	中学历史课本上介绍说，#夏#朝开创了中国古代王朝更替的先河，具有重要的历史意义。	大禹治水的故事广为流传，他的儿子启建立#夏#朝后，中国进入了奴隶社会时期。	学者们通过对古籍的研究，试图还原#夏#朝的政治制度和社会结构。						
夏	Xia4	十六国时期的夏国	十六国时期，匈奴人赫连勃勃建立了#夏#国，定都统万城，与其他政权争霸北方。	#夏#国虽然存在时间不长，但其修建的统万城至今仍有遗迹可寻，见证了那段动荡的历史。	历史记载中，#夏#国的开国君主赫连勃勃以残暴著称，曾下令处死大量工匠。	魏晋南北朝史研究者对#夏#国的兴衰进行了深入分析，认为其灭亡与内部权力斗争有关。	统万城是#夏#国的都城，其城墙采用特殊的夯土技术建造，坚固异常。	在五胡十六国的混乱局面中，#夏#国曾一度控制了陕北和河套地区的大片土地。	考古发掘显示，#夏#国时期的墓葬中出土了大量具有游牧民族特色的随葬品。						
夏	xia4	夏季	今年#夏#天格外炎热，气象部门连续发布高温预警，提醒市民注意防暑降温。	孩子们最期待的就是#夏#天的暑假，可以去海边游泳、堆沙堡，尽情享受阳光。	#夏#日的傍晚，老人们喜欢在树荫下乘凉聊天，手中的蒲扇轻轻摇动。	农民们在#夏#收时节忙得不可开交，金黄的麦浪在阳光下翻滚，预示着丰收的喜悦。	这家冰淇淋店每到#夏#天就生意火爆，门口排起了长长的队伍。	#夏#夜的星空格外璀璨，我们躺在草地上数星星，听蛐蛐的叫声此起彼伏。	南方的#夏#季不仅炎热而且潮湿，空调几乎成了每个家庭的必需品。						
士	shi4	古代高级官僚或士族成员	魏晋时期，门阀制度盛行，#士#族子弟凭借家世便可轻易获得官职，寒门学子则难以出头。	东晋的王谢两家是当时最显赫的#士#族，其子弟多在朝中担任要职，权倾一时。	九品中正制的实施使得#士#族垄断了选官权力，形成了"上品无寒门，下品无势族"的局面。	南朝时期，#士#族虽然仍享有崇高的社会地位，但其政治影响力已经开始衰落。	历史学家研究发现，#士#族的婚姻往往讲究门当户对，很少与庶族通婚。	隋唐科举制度的推行打破了#士#族对官场的垄断，为寒门子弟提供了上升通道。	那位出身#士#族的官员虽然才能平庸，却因家族背景而被委以重任。						
士	shi4	古代读书人或学者	古人云"#士#为知己者死"，强调的是读书人对知遇之恩的珍视和报答。	战国时期，各国君主纷纷招揽#士#人，养士之风盛行，形成了百家争鸣的学术繁荣局面。	孔子周游列国，希望能遇到赏识自己的君主，实现#士#人治国平天下的理想。	古代#士#人以修身齐家治国平天下为己任，将个人命运与国家兴亡紧密相连。	那位落魄的#士#人虽然身无分文，却始终保持着读书人的风骨和气节。	明清时期，许多#士#人通过科举考试进入仕途，实现了从布衣到官员的身份转变。	历史上不乏#士#人宁死不屈的故事，他们用生命捍卫了自己的信念和尊严。						
士	shi4	学士称号或学位持有人	她经过四年的刻苦学习，终于获得了文学学#士#学位，成为家族中第一个大学毕业生。	这所大学每年培养数千名学#士#，为社会输送了大量专业人才。	他本科毕业后获得了理学学#士#学位，随后又继续攻读硕士和博士学位。	招聘启事上明确要求应聘者必须具有学#士#及以上学历，专业不限。	毕业典礼上，校长亲自为每位学#士#拨穗，祝贺他们顺利完成学业。	她的简历上写着拥有经济学学#士#和工商管理硕士双学位，令面试官印象深刻。	这位年轻的学#士#刚刚走出校门，对未来的职业生涯充满了期待和憧憬。						
士	shi4	用于表示尊称的敬称	各位女#士#、先生，欢迎大家参加今天的新品发布会，感谢你们的光临。	这位护#士#小姐工作认真负责，对待病人总是耐心细致，深受大家的好评。	会议主持人首先介绍了出席活动的各位嘉宾，包括多位知名企业家和社会名#士#。	那位绅#士#风度翩翩，主动为身后的女士开门，展现了良好的教养。	博#士#先生，请问您对这项研究成果有什么看法？记者追问道。	作为一名律#士#，他始终坚持为弱势群体提供法律援助，赢得了社会的广泛尊重。	这位女#士#是我们公司的资深顾问，在行业内享有很高的声誉。						
士	shi4	步兵等普通士兵	古代战争中，#士#兵们身披铠甲、手持长矛，在将领的指挥下冲锋陷阵。	这支部队的#士#兵训练有素，纪律严明，在战场上表现出了极强的战斗力。	战争结束后，许多退伍#士#兵回到家乡务农，过上了平静的生活。	那位老#士#兵回忆起当年的战斗经历，眼中闪烁着泪光，声音也变得哽咽。	军营里的#士#兵们每天清晨都要进行体能训练，风雨无阻。	历史记载中，那场战役双方投入了数万名#士#兵，伤亡极为惨重。	这位年轻的#士#兵在执行任务时表现英勇，被授予了三等功的荣誉。						
