word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
怪	guai4	恶魔或邪灵，超自然的恶者	村里的老人们常说，那座废弃的古庙里住着一只#怪#，每到月圆之夜就会出来作祟，吓得孩子们都不敢靠近。	道士手持桃木剑，口中念念有词，声称要将这作恶多端的#怪#彻底封印在这口古井之中。	传说中这片森林深处藏着一只千年老#怪#，专门迷惑过路的行人，让他们永远走不出这片密林。	爷爷讲的故事里，那个#怪#被一位云游四方的高僧用佛法降服，从此再也没有祸害过村民。	电影里的驱魔人手持十字架，与那只从地狱逃出的#怪#展开了一场惊心动魄的殊死搏斗。	古籍记载，这座山上曾有一只吸食人精气的#怪#，后来被一位得道真人用法术镇压在山腹之中。	民间传说中，这种#怪#最怕公鸡的啼叫声，所以村民们都会在门口挂上鸡毛以求平安。			
怪	guai4	怪物，非寻常的生物或畸形者	科学家们在深海探测中发现了一种前所未见的#怪#，它有着透明的身体和发光的触须，令人叹为观止。	这部科幻电影中的外星#怪#造型独特，有着六条腿和三只眼睛，给观众留下了深刻的印象。	核辐射区域出现了许多变异的#怪#，它们体型巨大，行为异常，成为了科研人员重点研究的对象。	马戏团里那只被称为"双头#怪#"的小牛吸引了无数游客前来观看，虽然它只是一个基因突变的产物。	古代航海日志中记载了许多海上遇到的奇异#怪#，有的像巨大的章鱼，有的像长着翅膀的蛇。	实验室里培育出的这只基因编辑#怪#引发了伦理争议，科学家们对此看法不一，争论激烈。	游戏中玩家需要击败各种各样的#怪#才能获得经验值和装备，这些怪物的设计都非常有创意。			
怪	guai4	感到惊讶或对某事感到奇异	我#怪#他怎么突然对古典音乐产生了浓厚的兴趣，要知道他以前可是只听流行歌曲的。	邻居们都#怪#这对老夫妻为什么要在这个年纪卖掉住了几十年的老房子，搬到陌生的城市去。	她#怪#自己的儿子最近总是很晚才回家，问他原因却支支吾吾说不清楚，让她十分担心。	同事们都#怪#经理为什么会做出这样的决定，明明之前的方案已经得到了大家的一致认可。	我#怪#这家店的生意怎么突然好了起来，原来是他们换了一位非常有经验的新厨师。	老师#怪#这个平时成绩平平的学生这次考试怎么考得这么好，仔细一问才知道他最近一直在补习。	大家都#怪#他为什么要放弃那份高薪的工作，后来才知道他是为了照顾生病的母亲。			
怪	guai4	责怪，指出他人过错或责任	这件事情的失败不能全#怪#他一个人，毕竟当时整个团队的决策都存在问题。	母亲总是#怪#我不好好吃饭，说我这样下去身体迟早会出问题，让她操碎了心。	项目延期了，老板把所有责任都#怪#到了项目经理头上，这让其他团队成员都觉得很不公平。	你不能#怪#孩子不愿意和你说话，想想你平时对他的态度，换作是谁都会有抵触情绪。	她从不#怪#命运对她的不公，而是选择用自己的努力去改变现状，这种精神令人敬佩。	出了这样的事故，与其互相#怪#来#怪#去，不如大家坐下来好好分析一下问题出在哪里。	丈夫#怪#妻子没有提前告诉他家里来客人的事情，害得他穿着睡衣就开了门，场面十分尴尬。			
怪	guai4	表示程度相当，颇为	这道菜的味道#怪#好吃的，没想到这家不起眼的小店竟然藏着这样的美味。	今天的天气#怪#热的，才四月份气温就已经超过了三十度，看来今年夏天会很难熬。	这个小姑娘说话#怪#有意思的，小小年纪就懂得那么多道理，让在场的大人们都刮目相看。	他画的这幅画#怪#有感觉的，虽然技法还不够成熟，但是那种独特的风格已经初见端倪。	这部电影的剧情#怪#吸引人的，我本来只打算看一会儿，结果一口气看完了整部片子。	她做的这个手工艺品#怪#精致的，每一个细节都处理得恰到好处，看得出下了不少功夫。	这首歌的旋律#怪#好听的，虽然歌词我听不太懂，但是那种悠扬的曲调让人忍不住单曲循环。			
怪	guai4	有些，稍微带有强调意味	他说话的语气#怪#冲的，让人听了心里不太舒服，不知道是不是今天遇到了什么烦心事。	这孩子的脾气#怪#倔的，一旦决定了的事情九头牛都拉不回来，真不知道随了谁。	今天的风#怪#大的，把我刚晾出去的衣服都吹到了邻居家的阳台上，真是让人哭笑不得。	她看人的眼神#怪#犀利的，好像能一眼看穿你心里在想什么，让人有些不自在。	这条路#怪#难走的，坑坑洼洼的不说，两边还杂草丛生，看来很久没有人来过了。	他对这件事的态度#怪#认真的，和平时那个嘻嘻哈哈的样子判若两人，看来是真的上心了。	这个问题#怪#复杂的，涉及到好几个部门的利益，想要彻底解决恐怕不是一朝一夕的事情。			
归	Gui1	归姓	#归#先生是我们公司新来的财务总监，他在业内有着二十多年的从业经验，专业能力非常强。	据族谱记载，#归#氏一族最早可以追溯到春秋时期，是一个有着悠久历史的姓氏。	#归#教授在学术界享有很高的声誉，他发表的多篇论文都被国际顶级期刊收录。	我们班有一位姓#归#的同学，这个姓氏比较少见，所以大家对他的印象都很深刻。	#归#老师退休前是这所学校的校长，为学校的发展做出了很大的贡献，深受师生爱戴。	在这次学术会议上，#归#博士的发言引起了与会专家的广泛关注和热烈讨论。	#归#女士是这家律师事务所的创始合伙人，她在知识产权领域有着丰富的实战经验。			
美好	mei3 hao3	美丽或令人愉快的	春天的西湖风景如画，柳树依依，桃花盛开，构成了一幅#美好#的画卷，让游人流连忘返。	她站在山顶俯瞰整个城市的夜景，万家灯火闪烁，这#美好#的景象让她久久不能忘怀。	童年时在外婆家度过的那些夏天，是我记忆中最#美好#的时光，充满了欢笑和无忧无虑。	这座古镇保留着江南水乡特有的#美好#风貌，小桥流水人家，宛如一幅水墨画。	夕阳西下，金色的余晖洒在麦田上，呈现出一片#美好#的田园景色，让人心旷神怡。	他们在海边举行了一场简单而温馨的婚礼，留下了许多#美好#的瞬间，成为一生的珍贵回忆。	音乐厅里响起悠扬的小提琴声，那#美好#的旋律仿佛能洗涤人的心灵，让听众沉醉其中。			
美好	mei3 hao3	良好或令人满意的状态	经过多年的努力奋斗，他终于过上了自己向往的#美好#生活，有了稳定的工作和幸福的家庭。	政府出台了一系列惠民政策，致力于为市民创造更加#美好#的生活环境和发展机会。						
满意	man3 yi4	感到满足，心里称意	客户对我们这次提交的设计方案非常#满意#，当场就决定签订正式的合作协议。	看到孩子们在新学校里快乐地学习和成长，家长们都感到十分#满意#，觉得当初的选择是正确的。						
