word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
振动	zhen4 dong4	以一定频率来回震动	音叉被敲击后会以固定的频率#振动#，这种特性使它成为调音的标准工具。	物理课上老师演示了弹簧在受力后如何以一定频率#振动#，学生们都看得入了神。	声波是由物体#振动#产生的，不同频率的振动会产生不同音高的声音。	这台精密仪器内部的石英晶体以每秒数百万次的频率#振动#，确保了计时的准确性。	工程师发现桥梁在特定风速下会产生共振，以危险的频率持续#振动#，必须立即加固。	蜂鸟的翅膀每秒#振动#数十次，这种高频振动使它们能够悬停在花朵前采蜜。
振动	zhen4 dong4	受外力引起的摇晃或摆动	地震发生时，整栋大楼剧烈#振动#，书架上的书籍纷纷掉落在地。	重型卡车驶过时，路边的老旧房屋都会跟着#振动#，居民们对此怨声载道。	爆破作业产生的冲击波使方圆几百米内的建筑物都发生了明显的#振动#。	火车进站时，站台地面开始轻微#振动#，提醒乘客们准备上车。	工地上打桩机的每一次撞击都让周围的地面#振动#不已，附近居民苦不堪言。	飞机遇到气流时机身剧烈#振动#，空乘人员立即提醒乘客系好安全带。
振动	zhen4 dong4	物体振动产生的运动或波动	地震仪能够精确记录地壳#振动#的强度和持续时间，为科学研究提供宝贵数据。	手机的#振动#功能是通过内置的偏心马达实现的，这种设计既简单又可靠。	超声波清洗机利用高频#振动#产生的微小气泡来清除物体表面的污垢。	研究人员通过分析桥梁的#振动#数据，可以及早发现结构性问题并进行维护。	这款新型传感器能够检测到极其微弱的#振动#，广泛应用于安防监控领域。	声音的本质就是空气分子的#振动#，这种振动以波的形式传播到我们的耳朵。
当真	dang4 zhen1	认真对待	他说的那些话你不必#当真#，他向来喜欢夸大其词，说话从不过脑子。						
当真	dang4 zhen1	严肃认真的状态或态度	看他那#当真#的表情，不像是在开玩笑，我们还是认真听听他要说什么吧。						
当真	dang4 zhen1	真的别开玩笑	你#当真#要辞职去创业？这可不是闹着玩的，你想清楚了吗？	#当真#？他居然考上了北大？我还以为你在跟我开玩笑呢！	她#当真#把那枚价值连城的戒指送给了陌生人？这也太不可思议了吧！	你说他们要结婚了，#当真#？他们不是上个月才认识的吗？	老板#当真#要给全体员工加薪百分之二十？这消息太让人振奋了！	#当真#能在一个月内完成这个项目？时间这么紧，你确定不是在说笑？
病号	bing4 hao4	伤病人员或病员	部队转移时，战士们轮流背着#病号#翻山越岭，没有丢下任何一个伤员。						
病号	bing4 hao4	登记在病单上的人	连队卫生员每天早上都要清点#病号#人数，并向上级汇报伤病情况。	这个月连队的#病号#比上个月增加了不少，主要是因为训练强度加大导致的。	军医院的#病号#登记簿上详细记录了每位伤病员的姓名、病情和治疗方案。	作为#病号#，他虽然不用参加日常训练，但仍坚持帮助战友们整理内务。	新来的护士正在核对#病号#名单，确保每位登记在册的伤病员都能按时领到药品。	连长特意嘱咐炊事班给#病号#们加餐，让他们能尽快恢复体力重返训练场。
病号	bing4 hao4	正在接受治疗的病人	护士站的值班护士正在给#病号#们分发药品，叮嘱他们按时服用。	这家医院的#病号#服是统一的蓝白条纹款式，方便医护人员识别。	医院食堂专门为#病号#准备了清淡易消化的营养餐，荤素搭配十分合理。	探视时间一到，#病号#们的家属纷纷涌入病房，带来了各种水果和补品。	由于床位紧张，医院不得不在走廊里加床，安置新收治的#病号#。	这位#病号#术后恢复良好，医生说再观察几天就可以办理出院手续了。
札	zha2	古代书写用薄木片	考古学家在古墓中发现了一批保存完好的竹#札#，上面的文字清晰可辨。	在纸张发明之前，古人主要用竹#札#或木牍来书写和记录信息。	博物馆里陈列着一组秦代的木#札#，上面记载着当时的法律条文和行政命令。	这批出土的汉代#札#书为研究当时的社会生活提供了珍贵的第一手资料。	古代官府的公文往来多用#札#书形式，由专人骑马传递到各地。	学者们通过研究这些古#札#上的字迹，推断出它们大约成书于战国时期。
