word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
回	hui2	回答或答复	面对记者连珠炮似的提问，发言人从容不迫地一一作#回#，展现出极高的专业素养和应变能力。	老师在课堂上提出了一个关于历史事件的问题，学生们纷纷举手想要#回#答，气氛十分活跃。	他给远方的朋友写了一封长信，详细#回#复了对方关于职业规划的种种疑问和困惑。	客服人员耐心地#回#应了顾客关于产品质量和售后服务的各种咨询，态度非常诚恳。	在法庭上，被告人对检察官的每一个问题都认真#回#答，力图证明自己的清白。	她收到了公司的面试通知，立刻#回#复邮件确认了参加面试的时间和地点。	领导在会议上提出的问题，各部门负责人都积极#回#应，提出了切实可行的解决方案。	这封来自海外亲戚的信件已经放了一个月了，他一直没有时间#回#信，心里感到十分愧疚。	专家组对公众提出的环境污染问题进行了详细#回#应，并承诺将采取有效措施加以治理。						
回	hui2	回归或返回	在外漂泊多年的游子终于踏上了#回#乡的列车，心中充满了对故土的思念和期待。	候鸟每年秋天都会飞往南方过冬，等到春暖花开时再#回#到北方的栖息地繁衍生息。	她在国外留学五年后决定#回#国发展，希望能够用所学知识为祖国的建设贡献力量。	士兵们在完成艰巨的任务后，终于可以#回#到军营休整，每个人脸上都洋溢着胜利的喜悦。	退休后的老教授选择#回#到自己出生的小山村，过起了田园牧歌式的生活。	经过漫长的太空旅行，宇航员们乘坐的飞船终于安全#回#到了地球，受到了英雄般的欢迎。	那只走失多日的小狗竟然自己找到了#回#家的路，主人激动得热泪盈眶。	公司派他去分公司工作了三年，现在终于可以#回#到总部担任更重要的职务了。	春节临近，火车站里挤满了急着#回#家过年的旅客，人们拎着大包小包，脸上写满了归心似箭。						
回	hui2	绕轴旋转	古老的水车在河水的推动下缓缓#回#转，发出吱呀吱呀的声响，成为乡村一道独特的风景。	陀螺在孩子们的鞭打下飞速#回#旋，在地上画出一个个美丽的圆圈，引来阵阵欢笑。	机器上的齿轮不停地#回#转，带动整条生产线有条不紊地运作，展现出工业化生产的魅力。	舞蹈演员在舞台中央优雅地#回#旋，裙摆随着旋转的动作飘扬起来，美得令人窒息。	风车的叶片在海风的吹拂下不停#回#转，将风能转化为电能，为岛上居民提供清洁能源。	唱片机上的黑胶唱片缓缓#回#转，流淌出悠扬的爵士乐，让整个房间充满了怀旧的氛围。	地球绕着太阳公转的同时，也在不停地自#回#，形成了昼夜交替的自然现象。	洗衣机的滚筒高速#回#转，将衣物上的污渍彻底清洗干净，大大减轻了家务劳动的负担。	那个精美的音乐盒打开后，里面的小人偶便开始随着音乐缓缓#回#转，仿佛在跳一支华尔兹。						
回	hui2	回族	这家清真餐厅是由一位#回#族老板经营的，店里的牛肉拉面和羊肉泡馍远近闻名。	#回#族是中国五十六个民族之一，主要分布在宁夏、甘肃、青海等西北地区，有着独特的文化传统。	他的邻居是一户#回#族人家，每逢开斋节都会邀请周围的朋友一起品尝传统美食。	这座古老的清真寺已有数百年历史，是当地#回#族群众进行宗教活动的重要场所。	#回#族姑娘穿着传统的民族服饰，头戴白色盖头，在婚礼上翩翩起舞，美丽动人。	宁夏被称为"塞上江南"，是#回#族自治区，这里的枸杞和滩羊肉享誉全国。	那位#回#族作家的小说深刻描绘了西北地区的风土人情，获得了茅盾文学奖的提名。	学校里有不少#回#族学生，食堂专门设立了清真窗口，尊重他们的饮食习惯。	这部纪录片详细介绍了#回#族的历史渊源和文化特色，让观众对这个民族有了更深入的了解。						
回	hui2	次数或回合	这场拳击比赛打满了十二#回#合，双方选手都拼尽全力，最终以点数判定胜负。	他已经是第三#回#来这家医院看病了，医生建议他做一个全面的身体检查。	这部电视剧我已经看了好几#回#了，每次重温都能发现新的细节和感动。	象棋比赛进行到第五十#回#合时，红方终于找到了破绽，一举将死了对方的老将。	老两口为了这件事已经吵了不知多少#回#了，但每次吵完又和好如初。	围棋对弈进行了三百多#回#合，双方棋手都展现出了极高的棋艺和心理素质。	这是我第一#回#坐飞机出国旅行，心里既兴奋又有些紧张，不知道会遇到什么。	他们俩下棋下了几十#回#合也没分出胜负，最后只好握手言和，约定改日再战。	母亲已经叮嘱了无数#回#要注意身体，可他总是不当回事，依然熬夜加班。						
回	hui2	用于计戏曲或表演段落的量词	这出京剧一共分为四#回#，每一回都有精彩的唱段和武打场面，观众看得如痴如醉。	评书艺人说到第三#回#时，故事情节急转直下，听众们都屏住呼吸，生怕错过任何细节。	这部传统相声分为三#回#，每一回都有不同的包袱和笑点，让观众笑得前仰后合。	昆曲《牡丹亭》的第二#回#"惊梦"是全剧最精彩的部分，杜丽娘与柳梦梅的相遇令人动容。	老艺人表演的皮影戏分为五#回#，讲述了一个关于忠孝节义的民间故事，深受乡亲们喜爱。	这场木偶戏演到第二#回#时，台下的孩子们都看入了迷，不时发出惊叹声。	说书先生每天下午在茶馆里说一#回#《三侠五义》，茶客们边喝茶边听书，好不惬意。	川剧变脸表演分为三#回#，每一回演员都会展示不同的绝技，让观众叹为观止。	这出地方戏的第一#回#主要是铺垫背景，从第二回开始才进入正题，矛盾冲突逐渐激烈。						
回	hui2	经书或经典的章节	《红楼梦》第五#回#"游幻境指迷十二钗"是全书的关键章节，暗示了众多人物的命运结局。	《西游记》第七#回#讲述了孙悟空大闹天宫的故事，是整部小说中最精彩的篇章之一。	《水浒传》第二十三#回#"武松打虎"的情节家喻户晓，展现了武松的英勇无畏。	老先生每天晚上都会给孙子讲一#回#《三国演义》，从桃园结义一直讲到三分归晋。	《儒林外史》第三#回#"周进哭贡院"深刻讽刺了科举制度对读书人的摧残。	这本古典小说共有一百二十#回#，每一回的回目都是工整的对仗句，颇具文学价值。	《封神演义》第一#回#开篇就描写了纣王进香女娲宫的情节，为后文埋下了伏笔。	学者们对《红楼梦》后四十#回#的作者身份一直存在争议，有人认为是高鹗续写的。	《镜花缘》第八#回#描写了唐敖等人游历海外奇国的见闻，想象力十分丰富。						
回	hui2	弯曲	山间的小路九曲十八弯，蜿蜒#回#转地通向山顶的古寺，沿途风景美不胜收。	这条河流在峡谷中#回#环曲折，形成了许多险滩和深潭，是漂流爱好者的天堂。	长城像一条巨龙，在崇山峻岭间#回#旋盘绕，展现出中华民族的伟大智慧和坚韧精神。	盘山公路#回#转曲折，司机必须小心翼翼地驾驶，稍有不慎就可能发生危险。	这座园林的设计别具匠心，小径#回#环往复，移步换景，处处都有惊喜。	黄河在这里形成了一个巨大的#回#弯，被称为"乾坤湾"，是著名的地质奇观。	山路#回#转盘旋，车子开了两个小时才到达目的地，乘客们都有些晕车。	古镇里的街巷#回#环交错，初来乍到的游客很容易迷路，需要当地人指引。	这幅书法作品笔势#回#转流畅，一气呵成，展现了书法家深厚的功底。						
选举	xuan3 ju3	以投票方式选出代表或官员	村民们今天聚集在村委会，通过无记名投票的方式#选举#新一届的村委会主任。	公司董事会召开临时会议，#选举#产生了新任首席执行官，以应对当前的经营困境。	学生会换届大会上，同学们投票#选举#出了新一届的学生会主席和各部门负责人。	业主大会经过激烈讨论后，最终#选举#出了三名业主代表组成新的业委会。	工会会员大会依照章程规定，民主#选举#产生了新一届工会委员会委员。								
选举	xuan3 ju3	通过投票产生职位或权力的制度	美国总统#选举#每四年举行一次，是全球关注度最高的政治事件之一。	这个国家刚刚经历了一场历史性的#选举#，反对党在时隔二十年后重新执政。	地方#选举#的投票率创下新低，引发了社会各界对公民政治参与度下降的担忧。	#选举#制度是现代民主政治的基石，保障了公民参与国家治理的基本权利。	这次议会#选举#竞争异常激烈，各政党都派出了最强阵容争夺议席。	国际观察员对这次#选举#的公正性给予了高度评价，认为整个过程透明规范。	#选举#期间，各候选人纷纷走访基层，倾听民众诉求，争取更多选民支持。	历史学家认为，这次#选举#是该国民主化进程中的重要里程碑，具有深远意义。	随着#选举#日期临近，各大媒体的民调数据显示，两位主要候选人的支持率不相上下。						
