word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
菸	yu1	颜色或光泽褪去	那件曾经鲜艳夺目的红色旗袍在阳光下暴晒多年，如今颜色已经#菸#得不成样子，只剩下淡淡的粉色痕迹。	墙上挂着的那幅水墨画因为年代久远，墨色已经#菸#了大半，画中的山水意境却依然隐约可见。	她翻出母亲留下的老照片，发现照片边缘已经泛黄，色彩也#菸#得厉害，但依稀能辨认出年轻时母亲的模样。	这批丝绸面料存放不当，受潮后颜色#菸#得参差不齐，已经无法用于高档服装的制作了。	博物馆里陈列的那面古代战旗，虽然上面的图案已经#菸#得模糊不清，但仍能感受到当年的威武气势。	老木匠叹息道，这张红木桌子因为长期日晒，表面的漆色已经#菸#了，需要重新打磨上漆才能恢复光泽。	祖母珍藏的那条绣花手帕上的牡丹图案已经#菸#得只剩轮廓，但她依然视若珍宝，因为那是外曾祖母的遗物。							
菸	yu1	枯萎干瘪的状态	连续一个月的干旱让田里的庄稼全都#菸#了，农民们望着干裂的土地欲哭无泪，今年的收成算是彻底没指望了。	花瓶里的那束玫瑰已经#菸#了好几天，花瓣干枯卷曲，散落在桌面上，她却迟迟不愿意扔掉，因为那是他最后一次送的花。	夏末的酷暑让阳台上的盆栽全都#菸#了，叶子耷拉着毫无生气，即使现在浇水也很难救活了。	他出差两周回来，发现精心培育的兰花已经#菸#得不成样子，土壤干得发白，心疼得直跺脚。	山坡上的野草在烈日的炙烤下渐渐#菸#了，原本翠绿的草地变成了一片枯黄，仿佛被火烧过一般。	那棵百年老槐树今年突然#菸#了，树叶枯黄凋落，村里的老人们都说这是不祥之兆，纷纷议论着可能要发生什么大事。	园丁发现温室里的幼苗因为通风系统故障而#菸#了一大片，损失惨重，只能紧急补种新的种子。							
抗日	kang4 Ri4	抗击日本侵略	一九三七年卢沟桥事变后，全国各地掀起了轰轰烈烈的#抗日#浪潮，无数热血青年奔赴前线保家卫国。	爷爷年轻时曾参加过#抗日#游击队，在敌后战场与日军周旋多年，身上至今还留着当年负伤的疤痕。	这座纪念馆详细记录了当地军民#抗日#的英勇事迹，每年都有大批学生前来参观学习，接受爱国主义教育。	东北#抗日#联军在极其艰苦的条件下坚持斗争十四年，为中国人民的抗战胜利作出了不可磨灭的贡献。	那首激昂的#抗日#歌曲至今仍在传唱，每当旋律响起，人们就会想起那段血与火的峥嵘岁月。	历史课上老师讲述了#抗日#战争时期普通百姓支援前线的感人故事，同学们听得热泪盈眶，深受触动。	这部电影真实再现了#抗日#战争时期一个小村庄的军民如何团结一心、共同抵御外敌入侵的壮烈历史。							
抗日	kang4 Ri4	反日斗争或相关活动	学校组织学生参观了#抗日#战争纪念馆，通过大量珍贵的历史文物和图片资料，让年轻一代铭记那段屈辱与抗争的历史。	这部#抗日#题材的电视剧播出后引发热议，观众们对剧中英雄人物的塑造给予了高度评价。	当地政府每年都会举办#抗日#主题的纪念活动，邀请健在的老战士讲述亲身经历，传承红色基因。	图书馆新进了一批#抗日#时期的珍贵史料，包括当年的报刊、传单和地下党员的日记，具有极高的研究价值。	那座#抗日#英雄纪念碑矗立在城市中心广场，每逢清明节都有市民自发前来献花祭奠，缅怀先烈。	这首#抗日#歌曲创作于一九三八年，歌词慷慨激昂，曾经鼓舞了无数中华儿女投身救亡图存的伟大事业。	博物馆正在筹备一场#抗日#主题特展，将展出多件首次公开的历史文物，预计将吸引大量观众前来参观。							
其余	qi2 yu2	（整体中）剩下的部分	这笔奖金的一半用于购买设备，#其余#的部分将作为团队成员的绩效奖励，按照贡献大小进行分配。	蛋糕被切成了八块，小朋友们每人拿了一块，#其余#的被装进盒子里留给没能来参加派对的同学。	报告的前三章已经完成，#其余#的内容需要等实验数据出来后才能继续撰写，预计下周可以全部完工。	他把工资的三分之一寄给了乡下的父母，#其余#的用来支付房租和日常开销，每个月都所剩无几。	这批货物已经发出了一半，#其余#的因为包装材料短缺，要等到明天才能完成打包发货。	会议讨论了五个议题，前两个达成了共识，#其余#的因为分歧较大，决定留待下次会议继续商议。	她把文章的开头和结尾都写好了，#其余#的中间部分还需要补充更多的论据和案例来支撑观点。							
其余	qi2 yu2	其他的人或事物	班长和学习委员留下来整理教室，#其余#的同学可以先回家，明天记得带好运动会需要的道具。	这次面试只录取了三个人，#其余#的应聘者虽然表现也不错，但因为名额有限只能遗憾落选。	主角的戏份已经全部拍完，#其余#的演员还需要再工作两天才能杀青，届时剧组会举办庆功宴。	除了经理亲自出席，#其余#的部门负责人都派了代表参加这次跨部门协调会议。	获得一等奖的选手将代表学校参加市级比赛，#其余#的获奖者也会得到相应的证书和奖品。	这道菜的主料是鲈鱼，#其余#的配料包括姜丝、葱段、料酒和少许盐，做法非常简单。	项目组长负责整体规划和进度把控，#其余#的成员各自分工，有的负责调研，有的负责撰写报告。							
其余	qi2 yu2	尚存的剩余部分	大火烧毁了仓库里大部分的存货，#其余#尚存的物资也因为烟熏水浸而严重受损，损失难以估量。	经过多年的风化侵蚀，古城墙已经坍塌了大半，#其余#保存下来的部分也岌岌可危，亟需修缮保护。									
其余	qi2 yu2	剩余量或余数	这道数学题要求计算一百除以七的商和#其余#，学生们纷纷拿起笔在草稿纸上演算起来。	会计核对账目时发现，扣除各项支出后，本月预算的#其余#只剩下不到两千元，必须精打细算才能撑到月底。	程序员在代码中使用取模运算来获取除法的#其余#，这是判断奇偶数最常用的方法之一。	分配完每人应得的份额后，#其余#的零头就作为公共基金，用于团队的日常开支。	老师在黑板上演示了长除法的步骤，特别强调了如何正确处理#其余#，避免学生在计算中出错。	仓库管理员清点完出库的货物后，在系统中更新了#其余#的库存数量，确保账实相符。	这批物资按照人头平均分配后，#其余#的三十公斤大米被送到了村里的五保户家中。							
其余	qi2 yu2	除他们之外	核心团队的五个人负责产品研发，#其余#的员工主要从事市场推广和客户服务工作。	参加决赛的三支队伍将争夺冠军，#其余#的队伍虽然止步于此，但也获得了宝贵的比赛经验。	公司高管们在会议室里讨论战略规划，#其余#的普通员工则照常在工位上处理日常事务。	获得保送资格的两名学生可以免试入学，#其余#的同学还需要参加六月份的高考。	这次旅行团的领队和导游住在酒店的行政楼层，#其余#的团员则被安排在标准客房。	项目的核心代码由资深工程师编写，#其余#的辅助功能则交给实习生来完成，作为锻炼机会。	演出的主角由专业演员担任，#其余#的群众演员都是从当地招募的志愿者，排练了整整一个月。							
环	Huan2	环姓	据族谱记载，#环#氏一族的祖先在明朝初年从山西迁徙至此，至今已在这片土地上繁衍生息了六百多年。	#环#老师是我们学校资历最深的语文教师，从教三十余年，桃李满天下，深受学生和家长的敬重。	这位#环#姓企业家白手起家，经过二十年的打拼，终于将一家小作坊发展成了行业内知名的上市公司。	村里的#环#大爷是远近闻名的老中医，擅长用祖传的针灸手法治疗各种疑难杂症，求医者络绎不绝。	#环#氏宗祠是这座古镇保存最完好的明代建筑，每年清明节，散居各地的#环#姓后人都会回来祭祖。	历史上#环#姓名人不多，但在当代却出了好几位杰出的科学家和艺术家，为这个稀有姓氏增添了光彩。	#环#经理为人正直，处事公道，在公司里威望很高，员工们有什么困难都愿意找他帮忙解决。							
