word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
每人	mei3 ren2	所有人，人人皆是	在这个信息爆炸的时代，#每人#都应该具备基本的媒体素养，学会辨别真假新闻。	社区志愿者们挨家挨户地宣传垃圾分类知识，希望#每人#都能养成环保的好习惯。	老师在班会上强调，#每人#都有责任维护教室的整洁，不能把打扫卫生的任务推给别人。	这场突如其来的疫情让我们深刻认识到，公共卫生安全与#每人#息息相关，没有人能够置身事外。	村长在大会上说，修路是全村的大事，#每人#都应该出一份力，不能光等着政府拨款。	公司年会上，总经理发表讲话，感谢#每人#在过去一年中的辛勤付出和无私奉献。	这部纪录片深刻揭示了气候变化对人类的影响，呼吁#每人#从日常小事做起，减少碳排放。							
每人	mei3 ren2	按人均计算，每人分摊	这次团建活动的费用由参与者平摊，#每人#需要缴纳三百元，包含交通、住宿和餐饮。	公司福利制度规定，年终奖金按照绩效考核结果发放，#每人#最高可获得三个月工资。	景区推出优惠套票，原价五百元的门票现在#每人#只需要两百八十元，非常划算。	这批救灾物资将按照受灾人数分配，#每人#可以领取一袋大米、一桶食用油和一床棉被。	学校食堂的自助餐价格实惠，#每人#十五元就能吃到各种荤素搭配的菜品。	旅行社推出的港澳五日游线路非常火爆，#每人#报名费用为四千八百元，含往返机票。	这次聚餐AA制，算下来#每人#大概需要付一百二十块钱左右，大家觉得怎么样？							
每处	mei3 chu4	到处，各个地方	春节期间，城市的#每处#街道都挂满了红灯笼和彩旗，洋溢着浓浓的节日气氛。	这座古镇保存完好，#每处#建筑都散发着历史的韵味，吸引了无数游客前来参观。	园艺师精心打理着这座花园，#每处#角落都种满了各色鲜花，美不胜收。	博物馆的讲解员带领游客参观，详细介绍#每处#展品背后的历史故事和文化内涵。	这位摄影师走遍了西藏的山山水水，用镜头记录下#每处#风景的壮美与神秘。	老宅翻修后焕然一新，#每处#细节都体现了设计师对传统与现代融合的独特理解。	安保人员在演唱会现场巡逻，确保#每处#出入口都有专人值守，保障观众安全。							
每处	mei3 chu4	任何处所，随处皆可	这款便携式充电器体积小巧，#每处#都能使用，非常适合经常出差的商务人士。	现代移动支付技术让消费变得极为便捷，#每处#只要有网络信号就能完成交易。	这种野生植物生命力顽强，#每处#只要有一点土壤和水分就能生根发芽。	共享单车的普及让城市出行更加方便，#每处#几乎都能找到可用的车辆。	这位街头艺人技艺精湛，#每处#都能成为他的舞台，总能吸引大批路人驻足观看。	无线网络的覆盖范围越来越广，如今#每处#公共场所基本都提供免费WiFi服务。	这种新型帐篷搭建简单快捷，#每处#平坦的地面都可以作为露营地点。							
非分	fei1 fen4	不合适或不应有的行为	他从不对公司财务动#非分#之念，多年来一直保持着清正廉洁的工作作风。	老人家教育孙子说，做人要本分，不该有的#非分#想法千万不能有，否则迟早会吃亏。	这位官员因为起了#非分#之心，收受贿赂，最终锒铛入狱，断送了大好前程。	她虽然家境贫寒，但从不羡慕别人的财富，更不会产生任何#非分#的念头。	古人常说"君子爱财，取之有道"，告诫人们不要有#非分#之想，要靠正当途径获取财富。	面对巨额遗产的诱惑，他始终坚守底线，没有产生任何#非分#的想法。	公司规章制度明确规定，员工不得对客户资料有任何#非分#之举，违者将被严肃处理。							
非分	fei1 fen4	放肆自作主张	下属在会议上公然质疑领导的决策，这种#非分#的行为让在场所有人都感到震惊。	她只是个实习生，却敢擅自修改合同条款，这种#非分#之举让部门经理非常恼火。	古代臣子若有#非分#之言，轻则被贬官流放，重则可能招来杀身之祸。	他不过是个小小的科员，竟敢越级向总裁提建议，这#非分#的举动让同事们议论纷纷。	管家虽然在府中多年，但从不敢有#非分#之举，对主人家的事务从来都是请示后再办。	新来的员工不懂规矩，在老板面前口无遮拦，这种#非分#的态度很快就让他吃了苦头。	她作为秘书却擅自代替总经理签署文件，这种#非分#的行为严重违反了公司的管理制度。							
非分	fei1 fen4	自以为是，擅作判断	他总是#非分#地认为自己比别人聪明，结果在项目评审中被专家们批评得体无完肤。	这位年轻医生#非分#地自行调整了治疗方案，差点酿成医疗事故，被主任严厉批评。	她#非分#地以为自己了解市场行情，没有做调研就贸然投资，结果血本无归。	实习律师#非分#地对案件做出判断，没有请教前辈就给客户提供了错误的法律建议。	他#非分#地认定对方有罪，在没有充分证据的情况下就向媒体透露了调查信息。	新来的编辑#非分#地修改了资深作家的稿件，引起了作家的强烈不满和抗议。	这位助理#非分#地揣测老板的意图，擅自取消了一个重要会议，造成了严重的商业损失。							
非分	fei1 fen4	逾越分寸或越界的行为	他作为顾问却频繁干预公司的日常运营，这种#非分#的越界行为引起了管理层的不满。	邻居总是#非分#地过问我们家的私事，让人感到非常不舒服和困扰。	这位记者在采访中提出了许多#非分#的问题，涉及受访者的隐私，被当场拒绝回答。	下级部门#非分#地插手上级的决策事务，打乱了整个组织的管理秩序。	他只是个临时工，却#非分#地对正式员工指手画脚，很快就被辞退了。								
大夫	da4 fu1	古代的高级官员	春秋战国时期，#大夫#是诸侯国中地位仅次于卿的高级官员，掌握着重要的政治权力。	史书记载，这位#大夫#因直言进谏触怒了君王，被贬谪到边远之地，但他始终不改其志。									
大夫	dai4 fu5	医生或医师	孩子发高烧三天不退，焦急的父母连夜带他去医院看#大夫#，经诊断是急性扁桃体发炎。	村里来了位老#大夫#，医术高明，专治疑难杂症，十里八乡的病人都慕名前来求医。									
