word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
想见	xiang3 jian4	根据迹象做出推断	从这些残破的城墙和散落的瓦片中，不难#想见#当年这座古城的繁华与辉煌，以及它所经历的战火洗礼。	看着老照片上祖父年轻时意气风发的模样，我可以#想见#他当年在战场上是何等的英勇无畏。	通过这些详尽的考古发掘报告，学者们可以#想见#三千年前这片土地上的先民是如何生活和劳作的。							
想见	xiang3 jian4	从情况中推知断定	从他办公桌上堆积如山的文件和布满血丝的双眼，可以#想见#这段时间他承受了多大的工作压力。	看到灾区满目疮痍的景象，人们不难#想见#地震发生时的惨烈程度和居民们所经历的恐惧。	从这封措辞激烈的辞职信中，可以#想见#她对公司管理层的失望已经积累到了何种程度。	博物馆里陈列的那些精美绝伦的青铜器，让参观者可以#想见#古代工匠们的高超技艺和无穷智慧。	读完这部战争回忆录，读者可以#想见#作者在那段岁月里所经历的生死考验和心灵创伤。	从村民们脸上洋溢的笑容和崭新的房屋，可以#想见#扶贫政策给这个偏远山村带来了多么巨大的变化。				
通告	tong1 gao4	对公众发布的公告通知	市政府今天发布了一则紧急#通告#，要求所有沿江居民在台风来临前转移到安全地带。	学校在公告栏张贴了一份#通告#，宣布因供暖系统故障，本周五全校停课一天进行维修。	交通管理部门发布#通告#称，由于道路施工，市中心主干道将在未来两周内实行单向通行。	物业公司在小区各单元门口张贴了#通告#，提醒业主们下周三将进行电梯年度检修，届时请走楼梯。	卫生防疫部门紧急发布#通告#，呼吁近期去过该农贸市场的市民主动进行核酸检测。	银行在官网首页发布了一则重要#通告#，告知客户系统将于本周末进行升级维护，届时网上银行服务将暂停。				
连续不断	lian2 xu4 bu4 duan4	不断连续的	自从新产品上市以来，公司接到了#连续不断#的订单，生产线已经满负荷运转了整整三个月。	暴雨引发的山洪#连续不断#地冲刷着河岸，导致多处堤坝出现险情，抢险队员们日夜奋战。	春运期间，火车站里#连续不断#的人流让安检人员忙得连喝水的时间都没有。	工厂里机器#连续不断#地运转着，工人们三班倒也难以满足激增的市场需求。	自从那部电视剧播出后，粉丝们#连续不断#地在社交媒体上讨论剧情，话题热度居高不下。	边境线上，巡逻队员们#连续不断#地在崎岖的山路上行走，确保国家领土安全不受侵犯。				
连续不断	lian2 xu4 bu4 duan4	没有中止的	尽管遭遇了重重困难，科研团队对这个课题的研究从未中断，保持着#连续不断#的探索精神。	这家百年老店之所以能够传承至今，靠的就是几代人#连续不断#的坚守和对品质的执着追求。	革命先烈们#连续不断#的斗争和牺牲，才换来了我们今天的和平生活。	母亲对子女#连续不断#的关爱和付出，是世界上最无私最伟大的情感。	这条古老的丝绸之路见证了东西方文明#连续不断#的交流与融合，至今仍具有重要的历史意义。	志愿者们#连续不断#的爱心接力，让这个孤儿院的孩子们感受到了社会的温暖。				
不光	bu4 guang1	并非唯一	这次考试失利的#不光#是他一个人，全班有将近一半的同学都没有及格，说明题目确实太难了。	对这项政策有意见的#不光#是普通员工，就连几位资深经理也在会议上表达了强烈的反对意见。	受到这次经济危机影响的#不光#是小企业，许多大型跨国公司也不得不裁员减薪以求生存。	喜欢这位作家作品的#不光#是年轻读者，很多中老年人也被他细腻的文笔和深刻的思想所打动。	对这个决定感到失望的#不光#是参赛选手本人，他的教练和家人也都觉得评判结果有失公允。	需要为这次事故负责的#不光#是当事司机，交通管理部门的监管不力也是重要原因之一。				
连体	lian2 ti3	身体或器官相连的状态	这对#连体#婴儿共用一个心脏，分离手术的难度和风险都极高，医疗团队准备了整整半年。	经过长达二十个小时的精密手术，医生们终于成功将这对胸腹部相连的#连体#姐妹分离开来。	纪录片详细记录了一对#连体#双胞胎从出生到成功分离的全过程，感动了无数观众。	由于#连体#部位涉及重要血管，医生建议等孩子再长大一些，身体条件更好时再进行分离手术。	这家医院的小儿外科在#连体#婴儿分离手术方面积累了丰富的经验，吸引了全国各地的患者前来求医。	科学家们正在研究#连体#双胞胎的形成机制，希望能够找到预防这种先天畸形的方法。				
连体	lian2 ti3	一体成形的连身服装	宝宝穿着那件粉色的#连体#衣在地毯上爬来爬去，可爱的样子让全家人都忍不住笑了起来。	这款新上市的#连体#泳衣采用了特殊的速干面料，深受专业游泳运动员的喜爱。	她为即将出生的小侄子买了好几件不同颜色的#连体#睡衣，每一件都柔软舒适。	时装周上，模特们身穿各种款式的#连体#裤走上T台，展示了设计师大胆前卫的创意。	冬天给婴儿穿#连体#棉服既保暖又方便，不用担心衣服会往上跑露出小肚子。	这件#连体#工作服是专门为汽车修理工设计的，可以有效防止油污弄脏里面的衣服。				
潮湿	chao2 shi1	略为潮湿带有湿气	南方的梅雨季节空气格外#潮湿#，衣柜里的衣服如果不放干燥剂很容易发霉。	地下室因为通风不好，墙壁总是#潮湿#的，住在里面的人容易患上风湿病。	清晨的草地上还带着露水，#潮湿#的泥土散发出一股清新的气息，让人心旷神怡。	这间老房子年久失修，每逢下雨天屋里就变得异常#潮湿#，墙角甚至长出了青苔。	热带雨林里#潮湿#闷热的环境非常适合各种菌类和苔藓植物的生长繁殖。	刚洗完的头发还很#潮湿#，医生建议不要马上出门吹风，以免引起头痛。				
潮湿	chao2 shi1	含水量较高的状态	这批木材的#潮湿#程度超过了标准，必须再晾晒几天才能用于家具制作。	土壤过于#潮湿#会导致植物根系腐烂，所以花盆底部一定要有排水孔。	面包店的储藏室必须保持干燥，因为#潮湿#的环境会加速面粉变质和结块。	检测报告显示这堵墙体内部相当#潮湿#，很可能是水管渗漏造成的，需要尽快维修。	中药材的保存对环境要求很高，#潮湿#的条件会使药材发霉变质，失去药效。	这种电子元件对#潮湿#环境非常敏感，存放时必须使用密封袋并放入干燥剂。				
