word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
煤	mei2	黑色可燃矿物燃料	山西省作为中国最大的#煤#炭生产基地，每年向全国各地输送数亿吨优质燃料。	随着环保政策的收紧，许多依赖#煤#炭发电的老旧电厂正在逐步关闭或进行清洁化改造。	矿工们每天深入地下数百米的矿井中开采#煤#，工作环境十分艰苦危险。	冬季来临之前，北方农村的居民们都会提前储备足够的#煤#，以确保整个寒冬的取暖需求。	工业革命时期，#煤#作为最主要的能源，推动了蒸汽机的广泛应用和工厂的大规模兴起。	这座城市曾经因为大量燃烧#煤#而空气污染严重，如今已经全面改用天然气供暖。	地质学家在这片区域发现了储量丰富的#煤#矿，预计可供开采上百年之久。						
山脉	shan1 mai4	连绵起伏的山体或山系地带	喜马拉雅#山脉#横亘在中国与尼泊尔之间，是世界上海拔最高的山系。	这条古老的商道穿越了多条#山脉#，商人们需要翻山越岭才能将货物运往远方。	从飞机上俯瞰，连绵不断的#山脉#如同大地的脊梁，蜿蜒伸向天际。	安第斯#山脉#纵贯南美洲西部，是世界上最长的山系之一。	科考队计划用三个月的时间徒步穿越这片人迹罕至的#山脉#，进行生态调查。	这片#山脉#形成于数亿年前的地壳运动，至今仍在缓慢抬升。	当地居民世代生活在#山脉#脚下，靠放牧和采集山货为生。						
食用	shi2 yong4	用来吃或吞服	这种野生蘑菇虽然看起来鲜艳诱人，但含有剧毒，绝对不能#食用#。	医生建议患者每天#食用#适量的新鲜蔬菜和水果，以补充身体所需的维生素。	在物资匮乏的年代，人们不得不#食用#树皮和野菜来充饥度日。	这款保健品需要每天早晚各#食用#一次，连续服用三个月才能见效。	营养专家提醒，生鸡蛋可能含有沙门氏菌，最好煮熟后再#食用#。	古人认为某些珍稀药材#食用#后可以延年益寿，因此不惜重金购买。	这批进口水果在#食用#前需要经过严格的检疫程序，确保安全无害。						
食用	shi2 yong4	可供食用的	市场上销售的#食用#油必须符合国家卫生标准，否则将被禁止上架。	这种植物的根茎是#食用#的，当地人常用它来煲汤或炒菜。	研究人员正在培育一种新型#食用#菌，营养价值比普通蘑菇高出数倍。	超市里的#食用#盐种类繁多，有加碘的、低钠的、海盐等多种选择。	这片森林里生长着许多#食用#野果，每到秋天村民们就会进山采摘。	厨师特别强调，只有#食用#级别的色素才能添加到食品中。					
几乎不	ji1 hu1 bu4	几乎没有	自从搬到乡下之后，他#几乎不#再使用智能手机，过上了与世隔绝的生活。	这位老教授专注于学术研究，#几乎不#参加任何社交活动或应酬。	由于工作太忙，她#几乎不#有时间陪伴家人，这让她感到非常愧疚。	这种珍稀动物#几乎不#在野外被发现，目前仅存于少数保护区内。	他性格内向沉默寡言，在公司里#几乎不#主动与同事交流。	这条偏僻的山路#几乎不#有车辆经过，两旁杂草丛生。	现代年轻人#几乎不#写信了，都改用即时通讯软件联系。						
几乎不	ji1 hu1 bu4	看上去似乎不是这样	他表面上镇定自若，#几乎不#像是刚刚经历了一场生死考验的人。	这座古建筑保存完好，#几乎不#像是有三百多年历史的老房子。	她化妆技术高超，#几乎不#像是已经年过五十的人了。	这篇文章文笔流畅，#几乎不#像是出自一个初学写作的学生之手。	修复后的画作色彩鲜艳，#几乎不#像是经历过火灾损毁的文物。	他说话条理清晰，#几乎不#像是一个从未接受过正规教育的人。	这款仿制品做工精细，#几乎不#像是假货，连专家都难以分辨真伪。						
作死	zuo4 si3	明知危险却自找麻烦	他明知道老板心情不好还去顶撞，这不是#作死#吗？	那个年轻人非要在暴风雨天气出海冲浪，简直是#作死#的行为。	你已经连续加班一个月了还不休息，这样#作死#迟早要把身体搞垮。	他借了高利贷去赌博，这种#作死#的做法最终让他倾家荡产。	明知道对方是黑帮老大还敢去挑衅，他这是在#作死#啊！	她在社交媒体上公开辱骂公司高管，这种#作死#行为让她立刻被开除了。	深夜独自去那片闹鬼的废弃工厂探险，你是不是想#作死#？						
高效	gao1 xiao4	节省时间和资源的高效运作	这套自动化生产线大大提高了工厂的#高效#运转能力，产量翻了三倍。	公司引进了一套#高效#的项目管理系统，使得团队协作更加顺畅。	她的工作方法非常#高效#，总能在最短时间内完成最多的任务。	这种新型发动机比传统型号更加#高效#，燃油消耗降低了百分之三十。	政府部门推行#高效#的一站式服务，让市民办事不再需要来回奔波。	采用#高效#的物流配送体系后，货物从仓库到客户手中只需要一天时间。	这位程序员编写的代码简洁#高效#，运行速度比原来快了十倍。						
高效	gao1 xiao4	效果显著且运作高效	这款新研发的#高效#杀虫剂能够在短时间内消灭百分之九十九的害虫。	医院采用了一种#高效#的治疗方案，使得患者的康复时间大大缩短。								
草原	cao3 yuan2	天然草场	内蒙古大#草原#一望无际，成群的牛羊在绿色的海洋中悠闲地吃草。	每年夏天，游客们都会涌向这片#草原#，体验骑马和住蒙古包的乐趣。	牧民们世代生活在这片#草原#上，逐水草而居，过着游牧生活。	由于过度放牧和气候变化，这片曾经肥沃的#草原#正在逐渐沙漠化。	夕阳西下，金色的阳光洒在辽阔的#草原#上，美得如同一幅油画。	科学家们在这片#草原#上发现了多种珍稀植物和濒危野生动物。	那首歌唱的就是他的故乡，那片养育了他的广袤#草原#。						
