word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
样子	yang4 zi5	人的外表或物的外观	她今天打扮得很漂亮，穿着一身红色连衣裙，#样子#看起来格外精神。	这栋老房子的#样子#已经很破旧了，墙皮脱落，窗户也歪歪斜斜的。	他生病后瘦了很多，#样子#憔悴得让人心疼，朋友们都劝他好好休息。	这款新手机的#样子#设计得非常时尚，流线型的机身配上金属质感的边框。	她看了看镜子里自己的#样子#，满意地点了点头，然后出门去参加聚会。	这件古董花瓶的#样子#非常精美，上面绘有山水图案，是清代的珍品。	他穿上西装后的#样子#判若两人，平时邋遢的形象一扫而空，显得英俊潇洒。	这座城市夜晚的#样子#格外迷人，霓虹灯闪烁，高楼大厦灯火通明。	
样子	yang4 zi5	举止行为或态度表象	他说话的#样子#很认真，一字一句都经过深思熟虑，让人不得不信服。	她生气的#样子#很可怕，眉头紧锁，嘴唇紧抿，谁都不敢靠近。	看他着急的#样子#，肯定是遇到了什么麻烦事，我们应该去帮帮他。	老师讲课的#样子#非常投入，手舞足蹈，声情并茂，学生们都听得入迷了。	她哭泣的#样子#让人心碎，眼泪止不住地往下流，肩膀不停地颤抖。	他思考问题的#样子#很专注，眉头微皱，眼睛盯着一处，仿佛与世隔绝。	孩子们玩耍的#样子#天真无邪，笑声清脆，让人感受到童年的美好。	她工作时的#样子#非常专业，动作干净利落，每一个步骤都一丝不苟。	
样子	yang4 zi5	重复出现的模式或格式	这份报告的#样子#不符合公司的标准格式，需要按照模板重新排版。	他每天的生活都是一个#样子#，早起、上班、下班、睡觉，周而复始。	这种布料的花纹#样子#很特别，是传统的几何图案，规则地重复排列。	她写字的#样子#总是一个风格，横平竖直，工工整整，一看就知道是她写的。	这些房子建造的#样子#都差不多，统一的外墙颜色，统一的窗户大小。	他做事的#样子#总是按部就班，先做什么后做什么，从来不会乱了顺序。	这款软件的界面#样子#和上一版本基本相同，只是在细节上做了一些调整。	工厂生产的产品都是一个#样子#，标准化流程确保了每件产品的一致性。	
样子	yang4 zi5	可供仿效的典型样式	这件衣服是按照最新流行的#样子#设计的，你可以参考这个款式来定制。	老师在黑板上画了一个#样子#，让学生们照着这个图形来完成作业。	她拿出一张照片说，我想把头发剪成这个#样子#，你能帮我做到吗？	这份合同是按照标准#样子#起草的，你只需要填写具体的金额和日期就可以了。	木匠师傅先做了一个#样子#，让客户确认满意后再批量生产其他家具。	她给我看了蛋糕的#样子#，问我是否喜欢这种三层的设计和奶油装饰。	这个字帖上的字写得很漂亮，可以作为练习书法的#样子#来临摹。	设计师画了几个不同的#样子#供客户选择，每一个都有独特的风格和特点。	
合法	he2 fa3	符合法律规定的	这家公司的经营活动完全#合法#，所有手续都经过工商部门的审批和备案。	律师确认这份合同是#合法#有效的，双方的权利和义务都受到法律保护。	他的收入来源完全#合法#，每一笔都有正规的发票和纳税记录。					
合法	he2 fa3	合乎正当性或合理性的	虽然他的做法在法律上没有问题，但从道德角度来看并不#合法#，受到了舆论的谴责。	这项决定是否#合法#，需要从程序正义和实质正义两个方面来综合考量。	她质疑这次选举的#合法#性，认为投票过程中存在严重的违规操作。	这个政权的#合法#性一直受到国际社会的质疑，很多国家拒绝承认它。	他的继承权是否#合法#，取决于遗嘱的真实性和立遗嘱人的精神状态。	这种做法虽然#合法#，但在情理上说不过去，难以获得公众的认可。	新政府正在努力建立自己的#合法#性，通过一系列改革措施赢得民众的支持。	这项政策的#合法#性基础在于它符合宪法精神和公共利益的要求。	
合法	he2 fa3	在法律上被承认或允许的	在这个国家，同性婚姻已经#合法#化，同性伴侣可以依法登记结婚。	这种药物在某些国家是#合法#的，但在另一些国家则被列为管制品。	经过多年的努力，这个行业终于获得了#合法#地位，从业者不再需要躲躲藏藏。	政府宣布将某些灰色地带的经济活动#合法#化，以便更好地进行监管。	他持有#合法#的工作签证，可以在这个国家合法居留和工作。	这家赌场是#合法#经营的，获得了政府颁发的营业执照和相关许可。	在法律修改之前，这种行为一直处于不#合法#的灰色地带，执法部门也睁一只眼闭一只眼。	她通过#合法#渠道获得了这批货物的进口权，所有关税都已经缴纳完毕。	
运用	yun4 yong4	使用工具或方法	他熟练地#运用#各种数据分析软件，能够快速处理大量的统计数据。	这位厨师善于#运用#各种香料，让每一道菜都散发出独特的风味。	她#运用#心理学的技巧来与客户沟通，总能准确把握对方的需求。	工程师们#运用#先进的测量仪器，对桥梁的结构安全进行了全面检测。	他#运用#社交媒体平台来推广自己的产品，取得了很好的营销效果。	这位画家擅长#运用#光影效果，他的作品总是给人一种梦幻般的感觉。	她#运用#谈判技巧成功说服了对方接受我们的方案，合同顺利签订。	医生#运用#最新的微创手术技术为患者进行治疗，大大缩短了恢复时间。	
运用	yun4 yong4	将理论或知识付诸实践并利用	他善于将书本上学到的知识#运用#到实际工作中，解决了很多棘手的问题。	这位教授不仅理论功底深厚，更难得的是能够将理论#运用#于实践。	她把在培训中学到的管理方法#运用#到团队建设中，效果非常显著。				
劳动	lao2 dong4	辛苦的体力或脑力劳动	农民们在烈日下辛勤#劳动#，汗水浸透了衣衫，只为换来秋天的丰收。	他每天都要进行繁重的体力#劳动#，搬运货物、装卸车辆，非常辛苦。	脑力#劳动#同样消耗体力，程序员们长时间对着电脑工作，身心俱疲。	她从事的是高强度的#劳动#，每天工作十几个小时，几乎没有休息时间。	工人们的#劳动#创造了巨大的价值，但他们的收入却与付出不成正比。	这份工作需要大量的体力#劳动#，不适合身体不好或年纪较大的人。	他通过诚实#劳动#养活了一家人，虽然辛苦但内心充实而满足。	知识分子的脑力#劳动#同样值得尊重，他们的智慧推动了社会的进步。	
