word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
周	zhou1	一星期的时间	这个项目的截止日期是下#周#五，我们必须在此之前完成所有的测试工作。	他每#周#都会抽出时间去看望住在养老院的父母，风雨无阻从不间断。	医生建议她至少休息两#周#再回去上班，身体恢复需要充足的时间。	上#周#末我们全家去郊外野餐，孩子们在草地上奔跑嬉戏，玩得非常开心。	这门课程为期六#周#，每周上两次课，结束后会有一次综合考试。	他出差一#周#才回来，行李箱里装满了给家人买的各地特产和礼物。	下#周#一公司要召开年度总结大会，各部门都在紧张地准备汇报材料。	这本小说她花了整整三#周#才读完，因为内容太精彩了，每一页都舍不得跳过。
周	zhou1	每周的按周进行的	这份#周#报需要在每个星期五下班前提交给部门主管审阅。	公司实行#周#例会制度，每周一上午九点全体员工在会议室集合讨论工作进展。	她订阅了一份经济类的#周#刊，每期都会认真阅读上面的行业分析文章。	这档电视节目是#周#播的，每周六晚上八点准时与观众见面。	学校要求班主任每#周#至少与三名学生进行一次谈话，了解他们的学习和生活状况。	他坚持写#周#记的习惯已经保持了十年，记录下了生活中的点点滴滴。	超市每#周#都会推出不同的促销活动，吸引附近的居民前来选购。	这个健身计划是按#周#安排的，每周的训练内容和强度都有所不同。
连续	lian2 xu4	连续的	这座城市#连续#下了一个星期的暴雨，多处低洼地带出现了严重的内涝。	他#连续#工作了十六个小时没有休息，终于在天亮前完成了这份紧急报告。	工厂的生产线实行#连续#运转模式，二十四小时不停机以满足订单需求。	她#连续#三个晚上失眠，白天上班时精神恍惚，同事们都劝她去看看医生。	这条高速公路因为施工需要#连续#封闭两个月，过往车辆需要绕行其他路线。	他#连续#加班了一个月，身体终于吃不消了，不得不请假在家休养。	监控录像显示嫌疑人在案发前#连续#几天都在附近徘徊踩点。	这台服务器已经#连续#稳定运行了五百多天，没有出现过任何故障。
连续	lian2 xu4	接连发生的	这支球队#连续#赢了五场比赛，士气大振，球迷们对他们夺冠充满了信心。	他#连续#两年获得公司的优秀员工称号，今年又被提拔为部门副经理。	这家餐厅#连续#三年被评为米其林一星，在美食界享有很高的声誉。	她#连续#参加了三次公务员考试才终于上岸，这份坚持和毅力令人敬佩。	这个地区#连续#发生了多起入室盗窃案，警方已经加强了夜间巡逻力度。
连续	lian2 xu4	系列性的	警方破获了一起#连续#作案的盗窃团伙，该团伙在半年内流窜多地作案数十起。	这部#连续#剧一共有四十集，讲述了一个普通家庭三代人的奋斗历程。	侦探小说中的#连续#杀人案件往往有着复杂的作案动机和精心设计的犯罪手法。	这位导演擅长拍摄#连续#剧，他执导的多部作品都获得了极高的收视率。	记者对这起#连续#诈骗案进行了深入调查，揭露了犯罪分子的作案手段和组织网络。	这是一起典型的#连续#纵火案，消防部门和公安机关正在联合开展调查。	图书馆新进了一套#连续#出版物，涵盖了近十年来该学科领域的最新研究成果。	这部#连续#漫画已经连载了十五年，积累了大量忠实的读者粉丝。
连续	lian2 xu4	相继不断的	他#连续#第三次打破了自己保持的全国纪录，展现了超强的竞技状态。	这家公司#连续#五个季度实现了营收增长，股价也随之一路攀升。	暴风雪导致机场#连续#两天取消了所有航班，大量旅客滞留在候机大厅。	她#连续#获得了三届全国书法大赛的金奖，被誉为当代最有才华的青年书法家。	这座城市#连续#十年入选全国最宜居城市排行榜，吸引了大量外地人前来定居。	工厂#连续#第四个月超额完成了生产任务，工人们的干劲越来越足。	他#连续#投中了五个三分球，彻底点燃了全场观众的热情，欢呼声响彻体育馆。	这位作家#连续#出版了三部畅销小说，每一部都登上了年度图书销量排行榜。

进步	jin4 bu4	逐步改进或取得进展	经过一个学期的努力，他的数学成绩有了明显的#进步#，从班级中游跃升到了前十名。	这个国家在过去二十年里取得了巨大的经济#进步#，人民的生活水平显著提高。	科技的#进步#深刻地改变了人们的生活方式，从出行到购物都变得更加便捷高效。	老师在期末评语中肯定了她这学期的#进步#，鼓励她继续保持良好的学习态度。	医学的#进步#使得许多曾经被认为无法治愈的疾病现在都有了有效的治疗方案。	他在绘画方面#进步#很快，短短半年时间作品就从入门水平提升到了可以参加展览。	社会的#进步#不仅体现在物质财富的增长上，更体现在人们精神文明素质的提升上。	教练对队员们近期训练中的#进步#表示满意，认为他们有实力在下一场比赛中取得好成绩。
不得	bu4 de2	必须不做，明令禁止	图书馆内#不得#大声喧哗，违反规定的读者将被工作人员劝离阅览室。	考试期间#不得#携带任何电子设备进入考场，一经发现将按作弊处理。	施工现场#不得#擅自进入，所有人员必须佩戴安全帽并登记后方可通行。	法律明确规定用人单位#不得#以任何理由克扣或拖欠劳动者的工资。	博物馆内的展品#不得#触摸和拍照，请参观者自觉遵守相关规定。	未经授权#不得#复制或传播本公司的商业机密和技术资料，违者将追究法律责任。	飞机起飞和降落期间#不得#使用手机等电子设备，请旅客们配合机组人员的要求。	住院病人在治疗期间#不得#擅自离开病房，如有特殊情况需向主治医生请假。
不得	bu4 de2	可能不发生或不被允许	这件事情恐怕由#不得#你做主，还是要等领导回来之后再做最终决定。	天要下雨娘要嫁人，有些事情是由#不得#人的，我们只能顺其自然。	孩子大了有自己的想法，很多事情做父母的也由#不得#自己了。	战场上的形势瞬息万变，很多时候容#不得#指挥官有丝毫的犹豫和迟疑。	时间紧任务重，这个项目容#不得#我们再有任何拖延，必须立即行动起来。	生死关头容#不得#半点马虎，每一个操作步骤都必须严格按照规程执行。	市场竞争如此激烈，企业的发展由#不得#管理者有任何松懈和懒惰。	命运有时候就是这样，很多事情由#不得#自己选择，只能被动地接受现实。
不得	bu4 de2	不被准许，禁止	闲杂人等#不得#入内，这是军事重地，擅自闯入者将按照军法处置。	未满十八周岁的未成年人#不得#进入网吧和酒吧等娱乐场所。	非工作人员#不得#进入实验室操作区域，以免发生安全事故。
