word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
应	ying1	法律用语表示应当履行的义务	根据《劳动法》第四十四条规定，用人单位#应#按照不低于劳动者正常工作时间工资的百分之一百五十支付加班费。	本合同自双方签字盖章之日起生效，甲方#应#在三十日内完成全部款项的支付。	依据《消费者权益保护法》，经营者#应#向消费者提供真实、完整的商品信息，不得作虚假宣传。	《民法典》明确规定，监护人#应#按照最有利于被监护人的原则履行监护职责。	根据公司章程第十二条，股东会#应#每年至少召开一次年度会议，审议公司财务报告。	按照《建筑法》相关条款，施工单位#应#对建筑工程的施工质量负责，确保工程符合国家标准。	依照《环境保护法》，排放污染物的企业#应#按照国家规定缴纳排污费，并采取有效措施防治污染。	根据《食品安全法》第六十七条，预包装食品的包装上#应#有标签，标明生产日期和保质期。	《劳动合同法》规定，用人单位#应#自用工之日起一个月内与劳动者订立书面劳动合同。				
应	ying4	回答或作答	老师点名提问时，他站起来大声#应#了一声"到"，然后开始回答问题。	面试官问了一个刁钻的问题，她沉思片刻后从容地#应#道："这个问题我是这样理解的……"	电话铃响了三声，她才慢悠悠地拿起听筒#应#了一声"喂"，语气中带着几分不耐烦。	爷爷耳朵不太好，奶奶叫了他好几声，他才含糊地#应#了一句"什么事"。	主持人宣布获奖名单时，被点到名字的选手激动地#应#了一声，快步走上领奖台。	课堂上老师问谁愿意当志愿者，小明第一个举手#应#道："我来！"	门外有人敲门，屋里的人#应#了一声"请进"，来访者才推门而入。	会议上领导询问大家对方案有没有意见，与会者纷纷#应#道"没有意见，同意执行"。	深夜里母亲轻声呼唤孩子的名字，孩子迷迷糊糊地#应#了一声，又翻身继续睡去。				
应	ying4	对刺激或请求作出反应	这款智能音箱的语音识别系统非常灵敏，用户只要轻声呼唤，它就能立即#应#声启动。	他在社交媒体上发出求助信息后，许多热心网友纷纷#应#援，短短几小时就筹集到了所需善款。	政府发布抗洪救灾动员令后，各地志愿者积极#应#召，连夜赶赴灾区参与救援工作。	市场对央行降息政策迅速作出#应#激反应，股市当天大涨超过百分之三。	这种新型材料具有独特的热#应#变特性，能够根据环境温度自动调节透气性。	当外界压力增大时，人体会产生一系列#应#激反应，包括心跳加速和肾上腺素分泌增加。	公司推出促销活动后，消费者#应#声而来，门店前排起了长长的队伍。	他的求婚在网上引发热议，无数网友#应#和点赞，祝福这对新人幸福美满。	这位歌手在演唱会上即兴演唱了一首新歌，台下观众热情#应#和，全场气氛达到高潮。				
应	ying4	遵从或符合某种要求	这批出口产品必须#应#合欧盟最新颁布的环保标准，否则将无法进入当地市场。	新员工入职培训的内容#应#合公司的企业文化要求，帮助他们尽快融入团队。	这座建筑的设计方案完全#应#合当地政府关于历史文化街区保护的相关规定。	他的论文格式严格#应#合学术期刊的投稿要求，从引用格式到图表规范都一丝不苟。	该药品的生产工艺必须#应#合国家药品监督管理局颁布的GMP认证标准。	这款儿童玩具的材质和设计都#应#合国际安全认证要求，家长可以放心购买。	申请人的资质条件完全#应#合招标文件中列明的各项要求，顺利通过了资格审查。	这份合同的条款#应#合双方之前达成的口头协议，可以正式签署生效。	新推出的会计准则要求企业财务报表的编制必须#应#合国际通用的披露标准。				
应	ying4	处理或应付事务	面对突如其来的公关危机，她临危不乱，沉着#应#对媒体的连番追问，成功化解了舆论风波。	这位年轻的外交官在国际谈判桌上游刃有余，#应#付各种复杂局面都显得从容不迫。	创业初期资金紧张，他不得不身兼数职，一个人#应#付公司大大小小的事务。	老王在职场摸爬滚打三十年，早已练就了一身#应#对各种人际关系的本领。	疫情期间，医护人员日夜奋战在一线，#应#对不断涌入的重症患者，身心俱疲却从不言弃。	她一边照顾年迈的父母，一边#应#付繁忙的工作，每天都像陀螺一样转个不停。	这家企业在经济下行期展现出强大的韧性，灵活#应#对市场变化，逆势实现了业绩增长。	作为班主任，她每天要#应#对学生的各种问题，从学业困惑到心理疏导，事无巨细。	他虽然年纪轻轻，但处事老练，#应#付起复杂的商业谈判来毫不怯场。				
一切	yi1 qie4	每一任何一个	博物馆的安保系统会记录#一切#进出人员的身份信息，确保馆藏文物的安全。	这位严厉的教练要求队员们汇报#一切#训练细节，从饮食作息到体能数据都不能遗漏。	合同中明确规定，乙方须对#一切#涉及商业机密的信息严格保密，不得向第三方透露。	作为一名优秀的侦探，他善于观察#一切#细微的线索，从中发现案件的突破口。	这款全新的智能家居系统可以监控#一切#家用电器的运行状态，实现远程操控。	公司的风控部门会审查#一切#超过十万元的交易记录，防范潜在的财务风险。	她对#一切#可能影响孩子健康的食品添加剂都保持高度警惕，坚持只买有机食材。	这位资深编辑对#一切#语法错误和标点失误都零容忍，稿件必须反复校对才能过关。	法院要求被告方提交#一切#与本案相关的证据材料，不得有任何隐瞒或遗漏。				
一切	yi1 qie4	整体上的全部范围	经历了那场大病之后，他对#一切#都看开了，开始珍惜当下的每一天。	这部纪录片真实记录了战争给这片土地带来的#一切#苦难与创伤。	她为了这个家庭付出了#一切#，从青春年华到毕生积蓄，无怨无悔。	新任CEO上台后大刀阔斧地改革，誓言要改变公司#一切#陈旧的管理模式。	灾难过后，村民们失去了#一切#，房屋、农田、牲畜，多年的心血毁于一旦。	这位哲学家穷其一生探索宇宙与人生的#一切#奥秘，留下了丰富的思想遗产。	母亲总说只要孩子们平安健康，#一切#辛苦都是值得的。	他在遗嘱中写道，愿意将#一切#财产捐献给慈善机构，用于资助贫困学生。	这场突如其来的变故打乱了她#一切#的人生计划，让她不得不重新思考未来的方向。				
一次	yi1 ci4	第一的或首次的	这是人类历史上#一次#登上月球的壮举，阿姆斯特朗的那句名言至今仍被人们传颂。	公司召开了#一次#全体员工大会，宣布了新的组织架构调整方案。	她在#一次#全国性的演讲比赛中崭露头角，从此开启了自己的主持人生涯。	这款产品是我们团队#一次#尝试将人工智能技术应用于医疗诊断领域的成果。	他在#一次#偶然的机会中发现了这个商机，从此走上了创业之路。	这是两国领导人#一次#正式会晤，双方就多项议题达成了重要共识。	研究团队在#一次#实验中意外发现了这种新型材料的独特性能。	她#一次#参加马拉松比赛就跑出了令人惊叹的成绩，展现出惊人的运动天赋。	这部电影是导演#一次#执导商业大片的作品，票房和口碑都取得了不俗的成绩。				
一次	yi1 ci4	首次发生的时间	还记得我们#一次#见面是在那个飘着细雨的秋天，你撑着一把蓝色的雨伞。	他#一次#吃到正宗的四川火锅时被辣得眼泪直流，却从此爱上了这种味道。	她#一次#站上舞台时紧张得双腿发抖，如今却已是享誉国际的钢琴演奏家。	我#一次#来到这座城市是二十年前，那时这里还是一片荒凉，如今已是高楼林立。	孩子#一次#学会骑自行车的那一刻，父亲激动得热泪盈眶。	他#一次#独自出国旅行时迷了路，却意外结识了一群热心的当地朋友。	她#一次#尝试做饭就把厨房弄得一团糟，但那道菜的味道却出奇地好。	我们#一次#合作是在五年前的那个项目上，从此建立了深厚的信任关系。	他#一次#登上领奖台时的激动心情，至今回想起来仍然历历在目。				
一次	yi1 ci4	一次性发生或曾经一次	这种优惠活动每位顾客只能参与#一次#，不可重复使用。	医生建议这种药物每天服用#一次#，最好在饭后半小时内服用。	他曾经#一次#在赌场赢了一大笔钱，但后来又全部输光了。	这个系统每隔二十四小时会自动备份#一次#数据，确保信息安全。	她#一次#就通过了驾照考试，让那些考了好几次的朋友羡慕不已。	公司规定每位员工每年只有#一次#申请内部调岗的机会。	这种珍稀植物每十年才开花#一次#，吸引了众多植物学家前来观察研究。	他年轻时曾#一次#徒步穿越沙漠，那段经历成为他一生中最难忘的回忆。	这款限量版手表全球仅发售#一次#，之后再也不会生产。				
