word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
堆	dui1	一团堆在一起的物体	角落里那#堆#杂物已经积了厚厚的灰尘，看起来至少有好几个月没人动过了。	工人们正在清理建筑工地上的一#堆#废弃材料，准备为下一阶段的施工腾出空间。	她看着桌上那#堆#乱七八糟的文件，叹了口气，决定今天一定要把它们整理好。	孩子们在沙滩上堆起了一#堆#沙子，兴高采烈地准备把它塑造成一座城堡。	仓库门口堆着一#堆#破旧的家具，都是住户搬家时遗弃的东西。	那#堆#被雨水浸湿的落叶散发出一股腐烂的气味，让路过的行人纷纷掩鼻。	消防员赶到现场时，发现起火点是车库里的一#堆#油布和废纸。							
堆	dui1	成堆的东西	超市促销期间，入口处摆放着一#堆#堆打折商品，吸引了大批顾客前来抢购。	图书馆的角落里放着几#堆#等待上架的新书，工作人员正在逐一登记编号。	农民们把刚收割的稻谷分成几#堆#，准备晾晒干燥后再装袋储存。	搬家公司的工人把客户的物品分成好几#堆#，按照房间分类打包装箱。	垃圾回收站里分门别类地堆放着一#堆#堆可回收物资，等待进一步处理。	她打开衣柜，看到里面一#堆#堆叠放整齐的衣服，却还是觉得没有合适的穿。	建筑材料供应商的院子里堆满了一#堆#堆的砖块、水泥和钢筋。							
堆	dui1	高而松散的堆状物	秋天的公园里，清洁工把落叶扫成一#堆#堆小山似的，等待统一清运。	农村的打谷场上，金黄的稻草被堆成高高的草#堆#，成为孩子们捉迷藏的好地方。	暴风雪过后，道路两旁堆起了一#堆#堆的积雪，有些甚至高过了行人的腰部。	煤矿工人把刚开采出来的煤炭堆成一座座黑色的煤#堆#，等待运输车辆装载。	她把洗好的衣服随手扔在床上，很快就堆成了一#堆#松软的小山。	工地上的沙#堆#被大风吹得四处飞扬，工人们不得不用防尘网覆盖。	那#堆#刚卸下来的棉花蓬松柔软，孩子们忍不住想跳进去玩耍。							
堆	dui1	整齐叠放的一摞物品	办公桌上整整齐齐地摆着一#堆#待审批的文件，每份都按照日期顺序排列。	仓库管理员把新到的货物码成一#堆#堆整齐的方块，方便清点和取用。	她把洗干净的盘子一个个叠好，在橱柜里摆成整齐的一#堆#。	印刷厂的工人把刚印好的报纸整理成一#堆#堆，准备送往各个发行点。	超市理货员正在把一#堆#堆罐头食品按照品牌和口味分类上架。	图书管理员把归还的书籍整理成一#堆#堆，按照索书号依次放回书架。	他把收集的旧杂志按年份整理好，在书房里码成整齐的几#堆#。							
堆	dui1	数量很多的大量	年底结算时，财务部门面对一#堆#账目和票据，加班加点地核对数据。	她的邮箱里积压了一#堆#未读邮件，光是处理这些就要花上大半天时间。	新学期开始，老师布置了一#堆#作业，学生们叫苦连天却也只能埋头完成。	项目经理面对一#堆#待解决的问题，决定召开紧急会议讨论应对方案。	退休后他终于有时间处理那一#堆#积攒多年的老照片，准备整理成相册留念。	记者采访结束后，带回了一#堆#素材和录音，需要花几天时间整理成稿。	她看着购物车里一#堆#打折商品，突然意识到自己根本不需要这么多东西。							
充	chong1	足够或充满	经过一夜的休息，他精力#充#沛地投入到新一天的工作中。	这家餐厅的菜品分量十足，让顾客吃得心满意足，#充#分感受到物有所值。	她的演讲内容#充#实，论据#充#分，赢得了在场所有评委的一致好评。	公司为这次产品发布会做了#充#足的准备，从场地布置到媒体邀请都安排得井井有条。	阳光#充#足的房间让人心情愉悦，她决定把书房搬到这个朝南的位置。	这篇论文的研究数据#充#分，分析透彻，为该领域的后续研究奠定了坚实基础。	运动员们在比赛前进行了#充#分的热身，以确保身体状态达到最佳。							
充	chong1	填满或装满	他把水壶#充#满水，准备带去登山时饮用。	工作人员正在给气球#充#气，准备用来装饰活动现场。	她把行李箱#充#得满满当当，几乎拉不上拉链。	加油站的工人熟练地给汽车油箱#充#满汽油，整个过程不到五分钟。	消防员检查灭火器时发现压力不足，立即安排重新#充#装干粉。	他每天晚上都会给手机#充#电，确保第二天有足够的电量使用。	潜水员在下水前仔细检查氧气瓶，确认已经#充#满了压缩空气。							
充	chong1	担任或充当	退休教授被返聘回学校，#充#任新成立的研究中心的顾问。	在这部电影中，那座古老的城堡#充#当了故事发生的主要场景。	紧急情况下，会议室临时#充#作了伤员的救治场所。	他虽然不是专业翻译，但在这次商务谈判中#充#当了临时口译员的角色。	这间空置的仓库被改造后#充#作了社区活动中心，深受居民欢迎。	年轻的实习生在项目中#充#任助理的职务，负责协调各部门之间的沟通。	那棵百年老树#充#当了村口的地标，外出的游子回乡时总会先看到它。							
充	chong1	冒充或伪装成	骗子#充#作银行工作人员，骗取了老人的全部积蓄。	警方破获了一起假冒伪劣案件，犯罪分子用劣质产品#充#当名牌商品销售。	他在聚会上#充#内行地评论着红酒，其实对葡萄酒一窍不通。	那个间谍#充#作普通商人在边境地区活动，实际上在搜集军事情报。	不法商贩用普通玻璃珠#充#作天然宝石，欺骗不懂行的消费者。	她#充#作记者混进了新闻发布会现场，试图接近那位知名企业家。	犯罪嫌疑人#充#当快递员上门，趁机入室盗窃了多户居民的财物。							
泄露	xie4 lu4	泄露信息或机密	公司高管因#泄露#商业机密给竞争对手而被起诉，面临巨额赔偿和刑事处罚。	政府官员被指控向境外势力#泄露#国家安全相关的敏感信息，案件正在调查中。	她不小心在社交媒体上#泄露#了新产品的发布日期，导致公司的营销计划被打乱。	黑客入侵了医院的数据库，大量患者的个人隐私信息被#泄露#到网上。	记者因拒绝#泄露#消息来源而被法院传唤，引发了新闻自由的广泛讨论。	内部员工#泄露#了公司即将裁员的消息，导致股价在正式公告前就开始下跌。	军事演习的具体部署被#泄露#后，指挥部不得不临时更改作战方案。							
