word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
罩	zhao4	口语中表示了不起	他一个人搞定了整个项目的技术架构，真的太#罩#了，连资深工程师都佩服得五体投地。	这家餐厅的主厨手艺超#罩#，每道菜都让人惊艳，难怪每天都要排队两小时才能吃到。	你弟弟才高中就拿到国际数学奥林匹克金牌，也太#罩#了吧，将来肯定是学术界的明日之星。	她不仅工作能力强，还会五种语言，真的很#罩#，公司里没人不服她的。	这个乐团的鼓手技术超#罩#，现场演出时那段即兴solo让全场观众都疯狂了。	老王虽然年过六十，但打篮球还是很#罩#，年轻人都防不住他的假动作。
罩	zhao4	能够应付或掌控局面	别担心这次的危机公关，有我在就#罩#得住，我已经处理过无数次类似的状况了。	他是这一带的老大哥，什么事情都#罩#得住，邻里有纠纷都会找他调解。	虽然临时换了场地，但活动总监说她#罩#得住，果然一切都安排得井井有条。	这个案子虽然复杂，但以张律师的经验绝对#罩#得住，他处理过比这更棘手的官司。	妈妈不在家的时候，姐姐总是能把家里大小事务都#罩#住，让父母完全放心。	新来的项目经理看起来年轻，但实际上很能#罩#，团队在她带领下效率提升了三成。
横	heng2	水平的，与地面平行的	这座现代建筑的设计以#横#向线条为主，与周围传统的垂直塔楼形成鲜明对比。	工程师在图纸上画了一条#横#线，标示出新桥梁的水平基准面位置。	书法老师强调写楷书时#横#画要保持平稳，不能有明显的倾斜或抖动。	这款新型货架采用#横#向隔板设计，可以根据物品高度自由调节层间距离。	建筑师在设计中大量运用#横#向窗户，让室内获得更均匀的自然采光效果。	测量员用水平仪确认这根钢梁是否保持#横#向水平，误差不能超过两毫米。
横	heng2	从一侧到另一侧横向通过	一道彩虹#横#跨天际，从东边的山头一直延伸到西边的湖面，美得令人窒息。	这条新建的高架桥#横#贯整个城市，大大缩短了东西两区之间的通勤时间。	一根倒下的大树#横#在马路中央，导致双向车道都无法通行，交警正在紧急处理。	长江大桥#横#跨两岸，连接起武汉三镇，是这座城市最重要的交通命脉。	一条深深的伤疤#横#过他的脸颊，那是多年前一场意外留下的永久印记。	施工队在河面上#横#拉了一条警戒线，提醒过往船只注意前方正在进行水下作业。
横	heng2	横向交错或交叉排列的	这块传统的竹编工艺品采用经纬#横#织的技法，每一根竹篾都交错得整整齐齐。	棋盘上纵#横#交错的线条将整个盘面分成了三百六十一个交叉点，每个点都可能成为胜负的关键。	城市规划师设计了纵#横#交错的街道网络，让这个新区的交通四通八达。	她织的这条围巾用了#横#向编织法，让图案呈现出独特的立体纹理效果。	古代军营的布局讲究纵#横#有序，帐篷之间的通道必须保持笔直，方便紧急集合。	这幅抽象画作由无数#横#竖交叉的色块组成，远看像是一座迷宫的俯视图。
横	heng2	汉字中的一横笔画	老师教导学生写"一"字时，这一#横#要写得平稳有力，起笔和收笔都要干净利落。	书法家示范"王"字的写法，强调三个#横#画的长短和间距都有严格的比例要求。	小朋友刚学写字，常常把#横#写得歪歪扭扭，需要大量练习才能写得端正。	这位书法大师的#横#画特别有力道，每一笔都像是刀刻斧凿一般遒劲有神。	汉字"十"由一#横#一竖组成，是最基本的笔画组合之一，也是初学者必练的字。	她在练习"三"字时，老师指出第二个#横#应该最短，第三个#横#要最长且略向上扬。
横	heng2	把某物横放在表面上	他把那根长木棍#横#在门口，临时充当门闩，防止野兽闯入营地。	厨师将整条鱼#横#在砧板上，准备从中间剖开去除内脏后再进行烹调。	她把吉他#横#在腿上，调整好姿势后开始弹奏那首熟悉的民谣曲子。	工人们把钢管#横#在两个支架之间，搭建起临时的施工平台供人行走。	他随手把雨伞#横#在椅子上，没想到一转身就被绊了一跤，摔得不轻。	母亲把擀面杖#横#在案板上，准备开始擀饺子皮，一家人围坐着帮忙包饺子。
横	heng2	横渡或横穿河流等	当年红军强渡大渡河，战士们冒着枪林弹雨#横#渡湍急的河流，写下了可歌可泣的英雄篇章。	这位探险家计划独自划船#横#渡太平洋，如果成功将创造新的世界纪录。	每年端午节，数百名游泳健将参加#横#渡长江的活动，场面十分壮观。	古代商队要#横#穿这片沙漠至少需要三个月，沿途必须经过多个绿洲补给。	她是第一位成功#横#渡英吉利海峡的亚洲女性，这项壮举让她成为国家英雄。	登山队必须#横#越这条冰川裂缝才能到达下一个营地，这是整个行程中最危险的路段。
横	heng2	杂乱无序地摆放或排列	搬家那天，各种箱子杂物#横#七竖八地堆在客厅里，连下脚的地方都没有。	暴风雨过后，街道上到处是#横#倒的树木和散落的招牌，一片狼藉。	孩子们玩完积木后，各种形状的木块#横#七竖八地散落在地毯上，妈妈叹了口气开始收拾。	工地上的建材#横#七竖八地堆放着，完全没有按照安全规范整齐码放。	他的书桌上文件#横#七竖八地摊着，找一份资料要翻半天，效率极低。	车祸现场一片混乱，几辆汽车#横#七竖八地停在路中央，交通完全瘫痪。
横	heng2	状态混乱无序	战后的城市满目疮痍，断壁残垣间尸#横#遍野，惨不忍睹的景象让救援人员都忍不住落泪。	这家公司管理混乱，各部门之间互相推诿，导致项目进度一片#横#乱，最终错过了最佳上市时机。	那个年代军阀割据，战火连年，百姓流离失所，整个国家陷入#横#乱的局面。	疫情初期，各种真假消息满天飞，社会秩序一度#横#乱，人心惶惶不知所措。	他接手这个部门时，账目混乱、人事#横#乱，花了整整半年才理顺所有关系。	台风过境后，整个村庄一片#横#乱，房屋倒塌、道路中断，重建工作任重道远。
