word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
对内	dui4 nei4	国家或民族内部的事物	这份报告详细分析了公司#对内#管理制度的优缺点，并提出了一系列改进建议。	学校#对内#发布了新的教学改革方案，要求各院系在本学期内完成课程体系的调整。	企业#对内#推行的绩效考核制度引发了员工的广泛讨论，人力资源部门正在收集反馈意见。	协会#对内#组织的培训活动受到会员们的热烈欢迎，报名人数远超预期。	医院#对内#实施的电子病历系统大大提高了医护人员的工作效率和诊疗准确性。	集团#对内#整合资源的战略部署已经初见成效，各子公司之间的协作更加顺畅。	党组织#对内#开展的批评与自我批评活动有助于提高党员的思想觉悟和工作作风。	研究所#对内#建立的学术交流平台促进了不同课题组之间的合作与创新。			
对内	dui4 nei4	针对国内事务的政策或方针	政府#对内#政策的调整直接影响着千家万户的日常生活，民众对此高度关注。	这届领导班子#对内#强调民生优先，大幅增加了教育和医疗领域的财政投入。	国家#对内#实行的减税降费政策有效减轻了中小企业的经营负担，激发了市场活力。	新一轮#对内#改革措施着重解决城乡发展不平衡的问题，推动区域协调发展。	中央#对内#部署的乡村振兴战略正在各地稳步推进，农村面貌发生了显著变化。	政府#对内#推行的户籍制度改革打破了城乡二元结构，促进了人口的自由流动。	这项#对内#经济政策旨在扩大内需，减少对出口的依赖，构建双循环发展格局。	领导层#对内#坚持稳中求进的工作总基调，确保经济社会发展行稳致远。			
之下	zhi1 xia4	空间上处于下方	巨大的榕树#之下#，几位老人正悠闲地下着象棋，享受着午后的清凉。	桥梁#之下#的河水清澈见底，成群的鱼儿在水草间自由穿梭嬉戏。	屋檐#之下#挂着一排红灯笼，为这座古老的院落增添了几分喜庆的气氛。	山崖#之下#有一个天然形成的洞穴，据说曾是古代隐士修行的地方。	葡萄架#之下#摆着一张石桌和几把竹椅，是夏日乘凉的绝佳去处。	高架桥#之下#的空地被改造成了社区公园，居民们终于有了休闲健身的场所。	大树#之下#铺着厚厚的落叶，踩上去发出沙沙的声响，别有一番秋日情趣。	帐篷#之下#，探险队员们围坐在一起，讨论着明天的行进路线和注意事项。			
之下	zhi1 xia4	在权力或地位上处于下位	在严格的等级制度#之下#，普通员工很难有机会直接向高层领导表达自己的意见。	封建礼教#之下#，女性的社会地位极其低下，几乎没有任何自主选择的权利。	在他的领导#之下#，这个原本涣散的团队逐渐凝聚成了一支战斗力极强的队伍。	专制统治#之下#，言论自由受到严重压制，知识分子只能以隐晦的方式表达思想。	在师傅的悉心指导#之下#，这位年轻的学徒很快掌握了精湛的手工技艺。	威权体制#之下#，反对派的活动空间极为有限，任何异见都可能招致严厉打压。	在父亲的严格管教#之下#，他从小就养成了勤奋好学、严于律己的好习惯。	殖民统治#之下#，当地人民饱受剥削和压迫，民族独立运动因此风起云涌。			
之下	zhi1 xia4	数量或程度小于	今年的销售额在预期目标#之下#，公司不得不重新调整下半年的营销策略。	气温降到零度#之下#后，路面开始结冰，交通部门提醒司机注意行车安全。	他的考试成绩在及格线#之下#，这意味着他必须参加补考才能获得学分。	这款产品的市场表现远在竞争对手#之下#，研发团队正在紧急分析原因并寻求改进。	失业率降到百分之五#之下#，标志着就业市场已经基本恢复到疫情前的水平。	患者的血压一直维持在正常值#之下#，医生决定调整用药方案以改善这一状况。	这部电影的票房收入在业界预测#之下#，制片方对此感到非常失望和困惑。	运动员的成绩在个人最好纪录#之下#，但他表示会继续努力争取在下次比赛中突破。			
背后	bei4 hou4	在某物或某人的后方位置	她悄悄走到他#背后#，轻轻拍了一下他的肩膀，把正在专心看书的他吓了一跳。	警察埋伏在嫌疑人#背后#的巷子里，等待最佳时机实施抓捕行动。	摄影师站在模特#背后#调整灯光角度，力求拍出最完美的逆光效果。	孩子躲在母亲#背后#，怯生生地打量着这个陌生的来访者。	他感觉有人站在自己#背后#，转身一看，原来是多年未见的老同学。	保镖时刻跟在明星#背后#，警惕地观察着周围的人群和环境。	小猫蹲在沙发#背后#，两只眼睛紧盯着地上滚动的毛线球，随时准备扑上去。	导游站在游客#背后#举着小旗，确保每个人都能跟上队伍不掉队。			
背后	bei4 hou4	处于背部或后方区域	他#背后#的纹身是一条栩栩如生的青龙，据说是年轻时在部队里刺的。	这件衣服#背后#的拉链坏了，她只好请室友帮忙把它拉上。	运动员#背后#的号码布被汗水浸湿，但他依然奋力向终点冲刺。	她#背后#的长发随风飘扬，在夕阳的映照下泛着金色的光芒。	士兵#背后#的背包里装满了行军必需的物资，足有三十多斤重。	模特转过身去，展示礼服#背后#精美的刺绣和镂空设计。	他#背后#贴着的膏药散发出浓烈的中药味，是治疗腰肌劳损用的。				
背后	bei4 hou4	位于队列或阵地的后部	指挥官命令预备队在主力部队#背后#待命，随时准备支援前线作战。	后勤车队跟在大部队#背后#缓缓前进，确保物资供应不中断。	救护车停在车队#背后#，医护人员随时准备处理可能发生的紧急情况。	炮兵阵地设在步兵#背后#的山坡上，可以有效地为前方提供火力支援。	教练站在队伍#背后#观察每个队员的动作，不时大声喊出纠正指令。	摄影记者跟在游行队伍#背后#，用镜头记录下这历史性的一刻。	殿后的骑兵在步兵方阵#背后#列成横队，防止敌军从侧翼包抄。	通信兵紧跟在指挥官#背后#，随时准备传达命令和接收前方的战况报告。			
背后	bei4 hou4	在别人不知情时暗中进行或策划	他表面上对同事很友善，#背后#却经常在领导面前说别人的坏话。	这起商业收购案#背后#隐藏着复杂的利益纠葛，远非表面看起来那么简单。	她发现有人在#背后#散布关于她的谣言，决定找出幕后黑手讨个说法。	这场政变#背后#有外国势力的介入，情报部门已经掌握了确凿的证据。	他#背后#策划的阴谋最终败露，所有参与者都受到了法律的严惩。	公司高管在#背后#进行的内幕交易被监管机构查获，面临巨额罚款和刑事指控。	那些在#背后#议论别人是非的人，往往自己也有不可告人的秘密。				
互相	hu4 xiang1	彼此，相互之间	两国领导人#互相#交换了礼物，并就双边关系的未来发展进行了深入交流。	邻里之间应该#互相#帮助、#互相#关心，共同营造和谐友善的社区氛围。	辩论双方#互相#驳斥对方的观点，现场气氛十分激烈，观众们看得津津有味。	夫妻之间需要#互相#理解和包容，才能维持长久稳定的婚姻关系。	同学们在学习上#互相#切磋、取长补短，共同进步的氛围让老师感到欣慰。	两家公司决定#互相#开放专利授权，以加快新技术的研发和市场推广。	战友们在战场上#互相#掩护、生死与共，结下了深厚的革命情谊。	科研团队成员#互相#分享实验数据和研究心得，大大加快了项目的进展速度。			
