word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
罗	luo2	收集或采集资料	为了撰写这部地方志，他花了整整十年时间#罗#集各种历史文献和民间传说，足迹遍布全省各个角落。	研究团队正在#罗#集全国各地的方言录音资料，希望能够建立一个完整的汉语方言数据库。	这位民俗学家毕生致力于#罗#集濒临失传的民间故事，已经整理出版了十余部著作。	编纂百科全书是一项浩大的工程，需要#罗#集各个学科领域的最新研究成果和权威资料。	为了完成这篇论文，她在图书馆里#罗#集了大量的一手史料，光是笔记就写了厚厚的几大本。	博物馆的工作人员正在民间#罗#集散落的文物，希望能够抢救更多珍贵的历史遗产。	他从年轻时就开始#罗#集各种珍稀邮票，如今他的收藏已经价值连城。	这部词典的编纂者们花费了二十年时间#罗#集例句，力求每个词条都有准确生动的用法说明。			
罗	luo2	聚拢人或物使集中	起义军首领振臂一呼，很快就#罗#集了数千名志同道合的追随者，声势浩大地向京城进发。	这位企业家善于#罗#致人才，他的公司汇聚了业内最顶尖的工程师和设计师。	为了筹办这场慈善晚会，组委会#罗#集了各界名流和社会贤达，共同为贫困地区的儿童募捐。	古代的诸侯王常常#罗#致天下英才，以壮大自己的势力和声望。	他在江湖上颇有威望，登高一呼便能#罗#集各路豪杰前来相助。	这个学术团体#罗#集了国内外顶尖的语言学家，定期举办高水平的学术研讨会。	战国时期，各国君主竞相#罗#致贤士，以求在激烈的争霸中占据优势。	新成立的研究院正在积极#罗#致各领域的专家学者，打造一支世界一流的科研团队。			
罗	luo2	捕获或逮住目标	猎人们在山林中布下天#罗#地网，终于捕获了那只为害多年的猛虎。	警方经过数月的缜密侦查，终于将这个跨国犯罪团伙一网打尽，无一漏#罗#。	渔民们在海湾里张#罗#捕鱼，一网下去就收获了满满一船的海鲜。	古人用丝网#罗#雀，这种捕鸟方法在农村地区曾经十分常见。	森林警察在保护区内巡逻，严厉打击那些张网#罗#捕珍稀鸟类的偷猎者。	这个诈骗团伙作案手法狡猾，但最终还是难逃法网，被警方悉数#罗#获。	他在河边支起细密的网#罗#捕小鱼小虾，准备拿回家喂养观赏鱼。	猎户们在林间设下陷阱和罗网，专门#罗#捕那些糟蹋庄稼的野猪和獾子。			
罗	luo2	通过筛子或筛选分离	奶奶把磨好的面粉用细#罗#筛过，去除粗糙的麸皮，这样做出的馒头才会又白又软。	制作传统糕点时，师傅会将糯米粉反复过#罗#，确保粉质细腻均匀，口感才会绵密。	中药房的伙计正在用铜#罗#筛选药材粉末，把粗细不同的颗粒分开存放。	她把煮熟的红豆用细#罗#过滤，去掉豆皮后做成细腻的豆沙馅。	古法制墨需要将松烟用绢#罗#反复筛选，只取最细的部分才能制出上等的墨锭。	面点师傅强调，做拉面的面粉必须用八十目的细#罗#筛过，这样和出的面团才有筋道。	制作宣纸的工匠们用竹#罗#筛选纸浆中的纤维，这道工序直接决定了纸张的品质。	老药工把研磨好的药粉倒入#罗#中轻轻晃动，让细粉落下，粗颗粒留在上面重新研磨。			
贷款	dai4 kuan3	贷款或借款	这笔三十年期的住房#贷款#让他每个月都要偿还将近一万元，经济压力相当大。	银行审批通过了他的#贷款#申请，下周就能拿到购买设备所需的资金了。	由于信用记录良好，她申请的消费#贷款#很快就获得了批准，利率也比较优惠。	这家初创企业靠着一笔政府贴息#贷款#度过了最艰难的创业初期，如今已经发展壮大。	他背负着沉重的助学#贷款#，毕业后省吃俭用了五年才终于还清。	房地产开发商通过银行#贷款#筹集了项目启动资金，预计三年内可以回本。	这笔低息#贷款#是专门为扶持农村小微企业设立的，申请条件相对宽松。	公司的流动资金#贷款#即将到期，财务部门正在紧急筹措资金准备偿还。			
贷款	dai4 kuan3	向他人提供贷款	这家商业银行主要面向中小企业#贷款#，帮助它们解决融资难的问题。	政府设立了专项基金，向受灾地区的农户#贷款#，支持他们恢复生产。	信用社积极响应国家号召，优先向返乡创业的青年#贷款#，助力乡村振兴。	银行在审核后决定向这家科技公司#贷款#五百万元，用于研发新产品。	为了支持小微企业发展，多家金融机构联合向符合条件的商户#贷款#，利率下浮百分之二十。	这家政策性银行专门向基础设施建设项目#贷款#，支持国家重点工程。	农村信用合作社向当地养殖户#贷款#，帮助他们扩大养殖规模，增加收入。	开发银行决定向这个新能源项目#贷款#十亿元，支持清洁能源产业发展。			
贷款	dai4 kuan3	向银行等筹借款项	年轻夫妇决定向银行#贷款#购买他们的第一套住房，首付是双方父母帮忙凑的。	这家企业因为资金周转困难，不得不向多家银行#贷款#以维持正常运营。	他为了筹集创业资金，向银行#贷款#了五十万元，并以自家房产作为抵押。	农民合作社向农村信用社#贷款#购买了一批现代化农机设备，大大提高了生产效率。	公司计划向国家开发银行#贷款#建设新厂房，预计明年就能投入使用。	她向银行#贷款#支付了研究生阶段的学费，打算工作后慢慢偿还。	这个基建项目规模庞大，施工方不得不向多家金融机构#贷款#才能筹足资金。	小王向银行#贷款#买了一辆车，每月还款额占了他工资的三分之一。			
秒	miao3	时间单位秒	百米赛跑的世界纪录是九#秒#五八，由牙买加选手博尔特在柏林世锦赛上创造。	这款新型处理器的运算速度达到了每#秒#万亿次，性能比上一代提升了百分之五十。	倒计时还剩最后十#秒#，全场观众都屏住呼吸，紧盯着大屏幕上跳动的数字。	光在真空中的传播速度约为每#秒#三十万公里，这是宇宙中最快的速度。	运动员以零点零一#秒#的微弱优势夺得冠军，这场比赛的结果直到最后一刻才揭晓。	地震波到达的时间精确到了#秒#，这对于预警系统的及时响应至关重要。	这段视频只有短短三十#秒#，却在网上获得了数百万次的播放量。	高铁列车以每#秒#近百米的速度飞驰，窗外的景色一闪而过。			
秒	miao3	角秒即角度的秒	这台天文望远镜的角分辨率达到了零点一角#秒#，可以观测到极其遥远的星系细节。	测量结果显示，这颗恒星的视差角仅为零点零五角#秒#，据此可以计算出它与地球的距离。	现代精密测量仪器的精度已经可以达到角#秒#级别，这对于大地测量和天文观测意义重大。	卫星定位系统的角度误差控制在几个角#秒#以内，才能保证导航的准确性。	天文学家通过测量恒星位置的角#秒#级变化，发现了围绕它运行的系外行星。	这台经纬仪的读数精度为一角#秒#，完全满足高精度工程测量的要求。	哈勃望远镜拍摄的图像分辨率约为零点零五角#秒#，揭示了宇宙深处的壮丽景象。	大地测量中，一角#秒#的误差在地面上就相当于约三十米的偏差，必须严格控制。			
秒	miao3	瞬间立刻	这道数学题对学霸来说简直太简单了，他看了一眼就#秒#出了答案，让旁边的同学目瞪口呆。	新款手机刚上架就被#秒#光了，很多顾客连付款页面都没来得及打开。	限量版球鞋开售后不到一分钟就被黄牛#秒#完，普通消费者根本抢不到。	她的厨艺太棒了，做出来的红烧肉每次都被家人#秒#光，连汤汁都不剩。	这位电竞选手反应极快，对手刚露头就被他#秒#掉了，全程不到两秒钟。	演唱会门票开售瞬间就被粉丝们#秒#空，官网一度因为访问量过大而瘫痪。	双十一零点刚过，购物车里的商品就被#秒#杀一空，她懊恼地发现自己又没抢到。	这家网红餐厅的招牌菜每天限量供应，基本上一开门就会被食客#秒#光。			
