word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
头	tou2	末端或尾部	绳子的另一#头#系在树上，这样就不会被风吹走了。	她抓住辫子的#头#，用皮筋扎紧，然后出门上学去了。	电线的这一#头#接在插座上，另一头连着电器。	他拿起筷子的粗#头#敲了敲碗边，示意大家安静下来。	街道的尽#头#有一家老字号的面馆，生意非常红火。	队伍的#头#已经进了会场，尾巴还在门外排着。	她从抽屉里翻出一根线，把两#头#打了个结。	巷子的#头#有一棵老槐树，是附近居民乘凉的好地方。			
头	tou2	事物的开头或结尾	这件事从#头#到尾他都参与了，最清楚事情的来龙去脉。	故事的开#头#很吸引人，让读者忍不住想继续往下看。	他把文章从#头#看到尾，仔细检查有没有错别字。	电影的结尾#头#出人意料，观众们都没有猜到真正的凶手是谁。	她从年#头#忙到年尾，几乎没有休息的时间。	这本书的#头#几章比较枯燥，但越往后越精彩。	他从#头#开始讲述事情的经过，一个细节都没有遗漏。	会议从#头#到尾开了三个小时，大家都讨论得很热烈。			
头	tou2	残余的短段或残茬	地里还留着麦子的#头#，等秋天再翻耕一遍。	他把铅笔用到只剩一小#头#，才舍得换一支新的。	蜡烛烧到只剩一点#头#了，微弱的火光摇曳不定。	她把用剩的粉笔#头#收集起来，捣碎后用来画画。	烟#头#不能随便乱扔，要放进指定的垃圾桶里。	他节俭惯了，连肥皂#头#都舍不得扔掉，要用到最后一点。	田里的玉米#头#还没有清理干净，影响了下一季的播种。	她把线#头#剪掉，衣服看起来就整洁多了。			
头	tou2	剩余部分	布料还剩一点#头#，正好可以做一个小手帕。	这卷胶带只剩一点#头#了，用完就得买新的。	她把剩下的面#头#揉成一个小面团，给孩子做了个小动物形状的馒头。	纸的#头#不够写完这封信了，他只好另找一张。	毛线还有一点#头#，她打算织一双袜子。	他把木料的#头#收集起来，可以用来生火取暖。	这块皮革的#头#太小，做不了什么大件的东西。	她用布#头#拼接成一块漂亮的桌布，既环保又实用。			
头	tou2	首领或主要负责人	他是这个团伙的#头#，所有重要决定都由他拍板。	村里的#头#召集大家开会，商量修路的事情。	这帮人的#头#被警察抓住后，其他人都作鸟兽散了。	他虽然不是名义上的#头#，但实际上大小事务都是他在操持。	匪帮的#头#凶狠狡猾，多次逃脱了官府的追捕。	她是这个项目组的#头#，负责协调各方面的工作。	部落的#头#德高望重，族人们都很尊敬他。	他们推举经验最丰富的老张当#头#，带领大家完成这项任务。			
头	tou2	工作单位或团队的上司	他的#头#是个很严厉的人，对工作要求非常高。	新来的#头#管理风格和前任完全不同，大家都还在适应。	她向#头#请了三天假，回老家处理一些私事。	他和#头#的关系不太好，工作中经常产生摩擦。	#头#今天心情不错，破例让大家提前下班了。	她的#头#很赏识她的能力，准备提拔她当部门经理。	他被#头#叫到办公室谈话，不知道是好事还是坏事。	新#头#上任后进行了一系列改革，部门的工作效率明显提高了。			
头	tou2	一侧或旁边方向	他坐在床的这一#头#，她坐在另一头，两人相对无言。	桥的那#头#是一片茂密的树林，风景非常优美。	她站在路的这#头#向对面张望，等待朋友的到来。	河的对#头#就是邻村，走过这座桥就到了。	他们分别站在操场的两#头#，准备进行接力赛跑。	街的那#头#新开了一家超市，价格比老店便宜不少。	她从房间的这#头#走到那头，来回踱步思考问题。	村子的东#头#有一口老井，井水清凉甘甜。			
头	tou2	方面或角度	这件事从哪#头#说起呢，让我想想该怎么解释。	他在工作这#头#很有能力，但在人际交往方面还需要加强。	这个问题要从多个#头#来分析，不能只看表面现象。	她在学业这#头#一直很努力，成绩始终名列前茅。	他两#头#都要兼顾，既要照顾家庭，又要忙于工作。	这件事牵涉到好几#头#，处理起来比较棘手。	她在事业这#头#发展得很顺利，但感情生活却一直不太如意。	他每#头#都想抓，结果哪头都没抓好。			
头	tou2	首位或第一名次	他在这次比赛中跑了个#头#名，打破了学校的纪录。	她的成绩在班里一直是#头#几名，老师和家长都很满意。	这匹马在赛场上一路领先，最终夺得了#头#奖。	他们公司的销售业绩在行业内排名#头#位，遥遥领先于竞争对手。	她在选美比赛中获得了#头#名，成为当年的选美冠军。	这道菜在美食评选中名列#头#位，是这家餐厅的招牌。	他的论文在学术会议上被评为#头#等奖，获得了专家们的一致好评。	这款产品的市场占有率稳居#头#把交椅，是行业内的领军品牌。			
头	tou2	领先的或主要的	他是这个领域的#头#号专家，在学术界享有很高的声誉。	这家公司是行业内的#头#牌企业，产品质量和服务都是一流的。	她是班里的#头#号学霸，每次考试都能拿到最高分。	这位演员是当今影坛的#头#牌明星，片酬高达数千万。	他们是这次行动的#头#号目标，必须优先处理。	这款车型是该品牌的#头#号产品，销量一直遥遥领先。	她是公司的#头#号销售员，业绩连续三年排名第一。	这道菜是这家餐厅的#头#牌招牌菜，每桌客人必点。			
