word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
无数	wu2 shu4	数不尽极为众多	在漫长的历史长河中，#无数#英雄豪杰为了民族的独立和解放献出了宝贵的生命。	夜空中繁星点点，#无数#颗星星闪烁着微弱的光芒，仿佛在诉说着古老的故事。	这位科学家经历了#无数#次失败的实验，终于在第一千零二十三次尝试中取得了突破性进展。	长城蜿蜒万里，凝聚着#无数#劳动人民的智慧和汗水，是中华民族的伟大象征。	她翻阅着相册，#无数#美好的回忆涌上心头，眼眶不禁湿润了起来。	这部经典小说自出版以来，已经被翻译成几十种语言，感动了#无数#读者的心灵。	在抗击疫情的战斗中，#无数#医护人员不顾个人安危，日夜奋战在救治病患的第一线。				
无数	wu2 shu4	数量庞大难以计算	宇宙中存在着#无数#个星系，每个星系又包含着数以亿计的恒星和行星。	据统计，全球每天产生的数据量已经达到#无数#个字节，传统的存储方式已经难以应对。								
无数	wu2 shu4	不可胜数难以枚举	中华文明五千年的历史中，涌现出#无数#杰出的思想家、文学家和艺术家，他们的成就难以一一列举。	这座古老的图书馆收藏着#无数#珍贵的典籍和手稿，每一本都承载着人类文明的智慧结晶。	大自然中存在着#无数#种生物，科学家们至今仍在不断发现新的物种。	他在学术生涯中发表了#无数#篇论文，涉及的研究领域之广令同行们叹为观止。	这位老艺术家一生创作了#无数#幅画作，其中许多已成为博物馆的镇馆之宝。	互联网上每天都有#无数#条信息被发布和传播，真假难辨让人应接不暇。	在这片古老的土地上，埋藏着#无数#历史遗迹和文物，考古学家们穷尽一生也难以全部发掘。				
烟	yan1	卷烟或烟斗内的烟丝	老人从口袋里掏出一包#烟#，抽出一支点燃，深深地吸了一口后陷入了沉思。	医生严肃地告诫他，如果再不戒#烟#，他的肺部疾病将会进一步恶化。	他习惯性地拍了拍口袋，发现忘带#烟#了，只好向同事借了一支解解瘾。	超市的货架上摆满了各种品牌的#烟#，价格从几元到几百元不等。	爷爷年轻时抽的是旱#烟#，用长长的烟袋锅，那种味道和现在的卷烟完全不同。	她闻到丈夫身上浓重的#烟#味，忍不住皱起了眉头，又开始唠叨戒烟的事。	这种进口#烟#的烟丝是用特殊工艺处理过的，据说口感更加醇厚绵长。				
烟	yan1	燃烧时产生的烟雾	厨房里的油锅突然起火，浓浓的黑#烟#瞬间弥漫了整个房间，呛得人睁不开眼。	远处的工厂烟囱里冒出滚滚白#烟#，在蓝天的映衬下格外显眼。	森林大火产生的#烟#雾遮天蔽日，方圆几十公里内的居民都能闻到刺鼻的焦糊味。	他往篝火里添了些湿柴，火堆立刻冒出呛人的#烟#，熏得大家纷纷后退。	消防员冲进浓#烟#滚滚的大楼，冒着生命危险搜救被困的居民。	烧烤摊位上升腾起阵阵油#烟#，混合着肉香飘散在夜市的空气中。	那场大火过后，废墟中仍有袅袅青#烟#升起，消防队员们还在现场进行最后的清理工作。				
烟	yan1	轻薄的雾气或蒸汽凝结物	清晨的湖面上笼罩着一层薄薄的水#烟#，远处的山峦若隐若现，宛如仙境。	雨后的山谷中升起缕缕#烟#霭，与翠绿的竹林交相辉映，构成一幅绝美的水墨画。	温泉池上方氤氲着腾腾热#烟#，游客们惬意地泡在温暖的泉水中享受着难得的放松。	江南水乡的早晨总是笼罩在朦胧的#烟#雨之中，青石板路被雨水冲刷得格外光亮。	她站在瀑布前，飞溅的水花化作蒙蒙水#烟#，打湿了她的衣裳和头发。	黄昏时分，炊#烟#袅袅升起，与暮色中的晚霞融为一体，勾勒出乡村宁静祥和的画面。	那片茶园在晨雾中若隐若现，淡淡的#烟#岚缭绕在茶树之间，美得如同一幅淡雅的山水画。				
烟	yan1	气态或凝结的蒸气	冬天呼出的白#烟#在寒冷的空气中迅速消散，他搓了搓冻僵的双手继续赶路。	火车头喷出的蒸汽#烟#柱直冲云霄，伴随着汽笛的长鸣缓缓驶出了站台。	化工厂的冷却塔顶端不断冒出白色的水蒸#烟#，在阳光下形成了一道道彩虹。	液氮罐打开的瞬间，大量白色的冷#烟#涌出，在地面上翻滚流淌，场面十分壮观。	舞台上的干冰机喷出浓密的白#烟#，为演唱会营造出梦幻般的视觉效果。	高压锅的排气阀突然喷出一股热#烟#，发出尖锐的嘶嘶声，吓了她一大跳。	实验室里，液态氮倒入常温容器后立即产生大量白#烟#，学生们都惊叹不已。				
烟	yan1	烟草植物及其叶片	云南是中国最大的#烟#叶产区，这里的气候和土壤特别适合烟草的生长。	农民们正在田间采摘成熟的#烟#叶，金黄色的叶片在阳光下闪闪发光。	这片#烟#田已经种植了三十多年，土壤中的养分几乎被耗尽，需要轮作休耕。	他家世代种#烟#为生，对烟草的习性和种植技术了如指掌。	收购站的工作人员正在仔细检验#烟#叶的品质，按照等级分类定价。	今年的#烟#草长势喜人，预计产量将比去年增加百分之二十左右。	烘烤房里挂满了刚采摘的#烟#叶，工人们需要精确控制温度和湿度以确保品质。				
烟	yan1	因烟雾刺激而引起眼睛流泪或发痒	厨房里油烟太大，#烟#得她眼泪直流，不得不打开抽油烟机和窗户通风。	篝火的浓烟随风飘来，#烟#得他睁不开眼睛，只好换了个位置坐下。	烧秸秆产生的烟雾弥漫在村子里，#烟#得老人们咳嗽不止，纷纷躲进屋内。	他站在烧烤架旁边翻烤肉串，被炭火的烟#烟#得不停地揉眼睛。	那间老旧的厨房没有排烟设备，每次做饭都会被油烟#烟#得泪流满面。	消防演习时，模拟烟雾#烟#得参与者们呛咳连连，深刻体会到了火灾的可怕。	她在烧纸钱祭祖时，被升腾的烟雾#烟#得眼睛又红又痒，赶紧退后了几步。				
烟	yan1	供吸食或制烟的烟草制品	这家百年老店专门经营各种高档#烟#草制品，从雪茄到烟斗应有尽有。	海关查获了一批走私#烟#草，总价值超过三百万元，涉案人员已被依法拘留。	他收藏了来自世界各地的名贵#烟#草，其中不乏古巴的顶级雪茄和英国的上等烟丝。	政府近年来不断提高#烟#草制品的税率，希望通过价格手段减少吸烟人数。	这种手工卷制的#烟#草采用传统工艺，从种植到成品需要经过十几道工序。	免税店里的#烟#草专柜前挤满了游客，大家都在挑选送人的礼品。	那位老烟民对各种#烟#草的产地、口感和特点如数家珍，堪称行家里手。				
