word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
中中	zhong1 zhong1	中等的，居于中间的	这次考试他的成绩#中中#，既不算优秀也不算差，刚好处于班级的中间位置。	她对自己的外貌评价一直很客观，认为自己长相#中中#，不出众但也不难看。	这家餐厅的菜品质量#中中#，价格倒是挺实惠的，适合普通工薪阶层日常消费。	他在公司里的表现#中中#，领导既不会特别表扬他，也不会批评他。	这款手机的性能#中中#，不是旗舰级别，但日常使用完全够用了。	房子的装修水平#中中#，虽然不是豪华装修，但住起来还算舒适整洁。	她的厨艺#中中#，做出来的菜能吃但谈不上美味，家人也从不抱怨。	这部电影的评分#中中#，既没有获得大奖，也没有被观众骂得很惨。			
中中	zhong1 zhong1	平均的，一般水平	从全国范围来看，这个城市的经济发展水平#中中#，既不是最发达的沿海城市，也不是最落后的内陆地区。	他的英语水平#中中#，能够进行基本的日常交流，但要说流利还差得远。	这批产品的质量#中中#，符合行业平均标准，但距离高端产品还有差距。	她的学习成绩一直#中中#，在班里排名总是在中间徘徊，老师说她还有很大的进步空间。	这家公司的薪资待遇在行业内算#中中#，不算高也不算低，勉强能留住人。	他的身体素质#中中#，跑步成绩在同龄人中处于平均水平，不突出也不落后。	这款车的油耗表现#中中#，和同级别车型相比没有明显优势，但也不算费油。	她的歌唱水平#中中#，参加公司年会表演没问题，但要上专业舞台就不够格了。			
中中	zhong1 zhong1	不偏不倚，公正	作为调解员，他始终保持#中中#的立场，不偏袒任何一方，最终成功化解了这场纠纷。	法官在审理案件时必须做到#中中#，不能因为当事人的身份地位而有所偏颇。	她处理员工之间的矛盾时总是#中中#，从不因为私人关系而偏向某一方。	这位评委以#中中#著称，无论参赛者是谁，他都按照统一标准打分。	作为家长，在处理两个孩子的争执时要#中中#，不能让任何一个孩子觉得被冷落。	他在公司里以#中中#的态度处理各部门之间的利益冲突，赢得了大家的尊重。	这份调查报告力求#中中#，客观呈现各方观点，不带任何主观倾向。	老师在评选优秀学生时应该#中中#，不能因为个人喜好而影响评判结果。			
中中	zhong1 zhong1	以中文为教学媒介的中学（香港用语）	他当年在香港读的是#中中#，所以中文基础特别扎实，但英语相对弱一些。	香港的#中中#和英中在教学语言上有明显区别，家长在选校时需要仔细考虑。	她毕业于一所著名的#中中#，后来考上了香港大学中文系。	近年来，越来越多的香港家长开始重新审视#中中#的优势，认为母语教学更有利于学生理解复杂概念。	这所#中中#虽然不是传统名校，但近年来的大学升学率一直在稳步提升。	他在#中中#读书时成绩优异，后来获得奖学金去英国留学。	香港教育局的数据显示，#中中#学生在中文科目的表现普遍优于英中学生。	作为一所历史悠久的#中中#，这间学校培养出了许多杰出的中文作家和学者。			
除了	chu2 le5	用于表示两者之一的选择关系	他每天的生活很单调，#除了#上班就是睡觉，几乎没有任何娱乐活动。	她的饮食习惯很简单，#除了#米饭就是面条，从来不吃其他主食。	这个小镇上#除了#种地就是养殖，年轻人大多外出打工去了。	他的业余时间#除了#看书就是下棋，对其他娱乐活动完全不感兴趣。	老王退休后的生活很规律，#除了#早起锻炼就是在家带孙子。	这家店的菜单很简单，#除了#牛肉面就是羊肉面，没有其他选择。	她的衣柜里#除了#黑色就是白色，从来不穿其他颜色的衣服。	这个偏远山村#除了#务农就是外出打工，几乎没有其他谋生手段。			
条	tiao2	狭长的条状物	她从抽屉里拿出一#条#红色的丝带，准备用来装饰礼物盒。	工人们正在铺设一#条#长长的电缆，从发电站一直延伸到村庄。	他用一#条#布带把受伤的手臂固定住，然后继续赶路。	桌上放着几#条#切好的黄瓜丝，是准备凉拌用的。	她把头发编成一#条#长长的辫子，垂在背后显得格外清秀。	这#条#橡皮筋已经老化了，一拉就断，需要换一根新的。	他从口袋里掏出一#条#手帕，擦了擦额头上的汗水。	厨师熟练地把面团拉成一#条#条细长的面条，准备下锅煮。			
条	tiao2	单独的一项或条目	这份合同一共有二十#条#，每一条都需要双方仔细阅读并确认。	他在笔记本上列出了十#条#新年计划，决心在新的一年里逐一完成。	这篇文章总结了成功人士的八#条#习惯，在网上引起了广泛讨论。	老师在黑板上写下了五#条#课堂纪律，要求学生们严格遵守。	这份报告提出了六#条#改进建议，每一条都切中要害。	她把购物清单分成了三#条#，分别是食品、日用品和衣物。	公司新发布的员工守则共有十五#条#，涵盖了工作的各个方面。	这本书的目录列出了十二#条#章节标题，内容涉及历史、文化和艺术。			
条	tiao2	具体的物品或货物	这#条#围巾是她去年生日时男朋友送的，一直珍藏到现在。	他买了一#条#新领带，准备明天面试时戴。	这#条#牛仔裤已经穿了五年了，虽然有些褪色但她舍不得扔。	她挑选了一#条#碎花连衣裙，准备参加周末的婚礼。	这#条#金项链是奶奶留给她的遗物，具有特殊的纪念意义。	他在商场里看中了一#条#羊毛围巾，但价格太贵只好作罢。	这#条#皮带的质量很好，用了十年都没有坏。	她试穿了好几#条#裙子，最后选了一条黑色的。			
条	tiao2	法律或条约中的条款	根据合同第三#条#的规定，乙方需要在三十天内完成全部工程。	这项法律的第十五#条#明确规定了违规者将面临的处罚措施。	律师仔细研究了协议的每一#条#，确保客户的权益得到充分保障。	该条约的第七#条#涉及领土争端的解决机制，是谈判中最具争议的部分。	根据公司章程第二十#条#，重大决策需要经过董事会三分之二以上成员同意。	这份租房合同的第五#条#规定了租金支付方式和逾期罚款标准。	宪法第三十五#条#保障公民的言论、出版、集会、结社、游行、示威的自由。	国际公约的第十二#条#对缔约国的义务作出了详细规定。			
条	tiao2	用于长条形物的量词	村口有一#条#小河，河水清澈见底，孩子们夏天常在那里游泳。	这#条#山路蜿蜒曲折，开车需要格外小心。	他养了一#条#金毛犬，每天早晚都带它出去散步。	这#条#街道两旁种满了梧桐树，秋天落叶时格外美丽。	她在市场上买了两#条#新鲜的鲈鱼，准备晚上红烧。	这#条#铁路连接了两座城市，大大缩短了通勤时间。	他们沿着一#条#林间小道走了两个小时，终于到达了山顶。	这#条#高速公路是去年刚建成的，路况非常好。			
