word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
离	Li2	李姓	#离#先生是我们公司的创始人，他白手起家，经过三十年的奋斗建立了这个商业帝国。	据族谱记载，#离#氏家族的祖先是从山东迁徙到江南的，至今已有五百多年的历史。	#离#老师是学校里最受学生欢迎的数学老师，她的课堂总是充满了欢声笑语。	这位姓#离#的医生在当地行医四十年，救治了无数患者，被誉为"活菩萨"。	#离#家在这个村子里是大姓，村里有一半以上的人都姓#离#。	#离#教授是国内知名的历史学家，他的著作被翻译成多种语言在海外出版。	我们班有三个姓#离#的同学，为了区分，大家都用名字来称呼他们。	#离#氏宗祠是这座古镇上保存最完好的建筑之一，每年清明都有族人前来祭祖。	
离	li2	离开或退出某地	他收拾好行李，头也不回地#离#开了这座生活了二十年的城市。	会议还没结束，他就提前#离#开了会场，似乎有什么急事要处理。	她#离#开家乡已经十年了，每次想起故乡的山山水水都会热泪盈眶。	火车缓缓#离#开站台，她站在窗边向送行的家人挥手告别。	他决定#离#开这家公司，去寻找更好的发展机会和更广阔的平台。	孩子们#离#开学校后，校园里顿时安静了下来，只剩下风吹树叶的沙沙声。	她#离#开医院时，医生再三叮嘱她要按时服药，定期复查。	客人们陆续#离#开宴会厅，主人站在门口一一送别，感谢他们的光临。	
离	li2	与他人或事物分离告别	他们在机场依依不舍地#离#别，不知道下次相见会是什么时候。	毕业典礼上，同学们含泪#离#别，互相约定将来一定要再聚。	她与相恋多年的男友#离#别，各自踏上了不同的人生道路。	战士们与家人#离#别，奔赴边疆保卫祖国，不知归期。	老人与世长辞，家人们悲痛地与他做最后的#离#别。	他与故土#离#别多年，如今终于有机会回到魂牵梦绕的家乡。	她与童年的玩伴#离#别后，再也没有见过面，只能在回忆中怀念那段美好时光。	船渐渐驶离港口，他站在甲板上与岸上的亲人#离#别，心中充满了不舍。	
离	li2	处于远离状态或相距较远	他的工作地点#离#家很远，每天上下班要花三个小时在路上。	这个小村庄#离#最近的城镇也有五十公里，交通非常不便。	她选择了一所#离#家较近的大学，这样周末可以回家看望父母。	新建的医院#离#居民区太远，很多老人看病都不方便。	他们的新房子#离#地铁站很近，出行非常便利。	这家餐厅#离#公司只有几步路，中午很多同事都会来这里吃饭。	学校#离#图书馆不远，学生们经常步行去那里自习和借书。	他的办公室#离#老板的办公室很近，所以工作时总是格外小心谨慎。	
离	li2	表示距离的起点或来源	从这里到火车站大约#离#五公里，开车十分钟就能到达。	#离#春节还有一个月，商场里已经开始布置节日装饰了。	#离#上次见面已经过去三年了，他变化很大，差点认不出来。	#离#考试只剩下一周时间，学生们都在紧张地复习功课。	#离#目的地还有两百公里，我们需要在中途休息一下。	#离#约定的时间还有半小时，她决定先去附近的咖啡店坐一会儿。	#离#毕业还有三个月，同学们开始忙着找工作和准备论文答辩。	#离#新年钟声敲响还有十秒钟，广场上的人们开始倒计时。	
离	li2	没有或缺乏某物	#离#了水，任何生物都无法生存，水是生命之源。	他#离#了眼镜就什么都看不清楚，高度近视给他的生活带来很多不便。	现代人#离#了手机简直寸步难行，通讯、支付、导航都离不开它。	这道菜#离#了这种特殊的香料就做不出正宗的味道。	她#离#了咖啡就没法集中精神工作，每天早上必须喝一杯。	工厂#离#了电就无法运转，停电一天就会造成巨大的经济损失。	他#离#了团队的支持什么也做不成，个人的力量毕竟是有限的。	植物#离#了阳光就无法进行光合作用，最终会枯萎死亡。	
离	li2	独立于某物之外不依赖	这个结论是#离#开具体情境得出的，可能不适用于所有情况。	他的成功#离#不开家人的支持和鼓励，他一直心存感激。	科学研究应该#离#开政治干预，保持客观中立的态度。	艺术创作应该#离#开商业利益的束缚，追求纯粹的美学价值。	这项技术的发展#离#不开政府的大力支持和资金投入。	任何理论都不能#离#开实践的检验，否则就是空中楼阁。	他的判断#离#开了事实依据，完全是主观臆断，不足为信。	教育不能#离#开社会现实，必须与时俱进，培养适应时代需求的人才。	
离	li2	八卦之一象征火的卦象	在八卦中，#离#卦代表火，象征光明、热情和文明。	#离#卦的卦象是两个阳爻夹着一个阴爻，形如火焰向上燃烧。	按照周易的解释，#离#卦主文明教化，与礼仪制度密切相关。	占卜师说他抽到了#离#卦，预示着事业上会有光明的前景。	#离#卦在方位上对应南方，在季节上对应夏天，在五行中属火。	古人认为#离#卦代表太阳，象征着生命的能量和万物的生长。	这本易经注释详细解读了#离#卦的含义，对初学者很有帮助。	#离#卦与坎卦相对，一个代表火，一个代表水，体现了阴阳对立统一的思想。	
离	li2	离卦的卦象符号	易经中用#离#（☲）这个符号来表示火卦，是八卦之一。	#离#卦的符号由上下两个阳爻和中间一个阴爻组成，形似火焰。	在学习周易时，首先要记住八个基本卦象的符号，#离#代表火。	古代的占卜书上经常可以看到#离#这个卦象符号，用于预测吉凶。	#离#卦符号的特点是外实内虚，象征火焰外表明亮而内部空虚。	道观的墙上绘有八卦图，其中#离#卦的位置在正南方。	他在笔记本上画下了#离#卦的符号，旁边注明了它的含义和象征。	风水师在房屋的南面挂上了#离#卦的符号，据说可以增强火的能量。	
程序	cheng2 xu4	办事的程序或操作步骤	办理护照需要按照规定的#程序#进行，先填表、再拍照、然后缴费。	这件事必须走正规#程序#，不能因为关系好就随意简化流程。	法院审理案件有严格的#程序#要求，任何一个环节都不能省略。					
