word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
火烧	huo3 shao1	纵火焚烧	警方调查发现，这起仓库大火并非意外，而是有人蓄意#火烧#，目的是销毁账目证据。	历史上，项羽攻入咸阳后下令#火烧#阿房宫，大火连烧三月不灭，成为千古憾事。	那名心怀不满的前员工趁夜潜入公司，#火烧#了存放重要档案的资料室。	战争期间，侵略军所到之处烧杀抢掠，#火烧#村庄，无数百姓流离失所。	犯罪嫌疑人交代，他因与邻居长期积怨，一时冲动#火烧#了对方停在院子里的汽车。	古代攻城战中，守军常常#火烧#城外的房屋和树木，以清除敌军可能利用的掩体。			
火烧	huo3 shao1	烧毁殆尽	那座有着三百年历史的古寺在一场大火中被#火烧#，只剩下几根焦黑的立柱。	去年夏天的山火蔓延迅速，整片松树林被#火烧#，生态恢复至少需要二十年。	消防队员赶到时，那栋老旧的木质建筑已经被#火烧#，现场只剩一片废墟。	博物馆的珍贵藏品在战乱中被#火烧#，这是人类文化遗产无法弥补的损失。	电线短路引发的火灾来势凶猛，整个仓库连同里面的货物都被#火烧#了。	那场意外的厨房火灾虽然没有造成人员伤亡，但整个厨房已被#火烧#，需要重新装修。			
火烧	huo3 shao1	炽热灼人	八月的沙漠里，正午的阳光#火烧#一般照在身上，让人几乎无法呼吸。	高炉旁的工人们忍受着#火烧#般的高温，汗水不停地从脸上滴落。	发高烧的孩子额头#火烧#一样滚烫，母亲心急如焚地抱着他往医院跑。	吃了那道变态辣的火锅后，他的嘴唇和舌头像被#火烧#一样，疼得直掉眼泪。	夏日午后的柏油马路被太阳晒得#火烧#般滚烫，鸡蛋打上去都能煎熟。	她的脸颊因为羞愧而变得#火烧#般通红，恨不得找个地缝钻进去。			
火烧	huo3 shao1	烤制的饼类食品	北京的驴肉#火烧#是当地著名小吃，外皮酥脆，内馅鲜香，深受食客喜爱。	早餐摊上的大爷熟练地把刚出炉的#火烧#夹上酱牛肉和青椒，递给排队的顾客。	河北保定的#火烧#与北京的做法略有不同，面皮更薄更酥，是当地人早餐的首选。	她每次回老家都要去那家开了三十年的老店，买几个芝麻#火烧#带回城里。	这家店的#火烧#现烤现卖，刚出炉时外酥里软，配上一碗豆腐脑简直是绝配。	街角那个卖#火烧#的小摊虽然不起眼，但每天早上都排着长队，生意好得很。			
商机	shang1 ji1	有利可图的商业机会	这位企业家眼光独到，在别人还在观望时就敏锐地发现了新能源汽车领域的#商机#。						
商机	shang1 ji1	可开展贸易的时机	随着两国关系正常化，双边贸易的#商机#逐渐显现，许多企业开始布局海外市场。	疫情期间，跨境电商迎来了前所未有的#商机#，不少中小企业借此打开了国际销路。	一带一路倡议为沿线国家带来了巨大的#商机#，基础设施建设领域尤为活跃。	春节前夕是传统的销售旺季，精明的商家早早就开始准备，抓住这一年一度的#商机#。	新兴市场的消费升级为国际品牌提供了难得的#商机#，各大公司纷纷加大投资力度。	自贸区的设立降低了关税壁垒，为进出口贸易创造了新的#商机#，吸引了大量外资企业入驻。			
育	yu4	生育，生孩子	随着生活压力增大，越来越多的年轻夫妇选择晚婚晚#育#，甚至不要孩子。	国家出台了一系列鼓励生#育#的政策，包括延长产假和提供育儿补贴。	她因为身体原因无法自然受孕，最终通过试管婴儿技术成功生#育#了一对双胞胎。	在传统观念中，女性的主要职责是相夫教子、生儿#育#女，但现代社会已经发生了很大变化。	医生建议她在三十五岁之前完成生#育#计划，因为高龄产妇面临的风险会增加。	这对夫妻结婚十年一直没有生#育#，最后决定领养一个孤儿，组建完整的家庭。			
育	yu4	抚养或养育子女	她独自一人含辛茹苦地养#育#三个孩子长大成人，其中的艰辛难以言表。	父母养#育#之恩重如山，我们应当常怀感恩之心，尽孝道于膝下。	这对善良的夫妇收养了一个被遗弃的婴儿，视如己出地抚#育#他成长。	在单亲家庭中长大的他，深知母亲独自养#育#自己的不易，发誓要出人头地报答母恩。	古人云"生而不养，断指可报；养#育#之恩，没齿难忘"，说的就是养育之恩大于生育之恩。	祖父母承担起了抚#育#孙辈的责任，让在外打工的子女能够安心工作。			
育	yu4	教育或培养知识技能	这所百年名校以"德智体美劳"全面发展为宗旨，培#育#了无数杰出人才。	国家加大对职业教育的投入，致力于培#育#更多高素质的技术工人。	良好的家庭环境对于培#育#孩子健全的人格和正确的价值观至关重要。	这位老教授一生致力于教书#育#人，桃李满天下，深受学生爱戴。	企业建立了完善的人才培#育#体系，为员工提供持续学习和成长的机会。	音乐学院注重因材施教，根据每个学生的特点制定个性化的培#育#方案。			
逊	xun4	退位让位	清朝末代皇帝溥仪在辛亥革命后被迫#逊#位，结束了中国两千多年的封建帝制。	那位年迈的国王主动宣布#逊#位，将王位传给了自己的长子。	历史上，尧帝不传位给儿子，而是#逊#位于贤能的舜，开创了禅让制的先河。	在宫廷政变的压力下，这位软弱的君主不得不签署#逊#位诏书，交出权力。	英国国王爱德华八世为了迎娶离异的辛普森夫人，毅然决定#逊#位，成为温莎公爵。	古代帝王#逊#位后通常会被尊为太上皇，在宫中安享晚年，不再过问政事。			
