word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
相	xiang4	人物肖像或画像	这幅祖先的遗#相#挂在客厅正中央已有百年历史，每逢清明节全家人都会在画像前祭拜。	博物馆里陈列着一幅清代官员的画#相#，画中人物神态威严，栩栩如生。	老照相馆的师傅擅长为顾客拍摄标准的证件#相#，他的技术在这条街上是出了名的好。	她翻出外婆年轻时的旧#相#，惊讶地发现自己和外婆长得如此相像。	画家花了三个月时间为这位企业家绘制了一幅油画#相#，完美地捕捉了他的气质和神韵。	这张全家福#相#是父亲最珍贵的遗物，记录了我们一家人最幸福的时光。	古代帝王的御#相#通常由宫廷画师精心绘制，每一笔都要经过严格审核。	她把丈夫的遗#相#放在床头柜上，每天早晨醒来第一眼就能看到他的笑容。			
相	xiang4	图画或影像	这台新款手机的拍照功能非常强大，即使在夜间也能拍出清晰的#相#片。	摄影师调整了相机的曝光参数，终于捕捉到了日出时分最美的光影#相#。	数码时代让人们可以随时随地拍摄和分享各种#相#片，记录生活中的点点滴滴。	这组风景#相#在国际摄影大赛中获得了金奖，评委们对其构图和色彩赞不绝口。	她把旅行中拍摄的所有#相#片整理成册，制作了一本精美的纪念相册。	老式胶片相机拍出的#相#有一种独特的质感，是数码照片无法复制的。	婚礼摄影师为新人拍摄了上千张#相#，从中精选出最美的瞬间制作成婚纱照。	这张卫星#相#清晰地显示了台风的移动轨迹，气象部门据此发布了预警信息。			
相	xiang4	政府的高级官员	诸葛亮作为蜀汉丞#相#，鞠躬尽瘁，死而后已，成为后世忠臣的典范。	唐朝的宰#相#制度经历了多次变革，从三省六部到后来的政事堂，权力结构不断调整。	这位首#相#在任期内推行了一系列经济改革措施，使国家走出了金融危机的阴影。	历史上许多名#相#都是从基层官员一步步升迁上来的，深知民间疾苦。	日本首#相#在国会发表施政演说，阐述了新一届政府的内政外交政策。	宋代的王安石以宰#相#之位推行变法，虽然最终失败，但其改革精神影响深远。	英国首#相#府邸唐宁街十号是世界上最著名的政治地标之一，见证了无数重大历史决策。	古代的丞#相#位高权重，往往能够左右朝政，甚至影响皇位的继承。			
相	xiang4	物理学中的相位	在交流电路分析中，电压和电流之间的#相#位差是一个非常重要的参数。	这台精密仪器可以测量两个信号之间微小的#相#位偏移，精度达到纳秒级别。	量子力学中，波函数的#相#位信息对于理解粒子的干涉现象至关重要。	工程师发现两个振荡器的#相#位不同步，导致整个系统产生了严重的干扰。	在光学实验中，通过调节两束激光的#相#位差，可以产生明暗相间的干涉条纹。	物质的三#相#变化——固态、液态和气态——是中学物理的基础知识。	超导体在临界温度以下会发生#相#变，电阻突然降为零，这一现象令科学家着迷。	信号处理中的#相#位锁定环技术被广泛应用于通信系统的频率同步。			
相	xiang4	通过观察外表来评断	伯乐善于#相#马，能够从众多马匹中一眼识别出千里良驹。	古代选拔官员时，有专门的#相#士通过观察面相来判断此人是否堪当大任。	她#相#中了这块玉石的质地和色泽，当即决定买下来收藏。	经验丰富的茶商只需#相#一眼茶叶的外形和色泽，就能判断出其品质和产地。	买房时他仔细#相#了这套房子的朝向和格局，认为非常适合一家人居住。	老中医#相#病人的面色和舌苔，初步判断出是肝火旺盛所致。	珠宝鉴定师#相#了这颗钻石的切工和净度，给出了专业的评估报告。	他#相#了半天这幅字画的笔法和印章，最终确认是明代名家的真迹。			
相	xiang4	用相术看相算命	街边的算命先生声称能够#相#面知命，吸引了不少好奇的路人驻足。	她请人#相#了一下手相，对方说她晚年会有大富大贵的命格。	古代的#相#术认为，人的面部特征与其命运有着密切的关联。	这位老先生精通#相#术，据说曾为许多达官贵人看过面相，预言都很准确。	民间流传着许多#相#面口诀，比如"天庭饱满，地阁方圆"代表福相。	她半信半疑地让那位#相#士看了看手相，结果对方说的话让她心里一惊。	在古代，#相#术被视为一门学问，甚至有专门的书籍记载各种面相的吉凶。	虽然现代科学不认可#相#术的准确性，但仍有很多人对此深信不疑。			
反应	fan3 ying4	对人或事物给予回应或答复	当记者问及此事时，发言人没有做出任何#反应#，只是微笑着转移了话题。	观众对这部新电影的#反应#非常热烈，首映当天就打破了票房纪录。	她向他表白后，他的#反应#出乎意料地平静，既没有接受也没有拒绝。	政府对民众的诉求#反应#迅速，第二天就召开了新闻发布会回应关切。	老师提出问题后，学生们的#反应#各不相同，有的积极举手，有的沉默不语。	市场对这项新政策的#反应#比较消极，股价在消息公布后应声下跌。	他对批评的#反应#总是很激烈，这种性格让他在职场上吃了不少亏。	面对突发状况，她的#反应#非常冷静，迅速组织大家有序撤离。			
反应	fan3 ying4	有机体或系统的反应过程	这种药物可能会引起头晕、恶心等不良#反应#，服用前请仔细阅读说明书。	人体的免疫#反应#是抵御病原体入侵的重要防线，但有时也会过度激活导致自身免疫疾病。	过敏#反应#的严重程度因人而异，轻则皮肤瘙痒，重则可能危及生命。	神经系统的条件#反应#是巴甫洛夫通过著名的狗实验发现的，对心理学影响深远。	疫苗接种后出现轻微的发热#反应#是正常现象，说明免疫系统正在产生抗体。	应激#反应#是生物体面对威胁时的本能保护机制，会导致心跳加速、肌肉紧张。	这种新型传感器能够检测到细胞最微弱的生物#反应#，为早期疾病诊断提供了可能。	膝跳#反应#是医生检查神经系统功能的常用方法，属于最基本的反射弧测试。			
反应	fan3 ying4	口头或书面的回答	他在会议上提出的建议得到了与会者的积极#反应#，大家纷纷表示赞同。	客户对我们的方案#反应#冷淡，看来需要重新调整策略才能打动他们。	读者对这篇文章的#反应#出奇地好，编辑部收到了大量的来信和留言。	她等了三天才收到对方的#反应#，一封简短的邮件表示需要更多时间考虑。	投资者对公司财报的#反应#比较谨慎，股价在小幅波动后趋于平稳。	面试官对他的回答没有什么#反应#，面无表情地继续问下一个问题。	社交媒体上网友们对这条新闻的#反应#两极分化，支持和反对的声音都很强烈。	他发出邀请后一直没有收到任何#反应#，不知道对方是没看到还是故意忽略。			
反应	fan3 ying4	化学物质之间发生的化学反应	氢气和氧气在点燃条件下发生剧烈的化学#反应#，生成水并释放大量热能。	催化剂可以加速化学#反应#的速率，但本身在反应前后不发生变化。	这个实验演示了酸碱中和#反应#的过程，溶液的颜色会随着pH值的变化而改变。								
