word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
伙	huo3	一同共同	我们几个老同学约好了周末#伙#着去爬山，顺便叙叙旧，聊聊这些年各自的生活变化。	村里的年轻人都#伙#着进城打工去了，只剩下老人和孩子留守在家，显得格外冷清。	邻居家的孩子们总是#伙#着来我家玩耍，院子里充满了欢声笑语，热闹非凡。	他们三兄弟#伙#着开了一家小餐馆，虽然辛苦，但生意还算红火，日子过得有滋有味。	几个志同道合的朋友#伙#着创业，虽然起步艰难，但大家齐心协力，终于把公司做了起来。	退休后的老人们每天早上都#伙#着去公园锻炼身体，打太极拳、跳广场舞，生活充实而快乐。	这群大学生#伙#着租了一辆面包车，准备利用暑假时间来一场说走就走的自驾游。			
船舶	chuan2 bo2	航运业或船舶运输	随着国际贸易的快速发展，#船舶#业迎来了前所未有的繁荣期，各大港口吞吐量屡创新高。	该公司主营#船舶#运输业务，拥有数十艘远洋货轮，航线遍布全球五大洲的主要港口。	受全球经济下行影响，#船舶#市场持续低迷，许多中小型航运企业面临严峻的生存挑战。	政府出台了一系列扶持政策，旨在推动#船舶#产业转型升级，提高国际竞争力。	他在#船舶#行业摸爬滚打了三十多年，从一名普通水手成长为知名航运公司的总裁。	环保法规日趋严格，#船舶#企业纷纷投入巨资研发清洁能源动力系统，以降低碳排放。	这座沿海城市的经济命脉就是#船舶#业，港口码头的繁忙程度直接反映着当地的经济状况。			
船舶	chuan2 bo2	各种类型的船只或航行器	港口停泊着各式各样的#船舶#，有巨型油轮、集装箱货船，还有小型渔船和游艇。	海事部门加强了对过往#船舶#的安全检查，确保每一艘船都符合航行标准。	这艘古老的#船舶#已经在海上航行了半个多世纪，见证了无数风浪和历史变迁。	台风来临前，所有#船舶#都必须返回港口避风，以免在海上遭遇危险。	现代化的#船舶#配备了先进的导航系统和通讯设备，大大提高了航行的安全性。	博物馆里陈列着各个时代的#船舶#模型，从古代的木帆船到现代的核动力航母，令人叹为观止。	救援队出动了多艘#船舶#在事发海域展开搜救行动，希望能找到失踪的渔民。			
弱点	ruo4 dian3	系统或个体的薄弱环节	网络安全专家发现了该系统的#弱点#，并及时向公司报告，避免了一场可能的数据泄露事故。	敌方情报人员一直在寻找我方防线的#弱点#，企图从薄弱环节突破，我们必须加强戒备。					
弱点	ruo4 dian3	性格或行为上的缺陷	他最大的#弱点#就是优柔寡断，每次面对重大决策时总是犹豫不决，错失良机。	她深知自己的#弱点#是脾气急躁，所以一直在努力学习控制情绪，改善人际关系。	过于信任他人是他性格上的#弱点#，这让他在商场上吃了不少亏，被人骗过好几次。	心理咨询师帮助他认识到自己的#弱点#，并制定了一套切实可行的改进计划。	每个人都有自己的#弱点#，关键是要正视它、接受它，然后努力去克服它。	他的#弱点#在于太过追求完美，常常因为一些小细节而耽误整体进度，让团队成员颇有微词。	自负是他最致命的#弱点#，总觉得自己比别人聪明，结果在关键时刻栽了大跟头。			
使馆	shi3 guan3	领事馆	他去#使馆#办理签证续签手续，排了整整一上午的队，终于轮到他递交材料。	该国在我市设立的#使馆#主要负责处理商务签证和留学签证等领事事务。	#使馆#工作人员热情地接待了前来咨询的侨民，耐心解答他们关于证件办理的各种问题。	由于申请人数激增，#使馆#不得不延长工作时间，增派人手来处理积压的签证申请。	她在#使馆#工作了十五年，从普通职员一步步晋升为领事，积累了丰富的外交经验。	暴风雪导致交通瘫痪，许多预约了#使馆#面签的申请人无法按时到达，只能改期。	这座城市的#使馆#区集中了数十个国家的领事机构，是外国侨民办理事务的主要场所。			
使馆	shi3 guan3	国家驻外的外交机构或馆舍	我国驻该国#使馆#就近期发生的针对华人的暴力事件发表了严正声明，要求当地政府保护侨民安全。	#使馆#举办了盛大的国庆招待会，邀请了驻在国的政要和各界名流出席，共同庆祝祖国华诞。	新任大使抵达后立即前往#使馆#主持工作，与全体外交官员见面并部署下一阶段的工作重点。	战争爆发后，#使馆#紧急启动撤侨行动，组织包机将滞留当地的本国公民安全送回祖国。	这座#使馆#建筑宏伟壮观，是该国在海外最大的外交机构，象征着两国深厚的友谊。	#使馆#文化处定期举办各类文化交流活动，向当地民众介绍本国的历史、艺术和传统习俗。	外交部发言人表示，我国#使馆#将继续为海外公民提供领事保护和协助，维护他们的合法权益。			
鲜花	xian1 hua1	花朵	春天来了，公园里的#鲜花#竞相绽放，红的、黄的、紫的，五彩缤纷，美不胜收。	她最喜欢在阳台上种植各种#鲜花#，每天清晨浇水施肥，看着它们一天天长大开花。	婚礼现场布置得如同花的海洋，各色#鲜花#散发着迷人的芬芳，营造出浪漫温馨的氛围。	蜜蜂在#鲜花#丛中忙碌地采蜜，嗡嗡的声音和花香交织在一起，构成了一幅美丽的田园画卷。	他送给母亲一束康乃馨，那娇艳的#鲜花#代表着他对母亲深深的爱和感激之情。	画家用细腻的笔触描绘出一朵朵栩栩如生的#鲜花#，仿佛能闻到画中飘出的阵阵花香。	山坡上开满了野生的#鲜花#，在微风中轻轻摇曳，宛如一片彩色的波浪。			
鲜花	xian1 hua1	新鲜花卉	这家花店每天凌晨从批发市场进货，确保顾客买到的都是最新鲜的#鲜花#。	她特意订购了一束进口#鲜花#送给即将过生日的闺蜜，希望给她一个惊喜。	#鲜花#的保鲜期很短，店主建议顾客买回家后立即剪根换水，这样可以延长观赏时间。	情人节前夕，#鲜花#价格飙升，一束普通的玫瑰花都要卖到平时的三四倍。	他经营#鲜花#生意已经二十多年了，从一个小摊位发展成了连锁花店，生意越做越大。	婚庆公司提前一天采购了大量#鲜花#，放在冷库里保存，以确保婚礼当天花材的新鲜度。	网购#鲜花#已经成为一种流行趋势，商家采用冷链物流配送，保证花束送到顾客手中时依然娇艳欲滴。			
从没	cong2 mei2	从来没有（过去）	他在这家公司工作了三十年，#从没#迟到早退过一次，是同事们公认的模范员工。	她#从没#见过这么壮观的极光，站在冰天雪地里激动得热泪盈眶，久久不愿离去。	这位老教授#从没#因为个人原因缺过一堂课，即使生病也坚持站在讲台上，令学生们敬佩不已。	我#从没#想过有一天会站在这个舞台上领奖，这一切就像做梦一样不真实。	他们结婚四十年，#从没#红过脸吵过架，是邻里街坊羡慕的模范夫妻。	这个偏远的小山村#从没#通过公路，村民们出行全靠翻山越岭，生活十分不便。	她#从没#对任何人说起过那段痛苦的往事，把所有的伤痛都深深埋在心底。			
