word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
往	wang3	先前的，发生在以前的	与#往#届相比，今年的毕业典礼规模更大，邀请了更多知名校友回校演讲。	这次考试的难度比#往#次都要高，很多学生反映时间不够用。	#往#任总经理在位期间，公司业绩连年增长，为今天的发展奠定了坚实基础。	她的表现比#往#常更加出色，评委们一致给出了高分。	今年的销售额已经超过了#往#年同期，市场部的同事们都很振奋。	#往#届冠军在本次比赛中意外落败，爆出了本届赛事的最大冷门。	与#往#日的沉默寡言不同，他今天格外健谈，主动和每个人打招呼。	公司决定总结#往#次项目失败的教训，避免在新项目中重蹈覆辙。			
成长	cheng2 zhang3	逐渐成熟或老练	经过几年的职场历练，他已经从一个青涩的毕业生#成长#为能够独当一面的项目经理。	这次挫折让她迅速#成长#起来，学会了如何在逆境中保持冷静和理性。	在导师的悉心指导下，年轻的研究员逐渐#成长#为学术领域的中坚力量。							
成长	cheng2 zhang3	生长发育	孩子们在阳光下健康#成长#，每天都能看到他们个头又长高了一点。	这棵小树苗在园丁的精心照料下茁壮#成长#，如今已经长成了参天大树。	婴儿在母亲的怀抱中安心#成长#，从嗷嗷待哺到蹒跚学步，每一步都让人欣慰。	青少年正处于身体快速#成长#的阶段，需要充足的营养和适当的运动。	这些幼苗需要充足的水分和阳光才能健康#成长#，农民每天都要细心照看。	医生说孩子的#成长#发育一切正常，身高体重都在标准范围内。	她看着孩子一天天#成长#，从牙牙学语到能说会道，心中充满了幸福感。	野生动物在自然环境中#成长#，比人工饲养的同类更加健壮和敏捷。			
成长	cheng2 zhang3	成长过程或发展	父母的陪伴对孩子的#成长#至关重要，缺失的童年会留下难以弥补的遗憾。	这本自传记录了作者从贫困山村走向国际舞台的#成长#历程，激励了无数读者。	公司的#成长#离不开每一位员工的辛勤付出和无私奉献。	她在回忆录中详细描述了自己的#成长#经历，从童年的艰辛到成年后的成功。	良好的家庭环境是孩子健康#成长#的重要保障，父母的言传身教影响深远。	这部纪录片追踪拍摄了一群孩子十年的#成长#轨迹，真实记录了他们的变化。	企业的#成长#需要不断创新和突破，固步自封只会被市场淘汰。	心理学家指出，青春期是人格#成长#的关键时期，需要给予特别的关注和引导。			
传	chuan2	传授或继承	这门手艺是祖辈#传#下来的，已经在我们家族延续了五代人。	老师傅决定把毕生所学#传#给这个勤奋好学的徒弟，让技艺后继有人。	这首民歌是从祖母那里#传#下来的，承载着我们民族的文化记忆。	武术大师将独门绝技#传#给了最得意的弟子，嘱咐他要发扬光大。	这个秘方是家族世代相#传#的宝贝，从不外传给外人。	非物质文化遗产需要有人#传#承下去，否则就会在我们这一代失传。	她把母亲#传#给她的刺绣技艺又教给了女儿，让这门手艺代代相传。	这套拳法是师父临终前#传#授给我的，我有责任将它发扬光大。			
传	chuan2	传播开来	这个消息很快就#传#遍了整个村子，人们纷纷议论着这件新鲜事。	谣言#传#得比真相还快，等到官方辟谣时，已经造成了很大的负面影响。	好事不出门，坏事#传#千里，他的丑闻很快就成了街头巷尾的谈资。	这首歌曲一经发布就迅速#传#开，短短几天就登上了各大音乐排行榜。	消息像长了翅膀一样#传#遍了整个公司，大家都在讨论即将到来的裁员。	这个笑话在网上疯狂#传#播，引发了无数网友的转发和评论。	她的事迹#传#到了媒体那里，很快就有记者上门采访。	这种新型病毒#传#播速度极快，短短一周内就蔓延到了多个国家。			
传	chuan2	传输信息或能量	光纤电缆能够高速#传#输大量数据，是现代通信网络的基础设施。	神经系统负责#传#递大脑发出的指令，控制身体的各种活动。	这种材料可以高效#传#导热量，被广泛应用于电子设备的散热系统。	卫星通过无线电波#传#送信号，实现了全球范围内的即时通讯。	电线将发电厂产生的电能#传#输到千家万户，点亮了城市的夜晚。	这套设备可以将声音信号#传#送到几公里之外，音质依然清晰。	互联网通过复杂的网络协议#传#递数据包，实现了信息的全球共享。	神经元之间通过突触#传#递化学信号，完成复杂的信息处理任务。			
传	chuan2	传播病菌或病毒	蚊子是#传#播疟疾的主要媒介，在热带地区造成了大量人员感染。	这种病毒主要通过飞沫#传#染，在密闭空间内特别容易扩散。	老鼠和跳蚤是#传#播鼠疫的罪魁祸首，历史上曾造成数次大规模瘟疫。	医生警告说，这种疾病可以通过血液#传#播，必须严格执行医疗器械消毒程序。	不洁的饮用水会#传#播霍乱等肠道传染病，因此水源卫生至关重要。	艾滋病病毒可以通过母婴途径#传#给新生儿，孕妇需要接受专门的医学干预。	这种真菌感染具有高度#传#染性，患者使用过的物品都需要彻底消毒。	候鸟迁徙可能会将禽流感病毒#传#播到新的地区，需要加强监测预警。			
传	chuan2	转移或调动事物	请把这份文件#传#给隔壁办公室的张经理，他正在等着用。	球员一个漂亮的长#传#，将球准确地送到了前锋脚下，创造了绝佳的射门机会。	她把手中的接力棒稳稳地#传#给了下一位队友，为团队赢得了宝贵的时间。	古代的烽火台通过点燃烽火来#传#递军情，是最早的远程通信方式之一。	他把祖传的玉佩#传#给了长子，嘱咐他要好好保管这件传家宝。	会议记录已经#传#到各部门负责人手中，请大家仔细阅读并落实相关工作。	裁判将球#传#给发球的球员，比赛正式开始。	她把话筒#传#给下一位发言者，自己退到了舞台一侧。			
传	chuan2	在群体中流传	这个古老的传说在当地#传#了几百年，至今仍被人们津津乐道。	关于他的英雄事迹在民间广为#传#颂，成为激励后人的精神力量。	这首诗在文人墨客之间#传#诵不衰，被誉为千古绝唱。	村里#传#着一个神秘的故事，说这座山里住着一位得道高人。	他的名声在业界#传#得很响，许多公司都想高薪聘请他。	这个笑话在同学之间#传#了很久，每次提起大家都会哈哈大笑。	关于这座古宅的鬼故事在附近居民中#传#得沸沸扬扬，吓得小孩子不敢靠近。	这段佳话在当地#传#为美谈，成为人们茶余饭后的谈资。			
