word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
成	cheng2	取得成功	经过十年的艰苦奋斗，他终于创业#成#了，从一个普通的打工仔变成了拥有三家连锁店的老板。	这次实验如果能#成#，将会彻底改变人类对癌症治疗的认知，所有研究人员都屏息以待。	她从小就梦想当一名歌手，经过无数次的失败和坚持，终于在三十岁那年#成#了，发行了自己的第一张专辑。	这笔投资要是#成#了，我们公司明年就能扩大规模，进军海外市场了。	他申请了五次签证都被拒绝，第六次终于#成#了，激动得当场流下了眼泪。	谈判进行了整整三天三夜，双方终于达成共识，这桩跨国并购案总算是#成#了。	老王养蜂二十年，今年的蜂蜜产量创了新高，他逢人就说今年总算是#成#了。	这个项目我们筹备了两年，如果这次招标能#成#，团队所有人的努力就没有白费。	她考研考了三年，今年终于#成#了，收到录取通知书的那一刻，全家人都喜极而泣。			
成	cheng2	结束某事	婚礼仪式已经#成#了，新人在亲友的祝福声中步入了婚姻的殿堂。	这场持续了三个月的谈判终于#成#了，双方代表在协议书上郑重签下了自己的名字。	等这笔交易#成#了，我们就可以安心地去度假了，这半年实在是太累了。	毕业典礼#成#了之后，同学们纷纷拥抱告别，约定十年后再相聚。	拍卖会上最后一件藏品的竞拍也#成#了，今晚的慈善义卖总共筹得善款三百万元。	签约仪式#成#了，两家公司正式成为战略合作伙伴，将在新能源领域展开深度合作。	这场马拉松式的会议终于#成#了，与会者们疲惫地走出会议室，但脸上都带着满意的笑容。	等手续都办#成#了，这套房子就正式属于你了，届时我会把钥匙交给你。	颁奖典礼#成#了之后，获奖者们纷纷与家人分享喜悦，现场气氛温馨感人。			
成	cheng2	完成	这幅画他花了整整三年才#成#，每一笔都倾注了他对故乡的深深眷恋。	论文初稿已经#成#了，接下来就是反复修改和完善的过程了。	这座大桥历时五年终于建#成#，它将彻底改变两岸居民的出行方式。	剧本#成#了之后，导演立刻召集主创团队开会，讨论选角和拍摄计划。	这部小说他构思了十年，动笔写了三年，终于#成#了，出版后立即引起文坛轰动。	新产品的设计方案已经#成#了，下一步就是进入生产测作阶段。	这首交响曲莫扎特仅用三周就#成#了，却成为了古典音乐史上的不朽之作。	报告#成#了之后，她仔细检查了三遍，确保没有任何数据错误才提交给领导。	这座雕塑从构思到#成#，艺术家整整花了八年时间，每一个细节都精雕细琢。			
成	cheng2	实现或完成任务	经过全体员工的共同努力，今年的销售目标终于#成#了，大家都松了一口气。	这个看似不可能的任务，在团队的通力合作下竟然#成#了，所有人都难以置信。	他立下的军令状终于#成#了，提前两个月完成了工程建设，为公司赢得了良好的口碑。	减肥计划坚持了半年，她终于#成#了，成功减掉了二十斤，整个人焕然一新。	这次科研攻关如果能#成#，我国在该领域将跻身世界前列，意义非凡。	老师布置的任务他加班加点终于#成#了，虽然很辛苦，但心里充满了成就感。	戒烟这件事他尝试了无数次，这次终于#成#了，已经整整一年没有碰过香烟了。	脱贫攻坚的任务#成#了之后，村民们的生活发生了翻天覆地的变化。	这个高难度的手术终于#成#了，患者的生命得以挽救，家属激动地向医生鞠躬致谢。			
成	cheng2	成为	经过多年的刻苦训练，她终于#成#了一名优秀的芭蕾舞演员，站上了国际舞台。	这个曾经的问题少年，在老师的悉心教导下，最终#成#了一名受人尊敬的医生。	他从一个默默无闻的小职员，一步步#成#了公司的总经理，靠的是过人的能力和不懈的努力。	这片荒芜的土地，经过十年的改造，已经#成#了一座美丽的生态公园。	她希望自己的孩子将来能#成#一个对社会有用的人，而不是只追求物质享受。	昔日的小渔村如今已#成#了繁华的旅游胜地，每年吸引数百万游客前来观光。	他立志要#成#像父亲一样的人，正直善良，乐于助人，受人敬重。	这个默默无闻的小品牌，经过二十年的发展，已经#成#了行业内的领军企业。	在导师的培养下，她从一个青涩的研究生#成#了独当一面的学术带头人。			
成	cheng2	转变为	冰雪消融，#成#了潺潺的溪流，滋润着大地，唤醒了沉睡的万物。	那些废弃的轮胎经过加工处理，#成#了铺设操场的环保材料，实现了资源的循环利用。	他的愤怒渐渐#成#了无奈，面对这样的结果，除了接受别无选择。	曾经的仇人在共同经历了生死考验后，竟然#成#了生死之交，令人唏嘘不已。	这些看似无用的边角料，在工匠的巧手下#成#了精美的工艺品，身价倍增。	随着时间的推移，她对他的怨恨慢慢#成#了理解，毕竟当年大家都有苦衷。	原本清澈的河水因为工厂排污，#成#了散发恶臭的黑水，周围居民苦不堪言。	他把自己的悲痛#成#了前进的动力，发誓要完成父亲未竟的事业。	那片茂密的森林在一场大火之后，#成#了一片焦黑的废墟，令人痛心不已。			
成	cheng2	合适或可行	这个方案技术上完全#成#，只是成本太高，需要进一步优化。	你这样做不#成#，违反了公司的规章制度，会受到处分的。	这件衣服的尺码不太#成#，穿在身上有点紧，能不能换一件大一号的？	他觉得这个价格还#成#，虽然比预期高了一点，但质量确实不错。	这个时间安排#成#不#成#？如果大家都没意见，我们就按这个计划执行。	专家评估后认为这个项目完全#成#，建议尽快立项开工。	你说的这个办法#成#，我们就按你说的来，明天就开始实施。	这批货的质量不#成#，有很多瑕疵，必须退回去重新加工。	他的身体条件完全#成#，通过了所有的体检项目，可以参加这次登山活动。			
成	cheng2	好吧表示同意	"#成#，就按你说的办吧。"经理思考了一会儿，终于点头同意了这个方案。	"#成##成#，我答应你，周末陪你去看电影。"他无奈地笑着对女儿说。	"#成#，这件事就交给你负责了，我相信你能处理好。"领导拍了拍他的肩膀说道。	"#成#吧，既然大家都同意，那我也没什么意见了。"他虽然心里有些不情愿，但还是妥协了。	"#成#，明天下午三点，老地方见。"他在电话里爽快地答应了朋友的邀约。	"#成#，这个价格我接受，咱们成交。"买家和卖家终于达成了一致。	"#成#，你先回去休息吧，剩下的工作我来处理。"组长体贴地对加班到深夜的同事说。	"#成#，我知道了，你放心，这件事我一定办妥。"他挂断电话，立刻着手准备。	"#成#，就这么定了，下周一我们正式签合同。"双方握手确认了这次合作。			
成	cheng2	十分之一	这批货物的损耗率高达三#成#，远远超出了正常范围，必须查明原因。	今年的销售额比去年增长了两#成#，这个成绩在行业内已经算是相当不错了。	他把收入的一#成#捐给了慈善机构，多年来从未间断，累计捐款已超过百万。	这家餐厅的食材成本占营业额的四#成#左右，利润空间其实并不大。	调查显示，有近六#成#的受访者表示支持这项新政策，反对者不到两#成#。	银行贷款的首付比例是三#成#，也就是说买这套房子你需要先准备九十万元。	这次考试全班有八#成#的学生及格了，比上次提高了整整两#成#。	公司决定将利润的二#成#用于研发投入，以保持技术上的领先优势。	据统计，该地区的森林覆盖率已从原来的一#成#提高到了现在的四#成#。			
因	yin1	原因起因	警方正在调查这起事故的#因#，初步判断可能是司机疲劳驾驶所致。	这场冲突的#因#要追溯到十年前的一次土地纠纷，双方积怨已久。	医生详细询问了病人的病史，试图找出导致这种罕见症状的#因#。	历史学家们对这场战争的#因#众说纷纭，至今仍没有定论。	他仔细分析了项目失败的#因#，发现主要问题出在前期调研不够充分。	这次经济危机的#因#是多方面的，既有国际环境的影响，也有国内政策的失误。	火灾的#因#已经查明，是电线老化引起的短路，物业公司负有不可推卸的责任。	她一直在追问分手的#因#，但他始终沉默不语，不愿意给出任何解释。	专家组经过深入研究，终于找到了这种疾病的致病#因#，为治疗方案的制定提供了关键依据。			
