word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
具体说明	ju4 ti3 shuo1 ming2	对事项作出具体说明	合同中必须#具体说明#双方的权利和义务，包括付款方式、交货时间以及违约责任等条款。	申请签证时，使馆要求申请人#具体说明#此次出行的目的、行程安排以及在当地的住宿情况。	医生在开具处方前，需要向患者#具体说明#药物的服用方法、剂量以及可能出现的副作用。	招标文件中应当#具体说明#投标人需要具备的资质条件、技术要求以及评标标准。	保险公司在理赔时要求投保人#具体说明#事故发生的经过、损失情况以及相关证据材料。	法院判决书中详细#具体说明#了被告的犯罪事实、适用法律以及量刑依据。				
具体说明	ju4 ti3 shuo1 ming2	列出详细细节或要求	产品说明书上的#具体说明#非常详尽，从安装步骤到日常维护都有清晰的图文指引。	这份报告缺乏#具体说明#，只有笼统的数据，无法让投资者做出准确的判断。	施工方案中的#具体说明#包括材料规格、工艺流程、质量标准等多个方面的详细要求。	用户手册里的#具体说明#帮助我顺利完成了设备的调试，每一步都写得清清楚楚。	合同附件中列出了项目的#具体说明#，涵盖了技术参数、验收标准和售后服务等内容。	招聘启事上的#具体说明#让求职者能够清楚了解岗位职责、薪资待遇和晋升空间。				
兆	Zhao4	兆姓	#兆#先生是我们公司的资深顾问，在行业内有着三十多年的从业经验和极高的声望。	据族谱记载，#兆#氏一族最早可追溯到明朝初年，祖籍在山东济南一带。	#兆#老师退休后依然热心公益事业，经常到社区为老年人免费讲授书法课程。	这位#兆#姓企业家白手起家，经过二十年的打拼，终于建立起自己的商业帝国。	#兆#医生在心血管领域深耕多年，发表了数十篇学术论文，是国内知名的专家。	村里的#兆#大爷今年八十高龄，身体依然硬朗，每天清晨都要到河边散步锻炼。				
凸显	tu1 xian3	清楚地呈现或显明出来	这次调查结果清楚地#凸显#了城乡教育资源分配不均的现实问题，引发了社会各界的广泛关注。	财务报表中的数据#凸显#了公司在过去一年中营收大幅下滑的严峻形势。	新闻报道#凸显#了灾区群众面临的困境，真实呈现了他们缺水缺粮的艰难处境。	这份研究报告#凸显#了气候变化对农业生产造成的实际影响，数据详实，论证充分。	纪录片通过大量的实地采访#凸显#了留守儿童的生存现状，画面真实感人。	统计数字清晰地#凸显#了人口老龄化的趋势，预计到二零三五年老年人口将超过四亿。				
凸显	tu1 xian3	强调或突显某事物的重要性	这次事故再次#凸显#了安全生产的重要性，企业必须把员工的生命安全放在首位。	领导在会议上特别#凸显#了创新驱动发展战略的核心地位，要求各部门加大研发投入。	展览的布置刻意#凸显#了这幅名画的艺术价值，将其置于展厅最显眼的位置。	新闻标题有意#凸显#了这位科学家的贡献，以此向公众传达科技创新的重要意义。	公司年报中特别#凸显#了可持续发展理念，表明企业对环境保护的高度重视。	演讲者通过多个案例#凸显#了团队协作的关键作用，强调个人英雄主义已经过时。				
凸显	tu1 xian3	放大或夸大细节和特征	这款相机的微距功能可以#凸显#物体表面的纹理细节，连肉眼看不见的瑕疵都能拍得一清二楚。	化妆师巧妙地运用高光和阴影#凸显#了模特的面部轮廓，使五官看起来更加立体。	这种特殊的打光技术能够#凸显#雕塑作品的每一处细微纹路，呈现出惊人的视觉效果。	后期处理时，摄影师刻意#凸显#了照片中的色彩对比，使画面更具冲击力。	显微镜下的图像#凸显#了细胞结构的微观特征，放大倍数达到了一千倍以上。	这款滤镜的作用是#凸显#皮肤上的毛孔和细纹，常用于美容产品的效果对比展示。				
凸显	tu1 xian3	明显易见，毫无疑问的状态	经济下行的压力已经#凸显#，各项指标都显示出明显的下滑趋势，形势不容乐观。	随着项目的推进，技术团队人手不足的问题日益#凸显#，已经严重影响了开发进度。	两国之间的分歧在这次谈判中表现得尤为#凸显#，双方在核心议题上针锋相对。	企业管理中的漏洞在这次审计中暴露得十分#凸显#，多个环节都存在严重问题。	城市交通拥堵的矛盾在节假日期间格外#凸显#，主要干道几乎陷入瘫痪状态。	人才流失的问题在公司近几年的发展中越来越#凸显#，核心技术人员的离职率居高不下。				
招商	zhao1 shang1	吸引投资或资金投放	地方政府积极#招商#，出台了一系列税收优惠政策，成功引进了多家世界五百强企业。	开发区管委会派出专门团队赴沿海城市#招商#，希望能吸引更多高新技术企业落户。	这个新建的产业园区正在大力#招商#，已经与十几家意向企业签订了投资协议。	为了加快经济发展，县里领导亲自带队到北京上海#招商#，诚意满满地向企业家们介绍本地优势。	银行推出了专门针对#招商#项目的贷款产品，为引进企业提供便捷的融资渠道。	这座城市凭借优越的地理位置和完善的基础设施，在#招商#方面取得了显著成效。				
招商	zhao1 shang1	招商引资的宣传或促销活动	市政府在深圳举办了大型#招商#推介会，向与会企业家详细介绍了本地的投资环境和优惠政策。	这次#招商#活动吸引了来自全国各地的三百多位企业代表，现场气氛十分热烈。	开发区制作了精美的#招商#宣传手册，图文并茂地展示了园区的发展规划和配套设施。	电视台连续播放了一周的#招商#广告，重点宣传了当地的产业优势和扶持政策。	网上#招商#平台的开通大大提高了信息发布的效率，投资者可以随时查询项目详情。	这场#招商#路演在业界引起了强烈反响，多家知名企业当场表达了合作意向。				
指派	zhi3 pai4	委派任务或职责	公司#指派#他负责这个重要项目，充分说明了领导对他专业能力的认可和信任。	上级部门#指派#了一位经验丰富的专家来指导我们的工作，帮助解决技术难题。	院长#指派#张医生担任此次医疗援助队的队长，带领团队前往灾区开展救治工作。	组织上#指派#她到基层挂职锻炼两年，这对她今后的职业发展将是一次宝贵的历练。	法院依法#指派#了一名律师为被告提供法律援助，确保其合法权益得到保障。	董事会#指派#财务总监全权处理这次并购事宜，并要求他在一个月内完成尽职调查。				
