word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
纪	ji4	年龄	奶奶虽然上了年#纪#，但每天早起锻炼身体，精神状态比很多年轻人还要好。	他年#纪#轻轻就当上了公司的技术总监，让很多同龄人羡慕不已。	这位老教授年#纪#虽大，但思维敏捷，讲课时旁征博引，深受学生喜爱。	村里的老人们年#纪#都不小了，但每逢节日还是会聚在一起唱山歌、跳广场舞。	她不愿意透露自己的年#纪#，总是笑着说女人的年龄是秘密。	医生建议他这个年#纪#的人要注意饮食清淡，少吃油腻和辛辣的食物。	到了这把年#纪#，他终于明白健康才是人生最重要的财富，开始注重养生。
纪	ji4	时代	二十一世#纪#是信息技术飞速发展的时代，人工智能正在深刻改变人类的生活方式。	十九世#纪#末的中国正处于内忧外患之中，无数仁人志士为救亡图存而奔走呼号。	这座古老的城堡建于中世#纪#，至今仍保存完好，每年吸引数百万游客前来参观。	二十世#纪#初，科学技术的突飞猛进彻底改变了人类对宇宙和自然的认知。	历史学家认为，十八世#纪#的工业革命是人类文明发展史上最重要的转折点之一。	进入新世#纪#以来，中国的综合国力显著增强，国际地位不断提升。	十六世#纪#的欧洲正经历着文艺复兴运动，艺术和科学都取得了辉煌的成就。
纪	ji4	时期	侏罗#纪#是恐龙最为繁盛的时期，各种巨型恐龙统治着地球上的每一片大陆。	白垩#纪#末期发生的大灭绝事件导致恐龙从地球上彻底消失，至今仍是科学界研究的热点。	三叠#纪#是中生代的第一个时期，这一时期出现了最早的恐龙和哺乳动物。	古生物学家在这片岩层中发现了大量侏罗#纪#时期的化石，为研究恐龙演化提供了珍贵资料。	寒武#纪#生命大爆发是地球生命史上最重要的事件之一，几乎所有动物门类都在这一时期出现。	这部科幻电影讲述的是人类穿越到白垩#纪#与恐龙共存的冒险故事。	石炭#纪#时期地球上覆盖着茂密的森林，这些植物后来变成了我们今天使用的煤炭。
纪	ji4	将事件记载成书	司马迁忍辱负重，历时十四年完成了《史#纪#》这部伟大的历史著作。	《史#纪#》被鲁迅誉为"史家之绝唱，无韵之离骚"，是中国史学和文学的双重瑰宝。	他花费毕生精力为家乡编写县志，详细#纪#录了当地数百年来的风土人情和历史变迁。	这位老记者退休后开始撰写回忆录，#纪#录自己亲历的那些重大历史事件。	博物馆里陈列着一部珍贵的古籍，详细#纪#载了明代航海家郑和下西洋的壮举。	为了#纪#录这个即将消失的少数民族语言，语言学家们深入山区进行了长达十年的田野调查。	这部纪录片真实#纪#录了抗战时期普通百姓的生活，让观众深刻感受到战争的残酷。
酷	ku4	残忍无情	这个暴君以#酷#刑统治国家，无数无辜百姓惨遭迫害，最终激起了民众的反抗。	历史上那些施行#酷#政的统治者，最终都没有好下场，这是历史给后人的警示。	他对待下属极为#酷#厉，动辄打骂责罚，导致公司人员流失严重。	封建社会的#酷#吏往往为了邀功请赏而滥用刑罚，制造了无数冤假错案。	这部电影揭露了殖民者对当地人民的#酷#虐统治，引发了观众对历史的深刻反思。	古代的#酷#刑种类繁多，令人不寒而栗，反映了那个时代法制的野蛮与落后。	他在审讯中使用#酷#刑逼供，最终被查处并受到了法律的严惩。
酷	ku4	酒力或味道强烈浓烈	这瓶陈年白酒味道#酷#烈，入口如火烧喉，只有老酒客才能品出其中的醇香。	北方人喜欢喝#酷#烈的高度白酒，认为这样才够劲够味，能驱散冬日的寒冷。	这款威士忌口感#酷#烈，带有浓郁的泥煤味，是苏格兰高地的特色风味。	他不习惯喝这么#酷#烈的酒，才喝了一小杯就满脸通红，头晕目眩。	老师傅酿的这坛米酒虽然#酷#烈，但后味甘甜，让人回味无穷。	草原上的牧民们喜欢喝#酷#烈的马奶酒，这是他们招待贵客的最高礼遇。	这种烈性伏特加味道极为#酷#烈，酒精度数高达六十度，一般人根本喝不了。
酷	ku4	时髦有型，显得很酷	他穿着一身黑色皮衣，戴着墨镜骑着摩托车，看起来特别#酷#，引来路人纷纷侧目。	这款新发布的智能手机设计非常#酷#，流线型的机身和金属质感让年轻人爱不释手。	她剪了一个超短的寸头发型，配上银色耳环，整个人看起来又飒又#酷#。	弟弟觉得那个摇滚歌手在舞台上弹吉他的样子特别#酷#，于是也开始学习吉他。	这部科幻电影里的机甲战士造型超级#酷#，成为了很多孩子心目中的英雄形象。	他在滑板公园里做出各种高难度动作，围观的人都觉得他实在太#酷#了。	新来的体育老师总是穿着运动装，打篮球的姿势特别#酷#，很快就成了学生们的偶像。
酷	ku4	受年轻人追捧的潮流风格	这家新开的咖啡店装修风格非常#酷#，工业风的设计吸引了大批年轻人前来打卡。	他收藏的那些限量版球鞋在潮流圈里被认为特别#酷#，经常有人出高价想要购买。	这个街舞团队的表演风格独特又#酷#，在各大视频平台上积累了数百万粉丝。	年轻人觉得复古风格的穿搭很#酷#，于是二手古着店在城市里越开越多。	这款电子游戏的画风暗黑又#酷#，一经发布就在玩家群体中引起了轰动。	她设计的这系列服装融合了朋克元素，被时尚杂志评为今年最#酷#的潮流单品。	滑板文化在年轻人中越来越流行，大家都觉得玩滑板是一件很#酷#的事情。
级长	ji2 zhang3	班级的学生代表或负责人	作为#级长#，她不仅要协助老师管理班级事务，还要代表同学们向学校反映意见和建议。	新学期开始，班主任让同学们投票选举#级长#，最终小明以最高票数当选。	#级长#在班会上宣布了学校运动会的报名通知，号召大家积极参与各项比赛。	他担任#级长#三年来，组织了无数次班级活动，深受同学们的信任和爱戴。	每次学校有重要通知，都是由#级长#负责传达给全班同学，确保信息准确无误。	家长会上，#级长#代表全班同学向家长们汇报了这学期的学习情况和班级活动。	老师让#级长#统计参加课外辅导班的同学名单，以便安排教室和时间。
级长	ji2 zhang3	负责班级日常纪律与事务的学生干部	#级长#每天早上都要提前到教室，检查同学们的出勤情况并做好记录。	课间操时间，#级长#负责整队并带领全班同学到操场集合，确保队伍整齐有序。	自习课上有同学讲话，#级长#及时制止并提醒大家保持安静，维护了良好的学习环境。	学校要求#级长#每周填写班级日志，记录班级的纪律情况和重要事项。	他当上#级长#后变得更加自律，因为他知道自己必须以身作则才能管理好班级。	#级长#发现有同学在教室里追逐打闹，立即上前劝阻并报告给了班主任。	放学后，#级长#要检查教室的门窗是否关好、电灯是否关闭，确保安全后才能离开。
