word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
歌剧	ge1 ju4	西方传统歌剧形式	维也纳国家歌剧院每年上演数十部经典#歌剧#，吸引着来自世界各地的音乐爱好者前来朝圣。	她从小就梦想成为一名#歌剧#演员，为此苦练美声唱法长达十五年，终于登上了大都会歌剧院的舞台。	这部由威尔第创作的#歌剧#《茶花女》自首演以来便风靡全球，至今仍是各大剧院的保留剧目。	意大利语被认为是最适合演唱#歌剧#的语言，其元音丰富的特点使得歌手能够充分展现声乐技巧。	他在大学主修#歌剧#表演专业，毕业后加入了国家大剧院的驻院歌剧团，开始了职业演唱生涯。	普契尼的#歌剧#作品以旋律优美著称，《图兰朵》中的咏叹调《今夜无人入睡》更是家喻户晓。				
堵	du3	堵住道路或管道使不能通行	早高峰时段，一辆货车在主干道上抛锚，#堵#住了整条马路，导致后方车辆排起了长龙。	施工队在路口设置了临时路障，#堵#住了通往老城区的唯一通道，居民们不得不绕行数公里。	暴雨过后，大量落叶和垃圾#堵#住了排水管道，积水漫过了人行道，行人只能涉水而行。	示威者用废弃的轮胎和木板#堵#住了高速公路入口，要求政府回应他们的诉求。	那辆违规停放的面包车正好#堵#住了消防通道，万一发生火灾后果不堪设想。	山体滑坡#堵#住了进村的唯一道路，救援物资只能通过直升机空投到灾区。				
堵	du3	堵住孔洞或缺口以阻止通过	老鼠从墙角的破洞钻进了厨房，他赶紧找来水泥把那个洞#堵#上，防止它们再次入侵。	船体被礁石划破了一个口子，船员们手忙脚乱地用防水布和木板#堵#住缺口，才避免了沉船的命运。	屋顶的瓦片被台风掀掉了几块，雨水不断渗入，他只好先用塑料布#堵#住漏洞，等天晴再修缮。	水管接口处出现了裂缝，他用防水胶带紧紧#堵#住渗漏的地方，暂时止住了水流。	那棵老树的树干上有个大洞，园丁用特制的树脂材料把它#堵#上，防止雨水侵蚀树木内部。	边防战士发现铁丝网被剪开了一个缺口，立即用备用材料将其#堵#住，并加强了该区域的巡逻。				
堵	du3	因紧张或焦虑感到胸闷或哽咽	听到儿子在战场上牺牲的消息，她只觉得心口像被什么东西#堵#住了一样，半天说不出话来。	看着父亲日渐消瘦的身影，他心里#堵#得慌，却又不知道该如何表达自己的担忧和不舍。	得知自己落榜的那一刻，她感觉胸口#堵#得喘不过气来，多年的努力仿佛一瞬间化为乌有。	他想起那些年对母亲的忽视和冷漠，心里#堵#得难受，眼泪不由自主地流了下来。	面对领导的无端指责，她有满腹的委屈却无处诉说，只觉得嗓子眼儿#堵#得厉害。	看着曾经亲密无间的朋友如今形同陌路，他心里#堵#得发慌，却不知该如何打破这尴尬的僵局。				
堵	du3	文学用词指墙壁	那座古宅的院中立着一#堵#照壁，上面雕刻着精美的麒麟图案，历经百年风雨依然栩栩如生。	推开吱呀作响的木门，映入眼帘的是一#堵#斑驳的土墙，墙上爬满了枯黄的藤蔓。	他们之间仿佛隔着一#堵#无形的墙，明明近在咫尺，心却相隔万里。	那#堵#残垣断壁见证了这座城市的兴衰更替，如今已成为游客们凭吊历史的去处。	月光透过窗棂洒在那#堵#白墙上，映出婆娑的树影，平添几分幽静之美。	战火过后，整个村庄只剩下几#堵#焦黑的残墙，诉说着曾经的惨烈与悲凉。				
堵	du3	计量墙体的量词	工人们花了整整三天时间才砌好这#堵#两米多高的围墙，将整个工地与外界隔开。	拆迁队的推土机轰鸣着推倒了最后一#堵#老墙，这片承载着几代人记忆的老街区就此消失。	他站在那#堵#刚刚粉刷过的白墙前，构思着即将创作的大型壁画的布局。	院子里新砌了一#堵#花墙，上面镂空的图案既美观又能保持通风，邻居们都夸设计得巧妙。	地震中倒塌的那#堵#承重墙压住了他的双腿，救援人员花了六个小时才将他救出。	这#堵#有着八百年历史的城墙是古城仅存的遗迹，已被列为国家重点文物保护单位。				
塞尔维亚	Sai4 er3 wei2 ya4	位于巴尔干半岛的国家	#塞尔维亚#的首都贝尔格莱德坐落在多瑙河与萨瓦河的交汇处，是巴尔干地区最古老的城市之一。	在2023年男篮世界杯上，#塞尔维亚#队凭借出色的团队配合和强硬的防守一路杀入决赛。	她申请到了#塞尔维亚#诺维萨德大学的交换生名额，将在那里度过一个学期的留学生活。	#塞尔维亚#与中国的友谊源远流长，两国在基础设施建设和文化交流方面有着广泛的合作。	这位来自#塞尔维亚#的网球名将已经获得了二十四座大满贯冠军奖杯，创造了男子网坛的历史纪录。	游客们慕名前往#塞尔维亚#的乌瓦茨峡谷，只为一睹那里壮观的蜿蜒河道和翱翔的金雕。				
残疾	can2 ji2	身体或精神功能受损的状态	这场车祸导致他脊髓损伤，下半身永久性瘫痪，从此落下了终身#残疾#，生活需要他人照料。	先天性的听力障碍使她从小就生活在无声的世界里，但这种#残疾#并没有阻止她成为一名优秀的舞蹈家。	战争中的一次爆炸使他失去了右臂，这种#残疾#让他不得不重新学习用左手完成日常生活中的一切。	医生诊断孩子患有自闭症，这种精神层面的#残疾#需要家长付出更多的耐心和专业的康复训练。	工伤事故造成的视力#残疾#让这位曾经的机械工程师不得不提前退休，开始了漫长的适应过程。	她虽然因小儿麻痹症落下了腿部#残疾#，但凭借顽强的毅力考上了重点大学，成为村里的骄傲。				
残疾	can2 ji2	生活或行动受限的残障者状态	政府为#残疾#人士提供了多项就业扶持政策，帮助他们实现自食其力的愿望。	这座新建的图书馆配备了完善的无障碍设施，方便#残疾#读者自由出入和使用各项服务。	他虽然是一名#残疾#运动员，但在轮椅篮球赛场上的表现丝毫不逊于任何健全选手。	社区志愿者定期上门为行动不便的#残疾#老人提供送餐和陪诊服务，让他们感受到社会的温暖。	这家企业专门招聘#残疾#员工从事客服工作，为他们提供平等的就业机会和职业发展空间。	作为一名#残疾#人权益倡导者，她多年来一直呼吁社会消除对残障群体的歧视和偏见。				
残疾	can2 ji2	人体或动物的结构性畸形	这只小狗天生就有腿部#残疾#，后肢严重畸形无法正常行走，但收养它的家庭为它定制了专用轮椅。	产前检查发现胎儿存在脊柱裂的#残疾#，医生建议进行宫内手术以减轻出生后的畸形程度。	那匹赛马因先天性蹄部#残疾#而无法参加比赛，但马场主人依然悉心照料它直到终老。	近亲繁殖导致这窝幼犬中有三只出现了不同程度的骨骼#残疾#，兽医建议加强种群的遗传管理。	他出生时就带有唇腭裂的#残疾#，经过多次整形手术后，外观已经与常人无异。	这种罕见的遗传病会导致患者四肢骨骼发育异常，形成明显的肢体#残疾#，目前尚无有效的治疗方法。				
