word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
省	sheng3	国家下设的一级行政区	根据最新的人口普查数据，我国各#省#的人口分布呈现出明显的东密西疏特征，沿海省份人口密度远高于内陆地区。	这次全国性的环保督察行动覆盖了所有#省#级行政区，重点检查各地工业污染治理和生态保护情况。	他从小在云南#省#的一个偏远山村长大，后来考上了北京的大学，成为村里第一个走出大山的大学生。	为了促进区域协调发展，中央政府决定在中西部#省#份设立更多的经济开发区和高新技术产业园。	这位记者花了三年时间走遍全国三十多个#省#，用镜头记录下了各地独特的民俗文化和自然风光。	河南#省#作为中华文明的重要发祥地之一，拥有众多历史遗迹和文化古迹，每年吸引大量游客前来参观。	根据新出台的政策，各#省#需要在年底前完成农村饮水安全工程的全面验收，确保村民喝上放心水。	这份报告详细分析了东部沿海#省#份与西部内陆省份在经济发展水平上的差距及其形成原因。	广东#省#连续多年位居全国经济总量榜首，其制造业和外贸出口在全国占有举足轻重的地位。				
省	sheng3	省的首府城市	他大学毕业后没有留在#省#城工作，而是选择回到家乡的小县城当了一名乡村教师。	从我们这个偏僻的小镇到#省#城需要坐六个小时的长途汽车，交通十分不便。	她的父母一直希望她能嫁到#省#城去，觉得那里的生活条件和发展机会都比县城好得多。	这家医院是全#省#最好的三甲医院，很多疑难杂症患者都从各地赶到省城来求医问诊。	为了让孩子接受更好的教育，他们夫妻俩咬牙在#省#城买了一套学区房，背上了沉重的房贷。	每到春节前夕，#省#城的火车站和汽车站就挤满了返乡过年的务工人员，场面十分壮观。	他在#省#城打拼了十多年，终于从一个普通的打工仔成长为一家公司的部门经理。	这条新修的高速公路大大缩短了县城到#省#城的车程，原来需要四个小时，现在只要两个小时。	年轻人都向往#省#城的繁华生活，导致很多农村地区出现了严重的人口外流和空心化问题。				
省	sheng3	日本政府的省级行政机关名称	日本外务#省#今天发表声明，就近期的外交争端表达了日方的立场和关切。	根据日本厚生劳动#省#公布的最新数据，该国老龄化程度已经达到历史最高水平。	日本文部科学#省#宣布将对中小学教科书内容进行修订，引发了周边国家的强烈关注。	这位学者曾在日本经济产业#省#担任顾问，对日本的产业政策有着深入的研究和了解。	日本防卫#省#近日公布了新的国防预算方案，计划大幅增加军事装备的采购支出。	据日本总务#省#统计，今年日本的出生人口再创新低，人口减少趋势进一步加剧。	日本财务#省#官员在记者会上表示，政府将采取措施稳定汇率，防止日元过度贬值。	这份报告是由日本环境#省#委托专业机构编写的，详细分析了该国的碳排放现状和减排目标。	日本农林水产#省#正在推动农业现代化改革，希望提高国内农产品的自给率和竞争力。				
省	xing3	仔细审查或检视	古人云"吾日三#省#吾身"，强调每天都要认真审视自己的言行是否得当。	作为一名法官，他对每一份证据都要仔细#省#察，绝不放过任何可能影响判决的细节。	这位老中医看病时总是先仔细#省#视患者的面色舌苔，然后再进行脉诊和问诊。	在做出重大决策之前，领导者应当#省#察各方面的利弊得失，不可草率行事。	他养成了每晚睡前#省#视当天工作的习惯，把做得好的和需要改进的地方都记录下来。	古代的谏官职责就是#省#察朝政得失，向君主进言献策，纠正施政中的偏差。	这篇论文的审稿人非常严谨，对每一个论据和数据都进行了仔细的#省#核。	修行之人需要时常#省#察自己的内心，看看是否有贪嗔痴等烦恼在作祟。	老师要求学生在交作业之前先自己#省#阅一遍，检查有没有错别字和语法错误。				
省	xing3	反省自身言行举止	经历了这次失败之后，他开始深刻#省#悟自己过去的傲慢和自以为是。	她在日记中写道，每天晚上都要静下心来#省#思当天的所作所为，看看有没有对不起别人的地方。	这位企业家在破产后闭门#省#过，终于认识到自己盲目扩张的错误决策。	古人讲究"内#省#不疚"，意思是经过反省之后问心无愧，才能坦然面对一切。	老师语重心长地对犯错的学生说，希望你能好好#省#察自己的行为，不要再犯同样的错误。	他在监狱里度过了五年时光，这段经历让他有足够的时间#省#思自己走上歧途的原因。	佛教修行强调"观心#省#己"，通过内观来认识自己的烦恼根源并加以对治。	这次严厉的批评让她痛定思痛，开始认真#省#视自己在工作中的态度问题。	经过一番深刻的自我#省#察，他决定改变自己的生活方式，不再沉迷于酒色财气。				
省	xing3	逐渐认识或意识到某事	读完这本书之后，他才#省#悟到原来自己一直以来的认知都是错误的。	经过老师的耐心讲解，学生们终于#省#悟了这道数学题的解题思路。	她在异国他乡漂泊多年之后，才逐渐#省#悟到家庭和亲情的可贵。	直到失去健康的那一刻，他才#省#悟到金钱和名利都是身外之物，健康才是最重要的。	这部电影的结局让很多观众#省#悟到，人生最大的幸福往往就藏在平凡的日常生活中。	经历了这场大病之后，她突然#省#悟到生命的脆弱和短暂，决定珍惜每一天。	老和尚的一番话让他如梦初醒，#省#悟到自己多年来一直在追求虚幻的东西。	在人生的低谷期，他通过阅读和思考，逐渐#省#悟到苦难也是一种财富。	这次挫折让年轻气盛的他终于#省#悟到，做人做事都不能太过急躁和冒进。				
省	xing3	看望父母或长辈的行为	每逢春节，在外工作的子女们都会回家#省#亲，与父母团聚共度佳节。	他虽然工作繁忙，但每个月都会抽出时间回老家#省#视年迈的双亲。	古代官员告假#省#亲是一件大事，需要提前向朝廷申请并获得批准。	她已经三年没有回国#省#亲了，非常想念远在家乡的父母和兄弟姐妹。	公司特意给员工放了探亲假，让大家有时间回家#省#望久未见面的亲人。	这位将军戎马一生，很少有机会回乡#省#亲，对父母深感愧疚。	按照传统习俗，新婚夫妇在婚后要择日回女方家#省#亲，俗称"回门"。	他趁着出差的机会顺道回了一趟老家，#省#视了住在乡下的爷爷奶奶。	古人云"父母在，不远游"，就是强调子女应当留在父母身边，方便随时#省#侍。				
资源	zi1 yuan2	自然资源如水、矿产等	这个地区虽然经济落后，但拥有丰富的矿产#资源#，具有很大的开发潜力。	随着工业化进程的加快，水#资源#短缺已经成为制约许多城市发展的瓶颈问题。	政府出台了严格的法规来保护森林#资源#，禁止任何形式的乱砍滥伐行为。	这份报告指出，如果不采取有效措施，全球的石油#资源#将在五十年内枯竭。						
资源	zi1 yuan2	可利用的人力或旅游等要素	这座古城拥有得天独厚的旅游#资源#，每年吸引数百万国内外游客前来观光。	作为一家初创企业，我们最宝贵的#资源#就是这支年轻而富有创造力的团队。	学校应该合理配置教育#资源#，让每个学生都能享受到公平优质的教育。	在信息时代，数据已经成为一种重要的战略#资源#，谁掌握了数据谁就掌握了主动权。	这个项目的成功离不开各方面#资源#的有效整合，包括资金、技术和人才。	她善于利用自己的人脉#资源#，总能在关键时刻找到合适的人帮忙解决问题。	农村地区要充分挖掘本地的文化#资源#，发展特色产业，实现乡村振兴。	公司决定将更多的#资源#投入到研发部门，以保持在技术创新方面的领先优势。	如何合理分配有限的医疗#资源#，让更多患者得到及时救治，是一个亟待解决的社会问题。				
故事	gu4 shi4	旧时的做法或惯例	新任县令上任后大刀阔斧地进行改革，废除了许多不合时宜的#故事#。	这些祭祀仪式都是按照祖上传下来的#故事#进行的，几百年来从未改变。	朝廷决定恢复汉代的#故事#，重新设立太学，选拔天下英才入京读书。	他主张一切依照旧日#故事#办理，反对任何形式的变法革新。	这部典籍详细记载了周朝的礼仪#故事#，是研究古代制度的重要文献。	老臣上书建议皇帝遵循先帝的#故事#，不要轻易更改已经实行多年的政策。	按照本朝的#故事#，新科进士需要先到翰林院观政三年，然后才能外放为官。	村里的老人们坚持要按照老#故事#来操办婚礼，年轻人却觉得太过繁琐。	史官的职责就是记录朝廷的典章#故事#，以便后人查阅和借鉴。				
