word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
遗憾	yi2 han4	对某事表示抱歉或遗憾	我们深感#遗憾#地通知您，由于天气原因，原定于本周六举行的户外音乐会将被迫取消。	对于此次服务中给您带来的不便，我们表示深深的#遗憾#，并将尽快为您安排退款事宜。	主办方对未能邀请到所有嘉宾出席颁奖典礼表示#遗憾#，并承诺明年将扩大场地规模。	公司发言人在新闻发布会上表示，对于产品召回给消费者造成的困扰，他们深表#遗憾#。	校长在毕业典礼上说，对于疫情期间无法举办线下活动，学校感到非常#遗憾#。	外交部发言人表示，对于某些国家在国际会议上的不当言论，中方深感#遗憾#。	医院方面对手术延期给患者家属带来的焦虑表示#遗憾#，并解释了医疗资源紧张的实际情况。			
围绕	wei2 rao4	绕中心或物体旋转	地球#围绕#太阳公转一周需要大约三百六十五天，这一周期决定了我们的四季更替。	月球#围绕#地球运行的轨道并非完美的圆形，而是一个略微椭圆的形状。	在游乐园里，旋转木马#围绕#中心轴缓缓转动，孩子们骑在彩色的木马上开心地笑着。	电子#围绕#原子核高速运动，形成了我们所说的电子云，这是量子力学的基本概念之一。	卫星#围绕#行星运行的速度必须达到一定数值，否则就会因引力作用而坠落。	舞蹈演员们#围绕#舞台中央的道具翩翩起舞，灯光随着她们的动作不断变换。	天文学家发现了一颗新的系外行星，它#围绕#一颗红矮星运行，公转周期仅为十一天。			
围绕	wei2 rao4	以某问题为核心展开讨论	本次学术研讨会将#围绕#人工智能伦理问题展开深入探讨，邀请了多位知名学者参与。	代表们#围绕#如何提高农村医疗服务水平这一议题进行了长达三个小时的热烈讨论。	这部纪录片#围绕#环境保护主题，通过真实案例展示了人类活动对生态系统的深远影响。	双方谈判代表#围绕#贸易关税问题进行了多轮磋商，但至今仍未达成一致意见。	课堂讨论#围绕#这篇小说的主题思想展开，学生们各抒己见，气氛十分活跃。	记者招待会上，媒体的提问主要#围绕#公司未来的发展战略和市场布局展开。	这场辩论赛#围绕#网络实名制的利弊展开，正反双方都提出了很有说服力的论据。			
地下	di4 xia4	地底的自然或人工空间	考古学家在这片遗址的#地下#发现了一座保存完好的古代墓葬，出土了大量珍贵文物。	城市规划者决定在市中心建设一个大型#地下#停车场，以缓解日益严重的停车难问题。	矿工们每天都要深入#地下#数百米的矿井中作业，工作环境十分艰苦危险。	这座城市的#地下#管网系统错综复杂，包括供水、排水、燃气和电力等多种管线。	地质学家通过勘探发现，这片区域的#地下#蕴藏着丰富的石油和天然气资源。	防空洞是战争年代修建的#地下#掩体，如今很多已经被改造成了特色餐厅或酒窖。	科学家们在#地下#实验室中进行暗物质探测实验，因为那里可以屏蔽宇宙射线的干扰。			
教会	jiao1 hui4	使别人懂得或学会某事	这次失败的创业经历#教会#了他一个重要的道理：团队合作比个人能力更加重要。	生活#教会#我们要珍惜眼前人，不要等到失去了才懂得后悔。	那段艰难的岁月#教会#她如何在逆境中保持乐观，这种心态让她受益终生。	旅行#教会#我用不同的视角看待世界，每一次出发都是一次心灵的成长。	父亲的言传身教#教会#我做人要诚实守信，这是我一生都在坚守的原则。	这本书#教会#读者如何在快节奏的现代生活中找到内心的平静与安宁。	多年的职场经验#教会#他察言观色的本领，让他在复杂的人际关系中游刃有余。			
教会	jiao1 hui4	传授知识或技能	退休的老木匠决定开设免费课程，#教会#年轻人传统榫卯结构的制作技艺。	她花了整整三个月的时间才#教会#女儿骑自行车，过程虽然辛苦但充满了欢乐。	这位钢琴老师以耐心著称，即使是零基础的学生她也能#教会#弹奏简单的曲目。	爷爷#教会#我下象棋的那个夏天，是我童年最美好的回忆之一。	驾校教练用了二十个课时才#教会#他倒车入库，这个项目确实是很多学员的难点。	母亲#教会#我包饺子的手艺，现在每逢春节我都会亲手包一顿饺子给家人吃。	资深程序员主动#教会#新入职的同事使用版本控制工具，帮助他们更快地融入团队。			
教会	jiao4 hui4	基督教的教会或组织	这座哥特式大教堂是当地#教会#的标志性建筑，每年吸引数十万游客前来参观。	#教会#组织的慈善活动为贫困地区的儿童募集了大量学习用品和生活物资。	她每个周日都会去#教会#参加礼拜，这个习惯已经保持了二十多年。	中世纪的欧洲，#教会#在政治和文化领域拥有巨大的影响力，甚至凌驾于世俗王权之上。	当地#教会#的牧师经常走访社区，为有需要的家庭提供精神上的慰藉和实际的帮助。					
密码	mi4 ma3	用于加密信息的符号或规则	二战期间，盟军破译了德国的恩尼格玛#密码#，这一成就对战争的胜利起到了关键作用。	古代的军事将领常常使用特殊的#密码#传递情报，以防止机密信息落入敌人手中。	这份文件采用了复杂的#密码#加密，只有掌握密钥的人才能解读其中的内容。	情报人员接受过专业训练，能够熟练使用各种#密码#系统进行秘密通信。	密码学家们不断研发更加安全的#密码#算法，以应对日益复杂的网络安全威胁。	小说中的主人公花了数年时间才破解了藏宝图上的古老#密码#，找到了传说中的宝藏。	量子计算机的发展可能会使现有的#密码#体系变得不再安全，这引发了学界的广泛关注。			
密码	mi4 ma3	用于登录或验证的口令或数字码	为了保护账户安全，专家建议用户定期更换#密码#，并避免使用生日等容易被猜到的组合。	她在银行柜台输入#密码#时，习惯性地用手遮住键盘，以防止被他人窥视。	系统提示#密码#错误已达三次，账户将被暂时锁定，请联系客服进行身份验证。	很多人为了方便记忆，在不同平台使用相同的#密码#，这其实是非常危险的做法。	手机的开机#密码#可以设置为数字、图案或指纹，用户可以根据自己的习惯选择。	他把所有重要账户的#密码#都记在一个加密的笔记本里，以防自己忘记。	公司要求员工的登录#密码#必须包含大小写字母、数字和特殊符号，且长度不少于十二位。			
院长	yuan4 zhang3	院类机构的负责人或首长	医院#院长#在全院大会上宣布了新的绩效考核方案，引起了医护人员的广泛讨论。	这位大学#院长#是国际知名的物理学家，曾获得过多项重要的学术奖项。	法院#院长#亲自主持了这起重大案件的审理，体现了司法机关对此案的高度重视。	研究院#院长#在接受采访时表示，今年将重点推进几个国家级科研项目的攻关工作。	养老院#院长#每天都会亲自巡视各个楼层，确保老人们的生活起居得到妥善照顾。	新任#院长#上任后推行了一系列改革措施，使这所学院的教学质量有了显著提升。	剧院#院长#宣布将在下个演出季引进多部国际知名的歌剧和芭蕾舞剧目。			
