word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
东	Dong1	东姓	我们班上有一位姓#东#的同学，他说这个姓氏在全国非常罕见，据统计不到十万人。	#东#先生是我们公司的资深顾问，他在行业内有着三十多年的丰富经验。	历史上姓#东#的名人并不多见，但每一位都在各自的领域留下了深刻的印记。	村里的#东#大爷今年八十岁了，是我们这一带唯一一户姓东的人家。	这份族谱记载了#东#氏家族从明朝至今的传承历史，保存得相当完整。	#东#老师在学校教了一辈子数学，桃李满天下，深受学生们的爱戴和尊敬。	据考证，#东#姓起源于春秋时期，是一个有着悠久历史的古老姓氏。	我的邻居#东#阿姨是个热心肠的人，谁家有困难她都会主动帮忙。			
东	dong1	东方或东侧	太阳从#东#边升起，金色的阳光洒满了整个山谷，新的一天开始了。	我们学校的图书馆位于校园的#东#侧，紧邻着一片美丽的樱花林。	这座古城的#东#门是保存最完好的，每年都吸引大量游客前来参观。	从地图上看，日本位于中国的#东#面，隔着东海与我们相望。	他的房间朝#东#，每天早晨都能享受到第一缕阳光的照耀。	沿着这条路一直往#东#走，大约十分钟就能到达火车站。	#东#风吹来，带着春天的气息，路边的柳树开始抽出嫩绿的新芽。	城市的#东#区是新开发的商业中心，高楼大厦鳞次栉比，十分繁华。			
东	dong1	坐在东边的主人	在中国传统礼仪中，#东#道主应该坐在东边的位置，以示对客人的尊重。	古代宴席上，#东#家坐于东侧首位，负责招待宾客并主持整个宴会的进行。	作为这次聚会的#东#道，他精心准备了各种美食和节目来款待远道而来的朋友们。	按照老规矩，#东#家要先敬酒，然后客人才能动筷子开始用餐。	他今天做#东#，在城里最好的饭店订了一个包间，请大家好好聚一聚。	既然你是#东#道主，那就由你来安排今晚的活动流程吧。	这次商务宴请由我方做#东#，所有费用都由我们公司承担。	作为#东#家，她忙前忙后地张罗着，确保每位客人都吃好喝好。			
东	dong1	房东或地主	我的#东#家是一位和蔼可亲的老太太，每个月都会给我们送一些自己种的蔬菜。	这个月的房租涨了，#东#家说是因为物业费和水电费都上调了。	旧社会的地#东#剥削佃农，收取高额地租，让农民们苦不堪言。	#东#家同意让我们养一只小猫，但要求我们必须保持房间的整洁。	我和#东#家签了两年的租房合同，租金每年上涨不超过百分之五。	那个年代，大地#东#拥有大片土地，而贫苦农民只能靠租种土地为生。	#东#家最近在装修楼上的房子，白天有些吵，但他答应一周内完工。	我们的#东#家人很好，知道我们是学生，还特意给我们减免了一个月的房租。			
至少	zhi4 shao3	起码、不低于某一数量或程度	这个项目#至少#需要三个月的时间才能完成，任何加速都可能影响质量。	参加这次马拉松比赛的选手#至少#有五千人，场面非常壮观。	医生建议每天#至少#喝八杯水，这样才能保持身体的正常代谢。							
至少	zhi4 shao3	保守说法或低估时的表达	虽然他的方案不够完美，但#至少#比之前的版本有了明显的改进。	这次考试我虽然没拿到满分，但#至少#及格了，不用担心补考的问题。	即使我们无法彻底解决这个问题，#至少#也应该尽力减轻它带来的负面影响。	他的演讲内容虽然有些老套，但#至少#逻辑清晰，让人能够听懂。	这家餐厅的服务态度不怎么样，但#至少#菜品的味道还是相当不错的。	虽然这份工作薪水不高，但#至少#离家近，能省下不少通勤时间。	我们的计划虽然没有完全成功，但#至少#积累了宝贵的经验教训。	他可能不是最聪明的学生，但#至少#是最努力的，这一点值得肯定。			
形式	xing2 shi4	外表或表面形态	这座建筑的外观#形式#非常独特，融合了中西方的设计元素，令人印象深刻。	艺术家通过独特的#形式#美感来表达内心的情感，让观众产生共鸣。	这幅画的#形式#虽然简洁，但其中蕴含的意境却十分深远。	产品的#形式#设计要符合人体工程学原理，既美观又实用。	他的诗歌在#形式#上打破了传统格律的束缚，呈现出一种自由奔放的风格。	这款手机的#形式#设计非常时尚，圆润的边角和渐变的色彩深受年轻人喜爱。	雕塑家精心雕琢作品的#形式#，每一个线条都经过反复推敲。	建筑的#形式#美学不仅体现在外观上，还要与周围环境和谐统一。			
形式	xing2 shi4	事物的方式或样式	网络教学是一种新兴的教育#形式#，打破了时间和空间的限制。	这次会议采用线上线下相结合的#形式#进行，方便了无法到场的参会者。	随着科技的发展，支付#形式#越来越多样化，从现金到移动支付应有尽有。	他们以座谈会的#形式#讨论了公司未来的发展战略和市场布局。	这部小说采用书信体的#形式#叙述故事，给读者带来了独特的阅读体验。	艺术表现的#形式#多种多样，包括绘画、雕塑、音乐、舞蹈等。	政府以补贴的#形式#支持农业发展，帮助农民提高收入水平。						
形式	xing2 shi4	具体的形状或轮廓	云朵在天空中变幻着各种#形式#，一会儿像绵羊，一会儿像城堡。	这种细菌在显微镜下呈现出杆状的#形式#，与球形细菌有明显区别。	设计师将产品的#形式#从方形改为流线型，使其更具现代感。	水在不同温度下会呈现不同的#形式#，可以是液态、固态或气态。	这块奇石的#形式#酷似一只展翅欲飞的雄鹰，被收藏家视为珍品。	分子的#形式#结构决定了物质的化学性质，这是化学研究的基础。	陶艺师傅用灵巧的双手塑造出各种优美的#形式#，每一件作品都独一无二。	这种晶体的#形式#呈六边形，在阳光下折射出绚丽的光彩。			
形式	xing2 shi4	拘泥程序的表面形式	我们不要搞#形式#主义，要把工作落到实处，真正解决群众的实际问题。	这种检查纯粹是走#形式#，根本起不到任何监督作用。	他批评某些干部只注重#形式#，不注重实效，严重脱离了群众。	开会不能流于#形式#，要真正讨论问题、解决问题才有意义。	有些企业的培训只是走个#形式#，员工根本学不到什么实用的技能。	我们要坚决反对#形式#主义和官僚主义，切实改进工作作风。	这份报告写得很漂亮，但都是#形式#上的东西，缺乏实质性的内容。	领导强调工作要务实，不能只做表面#形式#，要看实际成效。			
