word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
继	ji4	之后随后表示时间先后	他先是在北京大学完成了本科学业，#继#而又赴美国哈佛大学攻读博士学位，成为家族中第一个留学生。	公司宣布裁员消息后，员工们先是震惊，#继#而愤怒，最后纷纷开始寻找新的工作机会。	春雷响过之后，#继#而便是连绵不断的春雨，将整个江南水乡笼罩在一片朦胧的烟雨之中。	她先是轻声抽泣，#继#而放声大哭，多年压抑的情绪在那一刻彻底爆发出来。	政府先是出台了一系列扶持政策，#继#而又投入大量资金，终于使这个贫困县摘掉了穷帽子。	演讲者先是用幽默的开场白吸引了观众的注意，#继#而深入浅出地阐述了人工智能的发展前景。	球队在上半场先失一球，#继#而在下半场连扳两球，最终以二比一的比分逆转取胜。				
含有	han2 you3	含有内含物	这款新型饮料#含有#多种维生素和矿物质，特别适合运动后补充身体所需的营养元素。	研究人员发现，这种植物的叶片中#含有#一种特殊的化学成分，对治疗某些慢性疾病具有显著效果。	食品包装上明确标注该产品#含有#花生成分，提醒过敏体质的消费者谨慎食用。	这片土壤#含有#丰富的有机质和微量元素，非常适合种植高品质的葡萄用于酿酒。	化验报告显示，这批进口化妆品中#含有#超标的重金属物质，已被海关依法扣押处理。	科学家在陨石样本中发现其#含有#地球上极为罕见的稀有元素，这一发现引起了学术界的广泛关注。	中医认为这味草药#含有#清热解毒的有效成分，自古以来就被用于治疗各种炎症。				
含有	han2 you3	包括在内	这份年度报告#含有#财务数据、市场分析和未来发展规划等多个重要章节，请各位董事仔细审阅。	新修订的员工手册#含有#关于远程办公、弹性工作制等最新政策，将于下月起正式实施。	这套丛书#含有#从入门到精通的全部教程，是自学编程的理想选择。	博物馆的这批捐赠藏品#含有#多件国家一级文物，极大地丰富了馆内的收藏体系。	此次展览#含有#来自二十多个国家的艺术作品，充分展现了当代艺术的多元面貌。	这个软件安装包#含有#所有必需的驱动程序和配置文件，用户无需另外下载任何组件。	合同附件#含有#详细的技术规格说明和验收标准，双方应严格按照条款执行。				
情节	qing2 jie2	事情发展的具体来龙去脉	法官在量刑时充分考虑了案件的具体#情节#，认为被告人系初犯且有自首表现，最终从轻判处。	警方正在调查这起诈骗案的来龙去脉，目前已基本掌握了犯罪#情节#和涉案金额。								
情节	qing2 jie2	小说戏剧的故事线和梗概	这部悬疑小说的#情节#设计极为精巧，每一个看似无关的细节最后都成为破案的关键线索。	观众们被电影跌宕起伏的#情节#深深吸引，直到片尾字幕出现才意犹未尽地离开影院。	编剧为了增加戏剧冲突，特意在第三幕安排了一个出人意料的#情节#反转，让所有人大吃一惊。	这部网络剧的#情节#拖沓冗长，很多观众看到一半就弃剧了，豆瓣评分也因此一路下滑。	小说的#情节#虽然简单，但作者细腻的心理描写和优美的文笔使其成为当年最畅销的文学作品。	导演在改编原著时对#情节#进行了大幅删减，保留了最核心的故事主线和人物关系。	读者们在论坛上热烈讨论着小说后续#情节#的走向，纷纷猜测主角最终能否揭开身世之谜。				
考察	kao3 cha2	对单位或事物进行检查视察	省教育厅组织专家组对全市中小学的办学条件进行了为期一周的#考察#，并提出了改进建议。	公司高层决定亲自前往各地分公司#考察#，了解一线员工的实际工作状况和面临的困难。	市长带领相关部门负责人#考察#了新建的污水处理厂，对工程质量和环保标准表示满意。	投资方在签约前对这家初创企业进行了全面#考察#，包括技术实力、团队背景和市场前景等方面。	上级领导不打招呼突然来#考察#，让平时工作懈怠的部门措手不及，暴露出不少管理漏洞。	评审委员会将对申报单位进行实地#考察#，重点检查其科研设施和人才队伍建设情况。	董事会派出专人#考察#了三家候选供应商的生产能力和质量管控体系，最终确定了合作对象。				
考察	kao3 cha2	现场调查取证的考察活动	地质学家们深入青藏高原腹地进行野外#考察#，采集了大量珍贵的岩石和化石样本。	这支科研团队在南极进行了长达三个月的科学#考察#，获得了关于气候变化的第一手数据。	考古队在遗址现场开展了细致的#考察#工作，发掘出多件距今三千年的青铜器。	海洋生物学家乘坐科考船对深海生态系统进行#考察#，发现了数种此前未被记录的新物种。	为了撰写这篇调查报告，记者深入偏远山区进行了为期两周的实地#考察#，走访了数十个村庄。	环保组织对这片湿地进行了生态#考察#，发现水质污染已严重威胁到候鸟的栖息环境。	人类学家在这个少数民族聚居区进行田野#考察#，记录下了许多即将失传的传统习俗和口述历史。				
感动	gan3 dong4	在情感上触及某人	她的真诚和善良深深#感动#了在场的每一个人，大家纷纷伸出援手帮助这个困难家庭。	老师多年来默默付出的故事#感动#了无数网友，相关视频在社交媒体上获得了上千万次播放。	父亲临终前的那封信#感动#了一向倔强的儿子，他终于理解了父亲深沉而内敛的爱。	志愿者们不辞辛劳的奉献精神#感动#了灾区群众，很多人含着眼泪向他们表示感谢。	这位企业家将毕生积蓄捐给教育事业的义举#感动#了整个社会，引发了人们对慈善的广泛讨论。	电影中母亲为保护孩子而牺牲的情节#感动#了观众，影院里此起彼伏地响起了抽泣声。	他用实际行动证明了自己的诚意，终于#感动#了一直对他心存芥蒂的岳父岳母。				
感动	gan3 dong4	令人感动的	这是一个#感动#中国的真实故事，讲述了一位乡村教师三十年如一日坚守讲台的事迹。	颁奖典礼上播放的短片记录了许多#感动#人心的瞬间，让现场嘉宾和观众都红了眼眶。	她在获奖感言中分享了一段#感动#全场的经历，讲述了母亲如何在艰难岁月中将她抚养成人。	这部纪录片捕捉到了许多#感动#观众的画面，真实呈现了医护人员在疫情期间的无私奉献。	网上流传的这段视频记录了一个#感动#无数人的场景：消防员从火场中救出婴儿后累倒在地。	记者采访到了一个#感动#社会的故事，一位拾荒老人多年来默默资助贫困学生完成学业。	这封写给已故父亲的信在网上引发热议，被网友称为年度最#感动#人的文字。				
考核	kao3 he2	对人员或事物进行测试或审查	公司每季度都会对员工进行绩效#考核#，结果将直接影响年终奖金的发放和职位晋升。	新入职的医生必须通过严格的临床技能#考核#，才能获得独立执业的资格。								
