word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
其他	qi2 ta1	别的东西或人	这件事情我已经处理好了，#其他#的问题你可以去找李经理帮忙解决。	除了小王之外，#其他#同事都已经提交了本季度的工作报告，请尽快催促他完成。	我只负责市场推广这一块，#其他#部门的事务不在我的职责范围之内。	这款手机的摄像功能非常出色，但#其他#方面的配置就显得比较普通了。	会议上讨论的第一个议题已经达成共识，#其他#几个议题还需要进一步商议。	她把所有精力都放在了学业上，#其他#的事情一概不管，连朋友聚会都很少参加。	这家餐厅的招牌菜确实名不虚传，但#其他#菜品的味道就参差不齐了。	我们公司主要生产电子产品，#其他#类型的商品暂时不在我们的业务范围内。	这次考试数学成绩还不错，#其他#科目的分数就不太理想了，需要加强复习。
其他	qi2 ta1	其余部分	报告的第一章已经完成了，#其他#章节还在撰写当中，预计下周可以全部交稿。	蛋糕被切成了八块，小明吃了两块，#其他#的都被客人们分着吃完了。	这批货物中有三箱已经发出，#其他#的还在仓库里等待装车运输。	文章的开头写得很精彩，但#其他#部分就显得有些拖沓，需要进一步修改润色。	团队中有两个人负责前端开发，#其他#成员则专注于后端系统的搭建和维护。	这套丛书的前三册已经出版，#其他#几册预计在明年年初陆续上市。	项目的核心功能已经开发完毕，#其他#辅助功能还需要两周时间才能完成。	演出的上半场非常精彩，#其他#节目也都各具特色，观众们看得十分尽兴。	这篇论文的摘要和引言部分已经定稿，#其他#内容还需要根据导师的意见进行修改。
地方	di4 fang1	较大的地理区域	这个#地方#的经济发展水平在全省名列前茅，吸引了大量外来投资和人才。	他从小在偏远的#地方#长大，后来考上大学才第一次走出大山看到外面的世界。	不同#地方#的风俗习惯差异很大，入乡随俗是旅行者应该遵守的基本礼仪。	这个#地方#四季分明，春天百花盛开，是著名的旅游胜地和避暑圣地。	政府正在大力扶持贫困#地方#的基础设施建设，希望能够缩小城乡发展差距。	她走遍了祖国的大江南北，每到一个#地方#都会记录当地的人文风情。	这个#地方#的方言非常独特，外地人几乎完全听不懂当地人在说什么。	沿海#地方#的经济发展速度明显快于内陆省份，这与地理位置优势密不可分。	他在这个#地方#工作了二十多年，对当地的社会经济状况了如指掌。
地方	di4 fang5	具体的地点或场所	我们约好在老#地方#见面，就是学校门口那家咖啡店，不见不散。	这个#地方#停车很不方便，每次来都要绕好几圈才能找到车位。	她找了一个安静的#地方#坐下来，打开笔记本电脑开始处理工作邮件。	这个#地方#我以前来过，记得附近有一家很好吃的面馆，我们去尝尝吧。	他在地图上标记了几个#地方#，都是这次旅行计划要去参观的景点。	这个#地方#晚上治安不太好，天黑以后最好不要一个人在外面走动。	我们需要找一个合适的#地方#举办这次活动，最好能容纳两百人左右。	这个#地方#的风景真美，难怪每年都有那么多游客慕名而来。	她把钥匙放在了一个隐蔽的#地方#，只有家人知道具体位置在哪里。
地方	di4 fang5	三维空间或可用空间	这个房间太小了，连放一张床的#地方#都没有，更别说其他家具了。	请大家往里面挪一挪，给后面上车的乘客腾出一点#地方#来。	书架上已经没有#地方#了，新买的书只能暂时堆在地上等着整理。	这辆车的后备箱很大，有足够的#地方#放下全家人的行李和露营装备。	厨房里的#地方#有限，所以我们只能买一个小型的冰箱凑合着用。	他把桌子上的杂物都收拾干净，腾出#地方#来摆放新买的电脑显示器。	这个仓库的#地方#不够用了，公司正在考虑另外租一个更大的场地。	飞机上的行李架已经满了，没有#地方#放你的登机箱，只能托运了。	阳台上种满了花草，几乎没有落脚的#地方#，但看起来生机勃勃的。
地方	di4 fang5	房间或室内空间	这套公寓的#地方#虽然不大，但布置得非常温馨，住起来很舒适。	他们家的#地方#很宽敞，客厅就有五十多平米，足够举办小型聚会。	租的这个#地方#采光很好，每天早上阳光都能照进卧室，让人心情愉悦。	我们需要找一个#地方#当作临时办公室，最好交通便利、租金合理。	这个#地方#的装修风格很现代，简约大方，非常符合年轻人的审美。	她把自己的小#地方#收拾得井井有条，虽然面积不大但五脏俱全。	新搬的#地方#离公司很近，走路十分钟就能到，省去了通勤的烦恼。	这个#地方#的隔音效果不太好，隔壁邻居说话的声音都能听得一清二楚。	他在市中心租了一个#地方#，虽然价格不菲，但胜在位置优越、生活便利。
地方	di4 fang5	领地或势力范围	这片区域是他们帮派的#地方#，外人最好不要轻易踏入，以免惹上麻烦。
号	hao2	咆哮声或怒吼	狂风怒#号#，大雨倾盆，整个城市陷入了一片混乱之中，交通几乎瘫痪。	受伤的狮子发出震耳欲聋的怒#号#，吓得周围的动物四散奔逃。	海浪拍打着礁石，发出阵阵#号#叫，仿佛大海在向人类展示它的力量。	北风呼#号#着穿过树林，带来了今年冬天的第一场寒流。	那头被困的野兽不停地#号#叫，声音凄厉，在山谷中回荡了很久。	暴风雨中，狂风#号#叫着席卷一切，路边的树木被吹得东倒西歪。	老虎被激怒后发出一声长#号#，那威严的声音让在场所有人都不寒而栗。	寒风在窗外#号#叫了一整夜，第二天早上起来发现外面已经白雪皑皑。	那头受伤的熊发出痛苦的#号#叫，声音中充满了愤怒和绝望。
号	hao2	呼喊或呼叫声	孩子走丢后，母亲在人群中大声呼#号#，声音都已经嘶哑了。	战场上，士兵们齐声#号#叫着冲向敌阵，那气势震天动地。	她听到噩耗后失声痛哭，#号#啕大哭的声音让在场的人都为之动容。	老人在葬礼上#号#啕不止，悲痛欲绝的样子让所有亲友都红了眼眶。	示威者们高声呼#号#着口号，要求政府正视他们的诉求。	那个小女孩因为找不到妈妈而#号#啕大哭，路人纷纷上前安慰她。	球迷们在看台上齐声#号#叫，为自己支持的球队加油助威。	他得知亲人去世的消息后，忍不住#号#啕痛哭，悲伤之情溢于言表。	救援人员听到废墟下传来微弱的呼#号#声，立即加快了挖掘速度。
号	hao4	表示次序的序数词	请三十五#号#顾客到二号窗口办理业务，记得带好您的身份证件。	他在这次马拉松比赛中获得了第一名，胸前佩戴的是一#号#选手的号码牌。	我们的座位在十二排五#号#，位置很好，正对着舞台中央。	这是本月第三#号#台风，气象部门已经发布了红色预警信号。	他穿着二十三#号#球衣，这个号码是为了致敬他心目中的篮球偶像。	请问您的快递单#号#是多少？我帮您查询一下包裹的物流信息。	这份文件的编#号#是A-2023-0156，请按照编号顺序归档保存。	她抽到的是七#号#签，按照顺序排在第七个上台进行演讲。	这辆公交车是三十八#号#线，终点站是火车站，大约需要四十分钟。
