word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
骆驼	luo4 tuo5	有驼峰的哺乳动物	丝绸之路上的商队依靠#骆驼#穿越茫茫戈壁，这些耐旱的动物能够连续数日不喝水。	动物园新引进了两峰双峰#骆驼#，它们来自蒙古草原，吸引了大批游客前来观赏。	在撒哈拉沙漠中，#骆驼#是当地游牧民族最重要的交通工具和财富象征。	科学家研究发现，#骆驼#的驼峰储存的是脂肪而非水分，这一发现颠覆了许多人的认知。	那位摄影师在敦煌拍摄了一组#骆驼#队伍在夕阳下行走的照片，画面壮观而震撼。	牧民们赶着一群#骆驼#缓缓走过沙丘，驼铃声在寂静的沙漠中回荡。			
骆驼	luo4 tuo5	笨拙愚蠢的人	你这个#骆驼#，这么简单的数学题都算错了，真是让人无语。	别跟那个#骆驼#一般见识，他连基本的人情世故都不懂。	老张私下里总说小王是个#骆驼#，做事笨手笨脚的，什么都学不会。	她气得骂丈夫是个#骆驼#，连孩子的家长会都能忘得一干二净。	村里人都知道他是个#骆驼#，种地施肥都能把庄稼给烧死。	这个#骆驼#居然把老板的车钥匙扔进了垃圾桶，害得大家找了一下午。			
惊奇	jing1 qi2	感到惊异和赞叹	观众们对魔术师的精彩表演感到无比#惊奇#，纷纷起立鼓掌致敬。								
惊奇	jing1 qi2	感到意外和吃惊	她#惊奇#地发现，多年未见的初恋情人竟然成了自己的新邻居。	令人#惊奇#的是，这位从未接受过专业训练的农村少年居然在国际钢琴比赛中获得了金奖。	我#惊奇#地看到，平时沉默寡言的父亲竟然在母亲的生日宴会上深情献唱。	当得知自己中了五百万大奖时，他#惊奇#得说不出话来，以为自己在做梦。	让所有人都感到#惊奇#的是，那个被医生宣判只能活三个月的病人竟然奇迹般地康复了。	她#惊奇#地发现钱包居然原封不动地躺在公交车座位上，里面的现金分文未少。			
惊奇	jing1 qi2	对事物感到好奇纳闷	孩子们用#惊奇#的目光打量着这台从未见过的机器，不停地问这问那。	游客们带着#惊奇#的神情观察着这种奇特的植物，纷纷猜测它是如何在如此恶劣的环境中生存的。	小女孩#惊奇#地盯着天空中变幻莫测的云彩，想象着它们会变成什么形状。	科学家们对这一反常的实验结果感到#惊奇#，决定重新审视原有的理论假设。	老人#惊奇#地看着孙子手中的智能手机，不明白这个小小的东西怎么能做这么多事情。	面对这座古老建筑的精妙结构，建筑师们无不感到#惊奇#，反复研究其中的奥秘。			
良	liang2	品质或状态良好	这批新采购的原材料品质优#良#，完全符合我们的生产标准。	医生说他的身体状况#良#好，各项指标都在正常范围内。	该公司一直保持着#良#好的信誉，在业界口碑极佳。	这款汽车的安全性能#良#好，在碰撞测试中获得了五星评价。	学校致力于为学生营造#良#好的学习环境，投入了大量资源改善教学设施。	农业专家指出，今年的气候条件#良#好，粮食产量有望创历史新高。			
良	liang2	表示程度较强，相当	他对这次失败#良#有感触，写下了一篇深刻的反思文章。	经过这番谈话，我对他的为人#良#有好感，觉得他是个值得交往的朋友。	老教授对当前学术界的浮躁风气#良#有忧虑，多次在会议上直言批评。	她对古典音乐#良#有研究，能够准确分辨不同时期作曲家的风格特点。	这位企业家对市场趋势#良#有洞察，总能在关键时刻做出正确的决策。	他对中国传统文化#良#有心得，经常受邀到各地讲学。			
良	liang2	表示程度极高，非常	听闻恩师去世的消息，他#良#久无法平静，往事一幕幕浮现在眼前。	两位老友重逢，相谈甚欢，#良#久不愿分别。	她站在故居门前，#良#久凝视着那扇斑驳的木门，思绪万千。	演出结束后，观众们#良#久沉浸在音乐的余韵中，迟迟不愿离去。	读完这封信，他#良#久说不出话来，眼眶渐渐湿润了。	面对这幅传世名画，鉴赏家#良#久驻足观看，反复品味其中的意境。			
争执	zheng1 zhi2	就问题提出争议或异议	双方律师就合同条款的解释问题展开了激烈的#争执#，庭审持续了整整一天。	学术会议上，两位教授就研究方法的科学性问题产生了#争执#，各自引经据典为自己辩护。	业主们与物业公司就停车费涨价问题发生了#争执#，最终诉诸法律途径解决。	在遗产分配问题上，兄弟几人产生了严重的#争执#，不得不请律师介入调解。	代表们就预算分配方案展开了激烈的#争执#，会议不得不延期举行。	两家公司就专利归属问题#争执#不下，这场官司已经打了三年之久。			
争执	zheng1 zhi2	对看法或意见表示不同意	夫妻俩经常为孩子的教育方式#争执#，一个主张严格管教，一个提倡自由发展。	同事们就项目方案的可行性#争执#了一上午，始终无法达成共识。	老两口为要不要卖掉老房子搬去和儿子同住的问题#争执#了好几个月。	朋友们聚会时为哪部电影更好看#争执#起来，各有各的道理，谁也说服不了谁。	设计团队内部就产品的配色方案#争执#激烈，最终决定做两版让用户投票选择。	姐妹俩为该去哪里度假#争执#了半天，一个想去海边，一个想去山里。			
