word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
状	zhuang4	外形或外观	这块奇石呈不规则#状#，表面布满了岁月侵蚀的痕迹，却散发着一种古朴的美感。	医生仔细观察了患者皮肤上的红疹，发现其呈环形#状#分布，初步判断可能是真菌感染所致。	从高空俯瞰，整个湖泊呈月牙#状#，碧蓝的湖水在阳光下闪烁着迷人的光芒。	这种新型材料呈蜂窝#状#结构，不仅重量轻，而且具有极强的抗压能力。	厨师将胡萝卜切成细丝#状#，与其他蔬菜一起翻炒，色香味俱全。	显微镜下可以清晰地看到这种细菌呈杆#状#，两端略微圆钝，是典型的大肠杆菌形态。	建筑师设计的这座桥梁呈拱形#状#，既美观大方又符合力学原理，成为城市的标志性建筑。					
状	zhuang4	状态或情况	病人目前处于昏迷#状#态，医疗团队正在全力抢救，家属在走廊里焦急地等待着消息。	经济学家分析指出，当前市场处于低迷#状#态，投资者应保持谨慎，避免盲目跟风。	运动员在比赛前通过冥想让自己进入最佳竞技#状#态，以便在赛场上发挥出最高水平。	这台老旧的机器已经处于半报废#状#态，维修成本太高，不如直接更换新设备。	心理咨询师发现来访者长期处于焦虑#状#态，建议其调整作息并学习一些放松技巧。	由于连续加班，他整个人处于极度疲惫的#状#态，连说话的力气都没有了。	谈判双方目前处于僵持#状#态，任何一方都不愿意做出让步，调解工作陷入困境。					
状	zhuang4	描述或叙述情形	这种复杂的情感难以言#状#，只有亲身经历过的人才能真正理解其中的滋味。	目击者试图向警察描#状#当时的情景，但由于过度惊吓，语无伦次，说不清楚细节。	作家用细腻的笔触描#状#了战争年代普通人的生活，读来令人动容。	那场灾难的惨烈程度难以名#状#，幸存者每每回忆起来都会泪流满面。	记者详细描#状#了事故现场的混乱景象，让读者仿佛身临其境。	古人常用"罄竹难书"来形#状#罪行之多，表达无法一一列举的意思。	她试图向朋友描#状#自己在异国他乡的孤独感，却发现语言是如此苍白无力。					
状	zhuang4	书面的控诉或诉状	原告向法院递交了一份长达二十页的诉#状#，详细列举了被告的种种违约行为。	律师连夜起草了这份民事起诉#状#，力求在法律条文的引用上做到准确无误。	村民们联名写了一封告#状#信，反映当地企业违规排污的问题，希望上级部门能够重视。	在古代，百姓若要告御#状#，必须先经过层层官府，程序极为繁琐。	被告收到法院送达的应诉通知书和起诉#状#副本后，立即聘请了律师准备应诉。	这份刑事自诉#状#写得条理清晰，证据充分，法官当庭决定立案受理。	他因不满判决结果，又向上级法院递交了上诉#状#，请求重新审理此案。					
状	zhuang4	证明文件或凭证	她把那张泛黄的奖#状#小心翼翼地装进相框，挂在书房最显眼的位置。	毕业典礼上，校长亲自为优秀毕业生颁发荣誉证书和奖#状#，场面十分隆重。	这张委任#状#是他担任驻外大使的正式凭证，具有重要的历史价值。	公司年会上，总经理为业绩突出的员工颁发了荣誉#状#和丰厚的奖金。	古代科举考试中，考中状元的人会获得皇帝亲自颁发的#状#元及第证书。	墙上挂满了各种比赛的获奖证书和奖#状#，见证了她多年来的努力和成就。	这份嘉奖#状#是对他在抗洪救灾中英勇表现的肯定，他将其视为莫大的荣誉。					
得道	de2 dao4	达到道的境界	老子认为，真正#得道#之人应当顺应自然，无为而治，不刻意追求功名利禄。	禅宗强调顿悟，认为#得道#不在于苦修，而在于一念之间的觉醒与解脱。	古代修行者常年隐居深山，潜心修炼，只为有朝一日能够#得道#成圣。	庄子笔下的真人已然#得道#，能够超越生死，与天地同游，逍遥自在。	师父告诫弟子们，#得道#之路漫长而艰辛，需要持之以恒的修行和领悟。	儒家认为#得道#在于修身齐家治国平天下，是一种入世的人生追求。	这位高僧据说已经#得道#多年，言行举止间透露出一种超凡脱俗的气质。					
得道	de2 dao4	成仙得长生	民间传说中，八仙#得道#成仙后，常常下凡济世救人，留下许多美丽的故事。	道教典籍记载，修炼者若能#得道#成仙，便可长生不老，逍遥于天地之间。	古人相信，凡人若能#得道#飞升，便可脱离轮回之苦，永享仙界的清福。	传说中的吕洞宾#得道#成仙后，云游四方，以剑术和医术救助世人。	这座道观据说是当年祖师爷#得道#飞升之地，至今香火鼎盛，信众络绎不绝。	神话故事里，白蛇修炼千年终于#得道#化为人形，却因爱上凡人而历经劫难。	村里的老人常说，山顶那棵古松已有千年树龄，说不定哪天就#得道#成精了。					
萨	Sa4	萨姓	#萨#镇冰是清末民初著名的海军将领，为中国近代海军的发展做出了重要贡献。	据族谱记载，#萨#氏家族的祖先是元代从西域迁入中原的色目人后裔。	#萨#本栋是中国著名的物理学家和教育家，曾担任厦门大学校长多年。	这位#萨#姓企业家白手起家，经过三十年的打拼，终于建立起自己的商业帝国。	#萨#家在福建是名门望族，历代出过不少文人学士和朝廷命官。	我的同事老#萨#是个热心肠，谁有困难他都会主动帮忙，深受大家喜爱。	#萨#师俊是抗日战争中牺牲的海军英雄，他指挥的中山舰与日军血战到底。					
抛弃	pao1 qi4	放弃并离开某人或物	她无法原谅丈夫在她最困难的时候#抛弃#了她，独自带着孩子艰难度日。	这只流浪狗曾被主人无情#抛弃#，如今在救助站里重新找到了温暖的家。	他为了追求事业上的成功，#抛弃#了家庭和亲情，多年后才意识到自己失去了什么。	战争年代，许多父母被迫#抛弃#年幼的孩子，这成为他们一生无法愈合的伤痛。	公司在经营困难时#抛弃#了那些曾经并肩作战的老员工，令人心寒。	她决定#抛弃#过去的一切，到一个陌生的城市重新开始自己的人生。	那个被生母#抛弃#的女孩在养父母的关爱下健康成长，最终考上了理想的大学。					
抛弃	pao1 qi4	丢弃不用的物品	环保组织呼吁市民不要随意#抛弃#废旧电池，应该送到专门的回收点处理。	搬家时她#抛弃#了许多不再需要的旧物，只带走了那些有纪念意义的东西。	工厂违规#抛弃#工业废料，严重污染了周边的河流和土地，被环保部门重罚。	他把那些过时的衣服全部#抛弃#，腾出衣柜的空间来放置新购买的服装。	城市郊区经常有人偷偷#抛弃#建筑垃圾，给环境治理带来很大的困难。	这台旧电脑虽然运行缓慢，但他舍不得#抛弃#，因为里面存储着许多珍贵的回忆。	随着科技的发展，人们#抛弃#了笨重的台式机，转而使用轻便的笔记本电脑。					
