word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
外心	wai4 xin1	不忠诚的性情	朝廷对边疆将领一向猜忌，生怕他们手握重兵后生出#外心#，因此频繁调换驻防。	古代帝王最忌讳臣子有#外心#，一旦发现便会严惩不贷，甚至株连九族。	他在公司工作多年，老板一直担心他会有#外心#，跳槽到竞争对手那里去。	历史上许多功臣因被怀疑有#外心#而遭到诛杀，这让后来的将领们都战战兢兢。	主公对他恩重如山，他怎么可能生出#外心#，背叛自己的恩人呢？	那位大臣被诬陷有#外心#，意图谋反，最终含冤入狱，家破人亡。				
外心	wai4 xin1	几何中的外心点	三角形的#外心#是三条边垂直平分线的交点，也是外接圆的圆心。	在解这道几何题时，我们需要先找到这个多边形的#外心#，然后计算外接圆的半径。	老师在黑板上画出三角形，用尺规作图的方法演示如何找到#外心#的位置。	锐角三角形的#外心#位于三角形内部，而钝角三角形的#外心#则在三角形外部。	这道竞赛题要求证明四边形的#外心#与内心重合时，该四边形必为正方形。	学习平面几何时，理解#外心#、内心、重心、垂心这四心的性质非常重要。				
外送	wai4 song4	送出物品或传送	医院的检验科每天都要#外送#大量血液样本到专业实验室进行检测分析。	公司文件需要#外送#到合作方签字，请安排专人负责递送并确保文件安全。	这批货物太重了，我们没有合适的车辆，只能委托物流公司#外送#到客户手中。	银行规定大额现金不能由客户自行携带，必须由押运车#外送#到指定地点。	她把亲手织的毛衣包好，准备#外送#给远在他乡的儿子，希望他冬天能穿上。	工厂生产的零部件需要#外送#到总装车间，整个物流环节必须严格把控时间。				
外送	wai4 song4	快餐外送服务	现在年轻人都懒得做饭，一日三餐几乎全靠#外送#解决，餐饮外卖行业因此蓬勃发展。	这家餐厅的#外送#服务非常周到，不仅送餐快，还会附赠餐具和湿巾。	疫情期间，许多餐厅都开通了#外送#业务，骑手们穿梭在大街小巷，成为城市的一道风景。	他在手机上点了一份#外送#，半小时后热腾腾的饭菜就送到了家门口。	为了保证食品安全，#外送#平台对商家的卫生条件和配送时间都有严格要求。	周末宅在家里追剧，叫份#外送#披萨配可乐，简直是最惬意的享受了。				
兑现	dui4 xian4	将支票等兑成现金	他拿着那张过期的支票去银行#兑现#，却被告知已经无法办理了。	中奖后她激动得一夜没睡，第二天一早就去彩票中心#兑现#那张价值百万的彩票。	这张汇票需要到指定银行才能#兑现#，其他网点是不受理的。	老人翻出一张三十年前的存单，没想到去银行#兑现#时竟然还能取出本金和利息。	公司发的奖金支票必须在三个月内#兑现#，否则就会作废。	他把客户开的支票拿去#兑现#，发现账户余额不足，支票被退回了。				
兑现	dui4 xian4	履行诺言或承诺	新市长上任后积极#兑现#竞选时的承诺，大力整治环境污染问题。	他是个言出必行的人，答应别人的事情一定会#兑现#，从不食言。	公司年初承诺的年终奖金终于#兑现#了，员工们都非常高兴。	政府必须#兑现#对老百姓的承诺，切实解决住房难、看病贵等民生问题。	她当年许下的诺言如今终于#兑现#，带着父母去了他们梦寐以求的欧洲旅行。	领导干部要敢于担当，对群众作出的承诺必须不折不扣地#兑现#。				
全本	quan2 ben3	未经删节的完整版本	这部小说的#全本#有八十万字，市面上流通的大多是删减版。	他花了三个月时间，终于读完了《红楼梦》的#全本#，对书中人物有了更深的理解。						
全本	quan2 ben3	完整演出的全场节目	京剧《龙凤呈祥》的#全本#演出需要四个多小时，现在很少有剧团能完整呈现了。	老戏迷们最期待的就是能看一场#全本#《长生殿》，可惜这样的演出机会越来越少。	这次戏曲节将上演昆曲《牡丹亭》的#全本#，五十五折戏分三天演完，票早已售罄。	年轻演员很少有机会演#全本#大戏，大多只能在折子戏中磨练技艺。	剧团决定恢复排演#全本#《西厢记》，让观众能够欣赏到这部经典的完整面貌。	爷爷年轻时曾看过梅兰芳先生演的#全本#《贵妃醉酒》，至今回忆起来仍然激动不已。				
气息	qi4 xi1	呼吸时的气体	她俯下身去，感受到婴儿均匀的#气息#轻轻拂过自己的脸颊，心中充满了温柔。	老人的#气息#越来越微弱，家人们围在床边，默默地陪伴着他走完最后一程。	他屏住#气息#，一动不动地躲在草丛里，生怕被搜寻的敌人发现。	医生把手指放在病人鼻下，确认还有微弱的#气息#后，立即开始抢救。					
气息	qi4 xi1	气味或香气	走进花园，扑面而来的是玫瑰的芬芳#气息#，让人心旷神怡，流连忘返。									
