word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
追逐	zhui1 zhu2	积极奋力地追求或争取	年轻人应该勇敢地#追逐#自己的梦想，即使道路崎岖坎坷，也不要轻易放弃对美好未来的向往。						
漏	lou4	液体或气体从缝隙中渗出	楼上住户家的水管破裂，水不停地往下#漏#，把我家天花板都泡坏了，只好找物业来协调赔偿事宜。	这个旧水壶底部有个小洞，每次烧水都会#漏#出来，弄得灶台上到处都是水渍。	煤气管道老化严重，接口处开始#漏#气，维修师傅建议我们尽快更换整套管道以确保安全。	雨季来临，老房子的屋顶开始#漏#雨，爷爷只好爬上去用油毡布临时修补一下。	汽车油箱被石头磕破了一个小口，汽油慢慢往外#漏#，司机赶紧把车停到路边等待救援。	游泳圈不知道什么时候被扎破了，气一直往外#漏#，孩子只好上岸换一个新的。				
漏	lou4	泄露秘密或信息	公司内部有人向竞争对手#漏#了新产品的核心技术参数，导致我们失去了市场先机。	这份机密文件的内容被人#漏#给了媒体，引发了一场轩然大波，相关负责人被停职调查。	他不小心把考试题目#漏#给了同学，结果被监考老师发现，两人都受到了严厉处分。	情报人员在执行任务时绝对不能把行动计划#漏#出去，否则会危及整个团队的安全。	她无意中把朋友的隐私#漏#给了别人，导致两人的友谊出现了裂痕，至今仍未和好。	内部消息被人#漏#了出去，股价应声大跌，证监会随即介入调查是否存在内幕交易。				
漏	lou4	因疏忽而把内容遗漏掉	这份名单上#漏#了好几个重要嘉宾的名字，负责登记的工作人员被领导狠狠批评了一顿。	老师批改作业时不小心#漏#了两道题没有打分，学生拿回去之后才发现这个问题。	会议记录里#漏#掉了几项重要决议，秘书只好根据录音重新整理补充完整。	印刷厂排版时#漏#了一整段文字，导致这批书籍全部作废，损失惨重。	报名表上#漏#填了联系电话这一栏，工作人员无法通知他面试时间，差点错过这次机会。	财务报表中#漏#算了一笔大额支出，审计人员在复核时发现了这个严重错误。				
漏	lou4	古代用以计时的水钟或沙漏	古代宫廷中设有专门的官员负责看守铜#漏#，每隔一个时辰就要敲钟报时。	博物馆里陈列着一件汉代的青铜#漏#壶，上面刻有精美的纹饰，是珍贵的计时文物。	在机械钟表发明之前，#漏#是中国古人最常用的计时工具，其原理是利用水流的匀速性。	诗人在作品中写道"银#漏#声残梦未成"，用计时器的滴水声来烘托夜深人静的氛围。	考古学家在古墓中发现了一套完整的#漏#刻装置，为研究古代计时技术提供了宝贵资料。	史书记载，唐代的#漏#壶制作工艺已经相当精湛，误差可以控制在很小的范围内。				
爱漂亮	ai4 piao4 liang5	喜欢打扮注重外表	她从小就#爱漂亮#，每天早上都要花很长时间挑选衣服搭配首饰，才肯出门上学。	妹妹特别#爱漂亮#，衣柜里挂满了各种款式的裙子，每个季节都要添置新衣服。	虽然家里经济条件一般，但她天生#爱漂亮#，总能用有限的预算把自己打扮得体面大方。	奶奶年轻时也很#爱漂亮#，至今还保留着几件当年精心缝制的旗袍，做工十分考究。	这个小姑娘#爱漂亮#的程度超乎想象，连去楼下倒垃圾都要换上干净整洁的衣服。	她#爱漂亮#的性格从未改变，即使年过六旬，出门前依然要认真化妆、搭配服饰。				
爱漂亮	ai4 piao4 liang5	过分注重外表的审美态度	现代社会的#爱漂亮#风气愈演愈烈，许多年轻人不惜花费巨资进行整容手术追求完美外表。	这种过度#爱漂亮#的心态其实反映了内心的不自信，真正的美应该由内而外自然散发。	社交媒体助长了#爱漂亮#的风潮，人们越来越在意自己在照片中的形象是否完美无瑕。	心理学家指出，极端的#爱漂亮#倾向可能导致身体畸形恐惧症，需要及时进行心理干预。	消费主义文化不断强化#爱漂亮#的价值观，让人们误以为外表是衡量个人价值的唯一标准。	她的#爱漂亮#已经到了病态的程度，每天照镜子的时间超过三个小时，严重影响正常生活。				
感应	gan3 ying4	对外界刺激或信号的反应	这款智能门锁配备了先进的指纹#感应#系统，只需轻轻触碰就能快速识别并开门。	植物对光线的#感应#非常敏锐，向日葵会随着太阳的移动而转动花盘的朝向。	触摸屏的#感应#灵敏度直接影响用户体验，高端手机在这方面的表现明显优于低端产品。	自动门的红外#感应#装置检测到有人靠近时，会立即发出信号控制门扇打开。	这种新型材料对温度变化的#感应#极为灵敏，可以用于制作高精度的温度传感器。	夜间行车时，车灯的自动#感应#功能会根据环境光线强弱自动调节亮度，非常实用。				
感应	gan3 ying4	引起的动作或生理性反应	医生用小锤轻敲膝盖下方，测试患者的膝跳#感应#是否正常，以判断神经系统功能。	过敏体质的人接触花粉后会产生强烈的#感应#，出现打喷嚏、流鼻涕等症状。							
感应	gan3 ying4	相互作用或互相感应的过程	电磁#感应#现象的发现为人类利用电能奠定了理论基础，是物理学史上的重大突破。	变压器的工作原理就是利用电磁#感应#，通过改变线圈匝数来调节电压的高低。	无线充电技术基于电磁#感应#原理，让手机摆脱了数据线的束缚，使用更加便捷。	科学家正在研究量子#感应#现象，希望能够实现超远距离的信息传输和量子计算。	两个相邻的电路之间会产生互#感应#效应，设计电路板时必须考虑这种干扰因素。	发电机通过切割磁力线产生电磁#感应#，将机械能转化为电能供千家万户使用。				
