word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
号叫	hao2 jiao4	大声呼喊或叫嚷	深夜里，受伤的野狗在街角不停地#号叫#，凄厉的声音让整个小区的居民都无法入睡。	孩子被突然窜出的大狗吓得#号叫#起来，妈妈赶紧跑过去把他抱在怀里安慰。	那个醉汉在马路中间#号叫#着，挥舞着手臂，路过的行人都绕道而行。	球迷们在看台上疯狂地#号叫#，为自己支持的球队加油助威，整个体育场都沸腾了。	她在噩梦中#号叫#着惊醒，额头上满是冷汗，心脏剧烈地跳动着。	示威者们在广场上#号叫#着口号，要求政府回应他们的诉求，场面一度十分混乱。				
招聘	zhao1 pin4	发布职位邀请应聘	公司在各大求职网站上发布了#招聘#信息，希望能吸引更多优秀的应届毕业生前来应聘。	这家科技企业的#招聘#广告写得非常有创意，在社交媒体上引发了广泛关注和转发。	人力资源部门正在筹备下周的校园#招聘#会，预计将有超过五百名学生参加。	由于业务扩张迅速，公司不得不加大#招聘#力度，在全国范围内寻找合适的人才。	她负责撰写#招聘#启事，需要准确描述岗位职责和任职要求，以便筛选出合适的候选人。	这份#招聘#公告明确列出了薪资待遇和福利条件，吸引了大量求职者投递简历。	政府部门的#招聘#程序通常比较严格，需要经过笔试、面试和政审等多个环节。			
招聘	zhao1 pin4	招募人员担任岗位	医院急需#招聘#一批有经验的护士，以应对日益增长的医疗服务需求。	这家初创公司正在#招聘#技术总监，要求候选人具有十年以上的软件开发经验。	学校决定#招聘#几位外籍教师来提升学生的英语口语水平和跨文化交流能力。	工厂为了赶订单，临时#招聘#了一批季节性工人，解决了人手不足的问题。	她被这家知名律所#招聘#为合伙人，这是对她多年专业能力的最好认可。	公司计划明年#招聘#五十名应届毕业生，作为管理培训生进行重点培养。	这个项目组需要#招聘#一位精通数据分析的专家，来处理海量的用户行为数据。			
疑问	yi2 wen4	需要解答的问题	学生们在课堂上提出了许多#疑问#，老师耐心地一一解答，直到每个人都理解为止。	这份报告中有几个#疑问#需要进一步核实，请相关部门提供补充材料。	关于新政策的实施细则，群众还有不少#疑问#，政府部门将召开新闻发布会进行说明。	他在阅读这篇论文时产生了一些#疑问#，决定写信向作者请教。	面对记者提出的尖锐#疑问#，发言人从容不迫地给出了详细的回应。	这个科学实验的结果引发了学术界的诸多#疑问#，需要更多的研究来验证。	客户对产品的使用方法存在#疑问#，客服人员通过视频演示帮助他们解决了困惑。			
疑问	yi2 wen4	对某人或某事进行盘问或审问	警察对嫌疑人进行了长达六个小时的#疑问#，试图找出案件的关键线索。	调查组对涉案人员逐一进行#疑问#，详细记录每个人的陈述和证词。	海关官员对这位旅客的行李进行了仔细检查，并就其入境目的进行了#疑问#。	纪检部门对举报信中提到的当事人展开了#疑问#，要求其说明相关财务往来。	法官在庭审中对证人进行了严格的#疑问#，以确认其证词的真实性和可靠性。	安全部门对可疑人员进行了例行#疑问#，核实其身份信息和活动轨迹。	审计人员对财务负责人进行了详细的#疑问#，要求其解释账目中的异常支出。			
疑问	yi2 wen4	对事实或真实性的怀疑	公众对这份调查报告的结论产生了强烈的#疑问#，认为其中存在明显的偏见。	她对丈夫的解释充满#疑问#，因为他的说法与事实存在太多矛盾之处。	专家们对这项研究的数据来源表示#疑问#，要求研究团队公开原始数据。	投资者对公司公布的财务数据持有#疑问#，股价因此出现了大幅下跌。	历史学家对这份文献的真实性提出了#疑问#，认为它可能是后人伪造的。	民众对官方的解释普遍存在#疑问#，要求进行独立的第三方调查。	他对这个消息的可靠性抱有#疑问#，决定亲自核实后再做决定。			
挖	wa1	挖掘土壤或地面	工人们正在用挖掘机#挖#地基，为即将建造的高层住宅楼做准备。	孩子们在沙滩上兴致勃勃地#挖#沙坑，想要建造一座属于自己的城堡。	园丁弯着腰在花园里#挖#土，准备种下一批新买的玫瑰花苗。	施工队需要先#挖#开这条马路，才能铺设新的地下管道。	农民们趁着天气晴好，在田里#挖#红薯，准备拿到集市上去卖。	考古队员小心翼翼地#挖#开表层土壤，生怕损坏下面可能存在的文物。	他在后院#挖#了一个深坑，打算建一个地下储藏室来存放杂物。			
挖	wa1	开采地下资源或遗迹	这座矿山已经#挖#了几十年，地下的煤炭资源即将枯竭。	考古学家在这片遗址上#挖#出了大量珍贵的青铜器和玉器。	非法采矿者在山区偷偷#挖#矿，严重破坏了当地的生态环境。	政府批准了一项新的开采计划，允许企业在指定区域#挖#稀土矿。	这支探险队在沙漠中#挖#出了一座被掩埋千年的古城遗址。	村民们世代在这里#挖#金矿，靠着这些收入维持着简朴的生活。	工程师们正在研究如何更高效地#挖#深海矿藏，同时减少对海洋生态的影响。			
挖	wa1	舀出或掏空内部物质	她用勺子#挖#出西瓜中间最甜的部分，递给坐在旁边的孩子。	厨师熟练地#挖#去苹果的果核，准备制作一道精美的甜点。	他用小刀#挖#空了南瓜的内部，准备做一个万圣节的灯笼。	医生需要#挖#除患者眼球上的肿瘤，这是一台非常精细的手术。	工匠用专业工具#挖#出木头中间的部分，制作成一个精美的木碗。	她#挖#了一大勺冰淇淋放进嘴里，脸上露出满足的笑容。	雕刻师傅正在#挖#空这块玉石的内部，要把它做成一个精致的香炉。			
据有	ju4 you3	占据某地或位置	这支军队#据有#了战略要地，成功阻止了敌人的进攻。	这家企业#据有#了市场的主导地位，其他竞争对手很难与之抗衡。	古代诸侯#据有#一方领土，在自己的封地内拥有相当大的自治权力。	这个政治派系#据有#了议会中的多数席位，能够主导重要法案的通过。	叛军#据有#了首都周边的几个重要城镇，对政府军形成了包围之势。	这位将军#据有#险要关隘，凭借地利优势多次击退来犯之敌。	该集团#据有#了行业内最核心的技术专利，在竞争中占据绝对优势。			
