word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
章	zhang1	徽章或识别胸牌	新入职的员工在培训结束后都会领到一枚印有公司标志的工作#章#，必须佩戴在胸前才能进入办公区域。	志愿者们胸前佩戴着鲜红的服务#章#，在人群中格外醒目，方便市民随时向他们寻求帮助。	他小心翼翼地把那枚珍藏多年的军功#章#从盒子里取出来，眼眶不禁湿润了。	参加这次国际会议的代表们都佩戴着印有各自国旗的胸#章#，在会场里交流时一目了然。	学校规定所有学生必须佩戴校#章#入校，这既是身份识别的需要，也是培养学生归属感的方式。	她把那枚金色的荣誉#章#别在西装上，这是她二十年职业生涯中最珍贵的纪念。	安保人员仔细检查了来访者的访客#章#，确认信息无误后才放行进入大楼。				
章	zhang1	规章或条例	公司新修订的员工手册共分为十二#章#，详细规定了从入职到离职的各项流程和注意事项。	这部法律的第三#章#专门针对网络安全问题作出了明确规定，对违规行为设定了严厉的处罚措施。	学生守则第五#章#明确规定了考试纪律，任何作弊行为都将受到严肃处理。	合同的第七#章#详细列明了双方的权利和义务，建议您在签字前仔细阅读每一条款。	该条例第二#章#对环境保护责任进行了明确划分，要求各级政府承担相应的监管职责。	根据本规定第四#章#的要求，所有申请人必须提交完整的材料才能进入审批程序。	物业管理条例第六#章#对业主大会的召开程序和表决方式作出了详细规定。				
章	zhang1	命令或指示	将军一声令下，传令兵立即将调兵#章#送往各营，命令部队连夜开拔。	古代皇帝颁布的诏#章#具有最高法律效力，任何人不得违抗。	县令接到上级的公#章#后，立即召集属下商议如何执行这道紧急命令。	这道密#章#是从京城八百里加急送来的，要求地方官员务必在三日内完成部署。	朝廷的谕#章#刚刚送达，命令各地官员严查私盐贩卖，违者严惩不贷。	他手持兵部的调令#章#，一路畅通无阻地通过了各个关卡。	钦差大臣出示了皇上亲笔签署的圣#章#，在场官员无不跪地接旨。				
批判	pi1 pan4	进行理性或严厉的批评	这位学者在文章中尖锐地#批判#了当前教育体制中存在的应试倾向，引发了社会各界的广泛讨论。	媒体对这部电影的商业化倾向进行了严厉#批判#，认为它牺牲了艺术性来迎合市场。					
批判	pi1 pan4	对思想或行为的系统性批评	康德的三大#批判#著作奠定了现代哲学的基础，至今仍是哲学系学生的必读书目。	马克思对资本主义制度进行了系统性的#批判#，揭示了其内在的矛盾和剥削本质。	这本书从女性主义视角对传统文学经典进行了深入#批判#，重新审视了其中的性别偏见。						
算是	suan4 shi4	被认为是或可算作	这家餐厅的菜品虽然不是顶级水准，但在这个价位上#算是#相当不错的选择了。	他虽然没有正式学过绘画，但凭借多年的自学和练习，现在#算是#小有名气的业余画家了。	这次考试的成绩#算是#达到了预期目标，虽然不是最好，但也足以让父母感到欣慰。	在众多申请者中，她的简历#算是#比较突出的，工作经验和学历背景都很符合要求。	这部电影的票房#算是#中规中矩，没有大爆也没有扑街，制片方基本收回了成本。	他的厨艺在朋友圈里#算是#数一数二的，每次聚会大家都期待他露一手。	这套房子的地段和价格综合来看#算是#性价比很高的，难怪一开盘就被抢购一空。				
算是	suan4 shi4	终于到达某一结果	经过三年的艰苦努力，这个项目#算是#顺利完成了，团队成员都松了一口气。	排了两个小时的队，#算是#买到了限量版的演唱会门票，她激动得差点哭出来。	经历了无数次失败和挫折，他的创业公司#算是#走上了正轨，开始实现盈利。	反复修改了十几稿之后，这篇论文#算是#通过了导师的审核，可以准备答辩了。	在朋友们的帮助下，搬家的事情#算是#告一段落了，接下来就是慢慢整理新居。	经过漫长的谈判，双方#算是#达成了初步协议，为后续合作奠定了基础。	折腾了一整天，电脑的问题#算是#解决了，原来是硬盘出了故障需要更换。				
港	Gang3	香港的简称	这部电影是内地与#港#台三地合拍的大制作，汇集了两岸三地的顶级明星阵容。	#港#股今日大幅上涨，恒生指数创下近三个月以来的新高，投资者信心明显回升。	她是著名的#港#姐出身，后来转型做演员，在影视圈发展得风生水起。	这款产品同时在内地和#港#澳地区上市，两地的定价策略略有不同。	#港#乐在八九十年代风靡整个华语地区，至今仍有大批忠实的歌迷怀念那个黄金时代。	他持有#港#澳通行证，可以自由往返于深圳和香港之间，非常方便。	这家公司计划明年在#港#交所上市，目前正在积极筹备相关事宜。				
港	gang3	天然或人工的停泊水湾	这个小渔村依山傍海，天然形成的避风#港#为渔船提供了理想的停泊场所。	台风来临前，所有渔船都驶入了#港#湾避风，渔民们在岸上焦急地等待风暴过去。	这片海域礁石密布，只有熟悉水路的老船长才能安全地将船驶入#港#内。	经过多年的建设，这个原本荒凉的海湾已经发展成为设施完善的现代化#港#口。	夕阳西下，渔船陆续返回#港#湾，海面上泛起金色的波光，构成一幅美丽的画卷。	这个天然深水#港#具有得天独厚的地理优势，自古以来就是重要的贸易中转站。	暴风雨过后，#港#湾里的海水变得浑浊，漂浮着从海上冲来的各种杂物。				
港	gang3	供船舶通航和停泊的海口	上海#港#是世界上最繁忙的集装箱港口之一，每天有数百艘货轮在此装卸货物。	这座城市依托深水#港#的优势，发展成为区域性的航运中心和物流枢纽。	新建的自动化码头大大提高了#港#口的装卸效率，单日吞吐量创下历史新高。	由于恶劣天气影响，#港#口暂时关闭，所有进出港船只都需要等待气象条件好转。	政府投入巨资对老旧#港#口进行升级改造，以适应日益增长的国际贸易需求。	这个#港#口的航道水深达到十五米，可以停靠世界上最大的集装箱船舶。	作为"一带一路"的重要节点，这座#港#口城市迎来了前所未有的发展机遇。				
