word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
供	gong4	祭祀所用的供品	每逢清明时节，村民们都会准备丰盛的#供#品摆放在祠堂的神龛前，以表达对先祖的敬意和怀念。	奶奶一大早就起来准备祭祖的#供#品，有水果、糕点、还有刚出锅的白米饭，样样都是精心挑选的。	庙会期间，信众们纷纷带着自家准备的#供#品前来敬神，香案上摆满了各式各样的祭品。	按照当地的传统习俗，除夕夜必须在灶王爷像前摆上#供#品，祈求来年家宅平安、五谷丰登。	考古学家在古墓中发现了大量青铜器皿，据推测这些都是当时用于盛放#供#品的礼器。	她虔诚地将#供#品一一摆放整齐，然后点燃三炷香，跪在佛像前默默祈祷。	中元节那天，家家户户都会在门口摆放#供#品，据说是为了祭祀那些无家可归的孤魂野鬼。	研究民俗学的教授指出，不同地区的#供#品种类和摆放方式都有讲究，反映了各地独特的文化传统。				
供	gong4	供认或坦白错误事实	经过连续三天的审讯，嫌疑人终于#供#出了自己参与盗窃团伙的全部经过和同伙的藏身地点。	面对确凿的证据，他不得不#供#认了自己挪用公款的事实，并交代了赃款的去向。	警方表示，犯罪嫌疑人已经如实#供#述了作案动机和详细过程，案件正在进一步侦办中。	她在法庭上当众#供#出了幕后主使的身份，这一证词让整个案件出现了重大转折。	审讯人员采用攻心战术，最终让顽固的嫌犯#供#出了隐藏多年的犯罪事实。	据报道，该官员在接受调查期间主动#供#认了收受贿赂的违法行为，并表示愿意配合组织调查。	辩护律师建议当事人如实#供#述案情，争取从宽处理的机会，这是目前最明智的选择。	在铁证面前，他终于放弃了抵抗，一五一十地#供#出了整个诈骗集团的运作模式和资金流向。				
供	gong4	供词或书面陈述	法官仔细审阅了被告的#供#词，发现其中存在多处前后矛盾的地方，决定进行进一步调查。	检察官指出，嫌疑人前后两次的#供#词存在明显出入，这说明他很可能在隐瞒某些关键信息。	根据目击证人的#供#词，案发当晚确实有一辆黑色轿车在现场附近徘徊了很长时间。	律师团队花了整整一周时间研究所有涉案人员的#供#词，试图从中找出有利于当事人的证据。	警方将多名嫌疑人的#供#词进行比对分析后，终于还原了案件的真实经过。	翻供是指犯罪嫌疑人推翻之前的#供#词，重新作出不同陈述的行为，这在司法实践中并不罕见。	法庭记录员认真记录着证人的每一句#供#词，确保审判过程的完整性和准确性。	这份长达二十页的#供#词详细描述了犯罪团伙的组织架构、分工以及历次作案的具体细节。				
着地	zhao2 di4	着陆落到地面	飞机在经历了长达十二小时的跨洋飞行后，终于平稳#着地#，乘客们纷纷鼓掌庆祝安全抵达。	跳伞运动员在空中完成了一系列高难度动作后，准确地在目标区域#着地#，赢得了观众的热烈掌声。	由于天气恶劣，航班不得不在备降机场#着地#，航空公司已安排大巴将旘客送往原定目的地。	探测器成功#着地#的那一刻，控制中心爆发出雷鸣般的欢呼声，这标志着人类太空探索又迈出了重要一步。	直升机在狭窄的山顶平台上缓缓#着地#，救援人员立即跳下飞机，奔向被困的登山者。	滑翔伞爱好者必须经过严格训练才能掌握安全#着地#的技巧，否则很容易发生意外。	返回舱穿越大气层后打开降落伞，最终在预定区域安全#着地#，三名航天员身体状况良好。	那架小型飞机因引擎故障被迫在高速公路上紧急#着地#，所幸没有造成人员伤亡。				
着地	zhao2 di4	接触到地面	体操运动员完成空翻后双脚稳稳#着地#，纹丝不动，裁判们纷纷给出了高分。	瑜伽教练强调，做这个动作时脚后跟必须完全#着地#，否则会影响身体的平衡和稳定性。	篮球运动员在空中完成扣篮后单脚#着地#，不慎扭伤了脚踝，被担架抬出了场外。	小猫从高处跳下，四只爪子轻盈#着地#，动作优雅得就像一位训练有素的体操选手。	跑步时应该用前脚掌先#着地#，这样可以有效减少对膝关节的冲击，降低受伤风险。	舞蹈演员在完成那个高难度的跳跃动作时，#着地#的瞬间膝盖要保持微微弯曲以缓冲冲击力。	孩子们玩跳房子游戏，单脚#着地#跳来跳去，欢声笑语回荡在整个院子里。	物理老师用鸡蛋从高处落下#着地#的实验，生动地向学生们演示了动量和冲量的关系。				
由着	you2 zhe5	让某人随意行动	奶奶太宠孙子了，什么事都#由着#他，结果把孩子惯得越来越任性，谁的话都不听。	父母不能一味地#由着#孩子的性子来，适当的管教和引导对他们的成长至关重要。	老板这次破例#由着#员工们自己选择休假时间，大家都非常高兴，工作积极性也提高了不少。	她知道丈夫心情不好，就#由着#他一个人待在书房里，没有去打扰他。	教练决定这次训练#由着#队员们自己安排节奏，看看他们的自我管理能力如何。	妈妈叹了口气说，这孩子从小就倔，谁也管不了，只能#由着#他自己去闯荡了。	领导表示这个项目的具体实施方案可以#由着#团队自行决定，总部只看最终结果。	既然你已经成年了，我也不好再管太多，就#由着#你自己做决定吧，但后果要自己承担。				
由着	you2 zhe5	按个人喜好随意	退休后的生活轻松自在，每天都可以#由着#自己的兴趣安排时间，想做什么就做什么。	这家餐厅的自助餐非常丰盛，顾客可以#由着#自己的口味随意挑选，吃多少拿多少。	周末在家，她终于可以#由着#性子睡到自然醒，不用再被闹钟吵醒赶去上班了。	艺术家的创作应该#由着#灵感走，过多的条条框框只会束缚想象力，扼杀创造性。	旅行的乐趣就在于可以#由着#心情随意改变行程，遇到喜欢的地方就多待几天。	他辞去了高薪工作，决定#由着#自己的梦想去追求音乐事业，虽然艰难但很快乐。	这个周末没有任何安排，我打算#由着#自己的喜好，看看书、听听音乐，好好放松一下。	年轻时总想着#由着#自己的想法生活，等到了一定年纪才明白，很多事情身不由己。				
由着	you2 zhe5	任凭随意放任	你不能#由着#他这样胡闹下去，再不管教，将来肯定会出大问题的。	公司的财务制度必须严格执行，不能#由着#个别人钻空子，否则后患无穷。	医生警告他不能再#由着#自己的饮食习惯了，必须严格控制糖分摄入，否则病情会恶化。	老师批评道，学习这件事不能#由着#性子来，该努力的时候就得努力，不能三天打鱼两天晒网。	环境保护刻不容缓，我们不能再#由着#污染企业肆意排放了，必须采取严厉措施。	父亲严肃地说，家里的规矩不能#由着#你一个人破坏，每个人都要遵守。	如果#由着#这种不正之风蔓延下去，整个行业的生态都会被破坏殆尽。	班主任强调，课堂纪律必须维护，不能#由着#少数学生扰乱正常的教学秩序。				
基于	ji1 yu2	基于某一原因或理由	#基于#对员工身心健康的考虑，公司决定从下个月起实行弹性工作制，允许居家办公。	#基于#安全方面的顾虑，组委会不得不取消了原定于本周末举行的大型户外音乐节。	她#基于#个人职业发展的考量，最终选择了离开工作多年的老东家，加入了一家初创企业。	#基于#对市场前景的担忧，投资者们纷纷抛售手中的股票，导致股市出现大幅下跌。	政府#基于#保护生态环境的目的，出台了一系列限制工业排放的新规定。	#基于#双方长期合作的信任基础，这次谈判进行得非常顺利，很快就达成了协议。	学校#基于#疫情防控的需要，决定将本学期的期末考试改为线上进行。	他#基于#对家人的责任感，放弃了出国深造的机会，选择留在父母身边照顾他们。				
基于	ji1 yu2	以某事物为依据或基础	这套人工智能系统是#基于#深度学习算法开发的，能够准确识别各种复杂的图像模式。	研究团队#基于#大量临床数据的分析，提出了一种全新的癌症早期筛查方法。	该报告的结论是#基于#对过去十年经济数据的系统研究得出的，具有较高的参考价值。				
