word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
现实	xian4 shi2	务实的，注重现实利益的	她是个很#现实#的人，找对象首先看的就是对方的经济条件和家庭背景。	年轻人不能太#现实#，有时候也要为理想和情怀付出一些代价。	他变得越来越#现实#，不再相信什么纯粹的友谊，凡事都要计算利弊得失。	这个社会太#现实#了，没有钱什么都办不成，人情味越来越淡薄。	她劝女儿找对象要#现实#一点，光有感情没有面包是过不好日子的。	老一辈人批评现在的年轻人太#现实#，只看重物质条件，忽视了精神追求。	他的择业观非常#现实#，只考虑薪资待遇和发展前景，对工作内容本身并不在意。	在商场上摸爬滚打多年，他变得非常#现实#，再也不会为虚无缥缈的承诺所动。			
几	ji1	小型矮桌	客厅中央摆放着一张红木茶#几#，上面放着一套精美的紫砂茶具。	老人坐在藤椅上，旁边的小#几#上放着一杯清茶和一本翻开的古籍。	这张明式条#几#是祖传的古董，据说已有三百多年的历史。	她在窗边放了一张小#几#，上面摆满了各种多肉植物，阳光下格外好看。	古玩店里那张黄花梨香#几#标价不菲，但仍有不少收藏家前来询价。	书房角落的花#几#上供着一盆兰花，为整个房间增添了几分雅致。	他从拍卖会上购得一张清代紫檀#几#，如获至宝，专门定制了玻璃罩保护。	这套家具包括一张八仙桌、四把太师椅和两张条#几#，都是用老榆木打造的。			
几	ji1	差不多	经过连夜抢救，大坝的险情#几#已排除，但防汛人员仍不敢掉以轻心。	这本书我#几#已读完，只剩最后一章还没来得及看。	谈判进行到深夜，双方的分歧#几#已消除，协议有望明天正式签署。	他的病情#几#已痊愈，医生说再观察几天就可以出院了。	这个项目的前期准备工作#几#已完成，下周就可以正式启动。	经过多年的努力，这种濒危动物的种群数量#几#已恢复到正常水平。	火灾发生后，消防员奋战数小时，明火#几#已扑灭，现场只剩零星烟点。	她的论文#几#已定稿，只需要导师最后审阅一遍就可以提交了。			
几	ji3	多少用于询问程度或数量	这件衣服打折后要#几#成的价格，能不能再便宜一点？	你对这个方案有#几#分把握，能不能在截止日期前完成？	他的伤势恢复到#几#成了，什么时候可以重返赛场？	这批货物的损坏程度有#几#分，保险公司会怎么理赔？	你觉得这次考试能拿#几#分，有没有信心进入前十名？	项目进展到#几#成了，还需要多长时间才能全部完工？	他对这门技术的掌握有#几#分火候，能不能独立承担这个任务？	这篇文章的可信度有#几#分，消息来源是否经过核实？			
几	ji3	多少个用于询问可数物件数量	你们班一共有#几#个人报名参加这次志愿者活动？	这本书你看了#几#遍了，怎么还是爱不释手的样子？	从这里到火车站要坐#几#站地铁，大概需要多长时间？	你打算在这个城市待#几#天，需要我帮你安排住宿吗？	这道菜需要放#几#勺盐，我总是掌握不好咸淡。	他已经换了#几#份工作了，怎么还是找不到满意的？	你们公司有#几#个部门，每个部门大概多少人？	这个学期你选了#几#门课，会不会太多了影响学习效果？			
几	ji3	若干数量不确定但不多	他在抽屉里翻了翻，找出#几#张旧照片，都是年轻时候的回忆。	会议室里只坐了#几#个人，大部分同事都还没到。	她在超市买了#几#样水果，准备晚上做一个水果沙拉。	这本书我已经读了#几#遍，每次都有新的收获和感悟。	他口袋里只剩#几#块钱，连一顿像样的午饭都吃不起。	窗台上摆着#几#盆绿植，给单调的办公室增添了一些生机。	她随手写了#几#句诗，没想到发到网上后引起了很大反响。	老师布置了#几#道思考题，要求学生课后认真完成。			
几	ji3	少数几个	全班五十多人，只有#几#个学生按时完成了这份高难度的作业。	这种珍稀药材全国只有#几#个地方能够种植，产量非常有限。	整个行业里，能达到这种技术水平的工匠只剩#几#位了。	他的朋友圈很小，能说知心话的只有#几#个从小一起长大的伙伴。	这次面试来了上百人，最终只录取了#几#个特别优秀的应聘者。	在这个偏远的山村，会说普通话的年轻人只有#几#个。	整场音乐会座无虚席，只有前排#几#个座位还空着。	这种古老的手艺濒临失传，全县掌握的人只剩#几#个老人了。			
逼	bi1	迫使发生或出现	高强度的训练#逼#出了他的潜能，成绩在短短三个月内突飞猛进。	严峻的市场形势#逼#出了企业的创新动力，新产品接连问世。	艰苦的环境#逼#出了他坚韧不拔的意志，最终成就了一番事业。	这场危机#逼#出了团队的凝聚力，大家空前团结地应对挑战。	残酷的竞争#逼#出了运动员的最佳状态，他在决赛中打破了世界纪录。	生活的压力#逼#出了她的独立能力，从一个娇生惯养的女孩变成了坚强的女性。	紧迫的截止日期#逼#出了设计师的灵感，他连夜完成了这个惊艳的作品。	恶劣的条件#逼#出了科研人员的智慧，他们用最简陋的设备取得了突破性成果。			
逼	bi1	施加压力以促成改变	工会代表不断向资方施压，#逼#得管理层不得不同意提高工人的福利待遇。	舆论的压力#逼#得那家企业公开道歉，并承诺整改存在的问题。	债主天天上门催讨，#逼#得他走投无路，只好变卖房产还债。	家长的期望#逼#得孩子喘不过气来，心理压力越来越大。	竞争对手的步步紧逼#逼#得公司不得不加快产品更新换代的速度。	记者的追问#逼#得发言人不得不正面回应那些敏感问题。	股东的不满#逼#得董事会做出重大人事调整，更换了首席执行官。	环保组织的持续抗议#逼#得政府重新审视这个争议性项目的环境影响。			
逼	bi1	强迫某人去做某事	父母#逼#着他学钢琴，可他的兴趣明明在画画上。	债主#逼#他签下了不平等的还款协议，利息高得离谱。	老板#逼#员工加班到深夜，却不支付任何加班费。	她被家人#逼#着去相亲，心里却一百个不愿意。	黑社会#逼#小店主交保护费，不从就砸店威胁。	继母#逼#她做所有的家务，亲生女儿却什么都不用干。	公司#逼#员工签署自愿离职协议，否则就以各种理由刁难。	他被生活所#逼#，不得不放下身段去做自己从前看不起的工作。			
