word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
之外	zhi1 wai4	在外面或之外	站在围墙#之外#，他只能隐约听到里面传来的欢笑声，却无法看清院子里正在发生什么。	这座古老的城堡坐落在村庄#之外#的山坡上，几百年来一直笼罩着神秘的气息。	她把所有的烦恼都抛到脑海#之外#，专心致志地投入到眼前的工作中去。	国境线#之外#是一片广袤的草原，牧民们赶着羊群在那里自由地放牧。	他的目光越过窗户，望向公寓楼#之外#那片被夕阳染红的天空，思绪飘向了远方。	安全区域#之外#的地带仍然存在危险，救援人员提醒居民暂时不要返回。	在舒适圈#之外#尝试新事物虽然令人不安，但往往能带来意想不到的成长和收获。	这个偏远的小镇位于主要交通干线#之外#，因此保留了许多原始的自然风貌和传统习俗。			
之外	zhi1 wai4	不包括在内	除了周末#之外#，这家图书馆每天从早上八点开放到晚上十点，为读者提供安静的阅读环境。	这次会议的参与者除了公司高管#之外#，还特别邀请了几位行业专家来分享他们的见解。	除了必要的生活开支#之外#，她把剩余的工资全部存入银行，为将来买房做准备。	在他的收藏品中，除了邮票#之外#，还有大量珍贵的古钱币和老照片。	除了英语#之外#，这所学校还开设了法语、德语和西班牙语等多门外语课程供学生选修。	这份报告涵盖了除财务数据#之外#的所有运营指标，财务部分将另行发布。	除了价格因素#之外#，消费者在购买电子产品时还会考虑品牌信誉和售后服务质量。	除了传统的线下渠道#之外#，这家老字号企业也开始积极拓展电商平台的销售业务。			
交	jiao1	移交或交付包括支付款项	月底之前必须把这批货物#交#到客户手中，否则我们将面临违约赔偿的风险。	他按时#交#了这个季度的房租，房东对这位守信用的租客非常满意。	请在离职前将所有工作文件和办公设备#交#还给人事部门，并完成相关的交接手续。	学生们排着队依次把作业本#交#到讲台上，老师一边收一边检查是否有人漏交。	这笔定金已经#交#给了中介公司，合同签订后剩余款项将通过银行转账支付。	按照法院的判决，被告需要在三十天内将赔偿金#交#付给原告方。	她把精心准备的礼物#交#到母亲手中，祝愿母亲生日快乐、身体健康。	快递员敲门后把包裹#交#给了收件人，并请对方在电子签收单上确认签字。			
交	jiao1	结交朋友	他性格开朗，善于#交#友，无论走到哪里都能很快融入当地的社交圈子。	古人云"君子之#交#淡如水"，真正的友谊不需要太多物质上的往来。	她在大学期间#交#了几个志同道合的朋友，毕业多年后依然保持着密切的联系。	初到异国他乡，语言不通让他很难#交#到当地的朋友，常常感到孤独寂寞。	网络时代让人们#交#友的方式发生了巨大变化，很多人通过社交软件认识新朋友。	他为人真诚，从不以貌取人，所以#交#到的朋友来自各行各业、各个阶层。	父母常常告诫孩子要谨慎#交#友，因为朋友的品行会对一个人产生深远的影响。	退休后她加入了社区的舞蹈队，不仅锻炼了身体，还#交#了一群兴趣相投的老姐妹。			
交	jiao1	线条相交或交叉	两条铁路线在这个枢纽站#交#汇，形成了连接南北的重要交通节点。	从地图上可以清楚地看到，这两条河流在城市的东部#交#汇后流入大海。	设计师巧妙地让几条曲线在画面中央#交#错，营造出一种动感十足的视觉效果。	经纬线在地球仪上纵横#交#织，构成了我们用来定位的坐标系统。	这幅抽象画中，红色和蓝色的线条不断#交#叉重叠，给人以强烈的视觉冲击。	高速公路和国道在这个立交桥处#交#汇，车辆可以在此选择不同的行驶方向。	数学老师在黑板上画了两条直线，让学生计算它们#交#于一点时的坐标值。	城市规划图上，主干道和支路纵横#交#错，形成了便捷的道路网络体系。			
小我	xiao3 wo3	主观的自我意识	在冥想的过程中，他试图暂时放下#小我#的执念，去感受与宇宙万物融为一体的境界。	佛学认为，人之所以痛苦，很大程度上是因为#小我#的贪嗔痴在作祟。	她在日记中反思自己的行为，意识到很多时候是#小我#的虚荣心在驱使她做出错误的选择。	哲学家们长期探讨#小我#与真我的关系，试图理解人类意识的本质和存在的意义。	当一个人能够超越#小我#的局限，以更宏观的视角看待问题时，往往能做出更明智的决定。	心理治疗师帮助患者认识到，很多焦虑和恐惧都源于#小我#对失去控制的担忧。	修行的目的之一就是认清#小我#的虚幻本质，从而获得内心真正的平静与自由。	他在演讲中提到，艺术创作的最高境界是忘却#小我#，让作品自然流淌而出。			
小我	xiao3 wo3	与集体相对的个体	在那个特殊的年代，人们被教导要牺牲#小我#、成就大我，把集体利益放在个人利益之上。	他毅然决然地放弃了#小我#的安逸生活，投身到艰苦的边疆建设事业中去。	这位科学家一生淡泊名利，始终将#小我#融入国家的科技发展大局之中。							
年龄	nian2 ling2	人的岁数	随着#年龄#的增长，他越来越怀念童年时在乡下外婆家度过的那些无忧无虑的时光。	这家公司在招聘时不设#年龄#限制，更看重应聘者的实际能力和工作经验。	医生建议她根据自己的#年龄#和身体状况制定合理的运动计划，避免过度锻炼。	尽管#年龄#已经七十有余，这位老教授依然坚持每天到实验室指导学生做研究。	在填写这份表格时，请如实填写您的姓名、性别、#年龄#以及联系方式等基本信息。	她的#年龄#虽然不大，但在专业领域已经取得了令许多前辈都刮目相看的成就。	退休#年龄#的延迟引发了社会各界的广泛讨论，支持者和反对者各执一词。	心理学研究表明，不同#年龄#段的人在认知能力和情绪管理方面存在显著差异。			
成就	cheng2 jiu4	具有实际价值的成果	这位科学家一生致力于农业研究，他的#成就#帮助数百万农民提高了粮食产量。	博物馆的展览详细介绍了古代工匠们在建筑和冶金方面取得的辉煌#成就#。	她在医学领域的#成就#得到了国际同行的高度认可，多次受邀在国际会议上发表演讲。	这部著作系统总结了改革开放四十年来中国在经济建设方面取得的伟大#成就#。	他把自己在商业上的#成就#归功于团队的共同努力和家人的默默支持。	学校的荣誉墙上展示着历届校友在各行各业取得的杰出#成就#，激励着在校学生奋发向上。	这项技术突破是整个研发团队多年心血的结晶，是具有里程碑意义的重大#成就#。	历史学家们对这位帝王的评价褒贬不一，但都承认他在统一度量衡方面的#成就#影响深远。			
成就	cheng2 jiu4	实现目标的成功状态	经过十年的不懈努力，他终于在事业上取得了令人瞩目的#成就#，实现了年轻时的梦想。	她常常告诉年轻人，真正的#成就#不在于拥有多少财富，而在于是否活出了自己想要的人生。	这位运动员在退役演讲中感慨，站上奥运领奖台的那一刻是他人生最大的#成就#。	他认为培养出一批优秀的学生是自己教师生涯中最值得骄傲的#成就#。	很多人到了中年才意识到，家庭的幸福美满才是人生最重要的#成就#。	创业者们聚在一起分享各自的奋斗故事，讨论如何定义人生的#成就#与价值。	她在获奖感言中说，能够用自己的作品打动读者，是一个作家最大的#成就#。	回顾自己的职业生涯，他觉得最大的#成就#不是升职加薪，而是帮助团队成员共同成长。			
