word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
动力	dong4 li4	推动事物运转的物理能量	这座水力发电站利用湍急的河流作为#动力#来源，每年可为周边三个县市提供稳定的电力供应。	工程师们正在研究如何将太阳能转化为机械#动力#，以减少对传统化石燃料的依赖。	蒸汽机的发明使人类第一次掌握了强大的机械#动力#，从此开启了工业革命的大门。	这款新型电动汽车采用双电机#动力#系统，百公里加速仅需四秒，性能堪比传统跑车。	风力发电机组将风能转化为电能#动力#，是目前最清洁的能源利用方式之一。	核反应堆产生的热能被转化为推动涡轮机运转的#动力#，一座核电站足以满足整个城市的用电需求。	这艘远洋货轮配备了先进的柴油发动机作为主#动力#，能够在恶劣海况下保持稳定航行。			
动力	dong4 li4	促使人行动的动机或推动力	孩子们渴望求知的眼神成为她坚守山村教师岗位二十年的最大#动力#。	失败并没有击垮他，反而成为他不断改进产品、最终创业成功的#动力#。	对家人美好生活的向往是无数普通劳动者日复一日辛勤工作的精神#动力#。							
象	xiang4	大型长鼻哺乳动物	非洲草原上，一群野生#象#正悠闲地在河边饮水，它们庞大的身躯在夕阳下投射出长长的影子。	动物园新引进的亚洲#象#很快成为最受小朋友欢迎的明星，每天都有大批游客前来观看。	由于栖息地不断缩小和偷猎活动猖獗，野生#象#的数量在过去几十年里急剧下降。	泰国将#象#视为国家的象征，每年都会举办盛大的节日来庆祝和保护这种珍贵的动物。	考古学家在云南发现了距今约三百万年的古#象#化石，为研究早期哺乳动物演化提供了重要证据。	马戏团里那头表演的#象#用长长的鼻子卷起皮球，引得观众席上的孩子们阵阵欢呼。	在印度教文化中，#象#头神甘尼萨是智慧和成功的象征，受到广泛的崇拜和敬仰。	野生动物保护组织呼吁各国政府加强合作，共同打击非法#象#牙贸易，保护濒危的大象种群。		
象	xiang4	物体的外形或轮廓	这块奇石天然形成，其#象#酷似一只展翅欲飞的雄鹰，被收藏家视为珍品。	画家仔细观察模特的面部轮廓，力求在画布上准确捕捉其神态与形#象#。	古人观天#象#以定四时，通过星辰的位置和形状来预测季节变化和农事时令。	这座山峰远看其#象#如同一位沉思的老者，因此当地人称之为"老人峰"。	雕塑家反复修改泥稿，直到作品的整体形#象#达到他心目中的完美状态。	中医诊断讲究望闻问切，其中望诊就是通过观察病人的面#象#来判断身体状况。	那片云彩变幻莫测，一会儿呈龙#象#，一会儿又似奔马，引得孩子们指指点点。	书法讲究字的结构和形#象#，每一笔每一画都要恰到好处才能成就佳作。		
象	xiang4	事物的形式或结构	这部小说打破了传统叙事的常#象#，采用多视角交叉的方式讲述同一个故事。	科学家们试图从纷繁复杂的数据中找出规律，揭示自然现象背后的本质和表#象#。	社会学研究不能只停留在表面现#象#的描述，更要深入分析其内在的结构和成因。	这种新型材料的分子排列呈现出独特的晶体结构形#象#，具有优异的导电性能。	哲学家认为，我们所感知的世界只是现#象#界，真正的本体世界隐藏在表象之后。	语言学家通过分析语法结构的变化规律，试图还原古代汉语的原始形#象#。	量子力学揭示了微观世界与宏观世界截然不同的运动规律和存在形#象#。	艺术评论家指出，这幅画作突破了写实主义的传统形#象#，开创了抽象表现的新风格。		
象	xiang4	外观或表面显现	他虽然表面上若无其事，但细心的妻子从他的神情气#象#中察觉到了异样。	入秋以来，校园里的梧桐树叶渐渐泛黄，呈现出一派萧瑟的景#象#。	灾后重建工作进展迅速，曾经满目疮痍的小镇如今已恢复了往日繁荣的气#象#。	老中医一看病人的面部气#象#，就知道他最近肝火旺盛，睡眠不好。	春节期间，大街小巷张灯结彩，到处呈现出喜庆祥和的节日景#象#。	这座古城经过精心修缮，重现了唐代繁华都市的盛世气#象#。	从他言谈举止间流露出的儒雅气#象#来看，应该是出身于书香门第。	站在山顶远眺，云海翻涌，群峰若隐若现，好一派壮丽的自然景#象#。		
象	xiang4	仿效他人或模仿行为	小女孩#象#着妈妈的样子，有模有样地给布娃娃梳头发、换衣服。	学书法要先#象#古人的笔法，等基本功扎实了再逐渐形成自己的风格。	他说话的腔调完全#象#着他崇拜的那位演员，连手势都学得惟妙惟肖。	孩子们在游戏中#象#着大人的行为，扮演医生、老师、警察等各种角色。	这位年轻画家早期的作品明显#象#着印象派大师的风格，后来才逐渐走出自己的路。	戏曲演员从小就要#象#着师傅的一招一式反复练习，直到每个动作都烂熟于心。	弟弟总是#象#着哥哥的样子，哥哥做什么他就跟着做什么，像个小尾巴一样。	学习外语发音时，最好的方法就是#象#着母语者的口型和语调反复模仿练习。		
视	shi4	看；注视或观看	众人皆#视#之，只见那老者须发皆白，仙风道骨，不知从何处而来。	他目不转睛地#视#着窗外飘落的雪花，思绪早已飞回了故乡的小山村。	古人云"非礼勿#视#"，强调的是君子应当端正自己的目光和心态。	她抬眼#视#去，只见远处山峦叠嶂，云雾缭绕，宛如一幅水墨画卷。	士兵们肃立不动，目光炯炯地#视#着前方，等待着将军的检阅。	老先生摘下眼镜，凝神#视#着手中的古籍，仿佛要透过泛黄的纸页看到千年前的历史。	众臣俯首不敢仰#视#，大殿之上一片寂静，只听得见皇帝沉重的呼吸声。	他侧目而#视#，发现身旁站着一位素未谋面的年轻女子，正微笑着看着他。		
赚	zhuan4	挣得工资或其他收入	大学毕业后她进入一家外企工作，每月能#赚#两万多元，生活过得相当宽裕。	他白天在工厂上班，晚上还兼职送外卖，拼命#赚#钱就是为了给儿子攒学费。	这份翻译工作虽然辛苦，但按字数计酬，勤快点一个月也能#赚#不少钱。	退休后的老张闲不住，在小区门口摆了个修鞋摊，每天也能#赚#个百八十块贴补家用。	她利用业余时间在网上写小说，没想到竟然#赚#到了人生中的第一桶金。	很多大学生暑假期间去做家教，既能积累教学经验，又能#赚#些零花钱。	程序员加班是常态，但好在工资高，一年下来能#赚#几十万，也算值得。	他从十六岁就开始打工#赚#钱养家，如今已是身家过亿的企业家。		
赚	zhuan4	通过经营活动获得利润	这家餐厅开业第一年就#赚#了五十万，老板决定明年再开两家分店。	股市有风险，他投进去的十万块钱不但没#赚#到，反而亏了一大半。	房地产商低价收购旧城区的老房子，拆迁重建后高价出售，从中#赚#取了巨额差价。	这批货物从义乌进价才二十元，转手卖到非洲能#赚#三倍以上的利润。	电商平台通过收取商家佣金和广告费用#赚#钱，自己并不直接销售商品。	他做二手车生意多年，深谙其中门道，每辆车转手都能#赚#个万把块钱。	投资理财产品虽然收益稳定，但#赚#得不多，远不如自己创业来得痛快。	这家公司表面上是做慈善，实际上通过各种手段从中#赚#取了大量不义之财。		
