word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
当年	dang1 nian2	往昔那段时间	#当年#我们一起在工厂里当学徒的日子虽然辛苦，但现在回想起来却充满了温暖。	爷爷常常感慨，#当年#他们那一代人吃过的苦是现在的年轻人无法想象的。	#当年#这条街上全是低矮的平房，如今已经变成了高楼林立的商业中心。	她#当年#放弃了出国留学的机会选择留在家乡创业，如今已经成为当地知名企业家。	#当年#参加抗美援朝的老兵们如今大多已年过九旬，但他们的英勇事迹永远值得铭记。	老师#当年#对我说的那番话改变了我的人生轨迹，让我坚定了学医的决心。	#当年#那个在田间放牛的少年，谁能想到他后来会成为享誉世界的科学家。	这座桥是#当年#红军长征时经过的地方，现在已经成为重要的革命纪念地。	
当年	dang4 nian2	同一年度	他大学毕业后#当年#就考上了公务员，成为同学中最早参加工作的人。	这家公司成立后#当年#就实现了盈利，创造了业内罕见的发展速度。	新工厂投产后#当年#产值就突破了一亿元，远远超出了管理层的预期。	政策出台后#当年#便见到了成效，全市的犯罪率下降了百分之三十。				
冲突	chong1 tu1	意见或利益不一致的争执	部门之间因为预算分配问题产生了严重的#冲突#，双方各执一词互不相让。	夫妻俩在孩子的教育方式上存在很大#冲突#，一个主张严格管教，一个提倡快乐成长。	新政策的推行引发了管理层与基层员工之间的#冲突#，工会要求公司重新协商。	他和合伙人在公司发展方向上产生了不可调和的#冲突#，最终只能选择分道扬镳。	文化差异导致中外合资企业内部经常出现管理理念上的#冲突#，需要双方不断磨合。	业主委员会和物业公司之间的#冲突#持续升级，居民们对小区管理现状非常不满。	代际之间的观念#冲突#在很多家庭中都普遍存在，老一辈和年轻人的想法往往大相径庭。	学术界对这一理论的争论由来已久，不同学派之间的#冲突#至今没有得到解决。	
冲突	chong1 tu1	与某事物或某人发生矛盾	他的工作时间和孩子的家长会#冲突#了，只好请妻子代为出席。								
冲突	chong1 tu1	武装或力量之间的直接交锋	两国边境地区爆发了小规模武装#冲突#，造成双方各有数名士兵伤亡。	维和部队被紧急派往#冲突#地区，试图在交战双方之间建立缓冲区。	这场持续了数月的军事#冲突#导致大量平民流离失所，人道主义危机日益严重。	警方与示威者之间发生了激烈的#冲突#，现场一度陷入混乱。	历史上这两个民族之间的武装#冲突#持续了数百年，积怨极深。	国际社会呼吁#冲突#各方立即停火，通过对话和谈判解决分歧。	边境#冲突#升级后，两国纷纷向前线增派了军事力量，局势骤然紧张。	这次#冲突#中使用了重型武器，造成了严重的人员伤亡和基础设施破坏。	
冲突	chong1 tu1	不同利益之间的碰撞和对立	经济发展与环境保护之间的#冲突#是当今世界面临的最大挑战之一。	个人隐私权与公共安全之间的#冲突#在大数据时代变得越来越突出。	企业追求利润最大化与员工争取合理薪酬之间的#冲突#从未停止过。	城市化进程中，土地开发与文物保护之间的#冲突#屡见不鲜。	全球化背景下，国家主权与国际规则之间的#冲突#成为各国政府必须面对的难题。	短期经济利益与长期可持续发展之间的#冲突#需要决策者做出艰难的取舍。	自由贸易与保护本国产业之间的#冲突#是国际经济关系中的核心议题。	科技进步带来的便利与传统就业岗位减少之间的#冲突#引发了社会各界的广泛讨论。	
培训	pei2 xun4	有计划地培养能力和知识	公司每年都会投入大量资金#培训#新员工，帮助他们尽快适应工作环境。	学校定期组织教师参加专业#培训#，不断提升教学水平和科研能力。	政府出资为农村劳动力提供免费的职业技能#培训#，帮助他们实现就业。	这个项目旨在#培训#基层医务人员，提高偏远地区的医疗服务水平。	企业通过系统的#培训#计划，将一批普通工人培养成了技术骨干。	她参加了为期三个月的外语#培训#课程，口语水平有了明显的提高。	军队对新兵进行严格的体能和战术#培训#，确保他们具备执行任务的能力。	社区开设了老年人智能手机使用#培训#班，教他们学会网上购物和视频通话。	
培训	pei2 xun4	对员工或学员进行技能训练	新入职的厨师需要接受为期两周的岗前#培训#，熟悉餐厅的操作流程和卫生标准。	驾校的教练正在#培训#学员练习侧方停车，反复纠正他们的方向盘操作。	消防队定期对队员进行应急救援#培训#，模拟各种火灾和灾害场景。	工厂请来了日本专家#培训#工人操作新引进的精密设备。	航空公司对空乘人员进行严格的安全#培训#，包括紧急撤离和急救技能。	这家连锁餐饮企业有一套标准化的#培训#体系，确保每家门店的服务质量一致。	IT部门正在#培训#全体员工使用新上线的办公系统，避免工作中出现操作失误。	教练组加大了对年轻球员的#培训#力度，希望他们能在下赛季挑起大梁。	
培训	pei2 xun4	为特定职位有目的地培养接班人	董事长花了五年时间亲自#培训#自己的儿子，准备让他接手家族企业。	公司启动了管理层接班人#培训#计划，从中层干部中选拔优秀人才重点培养。	老院长退休前精心#培训#了两名年轻医生，希望他们能继承自己的医术和理念。	这位武术大师一生只#培训#了三个入室弟子，将毕生所学倾囊相授。	组织部门制定了干部#培训#方案，有针对性地为关键岗位储备后备力量。	师傅用了整整三年时间#培训#这个徒弟，手把手教他掌握了全部核心工艺。	集团总裁亲自挑选了几名高潜力员工进行重点#培训#，为未来的战略扩张做人才储备。	老教授即将退休，正在加紧#培训#自己的研究生，确保实验室的研究工作能够顺利延续。	
培训	pei2 xun4	有组织的教学或训练课程	公司组织的这次领导力#培训#为期五天，邀请了多位知名管理学教授授课。	她报名参加了一个周末的烘焙#培训#，学会了制作各种精美的蛋糕和面包。	这次安全生产#培训#要求所有一线工人必须参加，考核合格后才能上岗。			
