word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
干脆	gan1 cui4	不妨这样做	既然你不喜欢这份工作，#干脆#辞职去追求自己真正热爱的事业吧，人生苦短何必委屈自己。	与其每天花两个小时挤地铁上班，他#干脆#在公司附近租了一间小公寓，虽然贵一点但省下了大量通勤时间。	这台旧电脑修了好几次还是经常死机，我看#干脆#买台新的算了，反正现在电脑也不贵。	既然大家对这个方案都有意见，我们#干脆#推倒重来，从头设计一个全新的解决方案。	她犹豫了半天要不要告诉父母自己失业的消息，最后决定#干脆#坦白，免得以后更难开口。	这件衣服已经褪色得很厉害了，你#干脆#拿去当抹布用吧，留着也穿不出去。	与其在这里干等着，我们#干脆#先去旁边的咖啡馆坐一会儿，等他们准备好了再过来。			
自反	zi4 fan3	内省检视内心思想	曾子曰"吾日三省吾身"，这种#自反#的精神是儒家修身养性的核心要义，值得我们每个人学习。	在经历了那次重大失败之后，他开始认真#自反#，审视自己内心深处的傲慢与偏见。	真正的智者懂得#自反#，时常检视自己的思想是否偏离了正道，而不是一味指责他人。	禅修的本质就是#自反#，通过静坐冥想来观照内心，发现那些隐藏在潜意识中的执念。	她在日记中写道，每天睡前的#自反#时刻是她最珍视的独处时光，让她能够与真实的自我对话。	古代圣贤强调#自反#的重要性，认为只有不断审视内心，才能达到至善的境界。	心理咨询师建议他养成#自反#的习惯，定期检视自己的情绪和想法，这对心理健康大有裨益。			
自反	zi4 fan3	反思自己言行与动机	那次争吵之后，她冷静下来#自反#了一番，意识到自己说话太冲，伤害了对方的感情。	作为领导者，他经常#自反#自己的决策是否真正为团队着想，还是只是满足个人的虚荣心。	老师批评他之后，他没有急于辩解，而是认真#自反#自己的行为是否确实有不当之处。	每次项目结束后，团队都会进行#自反#会议，讨论各自在工作中的不足和改进方向。	她在演讲中呼吁年轻人要学会#自反#，审视自己的言行是否与所宣称的价值观一致。	经过深刻的#自反#，他终于承认自己当初的动机并不纯粹，掺杂了太多私心杂念。	这位政治家在回忆录中坦诚地#自反#了自己从政生涯中的几次重大失误及其背后的原因。			
自反	zi4 fan3	数学上指关系的自反性	在集合论中，等于关系是#自反#的，因为任何元素都等于它自身，这是最基本的数学公理之一。	教授在黑板上写下定义：如果对于集合中的每个元素a，都有aRa成立，则称关系R是#自反#的。	学生们在做离散数学作业时，需要判断给定的关系是否满足#自反#性、对称性和传递性。	整除关系在正整数集合上是#自反#的，因为任何正整数都能被自身整除，商为一。	这道证明题要求我们首先验证该关系的#自反#性，然后再证明它同时满足对称性和传递性。	在学习等价关系时，老师强调#自反#性是三个必要条件之一，缺一不可。	偏序关系必须满足#自反#性、反对称性和传递性，这三个性质共同定义了偏序集的结构。			
人次	ren2 ci4	按人次计算的统计单位	根据统计局发布的数据，今年春运期间全国铁路累计发送旅客达四亿#人次#，创下历史新高。	这家医院去年的门诊量突破了五百万#人次#，平均每天接诊患者超过一万三千人。	图书馆的年度报告显示，本年度借阅服务总量达到八十万#人次#，比去年增长了百分之十五。	该培训项目自启动以来，已累计培训农村劳动力超过十万#人次#，有效提升了就业技能。	景区管理处统计，黄金周七天假期共接待游客二十三万#人次#，门票收入达到两千万元。	这条地铁线路日均客流量约为八十万#人次#，是全市最繁忙的公共交通线路之一。	根据卫生部门的统计，今年流感疫苗接种已完成三百万#人次#，覆盖了大部分高危人群。			
人次	ren2 ci4	到访或来访的次数	博物馆新展览开幕首周就吸引了超过五万#人次#的参观者，展厅内几乎每天都人满为患。	这家网红餐厅每天的到店#人次#都在三百以上，想要用餐必须提前一周预约。	社区卫生服务中心的家庭医生签约服务上门访视#人次#逐年增加，深受老年居民欢迎。	展会主办方宣布，为期三天的国际车展共吸引了十二万#人次#的观众前来参观。	这个旅游小镇去年接待游客#人次#突破百万，带动了当地餐饮住宿业的蓬勃发展。	图书馆的自习室每天开放十二小时，高峰期的到馆#人次#可达两千人以上。	养老院的志愿者探访#人次#在节假日期间明显增加，给老人们带来了许多欢乐。			
人次	ren2 ci4	表示参加人数的计数单位	本次马拉松比赛共有三万#人次#报名参加，其中全程马拉松项目的参赛者占三分之一。	公司年会的抽奖环节参与#人次#达到八百，几乎所有员工都积极参与了这项活动。							
致力	zhi4 li4	把精力用于某项事业	这位科学家一生#致力#于癌症治疗研究，发表了数百篇学术论文，为医学进步做出了巨大贡献。	退休后，她#致力#于乡村教育公益事业，在偏远山区建立了十几所希望小学。							
致力	zhi4 li4	致力于实现某一目标或任务	政府#致力#于在五年内实现全面脱贫的目标，为此投入了大量人力物力和财政资源。	这家初创公司#致力#于开发下一代人工智能芯片，希望打破国外技术垄断的局面。	环保组织多年来一直#致力#于推动可再生能源立法，终于在今年取得了突破性进展。	他#致力#于完成导师交给的课题研究任务，每天在实验室工作超过十二个小时。	国际社会#致力#于在本世纪中叶实现碳中和目标，各国纷纷出台了相应的减排政策。	这支研发团队#致力#于攻克量子计算的技术难关，已经取得了多项世界领先的研究成果。	她#致力#于完成父亲未竟的遗愿，将家族企业发展成为行业内的领军品牌。			
付费	fu4 fei4	支付费用	这款软件的基础功能免费使用，但如果想解锁高级功能就需要#付费#订阅会员服务。	现在很多年轻人愿意为优质内容#付费#，知识付费平台因此获得了快速发展。	停车场的收费系统已经升级，车主可以通过手机扫码#付费#，无需再排队缴费。	他在网上购买了一门编程课程，#付费#后立即获得了全部视频教程的观看权限。	医院推行了先诊疗后#付费#的政策，大大方便了急诊患者的就医流程。	这家健身房采用按次#付费#的模式，会员可以根据自己的时间灵活安排锻炼计划。	用户需要#付费#才能去除广告，否则每隔十分钟就会弹出一段三十秒的视频广告。			
