word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
在即	zai4 ji2	临近在即将来之时	春节#在即#，各大商场纷纷推出促销活动，吸引了大批消费者前来选购年货。	高考#在即#，学校特意安排了心理辅导老师为考生们缓解压力，帮助他们以最佳状态迎接考试。	毕业典礼#在即#，同学们都在忙着拍照留念，记录下这段珍贵的校园时光。	婚礼#在即#，新娘却突然发现婚纱需要修改，急得团团转。	开学#在即#，家长们带着孩子涌入文具店，采购新学期所需的各种学习用品。	比赛#在即#，运动员们加紧训练，教练组也在反复研究对手的战术特点。	截止日期#在即#，项目组成员连续加班三天，终于赶在最后时刻完成了所有工作。						
在即	zai4 ji2	即将发生或迫近	暴风雨#在即#，渔民们纷纷将船只驶回港口避风，海面上很快就空无一船。	战争#在即#，边境地区的居民开始向内陆转移，政府也紧急调配了大量救援物资。								
在即	zai4 ji2	触目可及或近在眼前	登上山顶后，整座城市的美景尽收眼底，高楼大厦#在即#，仿佛触手可及。	站在观景台上，远处的雪山#在即#，在阳光的照耀下闪烁着银白色的光芒。	透过落地窗望去，繁华的商业街#在即#，霓虹灯闪烁，人流如织。	飞机降落前，窗外的跑道#在即#，乘客们纷纷系好安全带准备着陆。	游船缓缓靠岸，码头#在即#，岸上等候的人群已经开始挥手致意。	穿过最后一片树林，目的地的村庄#在即#，炊烟袅袅升起，一派宁静祥和的景象。	攀登者抬头望去，峰顶#在即#，这最后几百米的路程却是最艰难的考验。						
纯	chun2	不含杂质	这瓶矿泉水取自深山泉眼，水质#纯#净无污染，是市面上难得的优质饮用水。	实验室要求使用#纯#度达到百分之九十九点九的试剂，任何杂质都可能影响实验结果的准确性。	这块金条经过专业机构检测，确认为#纯#金打造，不含任何其他金属成分。	她只喝#纯#牛奶，不喜欢添加了各种香精和糖分的调味乳制品。	工厂引进了先进的提炼设备，能够生产出#纯#度极高的稀土材料，满足高端制造业的需求。	这款护肤品主打#纯#天然成分，不添加任何化学防腐剂和人工色素。	酿酒师傅坚持使用#纯#粮食酿造，绝不添加食用酒精，这是他们百年老字号的坚守。						
纯	chun2	简单朴素	她的穿着打扮十分#纯#朴，从不追求名牌，却总能给人一种清新自然的感觉。	这首民谣曲风#纯#净，没有复杂的编曲，只有一把吉他和真挚的歌声，却打动了无数听众。	老人过着#纯#朴的生活，每天日出而作日落而息，与世无争。	这幅画作风格#纯#真，用色简单却意境深远，展现了画家返璞归真的艺术追求。	山村里的孩子们眼神#纯#净，笑容灿烂，没有被城市的喧嚣所污染。	她喜欢#纯#色的衣服，认为简单的设计反而更能体现一个人的气质。	这家餐厅的装修风格#纯#朴自然，木质桌椅和绿植搭配，让人感到放松舒适。						
纯	chun2	未与他物混合	这件毛衣是#纯#羊毛制作的，穿起来既保暖又舒适，但需要特别注意清洗方式。	他只喝#纯#黑咖啡，从不加糖加奶，认为这样才能品尝到咖啡豆本身的香醇。	这款果汁是#纯#鲜榨的，不添加水和糖，保留了水果最原始的味道和营养。	她坚持用#纯#棉面料给婴儿做衣服，因为混纺材质可能会刺激宝宝娇嫩的皮肤。	这瓶橄榄油是#纯#初榨的，没有经过任何化学处理，适合凉拌和低温烹饪。	酒庄出产的这款红酒采用#纯#单一葡萄品种酿造，风味独特，深受品酒师好评。	传统工艺要求使用#纯#手工制作，不能掺杂任何机器加工的成分。						
纯	chun2	真实不伪的	他对音乐的热爱是#纯#粹的，从不为名利所动，只为创作出能打动人心的作品。	孩子们之间的友谊是#纯#真的，没有任何功利的考量，只是单纯地喜欢和对方在一起玩耍。	她的笑容#纯#净而真诚，让人感受到一种发自内心的善意和温暖。	这位艺术家的创作动机是#纯#粹的，他只想通过作品表达自己对生活的感悟，从不迎合市场。	老两口之间的感情是#纯#真的，相濡以沫五十年，从未有过争吵和猜疑。	志愿者们的付出是#纯#粹的，他们不求回报，只希望能帮助到有需要的人。	他对故乡的眷恋是#纯#粹的，无论走到哪里，心中始终牵挂着那片生养他的土地。						
上分	shang4 fen1	在游戏中晋级到下一等级	他连续打了十几局排位赛，终于成功#上分#，从白银段位晋升到了黄金。	为了#上分#，她特意研究了各种攻略视频，学习高手的操作技巧和战术配合。	周末他约了几个朋友一起组队#上分#，配合默契，连胜五局。	这个赛季的#上分#之路格外艰难，系统匹配的对手实力都很强。	她在直播间里分享自己的#上分#心得，吸引了大批粉丝前来学习。	凌晨两点他还在坚持#上分#，就差一场胜利就能晋级到钻石段位了。	新赛季开始后，很多玩家都在疯狂#上分#，想要尽快打到自己的目标段位。						
上分	shang4 fen1	提升等级或段位	职业选手平时也需要大量练习来保持手感，#上分#只是他们日常训练的一部分。	他找了一个代练帮忙#上分#，结果账号被封禁了，真是得不偿失。	这款游戏的#上分#机制设计得很合理，既考验个人实力，也需要团队配合。	她每天下班后都会花两个小时#上分#，把打游戏当作放松的方式。	论坛上有人发帖询问#上分#技巧，引发了玩家们的热烈讨论。	他的#上分#速度非常快，短短一周就从青铜打到了铂金段位。	很多玩家为了#上分#不惜熬夜，结果第二天上班精神萎靡，影响了工作效率。						
主办	zhu3 ban4	组织并负责举办活动	这次国际电影节由市政府#主办#，吸引了来自三十多个国家的电影人参加。	学校#主办#的科技创新大赛即将开幕，各院系的参赛队伍都在紧张地准备作品。								
