word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
允许	yun3 xu3	容许而不加阻拦	学校规定#允许#学生在课间休息时间使用手机，但上课期间必须关机。	这家餐厅#允许#顾客携带宠物入内，但需要确保宠物不会打扰其他客人。	公司新出台的政策#允许#员工每周有两天可以在家远程办公。	图书馆#允许#读者借阅最多十本书，借期为一个月。	父母#允许#孩子周末晚睡一小时，作为一周努力学习的奖励。	这个国家公园#允许#游客在指定区域内露营，但必须遵守防火规定。	医生#允许#病人出院，但叮嘱他回家后要继续服药并定期复查。	法律#允许#公民在合法范围内表达自己的意见和诉求。			
面	mian4	人的脸部	她的#面#上带着淡淡的微笑，让人感到十分亲切和温暖。	老人的#面#上布满了岁月的皱纹，每一道都诉说着他丰富的人生经历。	他一听到这个消息，#面#色顿时变得苍白，双手也开始微微颤抖。	孩子们的#面#上洋溢着纯真的笑容，让整个教室都充满了欢乐的气氛。	她用冷水洗了洗#面#，试图让自己从悲伤中清醒过来。	演员在上台前仔细地给自己的#面#上了妆，确保每个细节都完美无瑕。	他的#面#上露出了难以置信的表情，显然没有料到事情会是这样的结果。	医生仔细检查了病人的#面#部，发现有轻微的过敏症状。			
面	mian4	物体的一面或侧面	这枚硬币的正#面#印着国徽，背面则是面值和发行年份。	他把书翻到背#面#，发现那里有作者的亲笔签名。	工人们正在粉刷墙壁的外#面#，准备迎接即将到来的检查。	这块木板的一#面#已经被虫蛀了，需要更换新的材料。	她把照片的正#面#朝下放在桌上，不想让别人看到上面的内容。	建筑师设计的这栋大楼每一#面#都有独特的造型，从不同角度看都很美观。	他检查了箱子的每一#面#，确认没有破损后才放心地交给快递员。	这幅画的背#面#写着创作日期和画家的名字，是鉴定真伪的重要依据。			
面	mian4	物体的外表或表面	湖#面#上倒映着远山的轮廓，构成了一幅宁静而美丽的画卷。	雨后的路#面#湿滑，司机们都放慢了车速，小心翼翼地行驶。	冰#面#上的裂纹越来越多，工作人员不得不关闭了滑冰场。	她用抹布仔细擦拭桌#面#，直到能看见自己的倒影为止。	地#面#上散落着金黄色的落叶，踩上去发出沙沙的声响。	水#面#上漂浮着几片荷叶，偶尔有蜻蜓停在上面休息。	工人们正在修补破损的路#面#，以确保车辆能够安全通行。	镜#面#上蒙了一层薄薄的水汽，她用手轻轻擦去才能看清自己的脸。			
面	mian4	事物的方面或角度	这个问题涉及多个#面#，我们需要从不同角度进行全面分析。	他在工作#面#表现出色，但在人际交往方面还需要多加努力。	政府从经济、社会、环境等多个#面#制定了详细的发展规划。	这部小说从人性的各个#面#深入探讨了善与恶的边界问题。	专家们从技术#面#和市场#面#两个维度对这个项目进行了评估。	她在学业#面#一直名列前茅，同时在艺术方面也展现出了非凡的天赋。	这次改革涉及制度的方方#面##面#，需要各部门通力合作才能顺利推进。	记者从多个#面#对这起事件进行了深入调查和报道。			
面	mian4	顶部或表面最高处	蛋糕的#面#上装饰着新鲜的草莓和奶油，看起来十分诱人。	她在信封的#面#上工整地写下了收件人的地址和姓名。	书桌的#面#上堆满了各种文件和书籍，几乎找不到空余的地方。	厨师在披萨的#面#上撒了一层厚厚的芝士，然后送进烤箱。	他在纸的#面#上画了一幅简单的草图，向同事解释自己的设计思路。	床的#面#上铺着一条手工编织的毯子，是奶奶送给她的生日礼物。	工人在混凝土的#面#上抹了一层水泥，使其更加平整光滑。	她把钥匙放在柜子的#面#上，方便出门时随手拿取。			
面	mian4	用于有平面物体的量词，如鼓镜旗帜	广场上飘扬着数十#面#彩旗，为节日增添了喜庆的气氛。	她的房间里挂着一#面#古老的铜镜，据说是祖母留下的传家宝。	乐队的鼓手同时敲击着三#面#大鼓，节奏震撼人心。	学校门口竖立着一#面#鲜艳的五星红旗，每天早晨都会举行升旗仪式。	他收藏了来自世界各国的一百多#面#国旗，每一面都有独特的故事。	舞台两侧各放置了一#面#巨大的锣，演出开始时会敲响它们。	墙上挂着一#面#奖牌，是他在国际比赛中获得的荣誉。	她买了两#面#镜子，一面放在卧室，一面放在浴室。			
面	mian4	面粉	她用#面#和水揉成了光滑的面团，准备做手工饺子。	这种高筋#面#特别适合做面包，烤出来的面包松软可口。	奶奶把#面#筛了两遍，确保没有结块，这样做出的糕点才会细腻。	超市里的#面#涨价了，主妇们纷纷抱怨生活成本越来越高。	他在案板上撒了一层薄薄的#面#，防止面团粘连。	这家面包店只使用进口的有机#面#，所以价格比普通面包贵一些。	她把#面#、糖和黄油混合在一起，开始制作曲奇饼干的面糊。	工厂每天要消耗数吨#面#来生产各种面食产品。			
面	mian4	面条	她煮了一碗热腾腾的#面#，配上几片牛肉和青菜，简单却美味。	这家店的手擀#面#远近闻名，每天都有很多顾客慕名而来。	他饿极了，三两下就把一大碗#面#吃得干干净净。	北方人喜欢吃#面#，南方人则更偏爱米饭，这是饮食习惯的差异。	妈妈做的炸酱#面#是我童年最美好的味道，至今难以忘怀。	这碗#面#的汤头是用大骨熬制了八个小时，味道特别鲜美。	他点了一份担担#面#，辣得满头大汗却还是停不下筷子。	街角那家小店的阳春#面#虽然简单，却是附近居民的最爱。			
面	mian4	食物口感柔软不脆	这个苹果放太久了，吃起来#面##面#的，一点都不脆。	她不喜欢吃#面#的土豆，觉得口感不好，更喜欢脆爽的那种。	这种红薯烤熟后特别#面#，入口即化，老人和小孩都很喜欢。	他嫌这个梨太#面#了，没什么水分，决定下次买别的品种。	奶奶说这种#面#的南瓜最适合做南瓜饼，口感绵密香甜。	这批西瓜因为存放时间过长，瓜瓤变得#面##面#的，不太好卖。	她专门挑选那种#面#一点的桃子，因为牙口不好，咬不动太硬的。	这个品种的栗子煮熟后特别#面#，绵软香甜，是秋天最受欢迎的零食。			
