word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
买	mai3	购买商品或服务	每逢节假日，商场里总是人山人海，大家都趁着打折促销的机会#买#些日用品和衣服。	她在网上#买#了一套护肤品，结果收到货后发现是假冒伪劣产品，只好申请退款。	老王退休后最大的爱好就是去早市#买#菜，顺便和街坊邻居聊聊天，日子过得悠闲自在。	随着电子商务的快速发展，越来越多的消费者选择在网上#买#东西，实体店的生意受到了很大冲击。	小李刚发了工资就迫不及待地去商场#买#了一双心仪已久的运动鞋，花了将近一千块钱。	政府出台了一系列刺激消费的政策，鼓励居民#买#车#买#房，以拉动内需促进经济增长。	她每次出国旅游都会#买#很多当地的特产和纪念品，回来送给亲朋好友。	超市里正在搞促销活动，#买#二送一，很多大妈大爷一大早就来排队抢购。	年轻人现在#买#东西越来越注重品质和品牌，不再像以前那样只看价格便宜。			
买	mai3	买下某物以获得占有权	经过多轮谈判，这家科技公司终于以三十亿美元的价格#买#下了那家初创企业的全部股权。	他倾尽毕生积蓄#买#下了这套位于市中心的老房子，打算翻新后作为养老之所。	那位收藏家在拍卖会上以天价#买#下了这幅名画，据说这是他多年来梦寐以求的藏品。	公司董事会决定#买#下竞争对手的核心专利，以巩固自己在行业内的技术领先地位。	她用年终奖金#买#下了一辆二手车，虽然不是新车，但对于刚毕业的她来说已经很满足了。	这块地皮被开发商以高价#买#下，据说将建成一座大型购物中心和写字楼综合体。	他花了三年时间才攒够首付，终于#买#下了属于自己的第一套房子，激动得一夜没睡。	投资公司看准时机，在股价低迷时大量#买#下该企业的股票，等待市场回暖后获利。	那位企业家#买#下了这座百年历史的老厂房，计划将其改造成文化创意产业园区。			
图	tu2	示意图或结构图	这份说明书附有详细的安装#图#，即使是没有经验的人也能按照步骤轻松完成组装。	工程师在会议上展示了新产品的结构#图#，向大家详细解释了各个零部件的功能和连接方式。	教科书上的人体解剖#图#清晰地标注了各个器官的位置，帮助医学生更好地理解人体构造。	建筑师绘制了一份详尽的楼层平面#图#，标明了每个房间的尺寸、门窗位置和功能分区。	这本物理教材配有大量的电路#图#和力学分析#图#，使抽象的概念变得直观易懂。	维修手册中的故障排查#图#非常实用，技术人员可以根据流程快速定位问题所在。	她在白板上画了一张组织架构#图#，清楚地展示了公司各部门之间的隶属关系和汇报路径。	这份报告附有详细的工艺流程#图#，完整呈现了从原材料到成品的每一个生产环节。	软件开发团队使用统一建模语言绘制了系统架构#图#，方便团队成员理解整体设计思路。			
图	tu2	图画或照片	这本儿童绘本里的#图#色彩鲜艳、形象生动，深受小朋友们的喜爱。	博物馆里陈列着许多珍贵的古代山水#图#，每一幅都是价值连城的艺术珍品。	她的房间墙上挂满了各种风景#图#和人物#图#，营造出温馨而富有艺术气息的氛围。	这本杂志以精美的#图#片著称，每一期的封面#图#都是由知名摄影师拍摄的。	老师让学生们观察课本上的插#图#，然后用自己的话描述画面中发生的故事。	他收藏了大量民国时期的老照片和宣传#图#，这些珍贵的影像资料记录了那个时代的社会风貌。	展览馆里展出了一系列反映农村生活的年画和版#图#，吸引了众多游客驻足欣赏。	这套邮票上的#图#案设计精美，以中国传统节日为主题，具有很高的收藏价值。	画廊里最引人注目的是那幅巨型油#图#，描绘的是黄河壶口瀑布的壮观景象。			
图	tu2	素描或手绘图	美术老师要求学生们先画一张铅笔素描#图#，掌握基本的明暗关系和透视技法。	他随身携带一本速写本，走到哪里都会画几张写生#图#，记录下眼前的风景和人物。	这位设计师习惯先用手绘#图#表达创意构思，然后再用电脑软件进行精细化处理。	考古学家根据出土文物的残片，绘制了一张复原#图#，推测出这件青铜器原本的完整形态。	建筑系的学生正在教室里画建筑手绘#图#，练习用线条表现建筑物的空间感和质感。	她的手绘服装设计#图#风格独特，线条流畅，在业内颇受好评。	漫画家先用铅笔画出草#图#，确定人物的动态和构图，然后再进行勾线和上色。	这本植物图鉴里的每一张#图#都是由专业画师手工绘制的，细节精确到每一片叶脉。	法医根据目击者的描述绘制了嫌疑人的肖像#图#，为警方破案提供了重要线索。			
图	tu2	统计图表或图示	这份年度报告中的柱状#图#清楚地显示了公司各季度的销售业绩变化趋势。	经济学家用一张折线#图#展示了过去十年间房价的涨跌情况，引发了与会者的热烈讨论。	老师在黑板上画了一个饼状#图#，直观地呈现了班级同学各科成绩的分布比例。	这篇论文附有大量的数据#图#表，用可视化的方式支撑了作者的研究结论。	市场分析师制作了一张对比#图#，将本公司产品与竞争对手的各项指标进行了详细比较。	气象部门发布的降水量分布#图#显示，今年南方地区的雨量明显高于往年同期。	她在演示文稿中插入了多张统计#图#，使枯燥的数字变得一目了然，大大增强了说服力。	这张人口增长曲线#图#反映出该地区近二十年来的人口变化规律和发展趋势。	财务报表中的资产负债#图#帮助投资者快速了解公司的财务状况和偿债能力。			
图	tu2	地图或方位图	他打开手机上的导航软件，放大电子#图#仔细查看从酒店到会议中心的最佳路线。	这张古代的丝绸之路#图#详细标注了当年商队经过的城市、驿站和重要关隘。	旅游手册里附有一张景区游览#图#，标明了各个景点的位置、游览路线和服务设施。	地理老师让学生们在空白#图#上标出中国主要山脉和河流的位置，以加深对地形的认识。	城市规划部门公布了新区的交通规划#图#，显示未来五年内将新建三条地铁线路。	探险队出发前仔细研究了这片区域的地形#图#，标记出可能遇到危险的地段和露营点。	博物馆里珍藏着一幅明代的海防#图#，上面绘有沿海各地的军事要塞和航海路线。	她在墙上贴了一张世界#图#，用彩色图钉标出自己去过的国家和城市，计划有生之年走遍五大洲。	这份房产宣传册里有一张周边配套设施#图#，显示小区附近的学校、医院和商场分布情况。			
图	tu2	筹划或制定计划	公司管理层正在#图#谋转型升级，计划在未来三年内将业务重心从传统制造转向智能科技。	他年轻时就#图#谋创业，经过多年的积累和准备，终于在四十岁那年开办了自己的公司。	政府部门正在#图#划建设一个大型产业园区，预计将吸引数百家企业入驻，创造上万个就业岗位。	她从大学时代就开始#图#谋自己的职业发展，每一步都走得稳扎稳打，如今已是业内知名专家。	这位企业家善于#图#谋长远，总是提前布局新兴市场，因此公司始终保持着行业领先地位。	村委会正在#图#划改善村里的基础设施，计划修建一条连接县城的柏油公路。	他们夫妻俩#图#谋多年，终于攒够了钱在城里买了一套房子，把孩子接来上学。	学校领导正在#图#划扩建校园，准备新建一座图书馆和两栋教学楼，以满足日益增长的招生需求。	这位将军善于#图#谋全局，每次作战前都会周密部署，因此鲜有败绩。			
图	tu2	暗中策划阴谋	警方经过数月的侦查，终于掌握了这个犯罪团伙#图#谋抢劫银行的确凿证据。	历史上那位权臣#图#谋篡位多年，最终在一个风雨交加的夜晚发动了宫廷政变。	检察机关指控被告人与他人串通，#图#谋侵吞国有资产，涉案金额高达数千万元。	小说中的反派角色一直在暗中#图#谋陷害主人公，设下了一个又一个阴险的圈套。	那个间谍潜伏多年，#图#谋窃取国家机密，最终被反间谍部门识破并逮捕归案。	他表面上对老板忠心耿耿，实际上却在背后#图#谋夺取公司的控制权。	这部历史剧讲述了一群大臣#图#谋推翻暴君统治的故事，情节跌宕起伏，扣人心弦。	调查显示，这起事故并非意外，而是有人蓄意#图#谋破坏，目的是打击竞争对手。	那位将领被指控#图#谋叛乱，证据确凿后被革职查办，最终落得身败名裂的下场。			
图	tu2	试图去做或尝试	他多次#图#谋东山再起，但每次都因资金不足而功亏一篑，令人惋惜。	犯罪嫌疑人在被捕后曾#图#谋逃跑，但被警察当场制服，押送回了看守所。	这家公司#图#谋进军海外市场多年，如今终于在东南亚地区站稳了脚跟。	她#图#谋改变自己内向的性格，主动参加各种社交活动，慢慢变得开朗自信起来。	政府#图#谋通过减税降费的政策来刺激经济增长，帮助中小企业渡过难关。	他#图#谋用这笔奖金创业，但家人都劝他先找一份稳定的工作积累经验。	科学家们#图#谋攻克这一技术难题已有数十年，如今终于取得了突破性进展。	那位运动员#图#谋在退役前再夺一枚奥运金牌，为自己的职业生涯画上圆满的句号。	公司管理层#图#谋通过并购重组来扩大市场份额，但遭到了股东们的强烈反对。			
