word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
循环	xun2 huan2	回路或封闭环路	这款新型电动汽车采用了先进的电池管理系统，通过智能#循环#设计大幅延长了电池的使用寿命。	工程师们在电路板上设计了一个精密的反馈#循环#，确保信号能够稳定地在各个元件之间传递。	城市供暖系统依靠一套复杂的管道#循环#将热水输送到千家万户，保障居民温暖过冬。	这台工业冷却设备内部有三个独立的冷却液#循环#，分别负责不同温度区域的散热工作。	实验室的空气净化装置通过封闭式#循环#过滤系统，能够有效去除空气中百分之九十九的微粒污染物。	汽车发动机的润滑油#循环#系统出现故障，导致机油无法正常流动，必须立即送修。	数据中心的液冷系统采用双#循环#设计，一旦主回路出现问题，备用回路会自动接管散热任务。			
借	jie4	借入暂时使用别人的物品或钱	小明因为忘带课本，只好向同桌#借#了一本语文书，下课后立刻归还。	她手头紧张的时候从银行#借#了一笔小额贷款，用于支付房租和日常开销。	图书馆规定每位读者最多可以#借#五本书，借阅期限为三十天，逾期需缴纳滞纳金。	邻居家的电钻坏了，特意来我家#借#工具箱，说修好东西就马上还回来。	大学生创业初期资金不足，他向亲戚朋友#借#了十万元作为启动资金。	这把雨伞是我从同事那里#借#的，明天上班一定要记得还给她。	他从朋友那里#借#了一辆自行车骑去上班，因为自己的车正在维修店里。			
借	jie4	把东西或钱借给他人	老王为人慷慨，经常把自己的书籍#借#给邻居家的孩子们阅读学习。	银行审核通过后，决定#借#给这家初创企业五十万元的低息贷款支持其发展。	她毫不犹豫地把自己的笔记本电脑#借#给室友使用，帮助对方完成紧急的毕业论文。	父亲把家里闲置的汽车#借#给刚拿到驾照的侄子练习，叮嘱他一定要注意安全。	图书馆每年都会把部分藏书#借#给偏远山区的学校，帮助那里的孩子们开阔视野。	公司把闲置的办公设备#借#给了隔壁刚成立的创业团队，支持年轻人的梦想。	热心的邻居把自家的梯子#借#给我们，让我们能够顺利修理屋顶的漏水问题。			
借	jie4	利用某物以达到目的	他#借#这次出差的机会顺便回老家看望了年迈的父母，一举两得。	政客们常常#借#民众的不满情绪来为自己的政治主张造势，以获取更多选票。	她#借#参加学术会议的名义去了一趟巴黎，顺便游览了卢浮宫和埃菲尔铁塔。	这家公司#借#互联网直播的东风迅速扩大了品牌影响力，销售额翻了三倍。	他#借#酒劲说出了压在心底多年的秘密，让在场的所有人都大吃一惊。	商家#借#节日促销的噱头大幅提高原价再打折，实际上消费者并没有得到真正的优惠。	她#借#整理旧物的机会重新审视了自己的人生，决定放下过去重新开始。			
借	jie4	借助或凭借某种方式或手段	登山队员们#借#着绳索和冰镐的帮助，艰难地攀登上了海拔六千米的雪峰。	她#借#着昏暗的路灯光线辨认着门牌号码，终于找到了朋友搬家后的新住址。	老人#借#着放大镜仔细阅读报纸上的小字，了解国内外的最新时事动态。	考古学家#借#着先进的碳十四测年技术，准确判断出这批文物的年代距今约三千年。	他#借#着翻译软件的辅助与外国客户进行了一场顺利的商务谈判。	摄影师#借#着清晨柔和的自然光线，拍摄出了一组令人惊艳的风景照片。	科学家们#借#着高倍显微镜观察到了细胞分裂的完整过程，为研究提供了宝贵资料。			
微	Wei1	姓氏微	据族谱记载，#微#氏家族的祖先在明朝时期从山西迁徙至此，至今已有六百余年历史。	这位名叫#微#子启的历史人物是商朝末年的贵族，因反对纣王暴政而被后世称颂。	村里的#微#姓人家虽然不多，但每逢清明节都会聚在一起祭祖扫墓，传承家族文化。	#微#老先生是当地有名的书法家，他的作品曾多次在省级书法展览中获奖。	根据百家姓研究，#微#姓在全国的分布较为稀少，主要集中在西南地区的几个省份。	#微#氏宗祠建于清朝乾隆年间，虽历经风雨但保存完好，是县级重点文物保护单位。	年轻的#微#医生刚从医学院毕业就主动申请到偏远山区支援，赢得了村民们的尊敬。			
微	Wei1	古代国名，约在今重庆一带	考古学家在重庆地区发掘出大量青铜器，证实了古#微#国确实存在于这一带。	史书记载，#微#国是商周时期西南地区的一个小诸侯国，后被楚国所灭。	学者们通过研究甲骨文中的记载，逐渐还原了古#微#国的政治制度和社会结构。	博物馆新开设的展厅专门介绍#微#国的历史文化，吸引了众多对巴蜀文明感兴趣的游客。	根据《华阳国志》的描述，#微#国的疆域大致位于今天重庆市的东部和湖北省的西部交界处。	这枚刻有"#微#"字的古印章是研究该国官制的重要实物证据，具有极高的学术价值。	历史学家推测，#微#国的灭亡与当时诸侯争霸的大环境密切相关，最终被强邻吞并。			
微	wei1	极小的，细微的	这台精密仪器能够检测到#微#米级别的尺寸变化，广泛应用于半导体制造领域。	科学家在显微镜下观察到了#微#生物的活动轨迹，为研究细菌的行为模式提供了新思路。	她注意到合同中有一处#微#小的字体变化，仔细一看竟然是关键条款被悄悄修改了。	空气中漂浮着无数#微#粒，肉眼虽然看不见，但对呼吸系统的影响却不容忽视。	工程师们正在研发一种#微#型传感器，体积只有米粒大小却能精确测量温度和湿度。	这幅画作的#微#妙之处在于光影的处理，只有近距离观察才能体会画家的匠心独运。	纳米技术的发展使人类能够操控#微#观世界的物质结构，开创了材料科学的新纪元。			
微	wei1	缩小的模型或微型的形态	这套#微#缩景观完美再现了清明上河图中的繁华街景，每个人物都栩栩如生。	博物馆展出的#微#雕作品令人叹为观止，艺术家竟然在一粒米上刻出了整首唐诗。	孩子们围着这座#微#型城市模型兴奋不已，里面的小火车还能真的在轨道上运行。	这位工匠花费三年时间制作了一艘#微#缩版的郑和宝船，每个细节都严格按照史料还原。	科技馆新增了一个#微#观世界展区，游客可以通过放大装置观察昆虫和植物的精细结构。	她收藏的#微#型家具做工精致，虽然只有指甲盖大小，却连抽屉都能真正打开。	这款#微#型无人机重量不到五十克，却配备了高清摄像头，可用于狭小空间的探测任务。			
微	wei1	稍微，有一点程度	听到这个消息，她的嘴角#微#微上扬，露出了一丝不易察觉的笑意。	老教授#微#微点头表示赞许，这对于一向严格的他来说已经是很高的评价了。	天气预报说明天气温会#微#降两三度，出门时最好多带一件外套以防着凉。	他#微#微皱眉思考了片刻，然后给出了一个出人意料却又合情合理的答案。	这道菜的味道#微#咸，如果能少放一点盐就更加完美了。	她#微#微侧身让开了一条路，示意后面的客人先行通过狭窄的走廊。	股市今日#微#涨零点五个百分点，分析师认为这是市场信心逐渐恢复的积极信号。			
