word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
偷偷	tou1 tou1	鬼鬼祟祟地	那个男人#偷偷#地在深夜翻墙进入邻居家的院子，被监控摄像头拍了个正着，第二天就被警察带走了。	她发现丈夫最近总是#偷偷#地接电话，说话时还刻意压低声音，这让她心里产生了不好的预感。	小偷#偷偷#地摸进了博物馆的展厅，趁保安换班的空档，将那幅价值连城的名画从墙上取了下来。	他#偷偷#地把公司的机密文件复制到U盘里，准备卖给竞争对手，却不知道自己的一举一动早已被安全部门监控。	那只狐狸#偷偷#地靠近鸡舍，眼睛里闪着贪婪的光芒，却被农夫养的大黄狗发现后吓得落荒而逃。	间谍#偷偷#地将窃听器安装在大使办公室的台灯底座下，这个位置极其隐蔽，很难被人发现。	他#偷偷#地从后门溜进了考场，企图帮助同伙作弊，结果被监考老师当场抓获，两人都被取消了考试资格。				
偷偷	tou1 tou1	偷偷摸摸地	孩子们趁父母不注意，#偷偷#地从冰箱里拿了几块巧克力，躲在房间里分着吃，脸上满是得逞后的窃喜。	她#偷偷#地给男朋友准备了一份生日惊喜，提前一个月就开始策划，连闺蜜都没有告诉。	学生们#偷偷#地在课桌下传纸条，被老师发现后，全班同学都忍不住笑了起来。	他#偷偷#地把零花钱攒起来，想在母亲节那天给妈妈买一束康乃馨，表达自己的感激之情。	小猫#偷偷#地爬上餐桌，叼走了一块鱼肉，然后迅速躲到沙发底下享用自己的战利品。	她#偷偷#地学会了织毛衣，想在冬天来临之前给奶奶织一条围巾，作为老人八十大寿的礼物。	弟弟#偷偷#地把姐姐的日记本藏了起来，想看看里面到底写了什么秘密，结果被姐姐发现后挨了一顿骂。				
歌词	ge1 ci2	歌曲的文字词句	这首流行歌曲的#歌词#写得非常优美，每一句都充满了诗意，难怪能够打动那么多听众的心。	作曲家拿到#歌词#后反复研读，试图从文字中捕捉情感的起伏，以便创作出最贴合词意的旋律。								
歌词	ge1 ci2	为歌而写的词	著名词作家方文山为周杰伦写的#歌词#独具中国风特色，将古典意象与现代音乐完美融合，开创了华语乐坛的新风格。	她从小就梦想成为一名#歌词#创作者，每天都会把生活中的感悟写成词句，希望有朝一日能被歌手演唱。	这位年轻的创作人凭借一首#歌词#在网络上走红，各大唱片公司纷纷向他抛出橄榄枝，邀请他加盟。	写#歌词#不仅需要文学功底，还要懂得音乐的节奏和韵律，这样写出来的词才能与旋律完美契合。	他为这部电影的主题曲创作的#歌词#感人至深，首映式上许多观众听到这首歌时都忍不住流下了眼泪。	资深音乐制作人认为，一首好的#歌词#应该能够独立成诗，即使没有旋律也能打动人心。	她把失恋的痛苦化作灵感，写出了一首催人泪下的#歌词#，被多位知名歌手争相购买版权。				
此道	ci3 dao4	类似的事务或问题	他在处理劳资纠纷方面经验丰富，凡是#此道#上的难题，交给他准能妥善解决。	公司法务部门专门负责合同审核和知识产权保护，#此道#中的各种复杂情况他们都见识过。	老张在基层工作了三十年，对于农村土地确权#此道#上的问题，没有他不清楚的。	作为资深调解员，她深谙#此道#的门道，知道如何在双方之间找到平衡点，化解矛盾。	这位律师专攻医疗事故索赔案件，#此道#中的法律条文和判例他都烂熟于心。	政府部门处理#此道#事务时，必须严格按照程序办事，不能有任何疏漏。	他被派去处理这起复杂的遗产继承纠纷，因为整个单位只有他最精通#此道#。				
此道	ci3 dao4	诸如此类的事物或情形	年轻人热衷于网络直播带货，#此道#风靡一时，吸引了无数创业者投身其中。	近年来共享经济蓬勃发展，共享单车、共享充电宝等#此道#层出不穷，改变了人们的生活方式。	元宇宙概念兴起后，虚拟地产、数字藏品等#此道#迅速成为资本追逐的热点。	人工智能写作、AI绘画等#此道#的出现，引发了人们对创意产业未来的深刻思考。	短视频平台的崛起带动了网红经济，#此道#的商业模式正在重塑传统媒体格局。	区块链技术催生了加密货币、智能合约等#此道#，对传统金融体系产生了深远影响。	随着健康意识的提升，轻食代餐、功能饮料等#此道#在年轻消费群体中越来越受欢迎。				
此道	ci3 dao4	这一行业或行当	他在餐饮业摸爬滚打了二十年，对#此道#的经营之道了如指掌，开的每家店都生意兴隆。	作为资深出版人，她深知#此道#的艰辛，从选题策划到市场推广，每个环节都需要精心把控。	老师傅在木工#此道#上干了一辈子，他的手艺在整个县城都是首屈一指的。	年轻人想要在金融#此道#站稳脚跟，不仅要有扎实的专业知识，还要有敏锐的市场嗅觉。	他虽然是半路出家进入影视#此道#，但凭借过人的天赋和努力，很快就成为了知名导演。	在古玩#此道#混迹多年的他，练就了一双火眼金睛，赝品在他面前根本无所遁形。	她放弃了稳定的公务员工作，毅然投身电商#此道#，经过几年打拼终于创立了自己的品牌。				
此道	ci3 dao4	某种追求或专门研究领域	王教授毕生致力于甲骨文研究，在#此道#上的造诣无人能及，被誉为当代古文字学泰斗。	他年轻时就对天文学产生了浓厚兴趣，几十年来潜心钻研#此道#，发表了数十篇重要论文。	这位老中医在针灸#此道#上钻研了五十余年，其独创的针法对治疗慢性疼痛有奇效。	作为量子物理学家，她在#此道#的前沿领域不断探索，多次获得国际学术大奖。	他对古典诗词的研究达到了极高的境界，在#此道#上的学术地位得到了海内外学者的公认。	年过七旬的书法家仍然每日临帖不辍，他常说在#此道#上永远没有止境，活到老学到老。	这位考古学家将毕生精力都奉献给了#此道#，他的发现填补了中国史前文明研究的多项空白。				
此道	ci3 dao4	个人的爱好或消遣	退休后他迷上了钓鱼，每天清晨都会带着渔具去河边，在#此道#中找到了无穷的乐趣。	她从小就喜欢集邮，几十年来收藏了上万枚珍贵邮票，在#此道#上投入了大量的时间和金钱。	老李痴迷于养兰花，家里的阳台上摆满了各种名贵品种，他常说#此道#让他的晚年生活充实而有意义。	他对围棋的热爱近乎痴狂，每周都要去棋社与棋友切磋，在#此道#上结交了许多志同道合的朋友。	摄影是他坚持了三十年的爱好，走遍大江南北只为捕捉美景，#此道#已经成为他生命中不可或缺的一部分。	她退休后开始学习国画，虽然起步较晚，但凭借勤奋和悟性，在#此道#上进步神速。	品茶是他多年的雅好，家中收藏了各地名茶，他常邀三五好友一起品茗论道，享受#此道#带来的闲适与宁静。				
此道	ci3 dao4	某项事业或努力的方向	他投身环保事业二十年，在#此道#上付出了无数心血，推动了多项重要的环境保护立法。	作为乡村教育的践行者，她扎根山区小学十五年，在#此道#上的坚守感动了无数人。	这位企业家将扶贫助学作为毕生的事业，在#此道#上捐资数亿元，帮助了成千上万的贫困学生。	他年轻时就立志从事科技创新，几十年来在#此道#上不断突破，带领团队攻克了多项技术难关。	她把推广传统文化作为自己的使命，在#此道#上奔走呼号，创办了多所国学教育机构。	老一辈革命家在民族解放#此道#上前赴后继，用鲜血和生命换来了今天的和平与繁荣。	这位医学专家将攻克癌症作为毕生追求，在#此道#上带领团队取得了多项突破性进展。				
