word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
线	xian4	（置于数词后）表示城市等级或档次	随着经济的快速发展，这座曾经的三#线#城市如今已跻身新一线城市行列，吸引了大量外来人口。	很多年轻人毕业后选择去一#线#城市打拼，尽管生活成本高昂，但机会也更多。	房地产开发商近年来纷纷将目光转向二#线#城市，因为那里的土地成本更低，市场潜力巨大。	这份报告显示，四#线#城市的消费增速已经超过了一线城市，成为新的经济增长点。	他在一#线#城市奋斗了十年，最终还是决定回到家乡的三线城市，过上了更加安逸的生活。	政府出台的人才引进政策使得许多二#线#城市的竞争力大幅提升，不少高端人才开始回流。	从城市规划的角度来看，三#线#城市的基础设施建设还有很大的提升空间，需要更多的投资。	互联网企业的下沉战略让四#线#城市的居民也能享受到便捷的网购和外卖服务。			
位于	wei4 yu2	坐落在某地或某处	这座古老的寺庙#位于#群山环抱之中，每年吸引着无数游客前来朝拜和观光。	新建的国际会展中心#位于#城市东部的开发区，交通便利，配套设施完善。	他们公司的总部#位于#上海陆家嘴金融中心，是一栋气势恢宏的摩天大楼。							
位于	wei4 yu2	处在某个具体地点或范围内	这家百年老店#位于#繁华的商业街中段，门面虽小却生意兴隆，是当地人最爱光顾的地方。	新开的地铁站#位于#两条主干道的交汇处，极大地方便了周边居民的出行。	图书馆的儿童阅读区#位于#二楼东侧，那里有舒适的座椅和丰富的绘本藏书。	这个自然保护区#位于#两省交界处，横跨多个县市，是珍稀动植物的重要栖息地。	医院的急诊室#位于#一楼大厅的右侧，二十四小时都有医护人员值班。	他的办公室#位于#整栋大楼的最高层，透过落地窗可以俯瞰整个城市的天际线。	这座古城遗址#位于#沙漠腹地，考古学家们花了数十年时间才将其完整发掘出来。	学校的实验楼#位于#校园的西北角，远离教学区，以确保实验过程中的安全。		
位于	wei4 yu2	延伸或分布在某处	这条古老的丝绸之路#位于#欧亚大陆的中心地带，连接着东西方的文明与贸易。	长城#位于#中国北方的崇山峻岭之间，蜿蜒数千公里，是人类建筑史上的奇迹。	这片广袤的草原#位于#高原与平原的过渡地带，是游牧民族世代生活的家园。	亚马逊雨林#位于#南美洲的赤道附近，横跨九个国家，被称为地球之肺。	这条断裂带#位于#两大板块的交界处，地质活动频繁，经常发生地震。	尼罗河三角洲#位于#埃及北部地中海沿岸，是古埃及文明的发源地。	这片湿地保护区#位于#候鸟迁徙的必经之路上，每年都有数百万只鸟类在此停歇。	喜马拉雅山脉#位于#中国与尼泊尔的边境线上，绵延两千多公里，拥有世界最高峰。		
我等	wo3 deng3	我们	#我等#今日齐聚于此，共同商议如何应对眼前的困境，望诸位畅所欲言。	将军放心，#我等#必当誓死追随，绝不辜负您的信任与期望。	#我等#虽为布衣百姓，却也心系天下苍生，愿为国家社稷尽绵薄之力。	此番出征，#我等#定当奋勇杀敌，不破敌军誓不还朝。	#我等#在此恭候多时，终于盼来了先生的大驾光临，实在是三生有幸。	承蒙大人抬爱，#我等#感激涕零，日后定当肝脑涂地以报知遇之恩。	#我等#虽身处江湖，却也深知忠义二字的分量，绝不会做出背信弃义之事。	先生高义，#我等#佩服之至，愿追随左右，共图大业。		
我等	wo3 deng3	古语中指代我们的'我们'	古籍中常见"#我等#凡夫俗子"之类的表述，这是古人自谦的一种说法。	在古代奏折中，大臣们常用"#我等#臣子"来表示对君主的恭敬与忠诚。	佛经翻译中经常出现"#我等#众生"的说法，表达的是芸芸众生的概念。	这部古典小说中，书生们聚会时常说"#我等#读书人当以天下为己任"。	古代戏曲里，侠客们常豪迈地说"#我等#江湖儿女，快意恩仇"。	在古文献中，"#我等#"一词的使用频率远高于现代汉语中的"我们"。	研究古汉语的学者指出，"#我等#"在先秦典籍中就已广泛使用。	这篇古代檄文开头写道："#我等#义士，不忍见百姓受苦，故揭竿而起。"		
按	an4	用力按压	医生让病人躺下，然后用手轻轻#按#压腹部，检查是否有异常肿块。	她每天晚上都会#按#摩太阳穴来缓解一天工作带来的疲劳和头痛。	急救人员跪在地上，双手交叠用力#按#压患者的胸口，进行心肺复苏。	中医师用拇指#按#住病人手腕上的穴位，仔细感受脉搏的跳动。	他不小心被蜜蜂蛰了，赶紧用手指#按#住伤口，防止毒液扩散。	理疗师用专业手法#按#揉患者僵硬的肩颈，帮助放松紧张的肌肉。	护士#按#住棉球在针眼处停留了几秒钟，嘱咐病人不要揉搓。	钢琴老师示范如何正确地#按#下琴键，强调手指要有力但不能僵硬。		
按	an4	推动或推挤	他用力#按#开挡在面前的树枝，在茂密的丛林中艰难地开辟出一条小路。	警卫迅速#按#倒了试图闯入的可疑人员，将其牢牢控制在地上。	摔跤比赛中，选手使出全力将对手#按#在垫子上，裁判开始读秒。	她气愤地#按#住弟弟的肩膀，不让他继续往前冲去惹事。	保安们合力将闹事者#按#在墙上，等待警察前来处理。	母狮用前爪将猎物#按#在地上，锋利的牙齿咬住了它的咽喉。	训练有素的警犬将嫌疑人#按#倒在地，直到警员赶来将其铐住。	柔道选手一个漂亮的过肩摔，将对手#按#在地上动弹不得。		
按	an4	暂且搁置不加处理	这个争议性的提案暂且#按#下不表，等收集更多数据后再做讨论。	关于人事调整的事情先#按#一#按#，等年底考核结束后再统一安排。	这件事情牵涉太广，领导决定先#按#住不动，等待更合适的时机再处理。	小说写到这里，作者将主线剧情#按#下，转而描写另一个人物的故事。	会议上提出的几个敏感问题被主持人巧妙地#按#下，留待私下沟通解决。	编辑建议作者先把这段情节#按#住，放到后面的章节中会更有戏剧效果。	调查组决定将这条线索暂时#按#下，集中精力追查更重要的证据。	导演临时决定把这场戏#按#下来，等天气好转后再补拍。		
按	an4	掌控或管理	他虽然年事已高，但依然牢牢#按#住公司的决策大权，不肯放手。	这位将军治军严明，#按#住了麾下数万将士，令行禁止，军纪严整。	老族长凭借威望#按#住了族中各派势力，维持着表面上的和平与团结。	新上任的经理很快就#按#住了局面，让原本混乱的部门恢复了正常运转。	他用铁腕手段#按#住了地方上的各种势力，确保了改革政策的顺利推行。	这位资深教练#按#住了队内的明星球员，让他们服从整体战术安排。	村支书多年来一直#按#住村里的大小事务，说一不二，颇有威信。	董事长虽然退居二线，但仍然#按#住着集团的核心业务，重大决策都要经过他的首肯。		
