word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
还	hai2	尚可	这家餐厅的菜品味道#还#行，虽然算不上特别出色，但价格实惠，性价比不错。	他的英语水平#还#可以，日常交流没有问题，但要做专业翻译还差得远。	今天的天气#还#好，虽然有点阴沉，但至少没有下雨，适合出门散步。	这部电影的剧情#还#算紧凑，虽然没有太多惊喜，但看完不会觉得浪费时间。	她的厨艺#还#过得去，做的家常菜味道不错，招待朋友完全没问题。	这款手机的性能#还#凑合，处理日常应用绑绑有余，但玩大型游戏就有些吃力了。	他的身体状况#还#行，虽然年纪大了有些小毛病，但精神头很足。	这次考试的成绩#还#算理想，虽然没有达到预期目标，但比上次有了明显进步。	新来的同事工作能力#还#不错，上手很快，就是有时候太过谨慎。	这个方案#还#算可行，虽然有些细节需要完善，但整体思路是对的。
还	hai2	早在	#还#在上世纪八十年代，这位科学家就已经预见到了人工智能的发展潜力。	他#还#在读大学的时候就开始创业，如今已经是一家上市公司的董事长了。	#还#在孩提时代，她就展现出了非凡的音乐天赋，五岁便能熟练演奏钢琴。	这项技术#还#在十年前就已经被提出，只是当时的硬件条件无法支持其实现。	#还#在疫情爆发之前，这家公司就已经开始布局线上业务，因此受到的冲击较小。	他们#还#在结婚之前就约定好了家务分工，婚后生活因此十分和谐。	#还#在改革开放初期，这个小渔村就抓住机遇发展外贸，如今已成为繁华的港口城市。	她#还#在高中时期就立志要成为一名医生，多年来从未动摇过这个目标。	#还#在项目启动之初，团队就制定了详细的风险预案，这为后来的顺利推进奠定了基础。	这部小说的构思#还#在作者年轻时就已形成，但直到退休后才有时间将其完成。
还	hai2	甚至	他不仅会说英语和法语，#还#能流利地使用阿拉伯语和日语进行商务谈判。	这场暴风雪影响范围极广，#还#波及到了平时很少下雪的南方沿海城市。	她的舞蹈技艺精湛，#还#曾受邀在国际艺术节上进行独舞表演。	这款软件功能强大，#还#能自动识别并修复照片中的瑕疵，深受摄影爱好者喜爱。	他对工作的投入程度令人惊叹，#还#经常在周末主动加班处理紧急事务。	这家医院的服务非常周到，#还#为外地患者提供免费的住宿安排。	她不仅完成了本职工作，#还#主动承担了部门的培训任务，获得了领导的高度赞赏。	这次地震的破坏力惊人，#还#引发了多处山体滑坡，救援工作困难重重。	他的记忆力惊人，#还#能准确背诵十年前读过的诗词文章。	这个小镇的旅游业发展迅速，#还#吸引了不少外国投资者前来考察合作机会。
还	hai2	也	他喜欢游泳，#还#喜欢打篮球，周末总是把时间安排得满满当当。	除了学习专业课程，她#还#参加了学校的辩论社和志愿者协会。	这家超市不仅商品种类齐全，价格#还#比其他地方便宜不少。	他不仅是一位出色的工程师，#还#是一位业余摄影爱好者，作品多次获奖。	妈妈做的红烧肉好吃，她做的糖醋排骨#还#更加美味可口。	这款车不仅外观时尚，内饰#还#采用了环保材料，非常符合现代消费者的需求。	他会弹吉他，#还#会拉小提琴，是朋友聚会时的气氛担当。	这个公园不仅有美丽的花园，#还#有专门为儿童设计的游乐设施。	她不仅英语说得好，日语#还#达到了专业翻译的水平。	这家餐厅的川菜做得地道，粤菜#还#同样出色，是聚餐的好去处。
还	hai2	其他的	你#还#有什么问题要问吗？如果没有的话，我们就结束今天的面试了。	除了这三个方案，你#还#有别的建议吗？我们需要更多的选择来做比较。	行李都收拾好了，#还#有什么需要带的东西吗？出发前再检查一遍比较保险。	这个项目的主要问题已经解决了，#还#有一些细节需要在下周的会议上讨论。	你#还#想去哪里玩？时间还早，我们可以再逛一个景点。	报告的主体部分已经完成，#还#剩下结论和参考文献需要补充。	除了刚才提到的那些，#还#有几位候选人的简历值得我们仔细研究。	这批货物已经清点完毕，#还#有两箱样品需要单独存放。	你#还#认识其他做这行的朋友吗？我们正在寻找合适的合作伙伴。	会议的主要议题都讨论完了，#还#有什么补充意见吗？
还	huan2	偿还债务	他省吃俭用了三年，终于把欠银行的贷款全部#还#清了。	为了#还#债，她不得不同时打两份工，每天只睡五个小时。	这笔钱是我向朋友借的，下个月发工资后一定要#还#给他。	公司资金链断裂后，老板变卖了所有资产来#还#供应商的货款。	他承诺会在年底前把所有欠款#还#完，请债权人再给他一些时间。	父亲生病住院花光了积蓄，还欠了不少外债，她毕业后的第一件事就是努力工作#还#钱。	银行规定，房贷必须在三十年内#还#清，否则将收取额外的滞纳金。	他是个讲信用的人，借了钱一定会按时#还#，从不拖欠。	为了#还#清创业失败欠下的债务，他重新找了一份稳定的工作。	她每月工资的一半都用来#还#助学贷款，生活过得十分节俭。
还	huan2	归还物品或使返回原处	图书馆的书借阅期限是一个月，逾期未#还#将收取滞纳金。	他把借来的工具擦拭干净后#还#给了邻居，并表示感谢。	这件衣服不合适，我想#还#给商家，不知道能不能退款。	请在离开时把钥匙#还#到前台，我们会检查房间后退还押金。	她把捡到的钱包原封不动地#还#给了失主，婉拒了对方的酬谢。	租借的设备使用完毕后请及时#还#回仓库，以便其他部门使用。	他答应明天就把车#还#给我，因为周末我需要用车去接父母。	这本书我已经看完了，明天就#还#给你，写得真的很精彩。	博物馆呼吁收藏家将流失海外的文物#还#归祖国，让更多人能够欣赏。	她把多找的零钱#还#给了店员，店员连声道谢称赞她诚实。
而	er2	连接并列成分表示并且	这座城市既古老#而#现代，传统建筑与摩天大楼和谐共存。	他的演讲简洁#而#有力，每一句话都直击听众的内心。	她是一位温柔#而#坚强的母亲，独自抚养三个孩子长大成人。	这部作品风格独特#而#深刻，融合了东西方文化的精髓。	他做事认真#而#细致，每一个细节都不会放过。	这款设计简约#而#不简单，处处体现着设计师的匠心独运。	她的歌声清澈#而#动人，让在场的每一位观众都为之陶醉。	这篇文章论证严密#而#充分，是学术写作的典范之作。	他为人正直#而#善良，在同事中有着极好的口碑。	这道菜色香味俱全，口感丰富#而#层次分明，令人回味无穷。
而	er2	表示兼有或并列	这位艺术家既是画家#而#又是雕塑家，在两个领域都有很高的造诣。	他不仅是公司的创始人#而#兼任技术总监，事必躬亲。	她既要照顾年迈的父母#而#又要忙于工作，每天都疲惫不堪。	这个项目需要既懂技术#而#又懂管理的复合型人才来主持。	他既是我的老师#而#又是我的朋友，对我的成长影响深远。	这款产品既实用#而#又美观，上市后立即受到消费者的追捧。	她既要完成学业#而#又要参加各种社会实践活动，时间安排得非常紧凑。	这位领导既严格#而#又关心下属，团队的凝聚力非常强。	他既精通中医#而#又熟悉西医，能够为患者提供综合治疗方案。	这座建筑既保留了传统风格#而#又融入了现代元素，成为城市的新地标。
而	er2	表示由此导致的结果	他因为过度劳累#而#病倒了，医生建议他至少休息两周。	她因为坚持不懈的努力#而#最终实现了自己的梦想。	这家公司因为管理不善#而#濒临破产，员工们人心惶惶。	他因为一时冲动#而#说出了伤人的话，事后非常后悔。	这个地区因为交通不便#而#经济发展相对滞后。	她因为出色的表现#而#获得了晋升的机会，成为部门最年轻的主管。	这座古城因为保护得当#而#至今仍保留着千年前的风貌。	他因为缺乏经验#而#在谈判中吃了亏，但也从中学到了很多。	这部电影因为题材敏感#而#未能在国内上映，只能通过网络观看。	她因为性格内向#而#不善于在公众场合表达自己的观点。
