word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
全能	quan2 neng2	无所不能的	在许多宗教信仰中，上帝被描述为#全能#的存在，能够创造宇宙万物并掌控一切自然法则。	古希腊神话中的宙斯虽然被尊为众神之王，但他并非#全能#的神，也有无法改变的命运。	信徒们相信#全能#的神会在他们最困难的时候伸出援手，给予他们力量和指引。	哲学家们长期争论一个问题：如果神是#全能#的，为什么世界上还存在如此多的苦难和不公？	在科幻小说中，人工智能发展到极致后可能成为#全能#的存在，这引发了人们对未来的深刻担忧。	神学家托马斯·阿奎那认为，#全能#的上帝不会做出违背逻辑的事情，比如创造一块自己也举不起的石头。						
全能	quan2 neng2	多方面能力兼备的	她是公司里公认的#全能#型人才，不仅精通财务和法律，还能独立完成市场营销方案的策划。									
全能	quan2 neng2	各方面都很擅长的	这位运动员在田径#全能#项目中表现出色，无论是跳高、跨栏还是投掷，都能取得优异成绩。	他从小就展现出#全能#的天赋，学习成绩名列前茅，体育比赛也总能拿奖，让同学们羡慕不已。	现代职场越来越需要#全能#型员工，既要懂技术，又要会沟通，还得有创新思维。	奥运会十项#全能#比赛被称为"铁人"项目，参赛选手必须在两天内完成十个不同的田径项目。	这家初创公司的创始人堪称#全能#，从产品设计到代码编写，从融资谈判到团队管理，样样精通。	教练评价这位年轻球员是难得的#全能#后卫，进攻时能突破得分，防守时又能限制对手核心球员。						
两德	liang3 De2	两个德国的概念	冷战时期，#两德#分裂成为东西方阵营对峙的缩影，柏林墙更是这一历史悲剧的象征。	历史学家在研究#两德#问题时，往往会追溯到二战结束后盟军对德国的分区占领政策。	#两德#的存在深刻影响了战后欧洲的政治格局，也给无数德国家庭带来了骨肉分离的痛苦。	在国际关系课程中，教授详细讲解了#两德#形成的历史背景以及其对冷战格局的重要意义。	#两德#分裂长达四十多年，直到1990年才最终实现统一，结束了这段特殊的历史时期。	许多文学作品和电影都以#两德#分裂为背景，讲述普通人在时代洪流中的悲欢离合。						
两德	liang3 De2	指德意志民主共和国和德意志联邦共和国	1990年10月3日，#两德#正式统一，东德并入西德，结束了长达四十五年的分裂状态。	#两德#在经济体制上截然不同，西德实行市场经济，东德则采用计划经济模式。	冷战期间，#两德#分别加入了北约和华约两大军事集团，成为东西方对抗的前沿阵地。	#两德#统一后，联邦政府投入大量资金用于东部地区的基础设施建设和经济转型。	在体育领域，#两德#曾经各自派出代表团参加奥运会，东德的举国体制培养出了大批优秀运动员。	#两德#边境上的柏林墙成为冷战最著名的象征，1989年它的倒塌标志着一个时代的终结。						
夜里	ye4 li5	在夜间的某个时刻	#夜里#三点左右，一阵急促的敲门声把全家人都惊醒了，原来是邻居家的老人突发疾病需要帮助。	他#夜里#突然醒来，发现窗外有奇怪的光芒，走近一看才发现是对面楼房着火了。	医生说孩子的高烧通常会在#夜里#某个时候退下来，让家长不要太担心，注意观察就好。	#夜里#两点多的时候，值班护士发现病人的心电监护仪出现异常，立即通知了主治医生。	她#夜里#做了一个奇怪的梦，梦见已故的祖母站在床前微笑着看着她，醒来后久久不能平静。	地震发生在#夜里#凌晨时分，很多居民还在熟睡中，这给救援工作带来了极大的困难。						
夜里	ye4 li5	在夜间整体时间里	这种猫头鹰是典型的夜行动物，#夜里#活动频繁，白天则躲在树洞里休息。	老人家年纪大了睡眠浅，#夜里#总是翻来覆去睡不踏实，天还没亮就醒了。	夏天的时候，#夜里#也很闷热，没有空调根本无法入睡，电费因此增加了不少。	这条街道#夜里#非常安静，商店都关门了，只有几盏路灯孤零零地亮着。	他的工作性质特殊，需要#夜里#值班，所以白天的时间都用来补觉和处理家务。	#夜里#的沙漠温度会骤降，与白天的酷热形成强烈反差，昼夜温差可达三十度以上。						
夜里	ye4 li5	夜间时分或夜晚阶段	随着#夜里#的降临，城市的霓虹灯逐渐亮起，街道上的行人也渐渐多了起来。									
浪	lang4	水面起伏的波浪	海面上的#浪#一波接一波地涌来，在阳光的照射下闪烁着金色的光芒，美不胜收。	小船在#浪#中颠簸前行，船上的渔民们早已习惯了这种摇晃，依然专注地整理着渔网。	湖面上微风轻拂，泛起层层细#浪#，岸边的垂柳倒映在水中，构成一幅宁静的画面。	台风过后，海上的#浪#依然很大，海事部门发布通知，禁止渔船出海作业。	孩子们在沙滩上玩耍，每当#浪#涌上来打湿他们的脚丫，就会发出欢快的笑声。	诗人站在江边，望着滚滚东去的江水和翻涌的#浪#花，心中涌起无限感慨。						
浪	lang4	近岸拍打时破碎的巨浪	巨大的#浪#拍打在礁石上，激起数米高的白色水花，发出震耳欲聋的轰鸣声。	冲浪爱好者们等待着完美的#浪#，当一道高耸的水墙向岸边推进时，他们迅速划水迎了上去。	风暴来临时，#浪#一个接一个地冲击着海堤，海水不断越过堤坝涌入沿海村庄。	这片海域以凶猛的#浪#著称，每年都有不少船只在此遇险，被称为"魔鬼海角"。	退潮时分，#浪#的力量明显减弱，但仍能看到白色的泡沫在沙滩上留下一道道痕迹。	专业冲浪比赛要求选手在#浪#上完成各种高难度动作，评委会根据技术难度和完成质量打分。						
