word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
下级	xia4 ji2	处于低层次或低水平的	这款产品的配置属于#下级#水平，只能满足基本的办公需求，无法运行大型游戏或专业软件。						
下级	xia4 ji2	社会或组织的下层阶级	在封建社会中，#下级#民众几乎没有任何政治权利，只能默默承受统治阶级的剥削和压迫。	工业革命初期，#下级#工人的生活条件极其恶劣，每天工作十几个小时却只能勉强糊口。	社会学家指出，教育资源的不平等分配使得#下级#家庭的孩子很难实现阶层跨越。	历史上许多革命运动都是由#下级#阶层发起的，他们渴望打破不公正的社会秩序。	这部纪录片真实记录了城市#下级#群体的日常生活，引发了社会对贫富差距问题的广泛讨论。	政府推出了一系列扶贫政策，旨在帮助#下级#阶层改善生活条件，缩小社会贫富差距。				
下级	xia4 ji2	隶属关系中的下属	作为一名优秀的领导者，他从不摆架子，总是耐心倾听#下级#的意见和建议。	军队中有严格的等级制度，#下级#必须无条件服从上级的命令，这是铁的纪律。	她虽然是部门主管，但从不以权压人，与#下级#之间保持着良好的沟通和信任关系。	这位经理善于发现#下级#的优点和潜力，经常给年轻员工提供展示才华的机会。	在这家公司，上级与#下级#之间的关系非常融洽，大家像一家人一样共同为目标努力。	古代官场讲究上下尊卑，#下级#官员见到上司必须行礼问安，否则就是失礼。				
阻挡	zu3 dang3	挡住使无法继续前行	暴风雪封住了山路，厚厚的积雪#阻挡#了救援车辆的前进，救援队只能徒步进入灾区。	警察在路口设置了路障，#阻挡#住了试图逃跑的嫌疑车辆，最终将犯罪分子绳之以法。	一棵倒下的大树横在铁轨上，#阻挡#了列车的正常通行，铁路部门紧急派人清理。	她站在门口，用身体#阻挡#住了想要闯入的陌生人，大声呼救引来了邻居的帮助。	山体滑坡形成的泥石流#阻挡#了村民们的出行道路，政府立即组织力量进行抢修。	交通事故导致高速公路上的车辆排起了长龙，前方的事故现场#阻挡#了所有车道。				
阻挡	zu3 dang3	抵抗外来攻击或冲击	守门员飞身扑出，成功#阻挡#了对方前锋的致命射门，保住了球队的领先优势。	海堤经过多次加固，终于能够#阻挡#住台风带来的巨浪冲击，保护了沿海居民的安全。	士兵们用血肉之躯#阻挡#敌人的猛烈进攻，誓死保卫阵地不让敌军前进一步。	这款新型防弹衣能够有效#阻挡#各种口径子弹的射击，为执法人员提供可靠的保护。	城墙虽然年久失修，但依然顽强地#阻挡#着外敌的入侵，守城将士誓与城池共存亡。	拳击手举起双臂#阻挡#对手凶猛的组合拳，寻找机会发动反击。				
阻挡	zu3 dang3	以物体或障碍阻碍通行	施工单位在道路两侧放置了警示牌和隔离墩，#阻挡#行人和车辆进入危险区域。	他用书架#阻挡#住了房间的入口，不让任何人打扰他专心完成这篇重要的论文。	河流中央的巨石#阻挡#了水流，形成了一个天然的小瀑布，成为游客们喜爱的景点。	为了防止野生动物进入农田，村民们用铁丝网#阻挡#住了田地周围的所有通道。	浓密的树丛#阻挡#了视线，探险队员们不得不用砍刀开辟出一条前进的道路。	商场在紧急出口处放置了障碍物#阻挡#通行，这一严重的消防隐患被检查人员当场查处。				
审讯	shen3 xun4	为查明事实而进行的司法调查	法医在#审讯#过程中提供了关键的尸检报告，帮助调查人员确定了死者的真正死因。	这起离奇的死亡案件引发了司法部门的#审讯#，调查人员正在全力追查事件的真相。	陪审团在#审讯#中听取了多位证人的证词，试图还原案发当晚的完整经过。	检察官要求对这起事故进行全面#审讯#，以确定是否存在人为疏忽或违规操作。	经过长达三个月的#审讯#调查，调查组终于查明了这起矿难事故的真正原因。	死者家属强烈要求对这起可疑死亡案件进行独立#审讯#，不接受警方草率的结论。				
审讯	shen3 xun4	公开在法庭上进行的审理程序	这起轰动全国的贪腐案件将于下周进行公开#审讯#，届时将有大量媒体到场旁听。	被告人在#审讯#过程中当庭翻供，声称之前的供述是在胁迫下做出的，引发法庭一片哗然。	法官宣布#审讯#正式开始，控辩双方律师依次陈述各自的观点和证据。	由于案情复杂，这起案件的#审讯#已经持续了整整一周，预计还需要数日才能结束。	旁听席上座无虚席，市民们都想亲眼见证这场备受关注的#审讯#过程。	辩护律师在#审讯#中提出了新的证据，要求法庭重新审视检方的指控是否成立。				
审讯	shen3 xun4	审讯过程中的询问程序	经过连续十二小时的#审讯#，嫌疑人的心理防线终于崩溃，交代了全部犯罪事实。	警方在#审讯#中采用了心理战术，通过分析嫌疑人的微表情找到了突破口。	律师要求全程录像#审讯#过程，以确保当事人的合法权益不受侵犯。	老刑警凭借丰富的#审讯#经验，很快就识破了嫌疑人编造的谎言。	在#审讯#室里，侦查员与嫌疑人进行了长达数小时的心理博弈，最终获取了关键口供。	新修订的刑事诉讼法对#审讯#程序作出了更加严格的规定，禁止任何形式的刑讯逼供。				
审讯	shen3 xun4	审理或审判案件	法院决定公开#审讯#这起涉及多名官员的受贿案，以彰显司法公正和反腐决心。	这位资深法官一生#审讯#过无数大案要案，以公正廉明著称于法律界。	由于被告身份特殊，上级法院指定由异地法院#审讯#此案，以避免地方干预。	军事法庭将于明日#审讯#这名涉嫌泄露国家机密的军官，案件不对外公开。	检察院已经完成了起诉准备工作，法院将择日#审讯#这起重大经济犯罪案件。	合议庭经过慎重研究，决定依法#审讯#这起跨国电信诈骗案，严惩犯罪分子。				
