word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
危害	wei1 hai4	造成的危害或不良后果	长期吸烟对人体健康造成的#危害#是不可逆转的，尤其是对肺部和心血管系统的损伤最为严重。	环境污染带来的#危害#已经波及到整个生态系统，许多珍稀物种因此濒临灭绝。	专家指出，过度使用电子产品对青少年视力的#危害#远比我们想象的要严重得多。	这种新型病毒对老年人和免疫力低下人群的#危害#尤为明显，死亡率高达百分之十五。	核泄漏事故造成的#危害#将持续数十年，周边居民不得不永久撤离家园。	网络谣言的#危害#不仅在于误导公众，更在于它会引发社会恐慌和信任危机。	高糖饮食对儿童身体发育的#危害#已被多项研究证实，家长应当严格控制孩子的糖分摄入。			
探讨	tan4 tao3	共同讨论以研究某一问题	与会专家就如何应对气候变化进行了深入#探讨#，并提出了多项切实可行的建议。	学术研讨会上，来自各国的学者共同#探讨#了人工智能伦理问题，气氛热烈而友好。					
探讨	tan4 tao3	深入分析探究问题的本质	这篇论文#探讨#了经济全球化背景下发展中国家面临的机遇与挑战，见解独到深刻。	作者在书中#探讨#了人性的复杂性，通过多个角色展现了善与恶的交织与转化。	哲学家们长期以来一直在#探讨#生命的意义这一终极问题，却始终没有得出统一的答案。	记者深入调查，#探讨#了这起腐败案件背后的制度漏洞和监管缺失。	这部纪录片#探讨#了现代人的孤独感，揭示了科技发展与人际疏离之间的矛盾关系。	心理学家通过大量实验#探讨#了童年经历对成年后人格形成的深远影响。	社会学家#探讨#了城市化进程中传统文化流失的根本原因，呼吁在发展中保护文化遗产。			
去世	qu4 shi4	委婉称某人死亡，去世	听闻恩师#去世#的消息，他悲痛万分，连夜赶回老家参加追悼会。	自从父亲#去世#后，她便独自承担起照顾年迈母亲和供弟弟上学的重担。	这位德高望重的老艺术家于昨日凌晨安详#去世#，享年九十二岁，文艺界同仁纷纷表示哀悼。	爷爷#去世#已经十年了，但每逢清明节，全家人仍会聚在一起祭扫他的墓地。	她在丈夫#去世#后的第三年才逐渐走出阴影，重新开始了自己的生活。	著名作家#去世#的消息传来，无数读者自发前往其故居献花悼念。	母亲#去世#前最放心不下的就是这个从小体弱多病的小儿子，临终前反复叮嘱其他子女要照顾好他。			
去世	qu4 shi4	人的生命终止，死亡	根据法医鉴定，死者是在事故发生后约两小时内#去世#的，死因为严重的颅脑损伤。	医院记录显示，患者于凌晨三点十五分#去世#，直接死因是多器官功能衰竭。					
资	zi1	财力物力等可利用的资源	这个偏远山区虽然交通不便，但拥有丰富的矿产#资#源，开发潜力巨大。	政府正在整合各方#资#源，全力推进灾后重建工作，确保受灾群众早日恢复正常生活。	企业要想在激烈的市场竞争中立于不败之地，必须善于整合和利用各种#资#源。	这所大学拥有雄厚的科研#资#源，每年吸引大量优秀学者前来访问交流。	合理配置教育#资#源是实现教育公平的关键，农村地区的学校尤其需要政策倾斜。	水#资#源短缺已成为制约该地区经济发展的主要瓶颈，节水措施刻不容缓。	人力#资#源部门正在制定新的招聘计划，以满足公司业务扩张的需要。			
资	zi1	用于经营或投资的资本	创业初期，他四处筹措#资#金，甚至抵押了自己唯一的房产来维持公司运转。	这家初创企业成功获得了首轮风险投#资#，估值已超过一亿美元。	银行收紧了贷款政策，许多中小企业面临#资#金链断裂的风险。	外#资#企业的大量涌入为当地经济发展注入了新的活力，也带来了先进的管理经验。	他将毕生积蓄全部投入这个项目，如果失败，多年积累的#资#本将付之东流。	融#资#困难一直是制约民营企业发展的主要障碍，政府正在出台相关扶持政策。	这笔启动#资#金虽然不多，但足以让他的创业梦想迈出第一步。			
资	zi1	提供或给予（资助等）	国家设立了专项基金，#资#助贫困地区的优秀学生完成学业，帮助他们改变命运。	这位企业家多年来默默#资#助了上百名孤儿，却从不愿意公开自己的善举。	政府每年拨出专款#资#助科研项目，鼓励科学家们进行原创性研究。	基金会决定#资#助这个环保项目，为保护濒危物种贡献一份力量。	他匿名#资#助了那个失学女孩整整六年，直到她大学毕业才透露自己的身份。	学校设立了多项奖学金，#资#助品学兼优但家庭经济困难的学生。	慈善机构呼吁社会各界#资#助灾区儿童，让他们能够重返校园继续学习。			
资	zi1	向需要者供应物资或资金	战争期间，这条秘密通道是向前线#资#送弹药和粮食的唯一生命线。	国际社会紧急调配物资，#资#援受灾国家的救灾工作，体现了人道主义精神。	后勤部门日夜不停地向灾区#资#送帐篷、食品和饮用水等急需物资。	这家企业承诺向贫困山区学校#资#送电脑设备，帮助孩子们接触现代信息技术。	军方出动直升机向被洪水围困的村庄#资#送救援物资，解决了村民的燃眉之急。	爱心人士自发组织车队，向养老院#资#送米面油等生活必需品。	工会组织向困难职工家庭#资#送过冬物资，确保他们能够温暖过冬。			
资	zi1	在经济上支持或扶持	父母节衣缩食#资#他完成了大学学业，这份恩情他永远铭记在心。	政府出台优惠政策#资#扶小微企业发展，帮助它们渡过经济寒冬。	这位华侨多年来一直#资#助家乡的教育事业，捐建了三所希望小学。	银行推出低息贷款项目，专门#资#扶返乡创业的农民工。	他白手起家的创业之路离不开岳父的大力#资#持，才有了今天的成就。	地方政府设立专项资金#资#扶传统手工艺传承人，保护非物质文化遗产。	企业家联盟承诺#资#扶一百个大学生创业项目，为年轻人提供实现梦想的平台。			
