word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
牌照	pai2 zhao4	机动车行驶证	交警在路口设卡检查，要求每位驾驶员出示驾驶证和机动车#牌照#，确保车辆手续齐全。	他刚买的二手车还没来得及办理#牌照#过户手续，就被交警拦下来开了罚单。	根据新规定，机动车#牌照#必须随车携带，否则将面临扣分和罚款的处罚。	车管所工作人员告诉他，办理机动车#牌照#需要提供购车发票、保险单和身份证原件。	由于#牌照#信息与车辆实际情况不符，这辆货车被暂扣在检查站等待进一步核实。	她把机动车#牌照#和驾驶证放在一个专用的证件夹里，方便随时取用。			
牌照	pai2 zhao4	车辆登记证	购买二手车时，一定要仔细核对车辆#牌照#上的信息与卖家提供的资料是否一致。	银行要求他提供车辆#牌照#作为抵押贷款的必要材料，否则无法办理贷款手续。	这辆进口轿车的#牌照#显示它是五年前在北京完成的首次登记注册。	办理车辆过户时，双方需要携带原车#牌照#到车管所进行信息变更登记。	他发现自己的车辆#牌照#上有一处信息错误，于是赶紧去车管所申请更正。	丢失车辆#牌照#后，车主需要登报声明作废，然后才能申请补办新的登记证书。			
牌照	pai2 zhao4	车牌号或金属牌照	那辆肇事逃逸的黑色轿车#牌照#被路边监控清晰拍下，警方很快锁定了嫌疑人。	北京的车辆#牌照#实行摇号制度，很多人连续几年都没能摇中，只好选择购买电动车。	他特意花高价买了一个吉利数字的#牌照#，希望能给自己带来好运。	暴雨过后，路面积水严重，不少车辆的#牌照#被冲掉，车主们纷纷在路边寻找。	这辆外地#牌照#的大货车因为超载被交警拦下，司机面临高额罚款。	为了逃避电子眼的抓拍，有些司机故意用泥巴遮挡#牌照#，这种行为一经发现将受到严厉处罚。			
特级	te4 ji2	特级等级	她凭借多年的教学经验和突出的科研成果，终于评上了#特级#教师的职称。						
特级	te4 ji2	最高档次	这家餐厅选用的都是#特级#初榨橄榄油，价格虽然贵一些，但品质绝对有保障。	超市里的#特级#龙井茶叶每斤售价高达数千元，是普通茶叶价格的十几倍。	这批#特级#和田玉原石品质极佳，吸引了众多收藏家前来竞拍。	酒庄的#特级#红酒需要在橡木桶中陈酿至少五年，才能达到最佳的口感和香气。	她只用#特级#面粉来制作生日蛋糕，因为这样做出来的蛋糕口感更加细腻松软。	这款#特级#护肤品采用了最先进的萃取技术，深受高端消费者的青睐。			
供奉	gong4 feng4	使神圣化或奉献	古代帝王将功臣的画像#供奉#于凌烟阁，以表彰他们为国家立下的赫赫战功。	这座古老的教堂将圣徒的遗物#供奉#在祭坛上，每年吸引无数信徒前来朝拜。	村民们决定将这位舍己救人的英雄#供奉#为当地的守护神，世代铭记他的功德。	寺庙住持将高僧的舍利子#供奉#在宝塔之中，供信众瞻仰礼拜。	这个部落将勇敢的祖先#供奉#为战神，每逢出征前都要举行隆重的祭祀仪式。	皇帝下令将忠臣的牌位#供奉#于太庙，与历代先贤共享香火。			
供奉	gong4 feng4	把神像或祖先安置并祭祀	奶奶每天清晨都会在佛龛前点燃三炷香，虔诚地#供奉#观音菩萨。	这座祠堂里#供奉#着家族历代祖先的牌位，每逢清明节后人都会前来祭拜。	他在客厅的角落设了一个小神龛，#供奉#着从老家请来的财神爷。	寺庙大殿正中#供奉#着一尊高达三米的释迦牟尼佛像，金光闪闪，庄严肃穆。	按照当地习俗，新房落成后要先#供奉#土地公，祈求家宅平安。	这个古老的道观里#供奉#着三清祖师，香火延续了数百年从未断绝。			
供奉	gong4 feng4	献给祖先的供品	清明节那天，她准备了丰盛的#供奉#，包括水果、糕点和祖父生前最爱吃的红烧肉。	祭祀结束后，家人们会将#供奉#分食，据说这样可以得到祖先的庇佑。	按照传统，中元节的#供奉#要在傍晚时分摆放，等香烛燃尽后才能撤下。	母亲精心准备的#供奉#摆满了整张供桌，表达着对已故亲人的深切思念。	他发现供桌上的#供奉#被老鼠偷吃了一些，赶紧换上新的水果和点心。	除夕夜的#供奉#格外丰盛，寓意着请祖先回家与后人一起过年。			
供奉	gong4 feng4	献给神明的祭品	信徒们将鲜花和水果作为#供奉#摆放在神像前，祈求神明保佑风调雨顺。	庙会期间，香客们带来的#供奉#堆满了整个殿堂，场面十分壮观。	道士告诉他，不同的神明需要不同的#供奉#，比如财神喜欢金元宝，灶神则偏爱糖果。	她每月初一十五都会去庙里烧香，并带上精心准备的#供奉#答谢神恩。	这座山神庙的#供奉#以当地特产为主，村民们相信这样更能表达诚意。	按照古老的仪式，祭司将#供奉#焚烧，让袅袅青烟将人们的祈愿带到天上。			
郁闷	yu4 men4	心情阴郁显得闷闷不乐	连续加班一个月后，他感到无比#郁闷#，整个人都提不起精神来。	她因为和男朋友吵架而#郁闷#了好几天，茶饭不思，朋友们都很担心她。	考试成绩出来后，小明看着不及格的分数，#郁闷#得一句话都说不出来。	这几天阴雨连绵，天气潮湿闷热，让人心情格外#郁闷#，做什么都没有动力。	他被领导当众批评后，一直#郁闷#地坐在工位上，连午饭都没心思吃。	得知自己的项目方案被否决，她#郁闷#极了，独自在公园里坐了一下午。			
