word	pinyin	chinese	sentence1	sentence2	sentence3	sentence4	sentence5	sentence6	sentence7	sentence8	sentence9	sentence10
版本	ban3 ben3	作品或程序的某一版本	这款软件的最新#版本#修复了很多已知的漏洞，建议尽快更新。	他收藏了这本小说的多个#版本#，包括初版和修订版，都是珍贵的藏品。	这首歌有很多翻唱#版本#，但我还是最喜欢原唱的那一版。	电影的导演剪辑#版本#比院线版长了半个小时，剧情更加完整。	这个故事在不同地区流传着不同的#版本#，细节各有差异。	游戏的测试#版本#已经发布，玩家可以提前体验新功能。	她手里的这份合同是旧#版本#，条款已经修改过了，需要重新签署。	这部经典著作有多种译本#版本#，每个译者的风格都不一样。			
版本	ban3 ben3	印刷品的具体印次	这本书的第一#版本#早已绝版，在旧书市场上价格不菲。	图书馆收藏的这部古籍是明代的刻印#版本#，具有很高的文献价值。	他专门收集各种珍稀#版本#的古书，家里的书房堆满了宝贝。	这套丛书的精装#版本#印刷精美，很适合作为礼物送人。	出版社决定推出这本畅销书的纪念#版本#，增加了作者的亲笔签名。	这份报纸的创刊号#版本#保存完好，是研究近代史的珍贵资料。	她收藏的这本诗集是限量#版本#，全球只印了五百册。	这部词典的最新#版本#增加了很多新词条，内容更加丰富。			
版本	ban3 ben3	软件或产品的发行版本	公司即将发布产品的新#版本#，增加了很多用户期待已久的功能。	这个应用的免费#版本#功能有限，想要完整体验需要购买专业版。	系统的稳定#版本#已经通过测试，可以正式上线了。	他还在使用软件的旧#版本#，很多新功能都用不了。	开发团队正在紧锣密鼓地准备下一个#版本#的发布工作。	这款游戏的手机#版本#和电脑版有一些差异，操作方式不太一样。	企业#版本#的软件提供更多的定制化服务和技术支持。	测试人员发现了这个#版本#的几个严重bug，需要在发布前修复。			
刚	gang1	硬的不易弯折或变形	这种材料质地#刚#硬，不易变形，非常适合制作机械零件。	他的性格#刚#直不阿，从不向权贵低头，因此得罪了不少人。	这把刀是用#刚#性极强的合金打造的，锋利无比，削铁如泥。	她外表柔弱，内心却#刚#强坚毅，从不轻易向困难屈服。	这种木材质地#刚#硬，纹理细密，是制作高档家具的上等材料。	他的书法笔力#刚#劲，每一笔都透着力量，气势磅礴。	这座桥梁采用了#刚#性结构设计，能够承受巨大的荷载。	老人虽然年迈，但骨头依然#刚#硬，身体非常健朗。			
刚	gang1	稳固牢靠不易松动	这个支架结构#刚#固，即使在强风中也纹丝不动。	他的立场#刚#定不移，无论别人怎么劝说都不为所动。	这座建筑的地基打得很#刚#实，经历了多次地震都安然无恙。	她的信念#刚#坚如铁，任何困难都无法动摇她的决心。	这套设备的连接部件非常#刚#固，长期使用也不会松动。	他做事#刚#毅果断，一旦做出决定就绝不动摇。	这种螺栓的咬合力很#刚#，拧紧后很难松脱。	她的意志#刚#强坚定，面对再大的压力也不会退缩。			
刚	gang1	体力或力量强壮有力	他年轻时身体#刚#健，能一口气扛起两百斤的麻袋。	这匹马体格#刚#壮，四肢有力，是难得的良驹。	她虽然是女子，但性格#刚#烈，武艺高强，巾帼不让须眉。	老将军虽已年过七旬，但依然#刚#健有力，每天坚持锻炼。	这头牛体型#刚#壮，力大无穷，一天能耕好几亩地。	他练了多年武术，身手#刚#猛，一般人近不了他的身。	这位运动员体魄#刚#健，在比赛中展现出惊人的爆发力。	她的父亲是个#刚#强的汉子，一辈子靠双手养活了全家。			
刚	gang1	恰好合适，正合时机	你来得#刚#好，我正要找你商量这件事呢。	这件衣服的尺码#刚#合适，穿在身上不大不小，正好。	火候掌握得#刚#到好处，这道菜的口感恰到好处。	他的发言时间#刚#好，既不太长也不太短，恰如其分。	这笔钱#刚#够付房租，一分不多一分不少。	她到达车站时，火车#刚#好进站，时间掐得刚刚好。	这个方案的力度#刚#合适，既能解决问题又不会引起反弹。	温度调到这个档位#刚#好，不冷不热，非常舒适。			
刚	gang1	仅仅微不足，几乎不	他的工资#刚#够维持基本生活，根本存不下钱。	这点时间#刚#够赶到机场，一分钟都不能耽搁。	她的身高#刚#过一米五，在人群中很不起眼。	这笔预算#刚#够完成项目的基本功能，没有多余的钱做优化。	他的成绩#刚#过及格线，差一点就要补考了。	这辆车的后备箱#刚#够放下两个行李箱，再多就装不下了。	她的年龄#刚#满十八岁，刚刚获得投票的资格。	这点材料#刚#够做一件衣服，一点余量都没有。			
刚	gang1	精确无差，正是如此	这个数字#刚#好是一百，不多不少，正好整数。	时钟的指针#刚#指向十二点，新年的钟声准时敲响。	他猜的答案#刚#对，和标准答案完全一致。	测量结果显示，这块地的面积#刚#好是五百平方米。	她算的账目#刚#好平，收支完全相符，没有任何差错。	比赛结束时，比分#刚#好是平局，双方各得一分。	这批货物的数量#刚#好符合订单要求，一件不多一件不少。	实验数据#刚#好验证了他的假设，证明理论是正确的。			
允许	yun3 xu3	准许发生或做某事	公司#允许#员工在家办公，只要能按时完成工作任务就行。	这个国家的法律#允许#公民持有枪支，但有严格的管理规定。	医生#允许#他出院，但叮嘱要按时服药，定期复查。	学校#允许#学生使用手机，但上课期间必须关机。	父母终于#允许#她去国外留学，这是她多年的梦想。	这个软件#允许#用户自定义界面，可以根据个人喜好进行设置。	法官#允许#被告保释，但要求不得离开本市。	公园#允许#游客携带宠物入内，但必须牵好绑带，清理粪便。			
