sentence	spans	defs
一等第一名是未来的北洋政府的财长、杨的共事和政敌：梁士诒。	0:一等 1:等第 2:第一 6:未来 9:北洋/北洋政府 11:政府 14:财长 19:共事 21:和政 22:政敌	一等 [yi1 deng3] first class; grade A; 北洋 [Bei3 yang2] the Qing Dynasty name for the coastal provinces of Liaoni...; 北洋政府 [Bei3 yang2 zheng4 fu3] the Warlord government of Northern China that developed f...; 和政 [He2 zheng4] see 和政縣|和政县[He2 zheng4 Xian4]; 政府 [zheng4 fu3] government / CL:個|个[ge4]; 政敌 [zheng4 di2] political opponent; 第一 [di4 yi1] first; foremost; 等第 [deng3 di4] level; rank; grade
很遗撼你和唐纳德没有时间聚在一起了	5:唐纳/唐纳德 8:没有 9:有时 10:时间 12:聚在一起 13:在一起 14:一起	一起 [yi1 qi3] together; in the same place / altogether; in total / an instance of; a case of (murder, accident, dispute etc); 唐纳 [Tang2 na4] Tanner or Donald (name); 唐纳德 [Tang2 na4 de2] Donald (name); 在一起 [zai4 yi1 qi3] together; 时间 [shi2 jian1] time; 有时 [you3 shi2] sometimes; now and then; 没有 [mei2 you3] to not have; doesn't exist; haven't; 聚在一起 [ju4 zai4 yi1 qi3] to get together
矿产资源主要有主要为磷矿石和石灰石。	0:矿产/矿产资源 2:资源 4:主要 5:要有 7:主要 10:磷矿/磷矿石 11:矿石 14:石灰/石灰石	主要 [zhu3 yao4] main; principal; major; primary; 石灰 [shi2 hui1] lime (calcium oxide); 石灰石 [shi2 hui1 shi2] limestone; 矿产 [kuang4 chan3] minerals; 矿产资源 [kuang4 chan3 zi1 yuan2] mineral resources; 矿石 [kuang4 shi2] ore; 磷矿 [lin2 kuang4] phosphate ore; phosphate deposit; 磷矿石 [lin2 kuang4 shi2] phosphate rock; phosphate ore; 要有 [yao4 you3] to need; to require; must have; 资源 [Zi1 yuan2] see 資源縣|资源县[Zi1 yuan2 Xian4] | [zi1 yuan2] resource
美国道琼斯股票指数收市突破13000点大关，创下历史纪录。	0:美国 1:国道 2:道琼/道琼斯 3:琼斯 5:股票/股票指数 7:指数 9:收市 11:突破 18:点大 19:大关 22:创下 24:历史 26:纪录	国道 [guo2 dao4] national highway; 大关 [da4 guan1] strategic pass / barrier or mark (i.e. a level considered impressive, usua... / instrument of torture used to break limbs; 指数 [zhi3 shu4] index; indicator / exponent; exponential; 点大 [dian3 da4] tiny; minuscule; 琼斯 [Qiong2 si1] Jones (name); 美国 [Mei3 guo2] United States; USA; US; 股票 [gu3 piao4] stock; share certificate; 股票指数 [gu3 piao4 zhi3 shu4] stock market index; share price index; 道琼 [Dao4 Qiong2] Dow Jones (stock market index); 道琼斯 [Dao4 Qiong2 si1] Dow Jones (stock market index)
时任中央人民政府政务院副总理的陈云致开幕词。	0:时任 2:中央 3:央人 4:人民/人民政府 5:民政 6:政府 8:政务 11:副总理 12:总理 15:陈云 18:开幕/开幕词	中央 [zhong1 yang1] central; middle; center / central authorities (of a state); 人民 [ren2 min2] the people / CL:個|个[ge4]; 人民政府 [ren2 min2 zheng4 fu3] people's government; 副总理 [fu4 zong3 li3] vice-premier; deputy prime minister; 央人 [yang1 ren2] to ask sb (to do sth); to entreat; 开幕 [kai1 mu4] to open; to inaugurate; 开幕词 [kai1 mu4 ci2] opening speech (at a conference); 总理 [zong3 li3] premier; prime minister / CL:個|个[ge4],位[wei4],名[ming2]; 政府 [zheng4 fu3] government / CL:個|个[ge4]; 民政 [min2 zheng4] civil administration
我说实话大部分是来自磨坊主的谷物填充的	1:说实话 2:实话 4:大部/大部分 5:部分 8:来自 10:磨坊/磨坊主 14:谷物 16:填充	大部 [da4 bu4] the greater part; the majority; most; 大部分 [da4 bu4 fen5] the greater part; the majority; most / Taiwan pr. [da4bu4fen4]; 实话 [shi2 hua4] truth; 磨坊 [mo4 fang2] mill; 磨坊主 [mo4 fang2 zhu3] miller; 说实话 [shuo1 shi2 hua4] to speak the truth; frankly; 部分 [bu4 fen5] part; portion; piece / Taiwan pr. [bu4fen4]
‎现在联邦政府‎不得不返回去他们的殖民地	1:现在 3:联邦/联邦政府 5:政府 8:不得/不得不 11:返回 12:回去 14:他们 17:殖民/殖民地	不得 [bu4 de2] must not; may not; cannot; 不得不 [bu4 de2 bu4] have no choice but to; have to; 回去 [hui2 qu5] to return; to go back; 政府 [zheng4 fu3] government / CL:個|个[ge4]; 殖民 [zhi2 min2] colony; colonial; 殖民地 [zhi2 min2 di4] colony; 联邦 [lian2 bang1] federal; federation; commonwealth; 联邦政府 [lian2 bang1 zheng4 fu3] federal government; 返回 [fan3 hui2] to return; to go back
长虹的价格战同时也拖垮了它的一个紧密的商业伙伴，另一家上市公司郑州百文。	0:长虹 3:价格/价格战 6:同时 9:拖垮 14:一个 16:紧密 19:商业 21:伙伴 24:另一 25:一家 27:上市/上市公司 29:公司 31:郑州	一家 [yi1 jia1] the whole family; a family / group; 上市 [shang4 shi4] to hit the market (of a new product) / to float (a company on the stock market); 上市公司 [shang4 shi4 gong1 si1] listed company; 价格 [jia4 ge2] price / CL:個|个[ge4]; 价格战 [jia4 ge2 zhan4] price war; 公司 [gong1 si1] company; firm; corporation / CL:家[jia1]; 另一 [ling4 yi1] another; the other
阿拉伯人拒绝了这一解决办法，而是执行了1939年白皮书。	0:阿拉/阿拉伯/阿拉伯人 4:拒绝 5:绝了 9:解决/解决办法 11:办法 14:而是 16:执行 24:白皮书	办法 [ban4 fa3] way of handling sth; means; measure; (practical) solution... / CL:條|条[tiao2],個|个[ge4]; 拒绝 [ju4 jue2] to refuse; to decline; to reject; 绝了 [jue2 le5] (slang) awesome; dope; 解决 [jie3 jue2] to solve; to resolve; to settle (a problem) / to eliminate; to wipe out (an enemy, bandits etc); 解决办法 [jie3 jue2 ban4 fa3] solution; method to settle an issue; 阿拉 [A1 la1] Allah (Arabic name of God) | [a1 la1] (Wu dialect) I; me; my; we; us; our; 阿拉伯 [A1 la1 bo2] Arab; Arabian; Arabic; 阿拉伯人 [A1 la1 bo2 ren2] Arab; Arabian people
吴邦国就《中国共产党章程（修正案）》讨论稿向全会作了说明。	0:吴邦国 1:邦国 5:中国/中国共产党 6:国共 7:共产/共产党 9:党章 10:章程 13:修正/修正案 18:讨论 22:全会 26:说明	中国 [Zhong1 guo2] China; 中国共产党 [Zhong1 guo2 Gong4 chan3 dang3] Communist Party of China; 修正 [xiu1 zheng4] to revise; to amend; to rectify; 修正案 [xiu1 zheng4 an4] amendment; revised draft; 党章 [dang3 zhang1] party constitution; 共产 [gong4 chan3] communist; communism; 共产党 [Gong4 chan3 dang3] Communist Party; 吴邦国 [Wu2 Bang1 guo2] Wu Bangguo (1941-), PRC electrical engineer and politicia...; 国共 [Guo2 Gong4] the Chinese Nationalist Party and the Chinese Communist P...; 章程 [zhang1 cheng2] rules; regulations; charter; 邦国 [bang1 guo2] country; state
