sentence	spans	defs
他只是对福克斯最新的大热电视剧感兴趣	1:只是 4:福克/福克斯 7:最新 10:大热 11:热电 12:电视/电视剧 15:感兴趣 16:兴趣	兴趣 [xing4 qu4] interest; hobby / CL:個|个[ge4]; 大热 [da4 re4] great heat / very popular; 感兴趣 [gan3 xing4 qu4] to be interested; 热电 [re4 dian4] pyroelectric; 电视 [dian4 shi4] television; TV / CL:臺|台[tai2],部[bu4]; 电视剧 [dian4 shi4 ju4] TV series; TV drama / CL:部[bu4]; 福克 [Fu2 ke4] Fock or Foch (name); 福克斯 [Fu2 ke4 si1] Fox (media company) / Focus (car manufactured by Ford)
目前上海聚友为上海市合资格的家居宽频供应商。	0:目前 2:上海 4:聚友 6:为上 7:上海/上海市 8:海市 10:合资 11:资格 14:家居 16:宽频 18:供应/供应商	上海 [Shang4 hai3] Shanghai municipality (abbr. to 滬|沪[Hu4]); 上海市 [Shang4 hai3 Shi4] Shanghai municipality (abbr. to 滬|沪[Hu4]); 为上 [wei2 shang4] to be valued above all else; 供应 [gong1 ying4] to supply; to provide; 供应商 [gong1 ying4 shang1] supplier; 合资 [he2 zi1] joint venture; 海市 [hai3 shi4] (lit. and fig.) mirage; 资格 [zi1 ge2] qualifications / seniority
但1985年戈尔巴乔夫出任苏联共产党中央委员会总书记后，双边关系开始缓和。	6:戈尔/戈尔巴乔夫 11:出任 13:苏联 15:共产/共产党 17:党中央 18:中央/中央委员会 20:委员/委员会 23:总书记 24:书记 28:双边 29:边关 30:关系 32:开始 34:缓和	中央 [zhong1 yang1] central; middle; center / central authorities (of a state); 中央委员会 [Zhong1 yang1 Wei3 yuan2 hui4] Central Committee; 书记 [shu1 ji5] secretary (chief official of a branch of a socialist or c... / clerk; scribe; 党中央 [Dang3 Zhong1 yang1] Central Committee of the CCP; 共产 [gong4 chan3] communist; communism; 共产党 [Gong4 chan3 dang3] Communist Party; 关系 [guan1 xi5] relation; relationship; guanxi / to concern; to affect / CL:個|个[ge4] / variant of 關係|关系[guan1 xi5]; 双边 [shuang1 bian1] bilateral; 委员 [wei3 yuan2] committee member; 委员会 [wei3 yuan2 hui4] committee; commission; 总书记 [zong3 shu1 ji5] general secretary (of the Communist Party); 戈尔 [Ge1 er3] Gore (name); Al Gore; 戈尔巴乔夫 [Ge1 er3 ba1 qiao2 fu1] Gorbachev; Mikhail Sergeyevich Gorbachev; 边关 [bian1 guan1] frontier pass; border station
旅游业的发展，提高了当地居民的生活水平例如：阿里.	0:旅游/旅游业 4:发展 7:提高 9:了当 10:当地/当地居民 12:居民 15:生活/生活水平 17:水平 19:例如 22:阿里	了当 [liao3 dang4] frank; outspoken / ready; settled; to handle; 居民 [ju1 min2] resident; inhabitant; 当地 [dang1 di4] local; 当地居民 [dang1 di4 ju1 min2] local resident(s); 旅游 [lu:3 you2] tourism; travel; tour; 旅游业 [lu:3 you2 ye4] tourism industry; 水平 [shui3 ping2] horizontal; level / a standard; a level (of ability, development etc); 生活 [sheng1 huo2] to live; life / livelihood; 生活水平 [sheng1 huo2 shui3 ping2] living standards
‎交通部也参与其中‎也就是说‎联邦政府在明目张胆地通过公路运毒	1:交通/交通部 5:参与 6:与其 7:其中 10:也就是/也就是说 11:就是/就是说 15:联邦/联邦政府 17:政府 20:明目张胆 25:通过 27:公路	与其 [yu3 qi2] rather than... (used in expressions of the form 與其|与其[yu3...; 也就是 [ye3 jiu4 shi4] in other words; i.e.; 也就是说 [ye3 jiu4 shi4 shuo1] in other words; that is to say; 交通 [jiao1 tong1] to be connected / traffic; transportation / communications / liaison; 交通部 [Jiao1 tong1 bu4] Department of Transportation; (PRC) Ministry of Transport; 其中 [qi2 zhong1] among; in; included among these; 参与 [can1 yu4] to participate (in sth); 就是 [jiu4 shi4] exactly; only; just / (used correlatively with 也[ye3]) even; even if; 就是说 [jiu4 shi4 shuo1] in other words; that is; 政府 [zheng4 fu3] government / CL:個|个[ge4]; 联邦 [lian2 bang1] federal; federation; commonwealth; 联邦政府 [lian2 bang1 zheng4 fu3] federal government
成年人不会喊成年人会心平气和地谈如果你听明白了就点下头	0:成年/成年人 3:不会 6:成年/成年人 9:会心 10:心平气和 16:如果 20:明白 25:下头	会心 [hui4 xin1] knowing (of a smile, look etc); 心平气和 [xin1 ping2 qi4 he2] tranquil and even-tempered (idiom); calmly and without st...; 成年 [cheng2 nian2] to grow to adulthood; adult / the whole year; 成年人 [cheng2 nian2 ren2] adult person
最佳男配角奖评选中，老资格的黄秋生击败新生代的高盟捷。	0:最佳 3:配角 6:评选 7:选中 10:老资格 11:资格 17:击败 19:新生/新生代	新生 [xin1 sheng1] new; emerging; nascent / newborn; new life / rebirth; regeneration / new student; 新生代 [Xin1 sheng1 dai4] Cenozoic (geological era covering the last 65m years) | [xin1 sheng1 dai4] new generation; 老资格 [lao3 zi1 ge2] veteran; 评选 [ping2 xuan3] to select on the basis of a vote or consensus; 资格 [zi1 ge2] qualifications / seniority; 选中 [xuan3 zhong4] to select; to choose; to decide on
共和党人理查·尼克森成为美国第三十七任总统	0:共和/共和党/共和党人 2:党人 4:理查 7:尼克/尼克森 10:成为 12:美国 14:第三十 15:三十 16:十七 19:总统	三十 [san1 shi2] thirty; 党人 [dang3 ren2] party member; partisan; 共和 [gong4 he2] republic; republicanism; 共和党 [Gong4 he2 dang3] Republican Party; 共和党人 [gong4 he2 dang3 ren2] a Republican party member; 十七 [shi2 qi1] seventeen; 17; 尼克 [Ni2 ke4] Nick (name); 尼克森 [Ni2 ke4 sen1] Nixon (name); Richard Nixon, US president; 第三十 [di4 san1 shi2] thirtieth
-还有别的东西深在图书馆的地下室	1:还有 2:有别 3:别的 5:东西 9:图书/图书馆 10:书馆 13:地下/地下室	书馆 [shu1 guan3] teashop with performance by 評書|评书 story tellers / (attached to name of publishing houses) / (in former times) private school / library (of classic texts); 别的 [bie2 de5] other; else; 图书 [tu2 shu1] books (in a library or bookstore) / CL:本[ben3],冊|册[ce4],部[bu4]; 图书馆 [tu2 shu1 guan3] library / CL:家[jia1],個|个[ge4]; 地下 [di4 xia4] underground; subterranean / covert; 地下室 [di4 xia4 shi4] basement; cellar; 有别 [you3 bie2] different; distinct; 还有 [hai2 you3] furthermore; in addition
田径场是田径运动场地，包含田赛场地和径赛跑道，可供暖身或竞技用。	0:田径 4:田径/田径运动 6:运动/运动场 8:场地 11:包含 13:田赛 14:赛场 15:场地 16:地和 18:径赛 19:赛跑 20:跑道 24:供暖 28:竞技	地和 [di4 hu2] (mahjong) earthly hand; 场地 [chang3 di4] space; site; place; sports pitch; 径赛 [jing4 sai4] track events (athletics competition); 田径 [tian2 jing4] track and field (athletics); 田径运动 [tian2 jing4 yun4 dong4] track and field sports; 田赛 [tian2 sai4] field events (athletics competition); 赛场 [sai4 chang3] racetrack; competition field; 赛跑 [sai4 pao3] race (running); 跑道 [pao3 dao4] athletic track; track / runway (i.e. airstrip); 运动 [yun4 dong4] to move; motion / to exercise; sports / movement; campaign / CL:場|场[chang3]; 运动场 [yun4 dong4 chang3] sports field; playground
