sentence	spans	defs
-我才不想要你那...-...窝囊废男朋友的签名	2:才不 3:不想 4:想要 15:窝囊/窝囊废 18:男朋友 19:朋友 22:签名	不想 [bu4 xiang3] unexpectedly; to one's surprise; 想要 [xiang3 yao4] to want; to desire; 才不 [cai2 bu4] definitely not; as if!; 朋友 [peng2 you5] friend / CL:個|个[ge4],位[wei4]; 男朋友 [nan2 peng2 you5] boyfriend; 窝囊 [wo1 nang5] vexed; annoyed / good-for-nothing; cowardly; 窝囊废 [wo1 nang5 fei4] spineless coward; good-for-nothing
表示虽说话音量不若正常人，但已能发出声音。	0:表示 2:虽说 3:说话 4:话音 5:音量 7:不若 9:正常 10:常人 16:发出 17:出声 18:声音	出声 [chu1 sheng1] to make a sound; to speak; 发出 [fa1 chu1] to issue (an order, decree etc); to send out; to dispatch / to produce (a sound); to let out (a laugh); 声音 [sheng1 yin1] sound; voice / CL:個|个[ge4]; 常人 [chang2 ren2] ordinary person; 正常 [zheng4 chang2] normal; regular; ordinary; 虽说 [sui1 shuo1] though; although; 话音 [hua4 yin1] speaking voice; tone / implication; 说话 [shuo1 hua4] to speak; to talk; words / to gossip / to tell stories; 音量 [yin1 liang4] volume; loudness
鲍威尔回来后制作了一张详细的地图还有全大峡谷的立体照片	0:鲍威尔 3:回来 5:后制 6:制作 11:详细 14:地图 16:还有 19:大峡谷 20:峡谷 23:立体/立体照片 25:照片	制作 [zhi4 zuo4] to make; to manufacture; 后制 [hou4 zhi4] postproduction; 大峡谷 [Da4 xia2 gu3] great valley / Grand Canyon of Colorado River; 峡谷 [xia2 gu3] canyon; ravine; 照片 [zhao4 pian4] photograph; picture / CL:張|张[zhang1],套[tao4],幅[fu2]; 立体 [li4 ti3] three-dimensional; solid; 立体照片 [li4 ti3 zhao4 pian4] three-dimensional photo
有钱有势的政治家通过犯规使自己腰包更鼓	0:有钱/有钱有势 5:政治/政治家 8:通过 9:过犯 10:犯规 13:自己 15:腰包 17:更鼓	政治 [zheng4 zhi4] politics; political; 政治家 [zheng4 zhi4 jia1] statesman; politician / CL:個|个[ge4],位[wei4],名[ming2]; 有钱 [you3 qian2] wealthy; well-off; 有钱有势 [you3 qian2 you3 shi4] rich and powerful (idiom); 犯规 [fan4 gui1] to break the rules; a foul; 过犯 [guo4 fan4] previous sins; 通过 [tong1 guo4] to pass through; to get through / to pass (a resolution, a test) / by means of; through; via
各派想通过推举一位非天主教徒的总统，来证明爱尔兰共和国政教分离。	2:想通 3:通过 5:推举 10:天主/天主教/天主教徒 11:主教 12:教徒 15:总统 19:证明 21:爱尔兰/爱尔兰共和国 24:共和/共和国 26:国政 27:政教 29:分离	主教 [zhu3 jiao4] bishop; 共和 [gong4 he2] republic; republicanism; 共和国 [gong4 he2 guo2] republic; 国政 [guo2 zheng4] national politics / archaic rank, "Minister of State" / common given name; 天主 [Tian1 zhu3] God (in Catholicism) / abbr. for 天主教[Tian1 zhu3 jiao4], Catholicism; 天主教 [Tian1 zhu3 jiao4] Catholicism; 天主教徒 [Tian1 zhu3 jiao4 tu2] Catholic; follower of Catholicism; 想通 [xiang3 tong1] to figure out; to come to terms with; 政教 [zheng4 jiao4] church and state / government and education / political education; 教徒 [jiao4 tu2] follower of a religion; disciple; 爱尔兰 [Ai4 er3 lan2] Ireland; 爱尔兰共和国 [Ai4 er3 lan2 Gong4 he2 guo2] Republic of Ireland; 通过 [tong1 guo4] to pass through; to get through / to pass (a resolution, a test) / by means of; through; via
乔治亚州立体育馆最一开始是为1996年夏季奥运会建造的奥林匹克百周年体育场。	0:乔治/乔治亚/乔治亚州 3:州立 4:立体 5:体育/体育馆 10:开始 15:996 19:夏季 21:奥运/奥运会 24:建造 27:奥林匹克 29:匹克 32:周年 34:体育/体育场	乔治 [Qiao2 zhi4] George (name); 乔治亚 [Qiao2 zhi4 ya4] (Tw) Georgia, US state / (Tw) Georgia (country); 乔治亚州 [Qiao2 zhi4 ya4 Zhou1] Georgia, US state (Tw); 体育 [ti3 yu4] sports; physical education; 体育场 [ti3 yu4 chang3] stadium / CL:個|个[ge4],座[zuo4]; 体育馆 [ti3 yu4 guan3] gym; gymnasium; stadium / CL:個|个[ge4]; 匹克 [Pi3 ke4] Peak Sport Products Co., Chinese sportswear company | [pi3 ke4] (guitar) pick (loanword); 奥林匹克 [Ao4 lin2 pi3 ke4] Olympic; 奥运 [Ao4 yun4] Olympic Games; the Olympics (abbr. for 奧林匹克運動會|奥林匹克运动会[Ao...; 奥运会 [Ao4 yun4 hui4] Olympic Games; the Olympics (abbr. for 奧林匹克運動會|奥林匹克运动会[Ao...; 州立 [zhou1 li4] state-run; 立体 [li4 ti3] three-dimensional; solid
‪那个人用抑扬格五音步作了整首诗？	1:那个/那个人 2:个人 5:抑扬/抑扬格 8:五音 9:音步	个人 [ge4 ren2] individual; personal; 五音 [wu3 yin1] five notes of pentatonic scale, roughly do, re, mi, sol, la / five classes of initial consonants of Chinese phonetics, ...; 抑扬 [yi4 yang2] modulation; intonation; cadence / to rise and fall (of a body floating in water); 抑扬格 [yi4 yang2 ge2] iambic; 那个 [na4 ge5] that one; that / euphemism for sth embarrassing or taboo / (used in speech as a filler, similar to "umm", "you know"... / also pr. [nei4 ge5]; 那个人 [na4 ge4 ren2] lit. that person / the one; Mr/Ms Right; 音步 [yin1 bu4] metrical foot; meter
蓝精灵是无性的，在他们小小白袄子里连生殖器官也没有	0:蓝精灵 1:精灵 4:无性 9:他们 11:小小 12:小白 14:袄子 18:生殖/生殖器/生殖器官 20:器官 23:没有	器官 [qi4 guan1] (physiology) organ; apparatus; 小小 [xiao3 xiao3] very small; very minor; 小白 [xiao3 bai2] (slang) novice; greenhorn / (old) (slang) fool; idiot / abbr. for 小白臉|小白脸[xiao3 bai2 lian3], pretty boy; 生殖 [sheng1 zhi2] to reproduce / to flourish; 生殖器 [sheng1 zhi2 qi4] reproductive organ; genitals; 生殖器官 [sheng1 zhi2 qi4 guan1] reproductive organ; 精灵 [jing1 ling2] spirit; fairy; elf; sprite; 蓝精灵 [Lan2 jing1 ling2] the Smurfs
全体人员向游牧者飞弹指挥中心报到（游牧者飞弹指挥中心）	0:全体/全体人员 2:人员 5:游牧 8:飞弹 9:弹指 10:指挥/指挥中心 12:中心 14:报到 17:游牧 20:飞弹 21:弹指 22:指挥/指挥中心 24:中心	中心 [zhong1 xin1] center; heart; core; 人员 [ren2 yuan2] staff; personnel; crew / CL:個|个[ge4]; 全体 [quan2 ti3] all; entire; 全体人员 [quan2 ti3 ren2 yuan2] crew; 弹指 [tan2 zhi3] to snap one's fingers / (fig.) in a flash; in an instant; 指挥 [zhi3 hui1] to conduct; to command; to direct; conductor / CL:個|个[ge4]; 指挥中心 [zhi3 hui1 zhong1 xin1] command center; 飞弹 [fei1 dan4] (Tw) missile / stray bullet
第二次世界大战后国民政府接收台湾，杨金虎出任三民主义青年团干事。	0:第二/第二次/第二次世界大战 1:二次/二次世界大战 3:世界/世界大战 5:大战 6:战后 8:国民/国民政府 9:民政 10:政府 12:接收 14:台湾 20:出任 22:三民/三民主义 23:民主 24:主义 26:青年/青年团 29:干事	三民 [San1 min2] see 三民區|三民区[San1 min2 Qu1]; 三民主义 [San1 min2 zhu3 yi4] Dr Sun Yat-sen's 孫中山|孙中山 Three Principles of the People (...; 世界 [shi4 jie4] world / CL:個|个[ge4]; 世界大战 [shi4 jie4 da4 zhan4] world war; 主义 [zhu3 yi4] -ism; ideology; 二次 [er4 ci4] second; twice / (math.) quadratic (of degree two); 二次世界大战 [Er4 ci4 Shi4 jie4 Da4 zhan4] World War Two; 国民 [guo2 min2] nationals; citizens; people of a nation; 国民政府 [Guo2 min2 Zheng4 fu3] Nationalist government (the government of the Republic of...; 大战 [da4 zhan4] war; to wage war; 战后 [zhan4 hou4] postwar; after the war; 政府 [zheng4 fu3] government / CL:個|个[ge4]; 民主 [min2 zhu3] democracy; democratic; 民政 [min2 zheng4] civil administration; 第二 [di4 er4] second; number two; next / secondary; 第二次 [di4 er4 ci4] the second time; second; 第二次世界大战 [Di4 er4 Ci4 Shi4 jie4 Da4 zhan4] World War II; 青年 [qing1 nian2] youth; young person; 青年团 [qing1 nian2 tuan2] youth corps; youth wing
