sentence	spans	defs
核医学和放射肿瘤学中利用放射性同位素进行诊断和治疗。	0:核医学 1:医学 4:放射 6:肿瘤/肿瘤学 10:利用 12:放射/放射性/放射性同位素 15:同位/同位素 18:进行 20:诊断 23:治疗	医学 [yi1 xue2] medicine; medical science; 同位 [tong2 wei4] par; 同位素 [tong2 wei4 su4] isotope; 放射 [fang4 she4] to radiate; radioactive; 放射性 [fang4 she4 xing4] radioactive; 放射性同位素 [fang4 she4 xing4 tong2 wei4 su4] radioactive isotope; radioisotope; 核医学 [he2 yi1 xue2] nuclear medicine; 肿瘤 [zhong3 liu2] tumor; 肿瘤学 [zhong3 liu2 xue2] oncology; study of tumors
总和生育率取各年龄组生育率5倍的和。	0:总和 2:生育/生育率 7:年龄/年龄组 10:生育/生育率	年龄 [nian2 ling2] (a person's) age / CL:把[ba3],個|个[ge4]; 年龄组 [nian2 ling2 zu3] age group; 生育 [sheng1 yu4] to give birth; fertility; 生育率 [sheng1 yu4 lu:4] birth rate
我不小心太火大对陌生人的爆炸头乱发脾气	2:小心 5:火大 8:陌生/陌生人 9:生人 12:爆炸/爆炸头 16:发脾气 17:脾气	发脾气 [fa1 pi2 qi4] to lose one's temper; to fly into a rage; to throw a tantrum; 爆炸 [bao4 zha4] to explode; explosion; 爆炸头 [bao4 zha4 tou2] afro (hairstyle); 生人 [sheng1 ren2] stranger / living person / to give birth; to be born; 脾气 [pi2 qi5] character; temperament; disposition / bad temper / CL:股[gu3]; 陌生 [mo4 sheng1] strange; unfamiliar; 陌生人 [mo4 sheng1 ren2] stranger
那人说爸爸的护照会被没收心趁还有机会立即离开德国	3:爸爸 6:护照 7:照会 10:没收 11:收心 14:还有 15:有机 16:机会 18:立即 20:离开 22:德国	护照 [hu4 zhao4] passport / CL:本[ben3],個|个[ge4]; 收心 [shou1 xin1] to concentrate on the task / to curb one's evil instincts; 有机 [you3 ji1] organic; 机会 [ji1 hui4] opportunity; chance; occasion / CL:個|个[ge4]; 没收 [mo4 shou1] to confiscate; to seize; 照会 [zhao4 hui4] a diplomatic note; 还有 [hai2 you3] furthermore; in addition
任山内兴业社长及高知电视台副会长、靖国神社崇敬奉赞会初代会长。	3:兴业 5:社长 10:电视/电视台 14:会长 17:靖国神社 19:神社 21:崇敬 22:敬奉 28:会长	崇敬 [chong2 jing4] to revere; to venerate; 敬奉 [jing4 feng4] to offer respectfully; to dedicate; 电视 [dian4 shi4] television; TV / CL:臺|台[tai2],部[bu4]; 电视台 [dian4 shi4 tai2] television station / variant of 電視台|电视台[dian4 shi4 tai2]; 神社 [shen2 she4] shrine; 靖国神社 [Jing4 guo2 Shen2 she4] Yasukuni Shrine, Shinto shrine in Tokyo to Japanese war d...
明初设奴儿干都司，治所位于黑龙江下游的特林，宣德九年（1434年）撤销。	0:明初 1:初设 3:奴儿干/奴儿干都司 11:位于 13:黑龙江 14:龙江 16:下游 22:宣德 33:撤销	初设 [chu1 she4] first founded; 奴儿干 [Nu2 er2 gan1] part of Heilongjiang and the Vladivostok area ruled by th...; 奴儿干都司 [Nu2 er2 gan1 du1 si1] the Ming dynasty provincial headquarters in the Heilongji...; 明初 [Ming2 chu1] the early Ming (i.e. from second half of 14th century); 黑龙江 [Hei1 long2 jiang1] Heilong River or Amur River, forming the border between n... / see 黑龍江省|黑龙江省[Hei1 long2 jiang1 Sheng3]; 龙江 [Long2 jiang1] see 龍江縣|龙江县[Long2 jiang1 Xian4]
此形象时常被拟人化为印度教女神辩才天女、吉祥天女、雪山神女三者。	1:形象 3:时常 6:拟人 10:印度/印度教 13:女神 15:辩才/辩才天 20:吉祥 25:雪山 26:山神 27:神女	印度 [Yin4 du4] India; 印度教 [Yin4 du4 jiao4] Hinduism; 山神 [shan1 shen2] mountain god; 神女 [Shen2 nu:3] The Goddess, 1934 silent film about a Shanghai prostitute... | [shen2 nu:3] goddess / (old) prostitute; 辩才 [bian4 cai2] eloquence; 辩才天 [bian4 cai2 tian1] Saraswati (the Hindu goddess of wisdom and arts and conso...; 雪山 [xue3 shan1] snow-capped mountain
好耶是鲫鱼饼热乎乎明天见吧特攻队	3:鲫鱼 4:鱼饼 6:热乎/热乎乎 9:明天/明天见	明天 [ming2 tian1] tomorrow; 明天见 [ming2 tian1 jian4] (coll., jocular) food that passes through the digestive s... / see you tomorrow; 热乎 [re4 hu5] warm; hot / affectionate; ardent; 热乎乎 [re4 hu1 hu1] warm; (of food) piping hot / (fig.) roused to warm feelings; 鱼饼 [yu2 bing3] fishcake; 鲫鱼 [ji4 yu2] crucian carp
所以，俄罗斯联邦政府在1990年代开始思考高等教育入学制度的改革。	0:所以 3:俄罗斯/俄罗斯联邦 4:罗斯 6:联邦/联邦政府 8:政府 15:年代 17:开始 19:思考 21:高等/高等教育 23:教育 25:入学 26:学制 27:制度 30:改革	俄罗斯 [E2 luo2 si1] Russia; 俄罗斯联邦 [E2 luo2 si1 Lian2 bang1] Russian Federation, RSFSR; 入学 [ru4 xue2] to enter a school; to start school; 制度 [zhi4 du4] system; institution / CL:個|个[ge4]; 学制 [xue2 zhi4] educational system / length of schooling; 政府 [zheng4 fu3] government / CL:個|个[ge4]; 教育 [jiao4 yu4] to educate; education; 罗斯 [Luo2 si1] Ross; Roth (surname) / Rus' (as in Kievan Rus' 基輔羅斯|基辅罗斯[Ji1 fu3 Luo2 si1]); 联邦 [lian2 bang1] federal; federation; commonwealth; 联邦政府 [lian2 bang1 zheng4 fu3] federal government; 高等 [gao1 deng3] higher; advanced; 高等教育 [gao1 deng3 jiao4 yu4] higher education
击锤采用内藏式设计，不外露于套筒，确保射手把手枪放入口袋的安全性。	2:采用 7:设计 10:不外/不外露 11:外露 14:套筒 17:确保 19:射手 20:手把 21:把手 22:手枪 24:放入 25:入口 26:口袋 29:安全/安全性	不外 [bu4 wai4] nothing more than; not beyond; 不外露 [bu4 wai4 lu4] not exposed; concealed; 入口 [ru4 kou3] entrance / to import; 口袋 [kou3 dai4] pocket / bag; sack; 外露 [wai4 lu4] exposed; appearing on the outside; 安全 [an1 quan2] safe; safety; security; 安全性 [an1 quan2 xing4] safety; security; 射手 [she4 shou3] archer; shooter; marksman / (football etc) striker; 手把 [shou3 ba4] handle; 手枪 [shou3 qiang1] pistol / CL:把[ba3]; 把手 [ba3 shou3] to shake hands | [ba3 shou5] handle; grip; knob; 放入 [fang4 ru4] to put in; to insert
