sentence	spans	defs
挂牌后8家企业均表示有意向竞购，其中7家为上市公司，且基本均为传统制造业。	0:挂牌 5:企业 8:表示 10:有意 11:意向 13:竞购 16:其中 20:为上 21:上市/上市公司 23:公司 27:基本 31:传统 32:统制 33:制造/制造业	上市 [shang4 shi4] to hit the market (of a new product) / to float (a company on the stock market); 上市公司 [shang4 shi4 gong1 si1] listed company; 为上 [wei2 shang4] to be valued above all else; 传统 [chuan2 tong3] tradition; traditional; convention / CL:個|个[ge4]; 公司 [gong1 si1] company; firm; corporation / CL:家[jia1]; 制造 [zhi4 zao4] to manufacture; to make; 制造业 [zhi4 zao4 ye4] manufacturing industry; 意向 [yi4 xiang4] intention; purpose; intent / inclination; disposition; 有意 [you3 yi4] to intend; intentionally / interested in; 统制 [tong3 zhi4] to control
曾担任美国国家航空航天局通信卫星电气工程师。	1:担任 3:美国/美国国家航空航天局 5:国家 7:航空/航空航天局 9:航天/航天局 12:通信/通信卫星 14:卫星 16:电气/电气工程 18:工程/工程师	卫星 [wei4 xing1] satellite; moon / CL:顆|颗[ke1]; 国家 [guo2 jia1] country; nation; state / CL:個|个[ge4]; 工程 [gong1 cheng2] engineering / engineering project; undertaking / CL:個|个[ge4],項|项[xiang4]; 工程师 [gong1 cheng2 shi1] engineer / CL:個|个[ge4],位[wei4],名[ming2]; 电气 [dian4 qi4] electricity; electric; electrical; 电气工程 [dian4 qi4 gong1 cheng2] electrical engineering; 美国 [Mei3 guo2] United States; USA; US; 美国国家航空航天局 [Mei3 guo2 Guo2 jia1 Hang2 kong1 Hang2 tian1 ju2] NASA, National Aeronautics and Space Administration, agen...; 航天 [hang2 tian1] space flight; 航天局 [hang2 tian1 ju2] space agency; 航空 [hang2 kong1] aviation; 航空航天局 [hang2 kong1 hang2 tian1 ju2] air and space agency; 通信 [tong1 xin4] to correspond; to communicate; 通信卫星 [tong1 xin4 wei4 xing1] communications satellite
有天才在风格和独创性规限创造性的高效率，普遍性。	1:天才 4:风格 7:独创/独创性 12:创造/创造性 16:高效/高效率 17:效率 20:普遍/普遍性	创造 [chuang4 zao4] to create; to produce; to bring about / to set (a record); 创造性 [chuang4 zao4 xing4] creativity; creativeness; 效率 [xiao4 lu:4] efficiency; 普遍 [pu3 bian4] universal; widespread; common; 普遍性 [pu3 bian4 xing4] ubiquity; universality; 独创 [du2 chuang4] to innovate; innovation; 独创性 [du2 chuang4 xing4] originality; ingenuity; 高效 [gao1 xiao4] efficient; highly effective; 高效率 [gao1 xiao4 lu:4] high efficiency
主理当年林光远那个案子的正是当朝天子的御弟	1:理当 2:当年 7:那个 8:个案 9:案子 12:正是 15:朝天 16:天子 19:御弟	个案 [ge4 an4] individual case; special case; 天子 [tian1 zi3] the emperor; Son of Heaven; 当年 [dang1 nian2] in those days; back then; in those years / to be in the prime of life | [dang4 nian2] that very same year; 朝天 [Chao2 tian1] Chaotian district of Guangyuan city 廣元市|广元市[Guang3 yuan2 ... | [chao2 tian1] to have an audience with the Emperor / to look skyward; to look up; 案子 [an4 zi5] long table; counter / (coll.) case (criminal, medical etc); matter; project; job; 理当 [li3 dang1] should; ought; 那个 [na4 ge5] that one; that / euphemism for sth embarrassing or taboo / (used in speech as a filler, similar to "umm", "you know"... / also pr. [nei4 ge5]
曾有人因认同日军侵华或单单崇拜现代日本文化，而遭到集体欺凌，公开指责包括起底和。	1:有人 4:认同 5:同日 6:日军 8:侵华 11:单单 13:崇拜 15:现代 17:日本 18:本文 19:文化 23:遭到 25:集体 27:欺凌 30:公开/公开指责 32:指责 34:包括 36:起底	公开 [gong1 kai1] open; public; to make public; 公开指责 [gong1 kai1 zhi3 ze2] to denounce; 同日 [tong2 ri4] same day; simultaneous; 指责 [zhi3 ze2] to criticize; to denounce; 文化 [wen2 hua4] culture; civilization / CL:個|个[ge4],種|种[zhong3]; 日军 [Ri4 jun1] Japanese army; Japanese troops; 日本 [Ri4 ben3] Japan; 本文 [ben3 wen2] this text; this article / the main body of a book; 认同 [ren4 tong2] to approve of; to identify with
因国军顽强抵抗战事扩大，日军四易主帅，数度增兵至7万余人，兼以海空军、战车助战。	3:顽强 5:抵抗 6:抗战 7:战事 9:扩大 12:日军 15:易主 16:主帅 21:增兵 31:海空军 32:空军 35:战车 37:助战	主帅 [zhu3 shuai4] (military) commander-in-chief / team manager; coach; 战事 [zhan4 shi4] war; hostilities; fighting; 抗战 [kang4 zhan4] war of resistance, especially the war against Japan (1937...; 抵抗 [di3 kang4] to resist; resistance; 易主 [yi4 zhu3] to change hands; to change owners; 海空军 [hai3 kong1 jun1] navy and air force; 空军 [kong1 jun1] air force / (slang) to fail to catch anything (on a fishing trip); to...
以下内容列出海峡两岸暨香港、澳门及葡萄牙地区的身份证明文件和出入境证件。	0:以下 2:内容 4:列出 5:出海 6:海峡 8:两岸 11:香港 14:澳门 17:葡萄/葡萄牙 20:地区 23:身份/身份证/身份证明 25:证明/证明文件 26:明文 27:文件 30:出入/出入境 31:入境 33:证件	入境 [ru4 jing4] to enter a country; 出入 [chu1 ru4] to go in and out; entrance and exit / expenditure and income / discrepancy; inconsistency; 出入境 [chu1 ru4 jing4] to leave or enter a country; 出海 [chu1 hai3] to go out to sea / (neologism) to expand into overseas markets; 列出 [lie4 chu1] to list; to make a list; 文件 [wen2 jian4] document; file / CL:份[fen4]; 明文 [ming2 wen2] to state in writing (laws, rules etc); 海峡 [hai3 xia2] strait; channel; 葡萄 [pu2 tao5] grape; 葡萄牙 [Pu2 tao2 ya2] Portugal; 证明 [zheng4 ming2] to prove; to verify / certificate; identification / CL:個|个[ge4]; 证明文件 [zheng4 ming2 wen2 jian4] identification document; documentary proof; 身份 [shen1 fen4] identity; aspect of one's identity (e.g. mayor, father, p...; 身份证 [shen1 fen4 zheng4] identity card; ID; 身份证明 [shen1 fen4 zheng4 ming2] ID card; proof of identity
中国人、非洲人、西班牙人任君挑选	0:中国/中国人 1:国人 4:非洲/非洲人 8:西班牙/西班牙人 10:牙人 14:挑选	中国 [Zhong1 guo2] China; 中国人 [Zhong1 guo2 ren2] Chinese person; 国人 [guo2 ren2] compatriots; fellow countrymen; 牙人 [ya2 ren2] middleman; broker; 西班牙 [Xi1 ban1 ya2] Spain; 西班牙人 [Xi1 ban1 ya2 ren2] Spaniard; 非洲 [Fei1 zhou1] Africa / abbr. for 阿非利加洲[A1 fei1 li4 jia1 Zhou1]; 非洲人 [Fei1 zhou1 ren2] African (person)
在天文学里，白矮星与中子星的存在演示出泡利不相容原理的惊奇效应。	1:天文/天文学 2:文学 6:白矮星 7:矮星 10:中子/中子星 14:存在 16:演示 21:不相容/不相容原理 22:相容 24:原理 27:惊奇 28:奇效 29:效应	不相容 [bu4 xiang1 rong2] incompatible; 不相容原理 [bu4 xiang1 rong2 yuan2 li3] (Pauli) exclusion principle (physics); 中子 [zhong1 zi3] neutron; 中子星 [zhong1 zi3 xing1] neutron star; 原理 [yuan2 li3] principle; theory; 天文 [tian1 wen2] astronomy; 天文学 [tian1 wen2 xue2] astronomy; 奇效 [qi2 xiao4] wondrous effect; marvelous efficacy; 惊奇 [jing1 qi2] to be amazed; to be surprised; to wonder; 效应 [xiao4 ying4] effect (scientific phenomenon); 文学 [wen2 xue2] literature / CL:種|种[zhong3]; 白矮星 [bai2 ai3 xing1] white dwarf; 相容 [xiang1 rong2] compatible; consistent / to tolerate (each other); 矮星 [ai3 xing1] dwarf star
新疆实验中学位于乌鲁木齐市天山区延安路65号。	0:新疆 2:实验 4:中学 5:学位 6:位于 8:乌鲁木齐/乌鲁木齐市 13:天山/天山区 14:山区 16:延安	中学 [zhong1 xue2] middle school; 乌鲁木齐 [Wu1 lu3 mu4 qi2] see 烏魯木齊市|乌鲁木齐市[Wu1 lu3 mu4 qi2 Shi4] / see 烏魯木齊縣|乌鲁木齐县[Wu1 lu3 mu4 qi2 Xian4]; 乌鲁木齐市 [Wu1 lu3 mu4 qi2 Shi4] Ürümqi, prefecture-level city and capital of Xinjiang Uig...; 位于 [wei4 yu2] to be located at; 天山 [Tian1 Shan1] Tian Shan, mountain range straddling the border between C...; 天山区 [Tian1 shan1 qu1] Tianshan district (Uighur: Tiyanshan rayoni) of Urumqi ci...; 学位 [xue2 wei4] academic degree / place in school; 山区 [shan1 qu1] mountain area / CL:個|个[ge4]
