sentence	spans	defs
反击右倾翻案风运动演变为批邓、反击右倾翻案风运动。	0:反击 2:右倾 3:倾翻 4:翻案 7:运动 9:演变 10:变为 15:反击 17:右倾 18:倾翻 19:翻案 22:运动	倾翻 [qing1 fan1] to overturn; to topple; 变为 [bian4 wei2] to change into; 右倾 [you4 qing1] right-wing; conservative; 演变 [yan3 bian4] to develop; to evolve; 翻案 [fan1 an4] to reverse a verdict; to reassess
东德官方媒体报道德国统一社会党领导人认可中国领导人的行动被视为是企图恐吓。	0:东德 2:官方 4:媒体 6:报道 7:道德 8:德国/德国统一社会党 10:统一 12:社会/社会党 13:会党 15:领导/领导人 18:认可 20:中国 22:领导/领导人 26:行动 29:视为 32:企图 34:恐吓	会党 [hui4 dang3] anti-Qing secret societies; 德国 [De2 guo2] Germany; 德国统一社会党 [De2 guo2 Tong3 yi1 She4 hui4 dang3] Sozialistische Einheitspartei Deutschlands (Socialist Uni...; 报道 [bao4 dao4] to report news; news report / CL:篇[pian1],份[fen4]; 社会 [she4 hui4] society / CL:個|个[ge4]; 社会党 [she4 hui4 dang3] socialist party; 统一 [Tong3 yi1] 7-Eleven (convenience store chain) | [tong3 yi1] to unify; unified; 道德 [dao4 de2] virtue; morality; ethics / CL:種|种[zhong3]; 领导 [ling3 dao3] to lead; leader; leadership / CL:位[wei4],個|个[ge4]; 领导人 [ling3 dao3 ren2] leader
扭法螺属（学名：）为一个中型海螺的属，是海洋腹足纲软体动物下的。	5:学名 10:一个 11:个中 12:中型 14:海螺 20:海洋 22:腹足/腹足纲 25:软体/软体动物 27:动物	一个 [yi1 ge5] a; an; one / the whole (afternoon, summer vacation etc); 个中 [ge4 zhong1] therein; in this; 中型 [zhong1 xing2] medium sized; 动物 [dong4 wu4] animal / CL:隻|只[zhi1],群[qun2],個|个[ge4]; 腹足 [fu4 zu2] gastropod (class of mollusks including snails); 腹足纲 [fu4 zu2 gang1] gastropod (class of mollusks including snails); 软体 [ruan3 ti3] (of an animal) soft-bodied / (Tw) software; 软体动物 [ruan3 ti3 dong4 wu4] mollusk
基金会创办者英国人马丁·哥顿亲自来到武汉市为他颁奖。	0:基金/基金会 3:创办/创办者 6:英国/英国人 7:国人 8:人马 9:马丁 14:亲自 15:自来 16:来到 18:武汉/武汉市 23:颁奖	亲自 [qin1 zi4] personally; in person; 人马 [ren2 ma3] troops; staff; group of people / centaur; 创办 [chuang4 ban4] to establish; to found; 创办者 [chuang4 ban4 zhe3] founder; creator; 国人 [guo2 ren2] compatriots; fellow countrymen; 基金 [ji1 jin1] fund; 基金会 [ji1 jin1 hui4] foundation (institution supported by an endowment); 来到 [lai2 dao4] to arrive; to come; 武汉 [Wu3 han4] see 武漢市|武汉市[Wu3 han4 Shi4]; 武汉市 [Wu3 han4 Shi4] Wuhan, sub-provincial city and capital of Hubei Province ...; 自来 [zi4 lai2] from the beginning; always / to come of one's own accord; 英国 [Ying1 guo2] United Kingdom (UK); Britain; 英国人 [Ying1 guo2 ren2] British person; British people; 马丁 [Ma3 ding1] Martin (name)
但他首先要成为天主教会的保护者和捍卫者。	2:首先 5:成为 7:天主/天主教/天主教会 8:主教 9:教会 12:保护/保护者 16:捍卫/捍卫者	主教 [zhu3 jiao4] bishop; 保护 [bao3 hu4] to protect; to safeguard; protection / CL:種|种[zhong3]; 保护者 [bao3 hu4 zhe3] protector; 天主 [Tian1 zhu3] God (in Catholicism) / abbr. for 天主教[Tian1 zhu3 jiao4], Catholicism; 天主教 [Tian1 zhu3 jiao4] Catholicism; 天主教会 [Tian1 zhu3 Jiao4 hui4] the Catholic Church; 捍卫 [han4 wei4] to defend; to uphold; to safeguard; 捍卫者 [han4 wei4 zhe3] defender (usu. of sth abstract such as people's rights or...; 教会 [jiao1 hui4] to teach; to show | [jiao4 hui4] Christian church
唯一能在斯大林有生之年成功躲避清算命运的，或许只有苏联的一小群原子核物理学家。	0:唯一 4:斯大林 5:大林 7:有生之年 10:年成 11:成功 13:躲避 15:清算 16:算命 17:命运 21:或许 23:只有 25:苏联 31:原子/原子核 33:核物理 34:物理/物理学/物理学家 35:理学/理学家	原子 [yuan2 zi3] atom; atomic; 原子核 [yuan2 zi3 he2] atomic nucleus; 命运 [ming4 yun4] fate; destiny / CL:個|个[ge4]; 大林 [Da4 lin2] Dalin or Talin Town in Chiayi County 嘉義縣|嘉义县[Jia1 yi4 Xia...; 年成 [nian2 cheng5] the year's harvest; 成功 [Cheng2 gong1] Chenggong or Chengkung town in Taitung County 臺東縣|台东县[Tai... | [cheng2 gong1] to succeed; success; successful; 斯大林 [Si1 da4 lin2] Joseph Stalin (1879-1953), Soviet dictator; 有生之年 [you3 sheng1 zhi1 nian2] (idiom) during one's lifetime; while one is on this earth...; 核物理 [he2 wu4 li3] nuclear physics; 清算 [qing1 suan4] to settle accounts; to liquidate / to expose and criticize; 物理 [wu4 li3] physics; 物理学 [wu4 li3 xue2] physics; 物理学家 [wu4 li3 xue2 jia1] physicist; 理学 [Li3 xue2] Neo-Confucian School of Principle | [li3 xue2] science; 理学家 [li3 xue2 jia1] scholar of the rationalist school of Neo-Confucianism 理學|...; 算命 [suan4 ming4] fortune-telling
你和总统说阿波罗联盟号对接任务了吗？	2:总统 5:阿波罗 6:波罗 8:联盟/联盟号 11:对接 12:接任 13:任务	任务 [ren4 wu5] mission; assignment; task; duty; role / CL:項|项[xiang4],個|个[ge4]; 对接 [dui4 jie1] to join up; to dock; a joint; 接任 [jie1 ren4] to take over (as minister, manager etc); 波罗 [Bo1 luo2] Polo (car made by Volkswagen) / surname Polo; 联盟 [lian2 meng2] alliance; union; coalition; 联盟号 [Lian2 meng2 Hao4] Soyuz (union), Russian spacecraft series; 阿波罗 [A1 bo1 luo2] Apollo (loanword)
以前苏联国家安全委员会高度赞扬的上校	0:以前 1:前苏联 2:苏联 4:国家/国家安全 6:安全 8:委员/委员会 11:高度 13:赞扬 16:上校	以前 [yi3 qian2] before; formerly; previous; 前苏联 [qian2 Su1 lian2] former Soviet Union; 国家 [guo2 jia1] country; nation; state / CL:個|个[ge4]; 国家安全 [guo2 jia1 an1 quan2] national security; 委员 [wei3 yuan2] committee member; 委员会 [wei3 yuan2 hui4] committee; commission; 安全 [an1 quan2] safe; safety; security; 苏联 [Su1 lian2] Soviet Union, 1922-1991 / abbr. for Union of Soviet Socialist Republics (USSR) 蘇維埃社會主義共和國聯盟|苏维埃社会主义共和国联盟[Su1 wei2 ai1 She4 hui4 zhu3 yi4 Gong4 he2 guo2 Lian2 meng2]
萨本栋，物理学家，曾任清华大学教授，厦门大学校长，民国中央科学院干事。	4:物理/物理学/物理学家 5:理学/理学家 11:清华/清华大学 13:大学 15:教授 18:厦门/厦门大学 20:大学 21:学校 22:校长 25:民国 26:国中 27:中央 29:科学/科学院 30:学院 32:干事	中央 [zhong1 yang1] central; middle; center / central authorities (of a state); 厦门 [Xia4 men2] see 廈門市|厦门市[Xia4 men2 Shi4]; 厦门大学 [Xia4 men2 Da4 xue2] Xiamen University; 国中 [guo2 zhong1] junior high school (Tw) / abbr. for 國民中學|国民中学[guo2 min2 zhong1 xue2]; 大学 [Da4 xue2] the Great Learning, one of the Four Books 四書|四书[Si4 shu1]... | [da4 xue2] university; college / CL:所[suo3]; 学校 [xue2 xiao4] school / CL:所[suo3]; 学院 [xue2 yuan4] college; educational institute / CL:所[suo3]; 校长 [xiao4 zhang3] school principal; president / CL:個|个[ge4],位[wei4],名[ming2]; 民国 [Min2 guo2] Republic of China (1912-1949); ROC calendar era; 清华 [Qing1 hua2] abbr. for 清華大學|清华大学[Qing1 hua2 Da4 xue2]; 清华大学 [Qing1 hua2 Da4 xue2] Tsinghua University, Beijing / National Tsing Hua University, Hsinchu, Taiwan; 物理 [wu4 li3] physics; 物理学 [wu4 li3 xue2] physics; 物理学家 [wu4 li3 xue2 jia1] physicist; 理学 [Li3 xue2] Neo-Confucian School of Principle | [li3 xue2] science; 理学家 [li3 xue2 jia1] scholar of the rationalist school of Neo-Confucianism 理學|...; 科学 [ke1 xue2] science; scientific; rational / CL:門|门[men2],個|个[ge4],種|种[zhong3]; 科学院 [ke1 xue2 yuan4] academy of sciences / CL:個|个[ge4]
他终其一生都自奉甚俭、治家严苛，曾先后命三名行为不端的嫡子自尽。	2:其一 3:一生 6:自奉甚俭 12:家严 13:严苛 17:先后 22:行为 24:不端 25:端的 27:嫡子 29:自尽	一生 [yi1 sheng1] all one's life; throughout one's life; 不端 [bu4 duan1] improper; dishonorable; 严苛 [yan2 ke1] severe; harsh; 其一 [qi2 yi1] one of; the first; firstly; 家严 [jia1 yan2] (polite) my father; 端的 [duan1 di4] really; after all / details; particulars
