sentence	spans	defs
如果梅内姆胜选我们不可能有机会自己运营工厂	0:如果 5:胜选 7:我们 9:不可/不可能 10:可能 12:有机 13:机会 15:自己 17:运营 18:营工 19:工厂	不可 [bu4 ke3] cannot; should not; must not; 不可能 [bu4 ke3 neng2] impossible; cannot; 可能 [ke3 neng2] possible; maybe; possibility / CL:個|个[ge4]; 工厂 [gong1 chang3] factory / CL:家[jia1],座[zuo4]; 有机 [you3 ji1] organic; 机会 [ji1 hui4] opportunity; chance; occasion / CL:個|个[ge4]; 营工 [ying2 gong1] to sell one's labor; 运营 [yun4 ying2] to operate; to be in service
象牙雕刻品主要是由牙本质组成的，它是牙齿或獠牙的主要组成部分。	0:象牙 1:牙雕 2:雕刻/雕刻品 5:主要 6:要是 9:牙本质 10:本质 12:组成 18:牙齿 21:獠牙 24:主要 26:组成/组成部分 28:部分	主要 [zhu3 yao4] main; principal; major; primary; 本质 [ben3 zhi4] essence; intrinsic nature; 牙本质 [ya2 ben3 zhi4] dentin; 牙雕 [ya2 diao1] ivory carving; 组成 [zu3 cheng2] to form; to constitute; 组成部分 [zu3 cheng2 bu4 fen4] component; constituent part; 要是 [yao4 shi5] (coll.) if; 象牙 [xiang4 ya2] ivory; elephant tusk; 部分 [bu4 fen5] part; portion; piece / Taiwan pr. [bu4fen4]; 雕刻 [diao1 ke4] to carve; to engrave; carving; 雕刻品 [diao1 ke4 pin3] sculpture
由于中超联赛从次年才开始实施升降级制度，弱旅重庆力帆在下半年着手于训练新人。	0:由于 2:中超 3:超联 4:联赛 10:开始 12:实施 14:升降 15:降级 17:制度 20:弱旅 22:重庆 24:力帆 26:在下 27:下半/下半年 28:半年 30:着手 33:训练 35:新人	下半 [xia4 ban4] second half; 下半年 [xia4 ban4 nian2] second half of the year; 中超 [Zhong1 chao1] Chinese Super League (soccer) | [zhong1 chao1] Chinese supermarket; 升降 [sheng1 jiang4] rising and falling; 半年 [ban4 nian2] half a year; 在下 [zai4 xia4] under / myself (humble); 联赛 [lian2 sai4] sports league; league tournament; 超联 [chao1 lian2] (sports) superleague; 降级 [jiang4 ji2] to demote; to relegate; to degrade
它的新证据显示警察被连接到了谋杀罪。	3:证据 5:显示 6:示警 7:警察 10:连接 11:接到 12:到了 14:谋杀/谋杀罪	到了 [dao4 liao3] at last; finally; in the end; 接到 [jie1 dao4] to receive (letter etc); 显示 [xian3 shi4] to show; to display; to demonstrate; 示警 [shi4 jing3] to warn; warning sign; 警察 [jing3 cha2] police; police officer; 谋杀 [mou2 sha1] to murder; intentional homicide; 谋杀罪 [mou2 sha1 zui4] murder; 连接 [lian2 jie1] to link; to join; to connect
真驱参是七人众时代、被落雷击中，下落不明的「顽驮无真恶参」之后裔。	7:时代 11:落雷 12:雷击 13:击中 16:下落/下落不明 18:不明 29:之后 30:后裔	下落 [xia4 luo4] whereabouts / to drop; to fall; 下落不明 [xia4 luo4 bu4 ming2] whereabouts unknown; 不明 [bu4 ming2] not clear; unknown; 之后 [zhi1 hou4] after; afterwards; since then; 击中 [ji1 zhong4] to hit; to strike (a target); 后裔 [hou4 yi4] descendant; 落雷 [luo4 lei2] lightning bolt; lightning strike; 雷击 [lei2 ji1] lightning strike; thunderbolt
笃，为诚笃、忠实，有忠贞不渝、踏踏实实、坚持不懈的良好品行之意。	3:诚笃 6:忠实 10:忠贞/忠贞不渝 12:不渝 15:踏踏实实 16:踏实 20:坚持/坚持不懈 22:不懈 25:良好 27:品行	不懈 [bu4 xie4] untiring; unremitting; 不渝 [bu4 yu2] constant; unchanging; faithful; 坚持 [jian1 chi2] to persevere; to persist / to insist on; 坚持不懈 [jian1 chi2 bu4 xie4] (idiom) to persevere unremittingly; to keep going until t...; 忠贞 [zhong1 zhen1] loyal and dependable; 忠贞不渝 [zhong1 zhen1 bu4 yu2] unswerving in one's loyalty (idiom); faithful and constant; 踏实 [ta1 shi5] steady; steadfast; firmly-based / to have peace of mind; free from anxiety / Taiwan pr. [ta4 shi2]; 踏踏实实 [ta1 ta1 shi2 shi2] steady; steadfast
山脉位于爱达荷州博伊西西南约，内华达州里诺东北约。	0:山脉 2:位于 4:爱达荷/爱达荷州 8:博伊西 10:西西 11:西南 15:内华达/内华达州 17:达州 21:东北 22:北约	东北 [Dong1 bei3] Northeast China; Manchuria | [dong1 bei3] northeast; 内华达 [Nei4 hua2 da2] Nevada, US state; 内华达州 [Nei4 hua2 da2 zhou1] Nevada, US state; 北约 [Bei3 yue1] NATO (North Atlantic Treaty Organization) (abbr. for 北大西洋...; 博伊西 [Bo2 yi1 xi1] Boise, Idaho; 爱达荷 [Ai4 da2 he2] Idaho, US state; 爱达荷州 [Ai4 da2 he2 zhou1] Idaho, US state; 西南 [xi1 nan2] southwest; 西西 [xi1 xi1] cubic centimeter (cc) (loanword); 达州 [Da2 zhou1] see 達州市|达州市[Da2 zhou1 Shi4]
警方要求约1000名蒙面的极左翼反资本主义人士取下面罩。	0:警方 2:要求 10:蒙面 11:面的 14:左翼 17:资本/资本主义 19:主义 20:义人 21:人士 24:下面 25:面罩	下面 [xia4 mian4] below; under / next; the following / to boil noodles / also pr. [xia4 mian5]; 主义 [zhu3 yi4] -ism; ideology; 义人 [yi4 ren2] righteous man; 人士 [ren2 shi4] person; figure; 蒙面 [meng2 mian4] to cover one's face; to wear a mask / brazen; shameless; 资本 [zi1 ben3] capital (economics); 资本主义 [zi1 ben3 zhu3 yi4] capitalism; 面的 [mian4 di1] minivan taxi / abbr. of 麵包車的士|面包车的士[mian4 bao1 che1 di1 shi4]; 面罩 [mian4 zhao4] mask; facepiece / visor
袁忠，字正甫，汝南郡汝阳县（今河南省周口市商水县）人。	7:汝南 10:汝阳/汝阳县 15:河南/河南省 18:周口/周口市 21:商水/商水县	周口 [Zhou1 kou3] see 周口市[Zhou1 kou3 Shi4]; 周口市 [Zhou1 kou3 Shi4] Zhoukou, prefecture-level city in Henan Province 河南省[He2 ...; 商水 [Shang1 shui3] see 商水縣|商水县[Shang1 shui3 Xian4]; 商水县 [Shang1 shui3 Xian4] Shangshui, a county in Zhoukou City 周口市[Zhou1 kou3 Shi4],...; 汝阳 [Ru3 yang2] see 汝陽縣|汝阳县[Ru3 yang2 Xian4]; 汝阳县 [Ru3 yang2 Xian4] Ruyang, a county in Luoyang City 洛陽市|洛阳市[Luo4 yang2 Shi4]...; 河南 [He2 nan2] see 河南省[He2 nan2 Sheng3]; 河南省 [He2 nan2 Sheng3] Henan Province, capital Zhengzhou 鄭州市|郑州市[Zheng4 zhou1 Sh...
参加他的葬礼的有自由派部长们家庭主妇们还有带磁带录音机的印第安人们	0:参加 4:葬礼 8:自由/自由派 11:部长 14:家庭/家庭主妇 16:主妇 19:还有 22:磁带 24:录音/录音机 28:印第安/印第安人 30:安人 31:人们	主妇 [zhu3 fu4] housewife; lady of the house; hostess; 人们 [ren2 men5] people; 印第安 [Yin4 di4 an1] (American) Indian; indigenous peoples of the Americas; 印第安人 [Yin4 di4 an1 ren2] American Indians; 安人 [an1 ren2] to pacify the people / landlady; wife of a landlord; 家庭 [jia1 ting2] family; household / CL:戶|户[hu4],個|个[ge4]; 家庭主妇 [jia1 ting2 zhu3 fu4] housewife; 录音 [lu4 yin1] to record sound; audio recording; 录音机 [lu4 yin1 ji1] tape recorder / CL:臺|台[tai2]; 自由 [zi4 you2] freedom; free / CL:種|种[zhong3]; 自由派 [zi4 you2 pai4] liberal
