sentence	spans	defs
同样与异端裁判所施行高压手段的是，开列禁书目录。	0:同样 3:异端 5:裁判/裁判所 8:施行 10:高压/高压手段 12:手段 17:开列 19:禁书 20:书目 21:目录	书目 [shu1 mu4] booklist; bibliography / CL:本[ben3]; 手段 [shou3 duan4] method; way; means (of doing sth) / skill; ability / trick; wile; 目录 [mu4 lu4] catalog; table of contents; directory; list; 禁书 [jin4 shu1] banned book; 裁判 [cai2 pan4] (law) to judge; to adjudicate; verdict; judgement / sports referee; umpire; 裁判所 [cai2 pan4 suo3] court; place of judgment; 高压 [gao1 ya1] high pressure; high atmospheric pressure / high voltage / systolic blood pressure / high-handed; oppressive; 高压手段 [gao1 ya1 shou3 duan4] high-handed measures
百达通被挥霍无度的女友花光积蓄，而包租公则是家中装有三百万现金的保险箱被爆窃。	4:挥霍/挥霍无度 6:无度 9:女友 11:花光 13:积蓄 17:包租 23:中装 24:装有 27:百万 29:现金 32:保险/保险箱	中装 [zhong1 zhuang1] Chinese dress; 保险 [bao3 xian3] insurance; to insure / safe; secure; sure / CL:份[fen4]; 保险箱 [bao3 xian3 xiang1] safe deposit box; safe; 挥霍 [hui1 huo4] to squander; extravagant; prodigal / free and easy; agile; 挥霍无度 [hui1 huo4 wu2 du4] extravagance; extravagant; 无度 [wu2 du4] immoderate; excessive; 装有 [zhuang1 you3] fitted with
曾参加法国康巴斯方程式、雷诺方程式等。	0:曾参 1:参加 2:加法 3:法国 5:康巴 6:巴斯 8:方程/方程式 9:程式 12:雷诺 14:方程/方程式 15:程式	加法 [jia1 fa3] addition; 参加 [can1 jia1] to participate; to take part; to join; 巴斯 [Ba1 si1] Bath city in southwest England; 康巴 [Kang1 ba1] Khampa, subdivision of Tibetan ethnic group / former Tibetan province of Kham, now split between Tibet ...; 方程 [fang1 cheng2] (math.) equation; 方程式 [fang1 cheng2 shi4] (math.) equation; 曾参 [Zeng1 Shen1] Zeng Shen (505-435 BC), a.k.a. 曾子[Zeng1 zi3], student of ...; 法国 [Fa3 guo2] France; 程式 [cheng2 shi4] form; pattern; formula / (Tw) (computing) program
小行星以日本业余天文学家小林隆男的姓氏命名。	0:小行星 1:行星 4:日本 5:本业 6:业余 8:天文/天文学/天文学家 9:文学/文学家 11:家小 12:小林 15:男的 17:姓氏 19:命名	业余 [ye4 yu2] spare time; amateur; 天文 [tian1 wen2] astronomy; 天文学 [tian1 wen2 xue2] astronomy; 天文学家 [tian1 wen2 xue2 jia1] astronomer; 家小 [jia1 xiao3] wife and children; dependents; 小林 [Xiao3 lin2] Kobayashi (Japanese surname); 小行星 [xiao3 xing2 xing1] asteroid; minor planet; 文学 [wen2 xue2] literature / CL:種|种[zhong3]; 文学家 [wen2 xue2 jia1] writer; man of letters / CL:個|个[ge4]; 日本 [Ri4 ben3] Japan; 本业 [ben3 ye4] core business; original business / (literary) agriculture; 行星 [xing2 xing1] planet / CL:顆|颗[ke1]
‎干掉竞争对手是非常合情合理的	1:干掉 3:竞争/竞争对手 5:对手 7:是非 8:非常 10:合情合理 12:合理	合情合理 [he2 qing2 he2 li3] (idiom) reasonable; fair; 合理 [he2 li3] rational; reasonable; sensible; fair; 对手 [dui4 shou3] opponent; rival; competitor; 是非 [shi4 fei1] right and wrong / quarrel; 竞争 [jing4 zheng1] to compete; competition; 竞争对手 [jing4 zheng1 dui4 shou3] rival; competitor; 非常 [fei1 chang2] very; really / unusual; extraordinary
随着19世纪后期塞尔维亚发明家发明手动理发器出现后寸头这一发型开始产生。	0:随着 4:世纪 6:后期 8:塞尔维亚 12:发明/发明家 15:发明 16:明手 17:手动 19:理发/理发器 22:出现 25:寸头 29:发型 31:开始 33:产生	发明 [fa1 ming2] to invent; an invention / CL:個|个[ge4]; 发明家 [fa1 ming2 jia1] inventor; 手动 [shou3 dong4] manual; manually operated; 明手 [ming2 shou3] dummy (in bridge); 理发 [li3 fa4] to cut hair; to get a haircut; 理发器 [li3 fa4 qi4] hair clippers
当局还骚扰和袭击那些为当事人辩护的律师，其中大部分当事人为乌兹别克人。	0:当局 3:骚扰 6:袭击 8:那些 11:当事/当事人 14:辩护 17:律师 20:其中 22:大部/大部分 23:部分 24:分当 25:当事/当事人 27:人为 29:乌兹别克/乌兹别克人 31:别克	乌兹别克 [Wu1 zi1 bie2 ke4] Uzbek / abbr. for Uzbekistan; 乌兹别克人 [Wu1 zi1 bie2 ke4 ren2] Uzbek (person); 人为 [ren2 wei2] artificial; man-made; of human origin; 分当 [fen4 dang1] as should be; as expected; 别克 [Bie2 ke4] Buick; 大部 [da4 bu4] the greater part; the majority; most; 大部分 [da4 bu4 fen5] the greater part; the majority; most / Taiwan pr. [da4bu4fen4]; 当事 [dang1 shi4] to be in charge of; to be involved in | [dang4 shi4] to consider important; to be of importance; 当事人 [dang1 shi4 ren2] persons involved or implicated; party (to an affair); 部分 [bu4 fen5] part; portion; piece / Taiwan pr. [bu4fen4]
电影中的每个人物都有很强的私心，阴差阳错卷入了事件中，却往往事与愿违。	0:电影 2:中的 4:每个/每个人 5:个人 6:人物 13:私心 16:阴差阳错 20:卷入 22:了事 23:事件 28:往往 29:往事 30:事与愿违	个人 [ge4 ren2] individual; personal; 了事 [liao3 shi4] to dispose of a matter; to be done with it; 事与愿违 [shi4 yu3 yuan4 wei2] things turn out contrary to the way one wishes (idiom); 事件 [shi4 jian4] incident; event; 人物 [ren2 wu4] person; personage; figure (esp. sb of importance) / character (in a play, novel etc) / (genre of traditional Chinese painting) figure painting; 往事 [wang3 shi4] past events; 往往 [wang3 wang3] usually; more often than not; 每个 [mei3 ge4] each; every; 每个人 [mei3 ge5 ren2] everybody; everyone
太空站内层的墙由布上霓虹灯条用来照明和装饰。	0:太空/太空站 3:内层 10:霓虹/霓虹灯 12:灯条 14:用来 16:照明 17:明和 19:装饰	太空 [tai4 kong1] outer space; 太空站 [tai4 kong1 zhan4] space station; 明和 [Ming2 he2] Minghe, rail station in South Taiwan / Meiwa (Japanese era or proper name); 灯条 [deng1 tiao2] LED strip light; 照明 [zhao4 ming2] lighting; illumination; 霓虹 [ni2 hong2] (loanword) neon lights (abbr. for 霓虹燈|霓虹灯[ni2 hong2 deng1]) / (literary) rainbow; 霓虹灯 [ni2 hong2 deng1] (loanword) neon lights
董建华：时任香港特别行政区行政长官。	0:董建华 1:建华 4:时任 6:香港 8:特别/特别行政区 10:行政/行政区 11:政区 13:行政/行政长官 15:长官	建华 [Jian4 hua2] see 建華區|建华区[Jian4 hua2 Qu1]; 政区 [zheng4 qu1] administrative division; 特别 [te4 bie2] special; especially; in particular; 特别行政区 [te4 bie2 xing2 zheng4 qu1] special administrative region (SAR); 董建华 [Dong3 Jian4 hua2] Tung Chee-hwa (1937-), Hong Kong entrepreneur and politic...; 行政 [xing2 zheng4] administration; administrative; 行政区 [xing2 zheng4 qu1] administrative district; 行政长官 [xing2 zheng4 zhang3 guan1] chief executive; magistrate; 长官 [zhang3 guan1] senior official; commanding officer / CL:位[wei4]
